0.015992	0.250000	0.000000	1.264029	0.000000	31.616534	0.000000	0.157785	1	0
0.032004	0.750000	0.400000	1.769641	24.981264	31.577043	1560.158884	0.153841	3	2
0.048002	1.750000	0.800000	2.190984	25.003125	26.337231	1.366504	0.150554	7	4
0.064063	3.000000	1.200000	2.190984	24.905049	0.000000	-6.106462	0.150554	12	6
0.080066	4.500000	2.000000	2.190984	49.990627	0.000000	1567.554662	0.150554	18	10
0.096008	6.000000	2.800000	2.190984	50.181909	0.000000	11.998662	0.150554	24	14
0.111999	7.750000	3.600000	2.190984	50.028141	0.000000	-9.615946	0.150554	31	18
0.128006	9.500000	4.400000	2.190984	49.978135	0.000000	-3.124025	0.150554	38	22
0.144017	11.500000	5.200000	2.190984	49.965649	0.000000	-0.779836	0.150554	46	26
0.160018	13.500000	6.000000	2.190984	49.996875	0.000000	1.951539	0.150554	54	30
0.176080	15.250000	6.600000	2.190984	37.355248	0.000000	-787.051848	0.150554	61	33
0.192088	17.250000	7.000000	2.190984	24.987506	0.000000	-772.597587	0.150554	69	35
0.208042	19.000000	7.400000	2.190984	25.072082	0.000000	5.301240	0.150554	76	37
0.224013	20.750000	7.600000	2.190984	12.522697	0.000000	-785.760744	0.150554	83	38
0.240012	22.500000	7.600000	2.190984	0.000000	0.000000	-782.717507	0.150554	90	38
0.256063	24.250000	7.600000	2.190984	0.000000	0.000000	0.000000	0.150554	97	38
0.272007	26.250000	7.400000	2.190984	-12.543904	0.000000	-786.747596	0.150554	105	37
0.288062	28.250000	7.200000	1.853909	-12.457178	-20.994980	5.401757	0.153183	113	36
0.304361	30.000000	6.800000	1.348298	-24.541383	-31.021021	-741.407722	0.157128	120	34
0.320020	32.000000	6.400000	0.842686	-25.544415	-32.288883	-64.054693	0.161073	128	32
0.336007	33.500000	5.800000	0.337074	-37.530494	-31.626423	-749.739049	0.165017	134	29
0.352011	34.750000	5.000000	-0.084269	-49.987503	-26.327357	-778.368508	0.168304	139	25
0.368005	35.000000	3.600000	-0.589880	-87.532825	-31.612581	-2347.462904	0.172249	140	18
0.384077	35.000000	1.800000	-1.095492	-111.996018	-31.459160	-1522.100119	0.176194	140	9
0.400073	35.000000	-0.400000	-1.601103	-137.534384	-31.608628	-1596.546992	0.180138	140	-2
0.416043	34.000000	-2.600000	-2.106715	-137.758297	-31.660089	-14.020865	0.184083	136	-13
0.432046	32.500000	-5.200000	-2.190984	-162.469537	-5.265800	-1544.162979	0.184740	130	-26
0.448045	31.000000	-8.000000	-2.190984	-175.010938	0.000000	-783.886569	0.184740	124	-40
0.464034	29.000000	-10.600000	-2.190984	-162.611796	0.000000	775.479553	0.184740	116	-53
0.480074	27.000000	-13.000000	-2.106715	-149.625935	5.253654	809.592297	0.184083	108	-65
0.496000	24.750000	-15.400000	-2.106715	-150.696974	0.000000	-67.250932	0.184083	99	-77
0.512004	23.000000	-17.600000	-2.106715	-137.465634	0.000000	826.752056	0.184083	92	-88
0.528021	21.000000	-19.400000	-2.106715	-112.380596	0.000000	1566.150838	0.184083	84	-97
0.544000	19.000000	-21.000000	-2.106715	-100.131422	0.000000	766.579456	0.184083	76	-105
0.560010	17.250000	-22.200000	-2.022446	-74.953154	5.263498	1572.658852	0.183426	69	-111
0.576060	15.250000	-23.000000	-2.022446	-49.844237	0.000000	1564.418537	0.183426	61	-115
0.592065	13.250000	-23.400000	-2.022446	-24.992190	0.000000	1552.767686	0.183426	53	-117
0.608024	11.250000	-23.400000	-2.022446	0.000000	0.000000	1566.024810	0.183426	45	-117
0.624055	9.250000	-23.200000	-1.685372	12.475828	21.026412	778.231432	0.180796	37	-116
0.640075	7.250000	-22.800000	-1.179760	24.968789	31.561275	779.835264	0.176851	29	-114
0.656079	5.250000	-21.800000	-0.674149	62.484379	31.592828	2344.138334	0.172907	21	-109
0.672001	3.500000	-20.200000	-0.168537	100.489888	31.755534	2386.980863	0.168962	14	-101
0.688018	2.500000	-18.200000	0.252806	124.867328	26.305988	1521.972920	0.165675	10	-91
0.704032	2.000000	-15.600000	0.758417	162.357937	31.573100	2341.114546	0.161730	8	-78
0.720005	2.000000	-12.400000	1.264029	200.338070	31.654142	2377.770844	0.157785	8	-62
0.735989	2.500000	-8.800000	1.769641	225.225225	31.632358	1557.004175	0.153841	10	-44
0.752010	3.750000	-4.600000	2.106715	262.155920	21.039536	2305.142945	0.151211	15	-23
0.768062	5.000000	-0.200000	2.190984	274.109145	5.249726	744.656424	0.150554	20	-1
0.784036	6.500000	4.400000	2.190984	287.967948	0.000000	867.584990	0.150554	26	22
0.800010	8.000000	8.800000	2.190984	275.447602	0.000000	-783.795265	0.150554	32	44
0.815995	9.750000	13.200000	2.106715	275.258054	-5.271730	-11.857862	0.151211	39	66
0.832066	11.250000	17.400000	2.106715	261.340302	0.000000	-866.016553	0.151211	45	87
0.848068	13.000000	21.200000	2.106715	237.470316	0.000000	-1491.687676	0.151211	52	106
0.863999	14.250000	24.600000	2.022446	213.420375	-5.289599	-1509.631589	0.151869	57	123
0.880061	15.750000	27.600000	2.022446	186.776242	0.000000	-1658.830364	0.151869	63	138
0.896014	17.000000	30.200000	2.022446	162.978750	0.000000	-1491.725192	0.151869	68	151
0.912049	18.500000	32.400000	1.938178	137.199875	-5.255292	-1607.662913	0.152526	74	162
0.927998	20.000000	34.000000	1.938178	100.319769	0.000000	-2312.377328	0.152526	80	170
0.944011	21.500000	35.000000	1.853909	62.449260	-5.262512	-2364.985280	0.153183	86	175
0.959999	23.000000	35.600000	1.853909	37.528146	0.000000	-1558.738671	0.153183	92	178
0.976055	24.750000	35.600000	1.853909	0.000000	0.000000	-2337.328482	0.153183	99	178
0.992057	26.500000	35.200000	1.853909	-24.996875	0.000000	-1562.109448	0.153183	106	176
1.008002	28.250000	34.400000	1.516835	-50.172468	-21.139819	-1578.902005	0.155813	113	172
1.024042	29.750000	33.000000	1.011223	-87.281796	-31.521921	-2313.549106	0.159758	119	165
1.039991	31.250000	30.800000	0.505612	-137.939683	-31.701776	-3176.242224	0.163702	125	154
1.056036	32.500000	28.400000	0.000000	-149.579308	-31.512098	-725.436301	0.167647	130	142
1.072027	33.000000	25.000000	-0.505612	-212.619599	-31.618512	-3942.235653	0.171592	132	125
1.088028	33.000000	21.000000	-1.011223	-249.984376	-31.598751	-2335.152644	0.175536	132	105
1.104039	33.000000	16.400000	-1.516835	-287.302480	-31.579016	-2330.779062	0.179481	132	82
1.119990	31.750000	11.400000	-2.022446	-313.459971	-31.697801	-1639.865314	0.183426	127	57
1.135986	30.000000	5.600000	-2.106715	-362.590648	-5.268105	-3071.435140	0.184083	120	28
1.152026	28.000000	-0.200000	-2.106715	-361.596010	0.000000	62.009831	0.184083	112	-1
1.168048	25.750000	-6.400000	-2.190984	-386.967919	-5.259556	-1583.566916	0.184740	103	-32
1.184034	23.750000	-12.400000	-2.106715	-375.328412	5.271400	728.106265	0.184083	95	-62
1.200054	22.000000	-18.200000	-2.106715	-362.047441	0.000000	829.024448	0.184083	88	-91
1.216041	20.250000	-23.600000	-2.106715	-337.774442	0.000000	1518.296051	0.184083	81	-118
1.231997	18.500000	-28.400000	-2.022446	-300.827275	5.281311	2315.565726	0.183426	74	-142
1.248054	17.000000	-32.800000	-1.938178	-274.023790	5.248091	1669.271019	0.182768	68	-164
1.264060	15.750000	-36.800000	-1.938178	-249.906285	0.000000	1506.779027	0.182768	63	-184
1.280059	14.250000	-40.000000	-1.853909	-200.012501	5.267117	3118.556432	0.182111	57	-200
1.296040	12.500000	-42.800000	-1.769641	-175.208060	5.273049	1552.120719	0.181453	50	-214
1.312014	11.000000	-44.800000	-1.769641	-125.203456	0.000000	3130.374606	0.181453	44	-224
1.328030	9.500000	-46.200000	-1.685372	-87.412587	5.261526	2359.569693	0.180796	38	-231
1.343996	8.000000	-47.000000	-1.685372	-50.106476	0.000000	2336.597216	0.180796	32	-235
1.359992	6.250000	-47.200000	-1.685372	-12.503126	0.000000	2350.797104	0.180796	25	-236
1.376051	4.500000	-46.800000	-1.685372	24.908151	0.000000	2329.614358	0.180796	18	-234
1.392007	2.750000	-45.600000	-1.264029	75.206819	26.406556	3152.335645	0.177509	11	-228
1.408065	1.250000	-43.800000	-0.758417	112.093660	31.486587	2297.100618	0.173564	5	-219
1.424012	-1.250000	-38.200000	0.084269	200.664702	21.137168	3158.808092	0.166990	-5	-191
1.440103	-1.500000	-34.200000	0.674149	248.586166	36.659016	2978.153275	0.162388	-6	-171
1.456059	-1.500000	-29.600000	1.179760	288.292805	31.687868	2488.508338	0.158443	-6	-148
1.472079	-1.000000	-24.000000	1.685372	349.563046	31.561275	3824.609299	0.154498	-4	-120
1.488065	0.500000	-18.000000	2.022446	375.328412	21.085601	1611.745663	0.151869	2	-90
