[-0.000196848, 0] ; ([0.233874, 0.233874] ; [0, 0] ; [-1.38317, -1.38317] ; [0, 0])
[0.726955, 0.728927] ; ([-0.363644, -0.361377] ; [-1.09223, -1.09161] ; [-0.725422, -0.713764] ; [-5.40981, -5.30848])
[0.728927, 0.730914] ; ([-0.365814, -0.36353] ; [-1.092, -1.09124] ; [-0.73589, -0.724324] ; [-5.31469, -5.21172])
[0.730914, 0.732918] ; ([-0.368002, -0.365699] ; [-1.09163, -1.09072] ; [-0.746253, -0.734776] ; [-5.21793, -5.11324])
[0.732918, 0.734941] ; ([-0.370208, -0.367886] ; [-1.0911, -1.09006] ; [-0.756508, -0.745121] ; [-5.11945, -5.013])
[0.734941, 0.736982] ; ([-0.372433, -0.370091] ; [-1.09044, -1.08926] ; [-0.766654, -0.755358] ; [-5.01921, -4.91093])
[0.736982, 0.739044] ; ([-0.374679, -0.372316] ; [-1.08963, -1.08831] ; [-0.776689, -0.765486] ; [-4.91714, -4.80698])
[0.739044, 0.741128] ; ([-0.376947, -0.374561] ; [-1.08868, -1.08723] ; [-0.786613, -0.775502] ; [-4.81318, -4.70107])
[0.741128, 0.743236] ; ([-0.379239, -0.376828] ; [-1.08759, -1.08602] ; [-0.796424, -0.785407] ; [-4.70727, -4.59312])
[0.743236, 0.745369] ; ([-0.381555, -0.379118] ; [-1.08637, -1.08468] ; [-0.806121, -0.795198] ; [-4.59932, -4.48304])
[0.745369, 0.74753] ; ([-0.383897, -0.381433] ; [-1.08502, -1.0832] ; [-0.815703, -0.804875] ; [-4.48923, -4.37071])
[0.74753, 0.74972] ; ([-0.386269, -0.383775] ; [-1.08353, -1.0816] ; [-0.825169, -0.814435] ; [-4.3769, -4.25603])
[0.74972, 0.751943] ; ([-0.388673, -0.386146] ; [-1.08193, -1.07987] ; [-0.834518, -0.823879] ; [-4.2622, -4.13882])
[0.751943, 0.754133] ; ([-0.391036, -0.388548] ; [-1.08019, -1.07809] ; [-0.843464, -0.833214] ; [-4.14499, -4.02263])
[0.754133, 0.75629] ; ([-0.39336, -0.390911] ; [-1.07839, -1.07625] ; [-0.852025, -0.842153] ; [-4.02878, -3.90747])
[0.75629, 0.758415] ; ([-0.395646, -0.393234] ; [-1.07654, -1.07437] ; [-0.860218, -0.850707] ; [-3.91361, -3.79333])
[0.758415, 0.76051] ; ([-0.397895, -0.39552] ; [-1.07465, -1.07246] ; [-0.868057, -0.858894] ; [-3.79945, -3.68019])
[0.76051, 0.762576] ; ([-0.400109, -0.397769] ; [-1.07273, -1.07052] ; [-0.875555, -0.866726] ; [-3.6863, -3.56806])
[0.762576, 0.764614] ; ([-0.402289, -0.399982] ; [-1.07078, -1.06857] ; [-0.882722, -0.874216] ; [-3.57415, -3.45691])
[0.764614, 0.766624] ; ([-0.404436, -0.402162] ; [-1.06882, -1.06661] ; [-0.889571, -0.881377] ; [-3.46299, -3.34676])
[0.766624, 0.768608] ; ([-0.406551, -0.404309] ; [-1.06685, -1.06465] ; [-0.896113, -0.888219] ; [-3.35282, -3.2376])
[0.768608, 0.770567] ; ([-0.408635, -0.406423] ; [-1.06489, -1.0627] ; [-0.902356, -0.894754] ; [-3.24365, -3.12943])
[0.770567, 0.7725] ; ([-0.410688, -0.408506] ; [-1.06293, -1.06076] ; [-0.908312, -0.900992] ; [-3.13545, -3.02224])
[0.7725, 0.774409] ; ([-0.412711, -0.410559] ; [-1.06098, -1.05883] ; [-0.913988, -0.906941] ; [-3.02825, -2.91604])
[0.774409, 0.776294] ; ([-0.414705, -0.412582] ; [-1.05905, -1.05693] ; [-0.919394, -0.912611] ; [-2.92204, -2.81084])
[0.776294, 0.778155] ; ([-0.416671, -0.414576] ; [-1.05714, -1.05506] ; [-0.924538, -0.91801] ; [-2.81681, -2.70663])
[0.778155, 0.779993] ; ([-0.418609, -0.416542] ; [-1.05526, -1.05321] ; [-0.929427, -0.923147] ; [-2.71259, -2.60342])
[0.779993, 0.781808] ; ([-0.420519, -0.418479] ; [-1.05341, -1.0514] ; [-0.934069, -0.92803] ; [-2.60936, -2.50121])
[0.781808, 0.783602] ; ([-0.422403, -0.42039] ; [-1.05159, -1.04963] ; [-0.938472, -0.932666] ; [-2.50714, -2.40002])
[0.783602, 0.785372] ; ([-0.424261, -0.422274] ; [-1.04982, -1.0479] ; [-0.942642, -0.937062] ; [-2.40592, -2.29984])
[0.785372, 0.787122] ; ([-0.426092, -0.424131] ; [-1.04808, -1.04622] ; [-0.946586, -0.941226] ; [-2.30573, -2.20069])
[0.787122, 0.788849] ; ([-0.427898, -0.425963] ; [-1.04639, -1.04458] ; [-0.950311, -0.945165] ; [-2.20656, -2.10258])
[0.788849, 0.790554] ; ([-0.429679, -0.427769] ; [-1.04475, -1.04299] ; [-0.953822, -0.948883] ; [-2.10844, -2.00554])
[0.790554, 0.792238] ; ([-0.431434, -0.429549] ; [-1.04316, -1.04145] ; [-0.957126, -0.952389] ; [-2.01138, -1.90956])
[0.792238, 0.793901] ; ([-0.433164, -0.431304] ; [-1.04162, -1.03996] ; [-0.960229, -0.955687] ; [-1.91539, -1.81467])
[0.793901, 0.795542] ; ([-0.43487, -0.433034] ; [-1.04014, -1.03853] ; [-0.963138, -0.958785] ; [-1.82047, -1.72086])
[0.795542, 0.797162] ; ([-0.436551, -0.43474] ; [-1.03871, -1.03716] ; [-0.965858, -0.961688] ; [-1.72665, -1.62814])
[0.797162, 0.798761] ; ([-0.438209, -0.436421] ; [-1.03734, -1.03584] ; [-0.968396, -0.964403] ; [-1.63391, -1.53651])
[0.798761, 0.800339] ; ([-0.439843, -0.438079] ; [-1.03602, -1.03458] ; [-0.970756, -0.966935] ; [-1.54227, -1.446])
[0.800339, 0.801896] ; ([-0.441453, -0.439713] ; [-1.03476, -1.03338] ; [-0.972945, -0.969291] ; [-1.45174, -1.35661])
[0.801896, 0.803433] ; ([-0.44304, -0.441323] ; [-1.03356, -1.03224] ; [-0.974968, -0.971475] ; [-1.36233, -1.26834])
[0.803433, 0.804948] ; ([-0.444603, -0.44291] ; [-1.03242, -1.03115] ; [-0.976831, -0.973493] ; [-1.27405, -1.18122])
[0.804948, 0.806442] ; ([-0.446144, -0.444473] ; [-1.03134, -1.03013] ; [-0.978539, -0.975351] ; [-1.18691, -1.09525])
[0.806442, 0.807916] ; ([-0.447661, -0.446014] ; [-1.03031, -1.02916] ; [-0.980096, -0.977054] ; [-1.10093, -1.01044])
[0.807916, 0.809368] ; ([-0.449155, -0.447531] ; [-1.02935, -1.02826] ; [-0.98151, -0.978607] ; [-1.01611, -0.92682])
[0.809368, 0.810802] ; ([-0.450629, -0.449025] ; [-1.02845, -1.02741] ; [-0.982786, -0.980015] ; [-0.932467, -0.84421])
[0.810802, 0.812234] ; ([-0.4521, -0.450499] ; [-1.0276, -1.0266] ; [-0.983944, -0.981286] ; [-0.849843, -0.761676])
[0.812234, 0.813665] ; ([-0.453569, -0.45197] ; [-1.0268, -1.02585] ; [-0.984983, -0.982436] ; [-0.767295, -0.679217])
[0.813665, 0.815095] ; ([-0.455035, -0.453439] ; [-1.02604, -1.02514] ; [-0.985903, -0.983467] ; [-0.684823, -0.596833])
[0.815095, 0.816523] ; ([-0.456499, -0.454905] ; [-1.02534, -1.02448] ; [-0.986704, -0.984379] ; [-0.602429, -0.514524])
[0.816523, 0.81795] ; ([-0.45796, -0.456369] ; [-1.02469, -1.02388] ; [-0.987387, -0.985173] ; [-0.52011, -0.432288])
[0.81795, 0.819376] ; ([-0.45942, -0.45783] ; [-1.02409, -1.02333] ; [-0.987953, -0.985849] ; [-0.437866, -0.350125])
[0.819376, 0.820801] ; ([-0.460878, -0.45929] ; [-1.02354, -1.02283] ; [-0.988401, -0.986407] ; [-0.355697, -0.268037])
[0.820801, 0.822225] ; ([-0.462334, -0.460748] ; [-1.02304, -1.02238] ; [-0.988732, -0.986847] ; [-0.273601, -0.186022])
[0.822225, 0.823648] ; ([-0.463789, -0.462204] ; [-1.0226, -1.02199] ; [-0.988946, -0.987171] ; [-0.191607, -0.104054])
[0.823648, 0.82507] ; ([-0.465243, -0.463659] ; [-1.02222, -1.02165] ; [-0.989044, -0.987378] ; [-0.109687, -0.0221596])
[0.82507, 0.826492] ; ([-0.466695, -0.465112] ; [-1.02188, -1.02137] ; [-0.989025, -0.987468] ; [-0.0278408, 0.0596617])
[0.826492, 0.827914] ; ([-0.468147, -0.466565] ; [-1.02161, -1.02115] ; [-0.988971, -0.98736] ; [0.0539323, 0.14141])
[0.827914, 0.829335] ; ([-0.469599, -0.468017] ; [-1.02139, -1.02099] ; [-0.988836, -0.987102] ; [0.135632, 0.223081])
[0.829335, 0.830756] ; ([-0.471049, -0.469468] ; [-1.02123, -1.02088] ; [-0.988585, -0.986727] ; [0.217255, 0.304673])
[0.830756, 0.832176] ; ([-0.4725, -0.470919] ; [-1.02113, -1.02083] ; [-0.988218, -0.986237] ; [0.298798, 0.386185])
[0.832176, 0.833597] ; ([-0.47395, -0.472369] ; [-1.02109, -1.02085] ; [-0.987735, -0.985631] ; [0.380262, 0.467619])
[0.833597, 0.835017] ; ([-0.4754, -0.47382] ; [-1.02115, -1.02087] ; [-0.987136, -0.984909] ; [0.461646, 0.548974])
[0.835017, 0.836437] ; ([-0.47685, -0.47527] ; [-1.02129, -1.02095] ; [-0.986423, -0.984072] ; [0.542952, 0.630218])
[0.836437, 0.837856] ; ([-0.478299, -0.47672] ; [-1.02149, -1.02108] ; [-0.985593, -0.983121] ; [0.624146, 0.711313])
[0.837856, 0.839274] ; ([-0.479748, -0.478169] ; [-1.02175, -1.02127] ; [-0.98465, -0.982056] ; [0.705193, 0.792241])
[0.839274, 0.84069] ; ([-0.481195, -0.479617] ; [-1.02207, -1.02153] ; [-0.983592, -0.980877] ; [0.786071, 0.873001])
[0.84069, 0.842106] ; ([-0.482642, -0.481064] ; [-1.02245, -1.02185] ; [-0.982421, -0.979585] ; [0.86678, 0.953593])
[0.842106, 0.843521] ; ([-0.484089, -0.482511] ; [-1.0229, -1.02222] ; [-0.981136, -0.97818] ; [0.947322, 1.03402])
[0.843521, 0.844937] ; ([-0.485538, -0.483958] ; [-1.0234, -1.02266] ; [-0.979738, -0.976659] ; [1.0277, 1.11442])
[0.844937, 0.846371] ; ([-0.487006, -0.485406] ; [-1.02398, -1.02316] ; [-0.978225, -0.975003] ; [1.10805, 1.19569])
[0.846371, 0.847822] ; ([-0.488492, -0.486874] ; [-1.02463, -1.02373] ; [-0.976577, -0.97321] ; [1.18925, 1.27779])
[0.847822, 0.84929] ; ([-0.489997, -0.48836] ; [-1.02535, -1.02438] ; [-0.974791, -0.971274] ; [1.2713, 1.36071])
[0.84929, 0.850775] ; ([-0.49152, -0.489865] ; [-1.02614, -1.02509] ; [-0.972863, -0.969192] ; [1.35416, 1.44443])
[0.850775, 0.852277] ; ([-0.493062, -0.491388] ; [-1.02702, -1.02588] ; [-0.970789, -0.966959] ; [1.4378, 1.52894])
[0.852277, 0.853795] ; ([-0.494622, -0.492929] ; [-1.02797, -1.02675] ; [-0.968566, -0.964573] ; [1.52221, 1.61419])
[0.853795, 0.85533] ; ([-0.4962, -0.494489] ; [-1.029, -1.0277] ; [-0.96619, -0.96203] ; [1.60736, 1.70018])
[0.85533, 0.856882] ; ([-0.497797, -0.496067] ; [-1.03012, -1.02873] ; [-0.963656, -0.959325] ; [1.69324, 1.78688])
[0.856882, 0.858449] ; ([-0.499413, -0.497664] ; [-1.03132, -1.02984] ; [-0.960961, -0.956457] ; [1.77983, 1.87426])
[0.858449, 0.860033] ; ([-0.501047, -0.49928] ; [-1.03261, -1.03104] ; [-0.958102, -0.953419] ; [1.86711, 1.96231])
[0.860033, 0.861633] ; ([-0.502701, -0.500914] ; [-1.03398, -1.03232] ; [-0.955074, -0.95021] ; [1.95505, 2.05101])
[0.861633, 0.86325] ; ([-0.504373, -0.502566] ; [-1.03545, -1.03369] ; [-0.951873, -0.946824] ; [2.04364, 2.14034])
[0.86325, 0.864882] ; ([-0.506065, -0.504238] ; [-1.037, -1.03515] ; [-0.948497, -0.943258] ; [2.13286, 2.23028])
[0.864882, 0.866531] ; ([-0.507776, -0.50593] ; [-1.03864, -1.0367] ; [-0.94494, -0.939508] ; [2.22269, 2.32082])
[0.866531, 0.868196] ; ([-0.509506, -0.50764] ; [-1.04037, -1.03834] ; [-0.941199, -0.935569] ; [2.31311, 2.41194])
[0.868196, 0.869877] ; ([-0.511257, -0.509371] ; [-1.0422, -1.04007] ; [-0.93727, -0.931439] ; [2.40411, 2.50363])
[0.869877, 0.871575] ; ([-0.513029, -0.511121] ; [-1.04412, -1.0419] ; [-0.933148, -0.927111] ; [2.49568, 2.59586])
[0.871575, 0.87329] ; ([-0.514821, -0.512892] ; [-1.04613, -1.04381] ; [-0.928829, -0.922583] ; [2.58779, 2.68863])
[0.87329, 0.875022] ; ([-0.516634, -0.514684] ; [-1.04823, -1.04582] ; [-0.924309, -0.917848] ; [2.68043, 2.78192])
[0.875022, 0.876771] ; ([-0.51847, -0.516497] ; [-1.05043, -1.04792] ; [-0.919583, -0.912903] ; [2.7736, 2.87573])
[0.876771, 0.878538] ; ([-0.520328, -0.518332] ; [-1.05271, -1.05011] ; [-0.914647, -0.907742] ; [2.86727, 2.97003])
[0.878538, 0.880323] ; ([-0.522209, -0.520189] ; [-1.05509, -1.0524] ; [-0.909494, -0.90236] ; [2.96145, 3.06483])
[0.880323, 0.882126] ; ([-0.524113, -0.522069] ; [-1.05756, -1.05477] ; [-0.90412, -0.896751] ; [3.05612, 3.16012])
[0.882126, 0.883948] ; ([-0.526043, -0.523974] ; [-1.06011, -1.05724] ; [-0.898519, -0.890909] ; [3.15127, 3.2559])
[0.883948, 0.88579] ; ([-0.527998, -0.525903] ; [-1.06276, -1.0598] ; [-0.892685, -0.884827] ; [3.2469, 3.35215])
[0.88579, 0.887653] ; ([-0.52998, -0.527857] ; [-1.06549, -1.06244] ; [-0.886611, -0.878499] ; [3.34302, 3.44889])
[0.887653, 0.889536] ; ([-0.531989, -0.529838] ; [-1.0683, -1.06518] ; [-0.88029, -0.871916] ; [3.43961, 3.54612])
[0.889536, 0.891442] ; ([-0.534028, -0.531847] ; [-1.07119, -1.06799] ; [-0.873714, -0.86507] ; [3.53668, 3.64384])
[0.891442, 0.893371] ; ([-0.536097, -0.533886] ; [-1.07417, -1.07089] ; [-0.866875, -0.857951] ; [3.63425, 3.74206])
[0.893371, 0.895325] ; ([-0.538199, -0.535954] ; [-1.07722, -1.07386] ; [-0.859764, -0.85055] ; [3.73232, 3.84081])
[0.895325, 0.897305] ; ([-0.540334, -0.538055] ; [-1.08034, -1.07691] ; [-0.852369, -0.842853] ; [3.8309, 3.9401])
[0.897305, 0.899313] ; ([-0.542507, -0.540191] ; [-1.08353, -1.08004] ; [-0.844679, -0.834849] ; [3.93003, 4.03997])
[0.899313, 0.90135] ; ([-0.544718, -0.542363] ; [-1.08679, -1.08322] ; [-0.836681, -0.826521] ; [4.02972, 4.14045])
[0.90135, 0.90342] ; ([-0.546971, -0.544573] ; [-1.09012, -1.08647] ; [-0.82836, -0.817854] ; [4.13002, 4.24158])
[0.90342, 0.905525] ; ([-0.549268, -0.546825] ; [-1.09351, -1.08976] ; [-0.819699, -0.80883] ; [4.23096, 4.3434])
[0.905525, 0.907667] ; ([-0.551614, -0.549122] ; [-1.09694, -1.09312] ; [-0.81068, -0.799424] ; [4.33258, 4.44599])
[0.907667, 0.909851] ; ([-0.554014, -0.551468] ; [-1.10042, -1.09651] ; [-0.801279, -0.78961] ; [4.43495, 4.54943])
[0.909851, 0.912081] ; ([-0.556472, -0.553866] ; [-1.10393, -1.09995] ; [-0.791471, -0.779356] ; [4.53817, 4.65384])
[0.912081, 0.914364] ; ([-0.558997, -0.556324] ; [-1.10746, -1.10342] ; [-0.781221, -0.76862] ; [4.64234, 4.75938])
[0.914364, 0.916707] ; ([-0.561595, -0.558847] ; [-1.11102, -1.1069] ; [-0.770491, -0.757355] ; [4.74763, 4.86624])
[0.916707, 0.919004] ; ([-0.564151, -0.561445] ; [-1.1144, -1.11042] ; [-0.759229, -0.746073] ; [4.85429, 4.96944])
[0.919004, 0.921235] ; ([-0.566641, -0.564] ; [-1.11759, -1.11377] ; [-0.747949, -0.734886] ; [4.95738, 5.06824])
[0.921235, 0.923413] ; ([-0.569077, -0.566489] ; [-1.12058, -1.11693] ; [-0.736764, -0.723759] ; [5.05609, 5.16322])
[0.923413, 0.925541] ; ([-0.571465, -0.568924] ; [-1.12338, -1.11989] ; [-0.725639, -0.712685] ; [5.15098, 5.25467])
[0.925541, 0.927618] ; ([-0.573801, -0.571311] ; [-1.12597, -1.12266] ; [-0.714566, -0.701693] ; [5.24234, 5.34254])
[0.927618, 0.929647] ; ([-0.576087, -0.573646] ; [-1.12837, -1.12523] ; [-0.703574, -0.690779] ; [5.33013, 5.42704])
[0.929647, 0.931633] ; ([-0.57833, -0.575931] ; [-1.13056, -1.12759] ; [-0.692661, -0.679934] ; [5.41454, 5.50842])
[0.931633, 0.933579] ; ([-0.580532, -0.578173] ; [-1.13256, -1.12976] ; [-0.681815, -0.669147] ; [5.49584, 5.58689])
[0.933579, 0.93549] ; ([-0.582698, -0.580374] ; [-1.13436, -1.13174] ; [-0.671027, -0.658411] ; [5.57423, 5.66264])
[0.93549, 0.937368] ; ([-0.58483, -0.582539] ; [-1.13596, -1.13351] ; [-0.660291, -0.64772] ; [5.6499, 5.73582])
[0.937368, 0.939216] ; ([-0.58693, -0.58467] ; [-1.13737, -1.13509] ; [-0.649598, -0.637067] ; [5.723, 5.80658])
[0.939216, 0.941037] ; ([-0.589001, -0.586769] ; [-1.13858, -1.13648] ; [-0.638943, -0.626447] ; [5.79368, 5.87503])
[0.941037, 0.942831] ; ([-0.591046, -0.588839] ; [-1.13959, -1.13767] ; [-0.628322, -0.615856] ; [5.86206, 5.94129])
[0.942831, 0.944603] ; ([-0.593065, -0.590882] ; [-1.14041, -1.13867] ; [-0.617728, -0.605288] ; [5.92824, 6.00546])
[0.944603, 0.946352] ; ([-0.59506, -0.5929] ; [-1.14103, -1.13947] ; [-0.607158, -0.594741] ; [5.99233, 6.06761])
[0.946352, 0.948081] ; ([-0.597033, -0.594894] ; [-1.14146, -1.14008] ; [-0.596608, -0.584209] ; [6.05442, 6.12784])
[0.948081, 0.949792] ; ([-0.598985, -0.596866] ; [-1.14168, -1.14049] ; [-0.586073, -0.573691] ; [6.11458, 6.18621])
[0.949792, 0.951485] ; ([-0.600918, -0.598817] ; [-1.14171, -1.1407] ; [-0.575551, -0.563182] ; [6.17288, 6.24279])
[0.951485, 0.953162] ; ([-0.602833, -0.600749] ; [-1.14162, -1.14064] ; [-0.565038, -0.552678] ; [6.22939, 6.29763])
[0.953162, 0.954822] ; ([-0.604727, -0.602662] ; [-1.14145, -1.14025] ; [-0.554531, -0.542194] ; [6.28417, 6.35071])
[0.954822, 0.956462] ; ([-0.606598, -0.604555] ; [-1.14108, -1.13968] ; [-0.544043, -0.531749] ; [6.33719, 6.40197])
[0.956462, 0.958084] ; ([-0.608447, -0.606425] ; [-1.14052, -1.1389] ; [-0.533593, -0.521339] ; [6.3884, 6.4515])
[0.958084, 0.959689] ; ([-0.610276, -0.608272] ; [-1.13976, -1.13792] ; [-0.523178, -0.51096] ; [6.43787, 6.49933])
[0.959689, 0.961278] ; ([-0.612085, -0.610099] ; [-1.13881, -1.13675] ; [-0.512794, -0.500609] ; [6.48566, 6.54554])
[0.961278, 0.962852] ; ([-0.613875, -0.611907] ; [-1.13767, -1.1354] ; [-0.502438, -0.490282] ; [6.53182, 6.59017])
[0.962852, 0.964413] ; ([-0.615647, -0.613695] ; [-1.13634, -1.13385] ; [-0.492106, -0.479977] ; [6.5764, 6.63326])
[0.964413, 0.965961] ; ([-0.617402, -0.615466] ; [-1.13482, -1.13211] ; [-0.481795, -0.469691] ; [6.61944, 6.67486])
[0.965961, 0.967497] ; ([-0.619141, -0.61722] ; [-1.13311, -1.13019] ; [-0.471503, -0.45942] ; [6.661, 6.71502])
[0.967497, 0.969022] ; ([-0.620865, -0.618957] ; [-1.13121, -1.12808] ; [-0.461226, -0.449163] ; [6.70112, 6.75376])
[0.969022, 0.970537] ; ([-0.622574, -0.620679] ; [-1.12913, -1.12579] ; [-0.450963, -0.438916] ; [6.73982, 6.79111])
[0.970537, 0.972043] ; ([-0.624269, -0.622387] ; [-1.12686, -1.12332] ; [-0.440709, -0.428677] ; [6.77713, 6.82712])
[0.972043, 0.97354] ; ([-0.62595, -0.62408] ; [-1.12441, -1.12066] ; [-0.430464, -0.418444] ; [6.8131, 6.8618])
[0.97354, 0.975029] ; ([-0.627619, -0.62576] ; [-1.12178, -1.11783] ; [-0.420224, -0.408214] ; [6.84775, 6.89519])
[0.975029, 0.976511] ; ([-0.629275, -0.627427] ; [-1.11897, -1.11482] ; [-0.409987, -0.397985] ; [6.8811, 6.9273])
[0.976511, 0.977986] ; ([-0.63092, -0.629081] ; [-1.11598, -1.11163] ; [-0.39975, -0.387755] ; [6.91318, 6.95816])
[0.977986, 0.979456] ; ([-0.632553, -0.630724] ; [-1.11282, -1.10826] ; [-0.389513, -0.377521] ; [6.94401, 6.98778])
[0.979456, 0.980921] ; ([-0.634175, -0.632355] ; [-1.10947, -1.10473] ; [-0.379271, -0.367281] ; [6.97361, 7.0162])
[0.980921, 0.98238] ; ([-0.635787, -0.633975] ; [-1.10596, -1.10102] ; [-0.369024, -0.357034] ; [7.002, 7.04341])
[0.98238, 0.983836] ; ([-0.637388, -0.635585] ; [-1.10227, -1.09714] ; [-0.358768, -0.346777] ; [7.02918, 7.06945])
[0.983836, 0.985288] ; ([-0.63898, -0.637185] ; [-1.09842, -1.0931] ; [-0.348503, -0.336507] ; [7.05519, 7.09431])
[0.985288, 0.986737] ; ([-0.640563, -0.638775] ; [-1.09439, -1.08889] ; [-0.338225, -0.326223] ; [7.08002, 7.11802])
[0.986737, 0.988184] ; ([-0.642138, -0.640357] ; [-1.0902, -1.08452] ; [-0.327932, -0.315923] ; [7.1037, 7.14059])
[0.988184, 0.989629] ; ([-0.643703, -0.641929] ; [-1.08584, -1.07998] ; [-0.317623, -0.305604] ; [7.12624, 7.16201])
[0.989629, 0.991073] ; ([-0.645261, -0.643493] ; [-1.08133, -1.07529] ; [-0.307295, -0.295265] ; [7.14764, 7.18231])
[0.991073, 0.992516] ; ([-0.646811, -0.645049] ; [-1.07665, -1.07044] ; [-0.296947, -0.284902] ; [7.16791, 7.20149])
[0.992516, 0.993958] ; ([-0.648354, -0.646597] ; [-1.07182, -1.06544] ; [-0.286575, -0.274515] ; [7.18706, 7.21955])
[0.993958, 0.995401] ; ([-0.64989, -0.648137] ; [-1.06683, -1.06028] ; [-0.276178, -0.2641] ; [7.20509, 7.23651])
[0.995401, 0.996845] ; ([-0.651419, -0.649671] ; [-1.06168, -1.05498] ; [-0.265753, -0.253655] ; [7.22201, 7.25235])
[0.996845, 0.99829] ; ([-0.652942, -0.651198] ; [-1.05639, -1.04952] ; [-0.255299, -0.243179] ; [7.23782, 7.2671])
[0.99829, 0.999737] ; ([-0.654458, -0.652719] ; [-1.05095, -1.04393] ; [-0.244813, -0.232669] ; [7.25252, 7.28074])
[0.999737, 1.00119] ; ([-0.655969, -0.654234] ; [-1.04536, -1.03819] ; [-0.234292, -0.222122] ; [7.26613, 7.29327])
[1.00119, 1.00264] ; ([-0.657475, -0.655743] ; [-1.03963, -1.03231] ; [-0.223735, -0.211537] ; [7.27863, 7.3047])
[1.00264, 1.0041] ; ([-0.658976, -0.657246] ; [-1.03377, -1.0263] ; [-0.213139, -0.20091] ; [7.29002, 7.31502])
[1.0041, 1.00556] ; ([-0.660472, -0.658745] ; [-1.02776, -1.02015] ; [-0.202502, -0.19024] ; [7.3003, 7.32424])
[1.00556, 1.00702] ; ([-0.661963, -0.660239] ; [-1.02163, -1.01387] ; [-0.191821, -0.179523] ; [7.30946, 7.33235])
[1.00702, 1.00849] ; ([-0.663451, -0.661728] ; [-1.01536, -1.00747] ; [-0.181094, -0.168758] ; [7.31751, 7.33933])
[1.00849, 1.00996] ; ([-0.664935, -0.663214] ; [-1.00896, -1.00094] ; [-0.170318, -0.157942] ; [7.32444, 7.34518])
[1.00996, 1.01145] ; ([-0.666415, -0.664696] ; [-1.00244, -0.994293] ; [-0.159491, -0.147072] ; [7.33023, 7.34989])
[1.01145, 1.01293] ; ([-0.667892, -0.666174] ; [-0.995795, -0.987528] ; [-0.148609, -0.136146] ; [7.33489, 7.35345])
[1.01293, 1.01443] ; ([-0.669367, -0.667649] ; [-0.989034, -0.98065] ; [-0.137672, -0.12516] ; [7.3384, 7.35586])
[1.01443, 1.01593] ; ([-0.670839, -0.669121] ; [-0.982157, -0.973661] ; [-0.126674, -0.114111] ; [7.34075, 7.35709])
[1.01593, 1.01745] ; ([-0.672309, -0.670591] ; [-0.975171, -0.966565] ; [-0.115616, -0.102998] ; [7.34186, 7.35719])
[1.01745, 1.01897] ; ([-0.673777, -0.672059] ; [-0.968076, -0.959368] ; [-0.104491, -0.0918171] ; [7.3412, 7.35668])
[1.01897, 1.0205] ; ([-0.675243, -0.673525] ; [-0.960877, -0.952075] ; [-0.0932997, -0.0805685] ; [7.3387, 7.35558])
[1.0205, 1.02204] ; ([-0.676707, -0.674989] ; [-0.953581, -0.944693] ; [-0.0820407, -0.0692519] ; [7.33497, 7.35326])
[1.02204, 1.0236] ; ([-0.67817, -0.676451] ; [-0.946194, -0.937223] ; [-0.0707139, -0.0578631] ; [7.32998, 7.3497])
[1.0236, 1.02516] ; ([-0.679632, -0.677912] ; [-0.938719, -0.929672] ; [-0.0593147, -0.0463985] ; [7.32371, 7.34487])
[1.02516, 1.02674] ; ([-0.681093, -0.679371] ; [-0.931161, -0.922041] ; [-0.0478396, -0.0348542] ; [7.31614, 7.33877])
[1.02674, 1.02832] ; ([-0.682555, -0.680831] ; [-0.923524, -0.914336] ; [-0.0362851, -0.0232256] ; [7.30725, 7.33137])
[1.02832, 1.02991] ; ([-0.683999, -0.682291] ; [-0.915809, -0.906657] ; [-0.0246463, -0.0116502] ; [7.29712, 7.32263])
[1.02991, 1.03147] ; ([-0.685413, -0.683733] ; [-0.908112, -0.899089] ; [-0.0130599, -0.000241951] ; [7.28592, 7.31266])
[1.03147, 1.03302] ; ([-0.686802, -0.685146] ; [-0.900523, -0.891602] ; [-0.00164039, 0.0110445] ; [7.27363, 7.30159])
[1.03302, 1.03456] ; ([-0.688167, -0.686533] ; [-0.893016, -0.884207] ; [0.00965735, 0.0222086] ; [7.26029, 7.28944])
[1.03456, 1.03608] ; ([-0.68951, -0.687897] ; [-0.885599, -0.876901] ; [0.0208328, 0.0332602] ; [7.24593, 7.27623])
[1.03608, 1.03759] ; ([-0.690832, -0.689238] ; [-0.878271, -0.869684] ; [0.0318952, 0.0442075] ; [7.23058, 7.26201])
[1.03759, 1.03909] ; ([-0.692134, -0.690559] ; [-0.871033, -0.862557] ; [0.0428532, 0.0550577] ; [7.21425, 7.24678])
[1.03909, 1.04059] ; ([-0.693417, -0.691859] ; [-0.863884, -0.85552] ; [0.0537139, 0.0658174] ; [7.19696, 7.23057])
[1.04059, 1.04207] ; ([-0.694683, -0.693142] ; [-0.856825, -0.848574] ; [0.0644843, 0.076493] ; [7.17872, 7.2134])
[1.04207, 1.04355] ; ([-0.695933, -0.694407] ; [-0.849857, -0.841719] ; [0.0751705, 0.0870901] ; [7.15954, 7.19529])
[1.04355, 1.04502] ; ([-0.697168, -0.695655] ; [-0.842979, -0.834955] ; [0.085778, 0.0976143] ; [7.13944, 7.17625])
