[-0.000196848, 0] ; ([0.233874, 0.233874] ; [0, 0] ; [-1.38317, -1.38317] ; [0, 0])
[2.12116, 2.12268] ; ([-1.58559, -1.58238] ; [-0.751296, -0.743992] ; [0.363638, 0.388124] ; [-3.94444, -3.76525])
[2.12268, 2.12419] ; ([-1.58673, -1.58352] ; [-0.7525, -0.745086] ; [0.357777, 0.382227] ; [-3.97828, -3.79962])
[2.12419, 2.1257] ; ([-1.58786, -1.58465] ; [-0.753735, -0.746214] ; [0.351899, 0.376311] ; [-4.01129, -3.83317])
[2.1257, 2.1272] ; ([-1.58899, -1.58577] ; [-0.755002, -0.747376] ; [0.346004, 0.370375] ; [-4.04349, -3.86592])
[2.1272, 2.12869] ; ([-1.59012, -1.58689] ; [-0.7563, -0.748571] ; [0.340093, 0.36442] ; [-4.07489, -3.89788])
[2.12869, 2.13017] ; ([-1.59124, -1.58801] ; [-0.757629, -0.749799] ; [0.334167, 0.358447] ; [-4.1055, -3.92906])
[2.13017, 2.13165] ; ([-1.59236, -1.58913] ; [-0.75899, -0.751062] ; [0.328224, 0.352456] ; [-4.13533, -3.95947])
[2.13165, 2.13312] ; ([-1.59347, -1.59024] ; [-0.760382, -0.752358] ; [0.322266, 0.346447] ; [-4.16439, -3.98913])
[2.13312, 2.13458] ; ([-1.59459, -1.59134] ; [-0.761805, -0.753688] ; [0.316293, 0.340421] ; [-4.19269, -4.01803])
[2.13458, 2.13604] ; ([-1.5957, -1.59245] ; [-0.763259, -0.755051] ; [0.310306, 0.334377] ; [-4.22024, -4.0462])
[2.13604, 2.13749] ; ([-1.5968, -1.59355] ; [-0.764743, -0.756448] ; [0.304303, 0.328317] ; [-4.24704, -4.07363])
[2.13749, 2.13894] ; ([-1.59791, -1.59465] ; [-0.766259, -0.757879] ; [0.298287, 0.32224] ; [-4.27311, -4.10034])
[2.13894, 2.14038] ; ([-1.59902, -1.59575] ; [-0.767805, -0.759343] ; [0.292256, 0.316147] ; [-4.29845, -4.12633])
[2.14038, 2.14181] ; ([-1.60012, -1.59684] ; [-0.769381, -0.76084] ; [0.286211, 0.310038] ; [-4.32307, -4.15162])
[2.14181, 2.14324] ; ([-1.60122, -1.59794] ; [-0.770987, -0.76237] ; [0.280153, 0.303913] ; [-4.34698, -4.1762])
[2.14324, 2.14467] ; ([-1.60232, -1.59903] ; [-0.772622, -0.763934] ; [0.274081, 0.297772] ; [-4.37018, -4.20009])
[2.14467, 2.14609] ; ([-1.60342, -1.60012] ; [-0.774287, -0.765529] ; [0.267995, 0.291616] ; [-4.39268, -4.2233])
[2.14609, 2.14751] ; ([-1.60452, -1.60121] ; [-0.775982, -0.767158] ; [0.261895, 0.285444] ; [-4.41448, -4.24582])
[2.14751, 2.14893] ; ([-1.60562, -1.6023] ; [-0.777705, -0.768819] ; [0.255782, 0.279257] ; [-4.4356, -4.26766])
[2.14893, 2.15034] ; ([-1.60672, -1.60339] ; [-0.779457, -0.770511] ; [0.249656, 0.273054] ; [-4.45603, -4.28884])
[2.15034, 2.15175] ; ([-1.60781, -1.60448] ; [-0.781237, -0.772236] ; [0.243516, 0.266837] ; [-4.47578, -4.30935])
[2.15175, 2.15315] ; ([-1.60891, -1.60557] ; [-0.783045, -0.773992] ; [0.237363, 0.260604] ; [-4.49486, -4.3292])
[2.15315, 2.15455] ; ([-1.61001, -1.60666] ; [-0.78488, -0.775779] ; [0.231197, 0.254356] ; [-4.51327, -4.34839])
[2.15455, 2.15595] ; ([-1.61111, -1.60775] ; [-0.786743, -0.777596] ; [0.225017, 0.248093] ; [-4.53101, -4.36693])
[2.15595, 2.15735] ; ([-1.61221, -1.60884] ; [-0.788632, -0.779444] ; [0.218824, 0.241815] ; [-4.5481, -4.38483])
[2.15735, 2.15875] ; ([-1.61331, -1.60993] ; [-0.790548, -0.781323] ; [0.212617, 0.235521] ; [-4.56452, -4.40208])
[2.15875, 2.16014] ; ([-1.61441, -1.61103] ; [-0.792489, -0.783231] ; [0.206397, 0.229213] ; [-4.58029, -4.41869])
[2.16014, 2.16153] ; ([-1.61552, -1.61212] ; [-0.794458, -0.785166] ; [0.200163, 0.222889] ; [-4.59556, -4.43452])
[2.16153, 2.16292] ; ([-1.61662, -1.61321] ; [-0.796452, -0.787131] ; [0.193915, 0.21655] ; [-4.61017, -4.44972])
[2.16292, 2.16431] ; ([-1.61773, -1.61431] ; [-0.79847, -0.789125] ; [0.187654, 0.210197] ; [-4.62414, -4.46428])
[2.16431, 2.1657] ; ([-1.61884, -1.61541] ; [-0.800512, -0.791146] ; [0.181379, 0.203828] ; [-4.63755, -4.47812])
[2.1657, 2.16709] ; ([-1.61995, -1.61651] ; [-0.802578, -0.793195] ; [0.17509, 0.197445] ; [-4.65032, -4.49134])
[2.16709, 2.16848] ; ([-1.62107, -1.61761] ; [-0.804666, -0.79527] ; [0.168787, 0.191047] ; [-4.66245, -4.50393])
[2.16848, 2.16986] ; ([-1.62218, -1.61872] ; [-0.806778, -0.797373] ; [0.16247, 0.184634] ; [-4.67394, -4.5159])
[2.16986, 2.17125] ; ([-1.6233, -1.61983] ; [-0.808911, -0.799502] ; [0.156138, 0.178206] ; [-4.68478, -4.52724])
[2.17125, 2.17264] ; ([-1.62443, -1.62094] ; [-0.811065, -0.801656] ; [0.149792, 0.171762] ; [-4.695, -4.53796])
[2.17264, 2.17402] ; ([-1.62555, -1.62205] ; [-0.813241, -0.803836] ; [0.143431, 0.165302] ; [-4.70457, -4.54807])
[2.17402, 2.17541] ; ([-1.62668, -1.62317] ; [-0.815437, -0.80604] ; [0.137054, 0.158827] ; [-4.71352, -4.55754])
[2.17541, 2.1768] ; ([-1.62781, -1.62429] ; [-0.817654, -0.808268] ; [0.130662, 0.152336] ; [-4.72183, -4.56639])
[2.1768, 2.17819] ; ([-1.62895, -1.62541] ; [-0.81989, -0.81052] ; [0.124255, 0.145828] ; [-4.72951, -4.57463])
[2.17819, 2.17958] ; ([-1.63009, -1.62654] ; [-0.822148, -0.812792] ; [0.11783, 0.139304] ; [-4.73725, -4.58154])
[2.17958, 2.18097] ; ([-1.63124, -1.62768] ; [-0.824423, -0.815088] ; [0.111391, 0.132764] ; [-4.74435, -4.58783])
[2.18097, 2.18237] ; ([-1.63239, -1.62881] ; [-0.826714, -0.817407] ; [0.104937, 0.126208] ; [-4.75081, -4.59349])
[2.18237, 2.18376] ; ([-1.63354, -1.62995] ; [-0.82902, -0.819749] ; [0.0984663, 0.119635] ; [-4.75663, -4.59854])
[2.18376, 2.18516] ; ([-1.6347, -1.6311] ; [-0.831343, -0.82211] ; [0.0919789, 0.113046] ; [-4.7618, -4.60297])
[2.18516, 2.18656] ; ([-1.63587, -1.63225] ; [-0.833684, -0.824491] ; [0.0854744, 0.106439] ; [-4.76633, -4.60677])
[2.18656, 2.18797] ; ([-1.63704, -1.63341] ; [-0.836041, -0.82689] ; [0.0789527, 0.0998134] ; [-4.77021, -4.60995])
[2.18797, 2.18937] ; ([-1.63822, -1.63457] ; [-0.838413, -0.829308] ; [0.0724133, 0.09317] ; [-4.77343, -4.6125])
[2.18937, 2.19078] ; ([-1.6394, -1.63574] ; [-0.840801, -0.831743] ; [0.0658561, 0.0865079] ; [-4.776, -4.61442])
[2.19078, 2.1922] ; ([-1.64059, -1.63692] ; [-0.843208, -0.83419] ; [0.0592808, 0.0798274] ; [-4.77791, -4.61571])
[2.1922, 2.19361] ; ([-1.64179, -1.6381] ; [-0.845628, -0.836653] ; [0.0526882, 0.0731279] ; [-4.77916, -4.61636])
[2.19361, 2.19503] ; ([-1.64299, -1.63928] ; [-0.84806, -0.839132] ; [0.0460778, 0.0664101] ; [-4.77975, -4.61636])
[2.19503, 2.19646] ; ([-1.6442, -1.64048] ; [-0.850505, -0.841625] ; [0.0394494, 0.0596736] ; [-4.78002, -4.61536])
[2.19646, 2.19789] ; ([-1.64541, -1.64168] ; [-0.852961, -0.844132] ; [0.0328029, 0.052918] ; [-4.77993, -4.61342])
[2.19789, 2.19932] ; ([-1.64664, -1.64289] ; [-0.855428, -0.846653] ; [0.0261382, 0.0461434] ; [-4.77915, -4.61081])
[2.19932, 2.20076] ; ([-1.64787, -1.64411] ; [-0.857905, -0.849185] ; [0.0194544, 0.0393497] ; [-4.7777, -4.60754])
[2.20076, 2.2022] ; ([-1.64911, -1.64533] ; [-0.86039, -0.851729] ; [0.0127516, 0.0325363] ; [-4.77557, -4.6036])
[2.2022, 2.20365] ; ([-1.65035, -1.64656] ; [-0.862885, -0.854284] ; [0.00602929, 0.0257029] ; [-4.77274, -4.59898])
[2.20365, 2.2051] ; ([-1.65161, -1.6478] ; [-0.865387, -0.85685] ; [-0.000712903, 0.018849] ; [-4.76922, -4.59368])
[2.2051, 2.20656] ; ([-1.65287, -1.64905] ; [-0.867887, -0.859426] ; [-0.0074544, 0.0119739] ; [-4.765, -4.58772])
[2.20656, 2.20802] ; ([-1.65414, -1.6503] ; [-0.870384, -0.862005] ; [-0.0141916, 0.00509812] ; [-4.76008, -4.58109])
[2.20802, 2.20947] ; ([-1.65541, -1.65156] ; [-0.872878, -0.864581] ; [-0.0209238, -0.00177403] ; [-4.75447, -4.57379])
[2.20947, 2.21093] ; ([-1.65668, -1.65282] ; [-0.875366, -0.867155] ; [-0.0276506, -0.00864176] ; [-4.74817, -4.56583])
[2.21093, 2.21239] ; ([-1.65796, -1.65409] ; [-0.87785, -0.869726] ; [-0.0343725, -0.0155046] ; [-4.74118, -4.5572])
[2.21239, 2.21386] ; ([-1.65925, -1.65536] ; [-0.880327, -0.872292] ; [-0.0410895, -0.022363] ; [-4.73351, -4.5479])
[2.21386, 2.21532] ; ([-1.66054, -1.65664] ; [-0.882797, -0.874853] ; [-0.047802, -0.0292171] ; [-4.72514, -4.53794])
[2.21532, 2.21679] ; ([-1.66183, -1.65793] ; [-0.88526, -0.877408] ; [-0.0545103, -0.0360671] ; [-4.71609, -4.52731])
[2.21679, 2.21826] ; ([-1.66313, -1.65922] ; [-0.887715, -0.879957] ; [-0.0612146, -0.0429134] ; [-4.70634, -4.516])
[2.21826, 2.21973] ; ([-1.66444, -1.66051] ; [-0.890161, -0.882498] ; [-0.0679151, -0.0497562] ; [-4.69589, -4.50402])
[2.21973, 2.2212] ; ([-1.66576, -1.66181] ; [-0.892598, -0.885031] ; [-0.0746119, -0.0565957] ; [-4.68476, -4.49136])
[2.2212, 2.22268] ; ([-1.66708, -1.66312] ; [-0.895114, -0.887466] ; [-0.0814783, -0.0632592] ; [-4.67296, -4.47798])
[2.22268, 2.22415] ; ([-1.66839, -1.66443] ; [-0.8976, -0.889893] ; [-0.0882925, -0.0699207] ; [-4.66046, -4.46402])
[2.22415, 2.22562] ; ([-1.66971, -1.66575] ; [-0.900055, -0.892293] ; [-0.0950516, -0.0765322] ; [-4.64734, -4.4495])
[2.22562, 2.22707] ; ([-1.67102, -1.66705] ; [-0.902481, -0.894664] ; [-0.101757, -0.0830903] ; [-4.63364, -4.43442])
[2.22707, 2.22852] ; ([-1.67233, -1.66836] ; [-0.904877, -0.897005] ; [-0.10841, -0.0895964] ; [-4.61935, -4.4188])
[2.22852, 2.22997] ; ([-1.67364, -1.66966] ; [-0.907243, -0.899318] ; [-0.115011, -0.0960515] ; [-4.60449, -4.40264])
[2.22997, 2.2314] ; ([-1.67494, -1.67096] ; [-0.909578, -0.901601] ; [-0.121561, -0.102456] ; [-4.58907, -4.38595])
[2.2314, 2.23284] ; ([-1.67625, -1.67226] ; [-0.911905, -0.903832] ; [-0.128097, -0.108776] ; [-4.57311, -4.36873])
[2.23284, 2.23426] ; ([-1.67755, -1.67356] ; [-0.914197, -0.906035] ; [-0.134575, -0.115048] ; [-4.5568, -4.35082])
[2.23426, 2.23568] ; ([-1.67885, -1.67485] ; [-0.916455, -0.908207] ; [-0.140997, -0.121264] ; [-4.53996, -4.33244])
[2.23568, 2.23709] ; ([-1.68014, -1.67614] ; [-0.91868, -0.910348] ; [-0.147363, -0.127425] ; [-4.52259, -4.3136])
[2.23709, 2.2385] ; ([-1.68143, -1.67743] ; [-0.92087, -0.912458] ; [-0.153676, -0.133534] ; [-4.5047, -4.29431])
[2.2385, 2.2399] ; ([-1.68272, -1.67872] ; [-0.923027, -0.914538] ; [-0.159936, -0.139591] ; [-4.4863, -4.27456])
[2.2399, 2.24129] ; ([-1.68401, -1.68] ; [-0.925151, -0.916587] ; [-0.166145, -0.145597] ; [-4.46741, -4.25437])
[2.24129, 2.24268] ; ([-1.68529, -1.68128] ; [-0.927241, -0.918607] ; [-0.172302, -0.151554] ; [-4.44802, -4.23373])
[2.24268, 2.24407] ; ([-1.68658, -1.68256] ; [-0.929299, -0.920596] ; [-0.17841, -0.157462] ; [-4.42815, -4.21265])
[2.24407, 2.24545] ; ([-1.68786, -1.68384] ; [-0.931324, -0.922556] ; [-0.184469, -0.163322] ; [-4.40779, -4.19114])
[2.24545, 2.24682] ; ([-1.68914, -1.68512] ; [-0.933316, -0.924487] ; [-0.190481, -0.169134] ; [-4.38696, -4.1692])
[2.24682, 2.24819] ; ([-1.69042, -1.68639] ; [-0.935276, -0.926388] ; [-0.196444, -0.174901] ; [-4.36567, -4.14683])
[2.24819, 2.24956] ; ([-1.6917, -1.68767] ; [-0.937204, -0.928259] ; [-0.202361, -0.180622] ; [-4.34399, -4.12395])
[2.24956, 2.25093] ; ([-1.69298, -1.68894] ; [-0.9391, -0.930101] ; [-0.208232, -0.186298] ; [-4.32185, -4.10064])
[2.25093, 2.25229] ; ([-1.69426, -1.69021] ; [-0.940965, -0.931914] ; [-0.214058, -0.19193] ; [-4.29926, -4.07692])
[2.25229, 2.25365] ; ([-1.69554, -1.69148] ; [-0.942797, -0.933699] ; [-0.219838, -0.197517] ; [-4.27622, -4.05278])
[2.25365, 2.25501] ; ([-1.69682, -1.69276] ; [-0.944598, -0.935456] ; [-0.225573, -0.203061] ; [-4.25274, -4.02823])
[2.25501, 2.25636] ; ([-1.6981, -1.69403] ; [-0.946368, -0.937183] ; [-0.231265, -0.208562] ; [-4.22882, -4.00326])
[2.25636, 2.25771] ; ([-1.69937, -1.6953] ; [-0.948106, -0.938883] ; [-0.236912, -0.214021] ; [-4.20446, -3.97788])
[2.25771, 2.25906] ; ([-1.70065, -1.69658] ; [-0.949829, -0.940539] ; [-0.242536, -0.219418] ; [-4.17967, -3.9521])
[2.25906, 2.26041] ; ([-1.70193, -1.69785] ; [-0.951519, -0.942169] ; [-0.248112, -0.224774] ; [-4.15444, -3.92592])
[2.26041, 2.26176] ; ([-1.70321, -1.69912] ; [-0.953176, -0.94377] ; [-0.253642, -0.230084] ; [-4.12881, -3.89936])
[2.26176, 2.2631] ; ([-1.70449, -1.70039] ; [-0.954801, -0.945344] ; [-0.259127, -0.235351] ; [-4.10278, -3.87241])
[2.2631, 2.26444] ; ([-1.70577, -1.70167] ; [-0.956396, -0.946889] ; [-0.264568, -0.240571] ; [-4.07634, -3.84508])
[2.26444, 2.26578] ; ([-1.70704, -1.70294] ; [-0.957959, -0.948407] ; [-0.269964, -0.245748] ; [-4.04949, -3.81736])
[2.26578, 2.26711] ; ([-1.70832, -1.70421] ; [-0.959491, -0.949897] ; [-0.275315, -0.250882] ; [-4.02225, -3.78927])
[2.26711, 2.26845] ; ([-1.7096, -1.70549] ; [-0.960992, -0.95136] ; [-0.280622, -0.255972] ; [-3.99462, -3.7608])
[2.26845, 2.26978] ; ([-1.71088, -1.70676] ; [-0.962464, -0.952795] ; [-0.285887, -0.261018] ; [-3.96658, -3.73195])
[2.26978, 2.27112] ; ([-1.71216, -1.70804] ; [-0.96391, -0.954199] ; [-0.291113, -0.266016] ; [-3.9386, -3.7023])
[2.27112, 2.27245] ; ([-1.71344, -1.70931] ; [-0.965325, -0.955577] ; [-0.296294, -0.270973] ; [-3.91018, -3.67233])
[2.27245, 2.27378] ; ([-1.71472, -1.71059] ; [-0.966709, -0.956929] ; [-0.301428, -0.275886] ; [-3.88133, -3.64204])
[2.27378, 2.2751] ; ([-1.716, -1.71187] ; [-0.968063, -0.958256] ; [-0.306518, -0.280756] ; [-3.85218, -3.61132])
[2.2751, 2.27643] ; ([-1.71729, -1.71314] ; [-0.969386, -0.959557] ; [-0.311563, -0.285584] ; [-3.8226, -3.58029])
[2.27643, 2.27776] ; ([-1.71857, -1.71442] ; [-0.97068, -0.960833] ; [-0.316564, -0.29037] ; [-3.7926, -3.54894])
[2.27776, 2.27909] ; ([-1.71985, -1.7157] ; [-0.971944, -0.962084] ; [-0.32152, -0.295114] ; [-3.7622, -3.51726])
[2.27909, 2.28041] ; ([-1.72114, -1.71698] ; [-0.97318, -0.96331] ; [-0.326431, -0.299816] ; [-3.73139, -3.48526])
[2.28041, 2.28174] ; ([-1.72243, -1.71826] ; [-0.974386, -0.964512] ; [-0.331299, -0.304477] ; [-3.70018, -3.45293])
[2.28174, 2.28306] ; ([-1.72373, -1.71954] ; [-0.975565, -0.965689] ; [-0.336123, -0.309097] ; [-3.66858, -3.42025])
[2.28306, 2.28439] ; ([-1.72502, -1.72082] ; [-0.976716, -0.966843] ; [-0.340903, -0.313675] ; [-3.63658, -3.38725])
[2.28439, 2.28572] ; ([-1.72632, -1.72211] ; [-0.977839, -0.967972] ; [-0.345639, -0.318212] ; [-3.6042, -3.3539])
[2.28572, 2.28704] ; ([-1.72761, -1.72339] ; [-0.978935, -0.969078] ; [-0.350331, -0.322708] ; [-3.57142, -3.32022])
[2.28704, 2.28837] ; ([-1.72891, -1.72468] ; [-0.980004, -0.97016] ; [-0.354979, -0.327162] ; [-3.53828, -3.28618])
[2.28837, 2.2897] ; ([-1.73021, -1.72597] ; [-0.981047, -0.971219] ; [-0.359583, -0.331575] ; [-3.50475, -3.2518])
[2.2897, 2.29103] ; ([-1.73152, -1.72726] ; [-0.982064, -0.972254] ; [-0.364143, -0.335947] ; [-3.47084, -3.21709])
[2.29103, 2.29236] ; ([-1.73282, -1.72855] ; [-0.983055, -0.973267] ; [-0.368659, -0.340277] ; [-3.43655, -3.18203])
[2.29236, 2.29369] ; ([-1.73413, -1.72985] ; [-0.98402, -0.974257] ; [-0.373131, -0.344565] ; [-3.40189, -3.14664])
[2.29369, 2.29502] ; ([-1.73544, -1.73115] ; [-0.984961, -0.975225] ; [-0.377557, -0.348811] ; [-3.36684, -3.11091])
[2.29502, 2.29636] ; ([-1.73676, -1.73245] ; [-0.985876, -0.976171] ; [-0.381939, -0.353015] ; [-3.33142, -3.07483])
[2.29636, 2.29769] ; ([-1.73807, -1.73375] ; [-0.986768, -0.977094] ; [-0.386276, -0.357177] ; [-3.29563, -3.03842])
[2.29769, 2.29903] ; ([-1.73939, -1.73506] ; [-0.987635, -0.977996] ; [-0.390567, -0.361296] ; [-3.25947, -3.00167])
[2.29903, 2.30036] ; ([-1.74071, -1.73636] ; [-0.988478, -0.978877] ; [-0.394813, -0.365373] ; [-3.22294, -2.96458])
[2.30036, 2.3017] ; ([-1.74204, -1.73768] ; [-0.989298, -0.979736] ; [-0.399012, -0.369406] ; [-3.18604, -2.92716])
[2.3017, 2.30304] ; ([-1.74336, -1.73899] ; [-0.990094, -0.980574] ; [-0.403166, -0.373396] ; [-3.14878, -2.8894])
[2.30304, 2.30439] ; ([-1.74469, -1.74031] ; [-0.990868, -0.981392] ; [-0.407272, -0.377342] ; [-3.11115, -2.8513])
[2.30439, 2.30573] ; ([-1.74602, -1.74162] ; [-0.99162, -0.982189] ; [-0.411332, -0.381244] ; [-3.07315, -2.81286])
[2.30573, 2.30708] ; ([-1.74736, -1.74295] ; [-0.992349, -0.982966] ; [-0.415344, -0.385101] ; [-3.0348, -2.7741])
[2.30708, 2.30843] ; ([-1.7487, -1.74427] ; [-0.993057, -0.983724] ; [-0.419309, -0.388914] ; [-2.99609, -2.735])
[2.30843, 2.30978] ; ([-1.75004, -1.7456] ; [-0.993744, -0.984462] ; [-0.423225, -0.392681] ; [-2.95701, -2.69557])
[2.30978, 2.31113] ; ([-1.75138, -1.74693] ; [-0.994409, -0.98518] ; [-0.427092, -0.396403] ; [-2.91758, -2.6558])
[2.31113, 2.31249] ; ([-1.75273, -1.74827] ; [-0.995054, -0.98588] ; [-0.430911, -0.400079] ; [-2.8778, -2.61571])
[2.31249, 2.31385] ; ([-1.75408, -1.7496] ; [-0.995679, -0.986561] ; [-0.434679, -0.403708] ; [-2.83766, -2.5753])
[2.31385, 2.31521] ; ([-1.75544, -1.75094] ; [-0.996283, -0.987223] ; [-0.438398, -0.40729] ; [-2.79717, -2.53455])
[2.31521, 2.31657] ; ([-1.75679, -1.75229] ; [-0.996869, -0.987868] ; [-0.442066, -0.410825] ; [-2.75633, -2.49348])
[2.31657, 2.31793] ; ([-1.75815, -1.75363] ; [-0.997435, -0.988494] ; [-0.445683, -0.414312] ; [-2.71514, -2.45209])
[2.31793, 2.3193] ; ([-1.75952, -1.75498] ; [-0.997982, -0.989104] ; [-0.449248, -0.417751] ; [-2.67361, -2.41038])
[2.3193, 2.32067] ; ([-1.76088, -1.75634] ; [-0.998512, -0.989696] ; [-0.452761, -0.421141] ; [-2.63173, -2.36836])
[2.32067, 2.32204] ; ([-1.76226, -1.7577] ; [-0.999023, -0.990272] ; [-0.456221, -0.424481] ; [-2.58952, -2.32601])
[2.32204, 2.32342] ; ([-1.76363, -1.75906] ; [-0.999517, -0.990831] ; [-0.459628, -0.427771] ; [-2.54696, -2.28336])
[2.32342, 2.3248] ; ([-1.76501, -1.76042] ; [-0.999995, -0.991374] ; [-0.462981, -0.431011] ; [-2.50407, -2.24039])
[2.3248, 2.32618] ; ([-1.76639, -1.76179] ; [-1.00046, -0.991902] ; [-0.466279, -0.4342] ; [-2.46084, -2.19711])
[2.32618, 2.32756] ; ([-1.76777, -1.76316] ; [-1.0009, -0.992414] ; [-0.469523, -0.437337] ; [-2.41728, -2.15353])
[2.32756, 2.32895] ; ([-1.76916, -1.76453] ; [-1.00133, -0.992911] ; [-0.47271, -0.440421] ; [-2.3734, -2.10965])
[2.32895, 2.33034] ; ([-1.77055, -1.76591] ; [-1.00174, -0.993393] ; [-0.475841, -0.443453] ; [-2.32919, -2.06547])
[2.33034, 2.33173] ; ([-1.77195, -1.76729] ; [-1.00214, -0.993861] ; [-0.478915, -0.446431] ; [-2.28465, -2.02099])
[2.33173, 2.33313] ; ([-1.77334, -1.76868] ; [-1.00252, -0.994315] ; [-0.481929, -0.449356] ; [-2.2398, -1.97626])
[2.33313, 2.33452] ; ([-1.77474, -1.77007] ; [-1.00289, -0.994758] ; [-0.484871, -0.452224] ; [-2.19466, -1.93144])
[2.33452, 2.33591] ; ([-1.77613, -1.77145] ; [-1.00324, -0.995186] ; [-0.487741, -0.455025] ; [-2.14941, -1.88656])
[2.33591, 2.33729] ; ([-1.77752, -1.77283] ; [-1.00358, -0.995599] ; [-0.49054, -0.457758] ; [-2.10408, -1.84161])
[2.33729, 2.33867] ; ([-1.7789, -1.77421] ; [-1.0039, -0.995998] ; [-0.493267, -0.460422] ; [-2.05866, -1.79661])
[2.33867, 2.34005] ; ([-1.78028, -1.77559] ; [-1.00421, -0.996383] ; [-0.495922, -0.463019] ; [-2.01316, -1.75157])
[2.34005, 2.34142] ; ([-1.78166, -1.77696] ; [-1.00451, -0.996755] ; [-0.498506, -0.465547] ; [-1.96761, -1.7065])
[2.34142, 2.34279] ; ([-1.78304, -1.77833] ; [-1.00479, -0.997115] ; [-0.501019, -0.468008] ; [-1.92201, -1.66141])
[2.34279, 2.34415] ; ([-1.78441, -1.7797] ; [-1.00507, -0.997462] ; [-0.50346, -0.470401] ; [-1.87637, -1.61631])
[2.34415, 2.34551] ; ([-1.78577, -1.78106] ; [-1.00533, -0.997798] ; [-0.50583, -0.472727] ; [-1.8307, -1.57121])
[2.34551, 2.34687] ; ([-1.78713, -1.78241] ; [-1.00558, -0.998123] ; [-0.508129, -0.474985] ; [-1.78502, -1.52613])
[2.34687, 2.34822] ; ([-1.78849, -1.78377] ; [-1.00583, -0.998437] ; [-0.510358, -0.477175] ; [-1.73933, -1.48105])
[2.34822, 2.34957] ; ([-1.78985, -1.78512] ; [-1.00607, -0.998738] ; [-0.512529, -0.479298] ; [-1.69365, -1.43575])
[2.34957, 2.35093] ; ([-1.79122, -1.78647] ; [-1.0063, -0.999032] ; [-0.514641, -0.481365] ; [-1.64772, -1.39023])
[2.35093, 2.35229] ; ([-1.79259, -1.78783] ; [-1.00652, -0.999317] ; [-0.516693, -0.483375] ; [-1.60178, -1.34429])
[2.35229, 2.35365] ; ([-1.79396, -1.78919] ; [-1.00674, -0.999594] ; [-0.518685, -0.485329] ; [-1.55562, -1.29814])
[2.35365, 2.35502] ; ([-1.79533, -1.79055] ; [-1.00695, -0.999865] ; [-0.520617, -0.487224] ; [-1.50924, -1.2518])
[2.35502, 2.35638] ; ([-1.7967, -1.79191] ; [-1.00715, -1.00013] ; [-0.522487, -0.489062] ; [-1.46265, -1.20525])
[2.35638, 2.35775] ; ([-1.79808, -1.79328] ; [-1.00735, -1.00038] ; [-0.524295, -0.49084] ; [-1.41584, -1.15852])
[2.35775, 2.35912] ; ([-1.79947, -1.79465] ; [-1.00755, -1.00063] ; [-0.526042, -0.492559] ; [-1.36883, -1.11161])
[2.35912, 2.3605] ; ([-1.80085, -1.79603] ; [-1.00774, -1.00088] ; [-0.527725, -0.494218] ; [-1.32162, -1.06452])
[2.3605, 2.36188] ; ([-1.80224, -1.7974] ; [-1.00792, -1.00112] ; [-0.529345, -0.495817] ; [-1.27421, -1.01726])
[2.36188, 2.36326] ; ([-1.80363, -1.79878] ; [-1.00811, -1.00135] ; [-0.530901, -0.497355] ; [-1.22661, -0.969835])
[2.36326, 2.36464] ; ([-1.80502, -1.80017] ; [-1.00828, -1.00158] ; [-0.532392, -0.498832] ; [-1.17882, -0.92225])
[2.36464, 2.36603] ; ([-1.80642, -1.80155] ; [-1.00846, -1.0018] ; [-0.533819, -0.500247] ; [-1.13084, -0.874513])
[2.36603, 2.36741] ; ([-1.80782, -1.80294] ; [-1.00863, -1.00202] ; [-0.53518, -0.501599] ; [-1.08269, -0.826624])
[2.36741, 2.3688] ; ([-1.80922, -1.80433] ; [-1.0088, -1.00224] ; [-0.536476, -0.502889] ; [-1.03437, -0.778593])
[2.3688, 2.3702] ; ([-1.81063, -1.80572] ; [-1.00897, -1.00245] ; [-0.537705, -0.504116] ; [-0.985892, -0.730422])
[2.3702, 2.37159] ; ([-1.81203, -1.80712] ; [-1.00913, -1.00265] ; [-0.538867, -0.505278] ; [-0.937246, -0.682121])
[2.37159, 2.37299] ; ([-1.81344, -1.80852] ; [-1.0093, -1.00286] ; [-0.539963, -0.506377] ; [-0.888449, -0.63369])
[2.37299, 2.37439] ; ([-1.81486, -1.80992] ; [-1.00946, -1.00306] ; [-0.54099, -0.507411] ; [-0.8395, -0.585141])
[2.37439, 2.37579] ; ([-1.81627, -1.81133] ; [-1.00963, -1.00325] ; [-0.541948, -0.50838] ; [-0.790409, -0.536506])
[2.37579, 2.37719] ; ([-1.81769, -1.81274] ; [-1.00979, -1.00344] ; [-0.542837, -0.509283] ; [-0.741208, -0.487842])
[2.37719, 2.3786] ; ([-1.8191, -1.81414] ; [-1.00996, -1.00363] ; [-0.543656, -0.510119] ; [-0.691956, -0.439149])
[2.3786, 2.38] ; ([-1.82052, -1.81555] ; [-1.01013, -1.00381] ; [-0.544404, -0.510888] ; [-0.642654, -0.390439])
[2.38, 2.3814] ; ([-1.82193, -1.81696] ; [-1.01029, -1.004] ; [-0.545083, -0.51159] ; [-0.593315, -0.341714])
[2.3814, 2.3828] ; ([-1.82335, -1.81837] ; [-1.01046, -1.00417] ; [-0.545691, -0.512225] ; [-0.543941, -0.292985])
