[-0.000211802, 0] ; ([-0.00698132, -0.00698132] ; [0, 0] ; [-1.74533, -1.74533] ; [0, 0])
[0.670748, 0.67225] ; ([-0.766927, -0.764962] ; [-1.24715, -1.23506] ; [-0.0900386, -0.0746581] ; [-9.9701, -9.94098])
[0.67225, 0.673739] ; ([-0.768793, -0.766825] ; [-1.25833, -1.24646] ; [-0.104834, -0.0896024] ; [-9.94551, -9.91512])
[0.673739, 0.675219] ; ([-0.770663, -0.76869] ; [-1.26929, -1.25763] ; [-0.119494, -0.104391] ; [-9.91971, -9.88806])
[0.675219, 0.676691] ; ([-0.772538, -0.77056] ; [-1.28005, -1.2686] ; [-0.134033, -0.119043] ; [-9.89272, -9.85983])
[0.676691, 0.678156] ; ([-0.774422, -0.772435] ; [-1.2906, -1.27935] ; [-0.148466, -0.133575] ; [-9.86455, -9.83043])
[0.678156, 0.679616] ; ([-0.776313, -0.774317] ; [-1.30095, -1.2899] ; [-0.162806, -0.148] ; [-9.83521, -9.79986])
[0.679616, 0.681072] ; ([-0.778214, -0.776209] ; [-1.31109, -1.30025] ; [-0.177054, -0.162331] ; [-9.80469, -9.76814])
[0.681072, 0.682524] ; ([-0.780125, -0.778109] ; [-1.32104, -1.31039] ; [-0.191222, -0.176572] ; [-9.77302, -9.73526])
[0.682524, 0.683974] ; ([-0.782047, -0.780019] ; [-1.33079, -1.32033] ; [-0.205319, -0.190732] ; [-9.74019, -9.70124])
[0.683974, 0.685422] ; ([-0.783982, -0.781941] ; [-1.34034, -1.33008] ; [-0.219352, -0.20482] ; [-9.70621, -9.66606])
[0.685422, 0.68687] ; ([-0.785929, -0.783874] ; [-1.34969, -1.33962] ; [-0.233329, -0.218846] ; [-9.67108, -9.62972])
[0.68687, 0.688318] ; ([-0.78789, -0.785821] ; [-1.35885, -1.34897] ; [-0.247257, -0.232815] ; [-9.63478, -9.59221])
[0.688318, 0.689768] ; ([-0.789867, -0.787782] ; [-1.36781, -1.35812] ; [-0.261143, -0.246735] ; [-9.5973, -9.55352])
[0.689768, 0.69122] ; ([-0.791858, -0.789757] ; [-1.37658, -1.36707] ; [-0.274991, -0.260612] ; [-9.55865, -9.51364])
[0.69122, 0.692674] ; ([-0.793867, -0.791749] ; [-1.38515, -1.37583] ; [-0.288806, -0.274452] ; [-9.5188, -9.47256])
[0.692674, 0.694132] ; ([-0.795892, -0.793756] ; [-1.39353, -1.3844] ; [-0.302594, -0.288259] ; [-9.47776, -9.43027])
[0.694132, 0.695594] ; ([-0.797935, -0.795781] ; [-1.40171, -1.39277] ; [-0.316357, -0.302038] ; [-9.43549, -9.38675])
[0.695594, 0.697061] ; ([-0.799997, -0.797823] ; [-1.40969, -1.40095] ; [-0.3301, -0.315792] ; [-9.392, -9.34198])
[0.697061, 0.698533] ; ([-0.802077, -0.799884] ; [-1.41748, -1.40893] ; [-0.343826, -0.329527] ; [-9.34727, -9.29597])
[0.698533, 0.70001] ; ([-0.804178, -0.801964] ; [-1.42508, -1.41672] ; [-0.357537, -0.343244] ; [-9.30128, -9.24868])
[0.70001, 0.701495] ; ([-0.806298, -0.804064] ; [-1.43247, -1.4243] ; [-0.371236, -0.356946] ; [-9.25402, -9.2001])
[0.701495, 0.702986] ; ([-0.808439, -0.806183] ; [-1.43966, -1.43169] ; [-0.384925, -0.370637] ; [-9.20546, -9.15021])
[0.702986, 0.704484] ; ([-0.810601, -0.808324] ; [-1.44665, -1.43888] ; [-0.398606, -0.384317] ; [-9.1556, -9.099])
[0.704484, 0.70599] ; ([-0.812785, -0.810485] ; [-1.45344, -1.44587] ; [-0.412281, -0.397989] ; [-9.10442, -9.04645])
[0.70599, 0.707505] ; ([-0.814992, -0.812669] ; [-1.46003, -1.45266] ; [-0.42595, -0.411655] ; [-9.05189, -8.99254])
[0.707505, 0.709028] ; ([-0.81722, -0.814874] ; [-1.46641, -1.45925] ; [-0.439614, -0.425315] ; [-8.998, -8.93725])
[0.709028, 0.71056] ; ([-0.819472, -0.817102] ; [-1.47258, -1.46563] ; [-0.453275, -0.43897] ; [-8.94273, -8.88057])
[0.71056, 0.712102] ; ([-0.821747, -0.819353] ; [-1.47855, -1.4718] ; [-0.466931, -0.452621] ; [-8.88606, -8.82246])
[0.712102, 0.713654] ; ([-0.824045, -0.821627] ; [-1.4843, -1.47776] ; [-0.480584, -0.466268] ; [-8.82798, -8.76292])
[0.713654, 0.715216] ; ([-0.826368, -0.823925] ; [-1.48984, -1.48351] ; [-0.494233, -0.479912] ; [-8.76845, -8.70193])
[0.715216, 0.716789] ; ([-0.828715, -0.826247] ; [-1.49516, -1.48905] ; [-0.507878, -0.493552] ; [-8.70747, -8.63946])
[0.716789, 0.718372] ; ([-0.831086, -0.828593] ; [-1.50026, -1.49437] ; [-0.521518, -0.507187] ; [-8.64502, -8.57549])
[0.718372, 0.719967] ; ([-0.833483, -0.830964] ; [-1.50515, -1.49948] ; [-0.535151, -0.520818] ; [-8.58107, -8.51001])
[0.719967, 0.721573] ; ([-0.835904, -0.833359] ; [-1.50981, -1.50437] ; [-0.548778, -0.534442] ; [-8.5156, -8.44299])
[0.721573, 0.723192] ; ([-0.838351, -0.83578] ; [-1.51425, -1.50903] ; [-0.562396, -0.548058] ; [-8.4486, -8.37443])
[0.723192, 0.724822] ; ([-0.840823, -0.838226] ; [-1.51847, -1.51348] ; [-0.576003, -0.561667] ; [-8.38004, -8.30429])
[0.724822, 0.726466] ; ([-0.843322, -0.840698] ; [-1.52245, -1.51769] ; [-0.5896, -0.575265] ; [-8.30991, -8.23255])
[0.726466, 0.728122] ; ([-0.845846, -0.843195] ; [-1.52621, -1.52168] ; [-0.603182, -0.588851] ; [-8.23819, -8.15921])
[0.728122, 0.729791] ; ([-0.848396, -0.845719] ; [-1.52973, -1.52544] ; [-0.616749, -0.602424] ; [-8.16485, -8.08422])
[0.729791, 0.731473] ; ([-0.850973, -0.848268] ; [-1.53302, -1.52897] ; [-0.630297, -0.61598] ; [-8.08988, -8.00759])
[0.731473, 0.73317] ; ([-0.853576, -0.850844] ; [-1.53607, -1.53226] ; [-0.643826, -0.629519] ; [-8.01326, -7.92928])
[0.73317, 0.734881] ; ([-0.856205, -0.853447] ; [-1.53888, -1.53532] ; [-0.657331, -0.643037] ; [-7.93496, -7.84928])
[0.734881, 0.736606] ; ([-0.858862, -0.856076] ; [-1.54146, -1.53813] ; [-0.670811, -0.656533] ; [-7.85496, -7.76756])
[0.736606, 0.738345] ; ([-0.861546, -0.858732] ; [-1.54379, -1.54071] ; [-0.684262, -0.670002] ; [-7.77325, -7.68411])
[0.738345, 0.7401] ; ([-0.864256, -0.861415] ; [-1.54588, -1.54305] ; [-0.697682, -0.683443] ; [-7.6898, -7.59889])
[0.7401, 0.74187] ; ([-0.866994, -0.864125] ; [-1.54772, -1.54515] ; [-0.711068, -0.696853] ; [-7.60459, -7.5119])
[0.74187, 0.743657] ; ([-0.86976, -0.866862] ; [-1.54932, -1.547] ; [-0.724417, -0.710228] ; [-7.5176, -7.4231])
[0.743657, 0.745459] ; ([-0.872553, -0.869627] ; [-1.55066, -1.5486] ; [-0.737725, -0.723566] ; [-7.42881, -7.33247])
[0.745459, 0.747278] ; ([-0.875375, -0.87242] ; [-1.55176, -1.54996] ; [-0.750989, -0.736863] ; [-7.33818, -7.23998])
[0.747278, 0.749114] ; ([-0.878225, -0.87524] ; [-1.55262, -1.55107] ; [-0.764207, -0.750117] ; [-7.24569, -7.14561])
[0.749114, 0.750968] ; ([-0.881103, -0.878089] ; [-1.55322, -1.55193] ; [-0.777374, -0.763323] ; [-7.15132, -7.04932])
[0.750968, 0.75284] ; ([-0.884011, -0.880967] ; [-1.55357, -1.55254] ; [-0.790489, -0.77648] ; [-7.05503, -6.95108])
[0.75284, 0.75473] ; ([-0.886948, -0.883874] ; [-1.55366, -1.5529] ; [-0.803548, -0.789583] ; [-6.95679, -6.85086])
[0.75473, 0.75664] ; ([-0.889915, -0.88681] ; [-1.55353, -1.55298] ; [-0.816547, -0.80263] ; [-6.85657, -6.74861])
[0.75664, 0.75857] ; ([-0.892912, -0.889776] ; [-1.55338, -1.55259] ; [-0.829479, -0.815618] ; [-6.75433, -6.64434])
[0.75857, 0.760513] ; ([-0.895928, -0.892772] ; [-1.55297, -1.55194] ; [-0.842296, -0.828539] ; [-6.65006, -6.53836])
[0.760513, 0.76247] ; ([-0.898966, -0.895788] ; [-1.55232, -1.55104] ; [-0.854998, -0.841345] ; [-6.54409, -6.43064])
[0.76247, 0.764442] ; ([-0.902025, -0.898824] ; [-1.55142, -1.5499] ; [-0.867583, -0.854037] ; [-6.43637, -6.32115])
[0.764442, 0.76643] ; ([-0.905105, -0.901882] ; [-1.55027, -1.54852] ; [-0.880048, -0.866611] ; [-6.32688, -6.20986])
[0.76643, 0.768434] ; ([-0.908208, -0.904961] ; [-1.54888, -1.5469] ; [-0.892391, -0.879066] ; [-6.21558, -6.09673])
[0.768434, 0.770455] ; ([-0.911334, -0.908063] ; [-1.54726, -1.54504] ; [-0.90461, -0.891398] ; [-6.10245, -5.98171])
[0.770455, 0.772495] ; ([-0.914484, -0.911187] ; [-1.5454, -1.54295] ; [-0.916702, -0.903606] ; [-5.98743, -5.86477])
[0.772495, 0.774553] ; ([-0.917659, -0.914336] ; [-1.54331, -1.54064] ; [-0.928666, -0.915686] ; [-5.87049, -5.74584])
[0.774553, 0.776632] ; ([-0.92086, -0.91751] ; [-1.54099, -1.53809] ; [-0.940498, -0.927638] ; [-5.75156, -5.62487])
[0.776632, 0.778733] ; ([-0.92409, -0.920711] ; [-1.53844, -1.53533] ; [-0.952199, -0.939458] ; [-5.63058, -5.50177])
[0.778733, 0.780858] ; ([-0.927349, -0.923939] ; [-1.53567, -1.53234] ; [-0.963765, -0.951146] ; [-5.50747, -5.37646])
[0.780858, 0.783007] ; ([-0.93064, -0.927197] ; [-1.53268, -1.52914] ; [-0.975197, -0.9627] ; [-5.38216, -5.24884])
[0.783007, 0.785183] ; ([-0.933966, -0.930487] ; [-1.52947, -1.52572] ; [-0.986492, -0.974118] ; [-5.25454, -5.1188])
[0.785183, 0.787389] ; ([-0.937328, -0.933811] ; [-1.52605, -1.52209] ; [-0.997651, -0.985399] ; [-5.12449, -4.9862])
[0.787389, 0.789627] ; ([-0.940731, -0.937172] ; [-1.52242, -1.51825] ; [-1.00867, -0.996543] ; [-4.99188, -4.85088])
[0.789627, 0.7919] ; ([-0.944179, -0.940574] ; [-1.51858, -1.51421] ; [-1.01956, -1.00755] ; [-4.85655, -4.71263])
[0.7919, 0.794213] ; ([-0.947677, -0.944021] ; [-1.51453, -1.50995] ; [-1.03031, -1.01842] ; [-4.7183, -4.57125])
[0.794213, 0.796569] ; ([-0.95123, -0.947517] ; [-1.51028, -1.5055] ; [-1.04092, -1.02915] ; [-4.5769, -4.42643])
[0.796569, 0.798933] ; ([-0.954784, -0.951069] ; [-1.50581, -1.50091] ; [-1.05123, -1.03975] ; [-4.43207, -4.28039])
[0.798933, 0.801256] ; ([-0.958266, -0.954623] ; [-1.50123, -1.49632] ; [-1.06101, -1.05005] ; [-4.28602, -4.13621])
[0.801256, 0.803541] ; ([-0.961682, -0.958104] ; [-1.49663, -1.49172] ; [-1.0703, -1.05983] ; [-4.14182, -3.99372])
[0.803541, 0.805791] ; ([-0.965033, -0.96152] ; [-1.49203, -1.48714] ; [-1.07913, -1.06913] ; [-3.99932, -3.85291])
[0.805791, 0.808006] ; ([-0.968323, -0.964871] ; [-1.48745, -1.48259] ; [-1.08752, -1.07797] ; [-3.85849, -3.71373])
[0.808006, 0.810188] ; ([-0.971554, -0.96816] ; [-1.48289, -1.47808] ; [-1.09547, -1.08636] ; [-3.7193, -3.57616])
[0.810188, 0.812338] ; ([-0.974727, -0.971391] ; [-1.47838, -1.47362] ; [-1.10302, -1.09432] ; [-3.58172, -3.44019])
[0.812338, 0.814457] ; ([-0.977845, -0.974564] ; [-1.47391, -1.46922] ; [-1.11017, -1.10187] ; [-3.44573, -3.30579])
[0.814457, 0.816546] ; ([-0.980909, -0.977682] ; [-1.46951, -1.46489] ; [-1.11694, -1.10903] ; [-3.31132, -3.17296])
[0.816546, 0.818604] ; ([-0.983921, -0.980746] ; [-1.46517, -1.46064] ; [-1.12334, -1.1158] ; [-3.17847, -3.04168])
[0.818604, 0.820634] ; ([-0.986882, -0.983758] ; [-1.46092, -1.45648] ; [-1.12939, -1.1222] ; [-3.04717, -2.91195])
[0.820634, 0.822635] ; ([-0.989793, -0.986718] ; [-1.45675, -1.45242] ; [-1.13509, -1.12825] ; [-2.91743, -2.78377])
[0.822635, 0.824609] ; ([-0.992656, -0.989629] ; [-1.45268, -1.44845] ; [-1.14046, -1.13396] ; [-2.78924, -2.65714])
[0.824609, 0.826554] ; ([-0.995471, -0.992492] ; [-1.44871, -1.44459] ; [-1.14551, -1.13934] ; [-2.66259, -2.53205])
[0.826554, 0.828473] ; ([-0.998239, -0.995307] ; [-1.44485, -1.44084] ; [-1.15026, -1.14439] ; [-2.53749, -2.40852])
[0.828473, 0.830364] ; ([-1.00096, -0.998075] ; [-1.44109, -1.4372] ; [-1.1547, -1.14914] ; [-2.41394, -2.28655])
[0.830364, 0.832229] ; ([-1.00364, -1.0008] ; [-1.43746, -1.43369] ; [-1.15886, -1.15359] ; [-2.29196, -2.16615])
[0.832229, 0.834067] ; ([-1.00627, -1.00347] ; [-1.43394, -1.43029] ; [-1.16273, -1.15774] ; [-2.17154, -2.04732])
[0.834067, 0.835879] ; ([-1.00886, -1.00611] ; [-1.43055, -1.42702] ; [-1.16634, -1.16162] ; [-2.0527, -1.93008])
[0.835879, 0.837664] ; ([-1.0114, -1.00869] ; [-1.42729, -1.42388] ; [-1.16968, -1.16523] ; [-1.93545, -1.81445])
[0.837664, 0.839423] ; ([-1.0139, -1.01124] ; [-1.42416, -1.42087] ; [-1.17278, -1.16858] ; [-1.81981, -1.70045])
[0.839423, 0.841155] ; ([-1.01636, -1.01374] ; [-1.42115, -1.41799] ; [-1.17563, -1.17168] ; [-1.70579, -1.58808])
[0.841155, 0.84286] ; ([-1.01878, -1.0162] ; [-1.41828, -1.41525] ; [-1.17824, -1.17453] ; [-1.59341, -1.47736])
[0.84286, 0.844539] ; ([-1.02115, -1.01862] ; [-1.41554, -1.41263] ; [-1.18064, -1.17715] ; [-1.48268, -1.36832])
[0.844539, 0.846192] ; ([-1.02349, -1.02099] ; [-1.41293, -1.41015] ; [-1.18281, -1.17955] ; [-1.37362, -1.26095])
[0.846192, 0.847826] ; ([-1.02579, -1.02332] ; [-1.41046, -1.40779] ; [-1.18479, -1.18173] ; [-1.26624, -1.15472])
[0.847826, 0.849458] ; ([-1.02808, -1.02563] ; [-1.4081, -1.40553] ; [-1.18659, -1.1837] ; [-1.16, -1.04865])
[0.849458, 0.851087] ; ([-1.03037, -1.02792] ; [-1.40584, -1.40337] ; [-1.18822, -1.18551] ; [-1.05391, -0.942743])
[0.851087, 0.852713] ; ([-1.03265, -1.03021] ; [-1.40369, -1.40132] ; [-1.18967, -1.18713] ; [-0.947994, -0.836996])
[0.852713, 0.854336] ; ([-1.03493, -1.03249] ; [-1.40164, -1.39937] ; [-1.19095, -1.18858] ; [-0.842236, -0.73141])
[0.854336, 0.855957] ; ([-1.03719, -1.03476] ; [-1.3997, -1.39754] ; [-1.19205, -1.18986] ; [-0.736641, -0.625982])
[0.855957, 0.857576] ; ([-1.03946, -1.03703] ; [-1.39788, -1.39582] ; [-1.19299, -1.19096] ; [-0.631205, -0.520712])
[0.857576, 0.859193] ; ([-1.04171, -1.03929] ; [-1.39616, -1.39421] ; [-1.19375, -1.19189] ; [-0.52593, -0.415602])
[0.859193, 0.860808] ; ([-1.04396, -1.04155] ; [-1.39456, -1.39272] ; [-1.19434, -1.19265] ; [-0.420814, -0.310652])
[0.860808, 0.86242] ; ([-1.04621, -1.0438] ; [-1.39308, -1.39136] ; [-1.19477, -1.19324] ; [-0.315859, -0.205862])
[0.86242, 0.864031] ; ([-1.04845, -1.04604] ; [-1.39172, -1.39011] ; [-1.19502, -1.19365] ; [-0.211063, -0.101234])
[0.864031, 0.86564] ; ([-1.05068, -1.04828] ; [-1.39048, -1.38899] ; [-1.19511, -1.1939] ; [-0.106428, 0.00323388])
[0.86564, 0.867247] ; ([-1.05291, -1.05052] ; [-1.38936, -1.38799] ; [-1.19503, -1.19398] ; [-0.0019536, 0.107504])
[0.867247, 0.868847] ; ([-1.05513, -1.05275] ; [-1.38837, -1.38712] ; [-1.19495, -1.19373] ; [0.102323, 0.211291])
[0.868847, 0.870441] ; ([-1.05734, -1.05497] ; [-1.38751, -1.38639] ; [-1.1947, -1.19331] ; [0.206119, 0.314573])
[0.870441, 0.872028] ; ([-1.05954, -1.05718] ; [-1.38678, -1.38578] ; [-1.19429, -1.19273] ; [0.309409, 0.417376])
[0.872028, 0.87361] ; ([-1.06174, -1.05938] ; [-1.38618, -1.38531] ; [-1.19372, -1.19199] ; [0.412221, 0.519723])
[0.87361, 0.875186] ; ([-1.06392, -1.06158] ; [-1.38572, -1.38497] ; [-1.19298, -1.19109] ; [0.514577, 0.621638])
[0.875186, 0.876757] ; ([-1.0661, -1.06376] ; [-1.38539, -1.38476] ; [-1.19209, -1.19003] ; [0.6165, 0.723141])
[0.876757, 0.878324] ; ([-1.06827, -1.06594] ; [-1.38518, -1.38468] ; [-1.19104, -1.18882] ; [0.718012, 0.824254])
[0.878324, 0.879886] ; ([-1.07043, -1.06811] ; [-1.38511, -1.38474] ; [-1.18984, -1.18745] ; [0.819134, 0.924996])
[0.879886, 0.881445] ; ([-1.07259, -1.07027] ; [-1.3853, -1.3848] ; [-1.18848, -1.18593] ; [0.919886, 1.02539])
[0.881445, 0.882998] ; ([-1.07474, -1.07243] ; [-1.38563, -1.38499] ; [-1.18697, -1.18426] ; [1.02029, 1.12531])
[0.882998, 0.884546] ; ([-1.07689, -1.07458] ; [-1.38609, -1.38531] ; [-1.1853, -1.18244] ; [1.12022, 1.22477])
[0.884546, 0.88609] ; ([-1.07902, -1.07673] ; [-1.38669, -1.38577] ; [-1.18349, -1.18048] ; [1.21969, 1.3238])
[0.88609, 0.887628] ; ([-1.08116, -1.07886] ; [-1.38741, -1.38635] ; [-1.18153, -1.17837] ; [1.31873, 1.42241])
[0.887628, 0.889171] ; ([-1.0833, -1.081] ; [-1.38828, -1.38707] ; [-1.17943, -1.1761] ; [1.41735, 1.5211])
[0.889171, 0.890729] ; ([-1.08546, -1.08314] ; [-1.38929, -1.38793] ; [-1.17716, -1.17365] ; [1.51605, 1.62066])
[0.890729, 0.892301] ; ([-1.08765, -1.0853] ; [-1.39045, -1.38893] ; [-1.17472, -1.17102] ; [1.61562, 1.721])
[0.892301, 0.893889] ; ([-1.08986, -1.08749] ; [-1.39177, -1.39009] ; [-1.1721, -1.16821] ; [1.71596, 1.82208])
[0.893889, 0.89549] ; ([-1.09209, -1.0897] ; [-1.39324, -1.3914] ; [-1.1693, -1.16521] ; [1.81705, 1.92389])
[0.89549, 0.897105] ; ([-1.09434, -1.09193] ; [-1.39488, -1.39286] ; [-1.16631, -1.16202] ; [1.91887, 2.0264])
[0.897105, 0.898734] ; ([-1.09661, -1.09418] ; [-1.39669, -1.3945] ; [-1.16312, -1.15864] ; [2.02139, 2.12961])
[0.898734, 0.900378] ; ([-1.09891, -1.09645] ; [-1.39867, -1.39629] ; [-1.15975, -1.15505] ; [2.1246, 2.23348])
[0.900378, 0.902035] ; ([-1.10123, -1.09875] ; [-1.40082, -1.39826] ; [-1.15617, -1.15126] ; [2.22848, 2.338])
[0.902035, 0.903706] ; ([-1.10357, -1.10107] ; [-1.40315, -1.40041] ; [-1.15239, -1.14727] ; [2.33301, 2.44317])
[0.903706, 0.905391] ; ([-1.10593, -1.10341] ; [-1.40567, -1.40273] ; [-1.1484, -1.14306] ; [2.43818, 2.54896])
[0.905391, 0.90709] ; ([-1.10833, -1.10577] ; [-1.40837, -1.40524] ; [-1.14421, -1.13864] ; [2.54398, 2.65537])
[0.90709, 0.908804] ; ([-1.11074, -1.10816] ; [-1.41126, -1.40793] ; [-1.13979, -1.134] ; [2.6504, 2.76239])
[0.908804, 0.910532] ; ([-1.11318, -1.11058] ; [-1.41435, -1.41082] ; [-1.13516, -1.12914] ; [2.75743, 2.87001])
[0.910532, 0.912274] ; ([-1.11565, -1.11302] ; [-1.41763, -1.4139] ; [-1.1303, -1.12404] ; [2.86506, 2.97824])
[0.912274, 0.914032] ; ([-1.11814, -1.11549] ; [-1.42111, -1.41717] ; [-1.12521, -1.11871] ; [2.97329, 3.08706])
[0.914032, 0.915805] ; ([-1.12067, -1.11798] ; [-1.4248, -1.42064] ; [-1.11989, -1.11314] ; [3.08212, 3.19649])
[0.915805, 0.917594] ; ([-1.12322, -1.1205] ; [-1.42869, -1.42432] ; [-1.11433, -1.10733] ; [3.19155, 3.30652])
[0.917594, 0.919399] ; ([-1.1258, -1.12306] ; [-1.43279, -1.42821] ; [-1.10852, -1.10126] ; [3.30158, 3.41715])
[0.919399, 0.921221] ; ([-1.12841, -1.12564] ; [-1.43711, -1.4323] ; [-1.10246, -1.09493] ; [3.41223, 3.52841])
[0.921221, 0.92306] ; ([-1.13106, -1.12825] ; [-1.44164, -1.43661] ; [-1.09614, -1.08834] ; [3.52349, 3.64031])
[0.92306, 0.924918] ; ([-1.13374, -1.1309] ; [-1.44639, -1.44114] ; [-1.08956, -1.08147] ; [3.63539, 3.75286])
[0.924918, 0.926796] ; ([-1.13646, -1.13358] ; [-1.45137, -1.44588] ; [-1.0827, -1.07432] ; [3.74794, 3.86608])
[0.926796, 0.928693] ; ([-1.13922, -1.1363] ; [-1.45657, -1.45085] ; [-1.07555, -1.06687] ; [3.86116, 3.98001])
[0.928693, 0.930613] ; ([-1.14202, -1.13906] ; [-1.462, -1.45605] ; [-1.06812, -1.05913] ; [3.97509, 4.09469])
[0.930613, 0.932555] ; ([-1.14487, -1.14186] ; [-1.46767, -1.46147] ; [-1.06038, -1.05106] ; [4.08976, 4.21015])
[0.932555, 0.934522] ; ([-1.14776, -1.1447] ; [-1.47358, -1.46714] ; [-1.05232, -1.04266] ; [4.20522, 4.32645])
[0.934522, 0.936516] ; ([-1.15071, -1.1476] ; [-1.47973, -1.47304] ; [-1.04393, -1.03392] ; [4.32151, 4.44366])
[0.936516, 0.938539] ; ([-1.15371, -1.15054] ; [-1.48612, -1.47918] ; [-1.0352, -1.02481] ; [4.43871, 4.56186])
[0.938539, 0.940594] ; ([-1.15677, -1.15354] ; [-1.49277, -1.48557] ; [-1.0261, -1.01532] ; [4.5569, 4.68114])
[0.940594, 0.942683] ; ([-1.15989, -1.1566] ; [-1.49969, -1.49222] ; [-1.01661, -1.00541] ; [4.67616, 4.80163])
[0.942683, 0.944812] ; ([-1.16309, -1.15972] ; [-1.50687, -1.49913] ; [-1.00671, -0.995064] ; [4.79657, 4.92352])
[0.944812, 0.94698] ; ([-1.16637, -1.16292] ; [-1.51432, -1.50631] ; [-0.996371, -0.984254] ; [4.91832, 5.04674])
[0.94698, 0.949179] ; ([-1.16971, -1.1662] ; [-1.52199, -1.51376] ; [-0.98557, -0.973022] ; [5.0414, 5.17064])
[0.949179, 0.951413] ; ([-1.17311, -1.16953] ; [-1.52988, -1.52143] ; [-0.974345, -0.961337] ; [5.16516, 5.29538])
[0.951413, 0.953685] ; ([-1.1766, -1.17294] ; [-1.538, -1.52931] ; [-0.962668, -0.949166] ; [5.28975, 5.42107])
[0.953685, 0.956] ; ([-1.18017, -1.17642] ; [-1.54634, -1.53742] ; [-0.950505, -0.93647] ; [5.41526, 5.54787])
[0.956, 0.958365] ; ([-1.18384, -1.17999] ; [-1.55491, -1.54575] ; [-0.937818, -0.9232] ; [5.54187, 5.67599])
[0.958365, 0.960788] ; ([-1.18761, -1.18366] ; [-1.56371, -1.5543] ; [-0.924557, -0.909294] ; [5.66978, 5.8057])
[0.960788, 0.963279] ; ([-1.19152, -1.18743] ; [-1.57274, -1.56307] ; [-0.91066, -0.89467] ; [5.79926, 5.93739])
[0.963279, 0.965852] ; ([-1.19558, -1.19134] ; [-1.58201, -1.57207] ; [-0.896045, -0.879221] ; [5.93067, 6.07155])
[0.965852, 0.968259] ; ([-1.1994, -1.1954] ; [-1.59057, -1.58136] ; [-0.880605, -0.864461] ; [6.06474, 6.19504])
[0.968259, 0.970571] ; ([-1.20308, -1.19921] ; [-1.59868, -1.58994] ; [-0.865853, -0.85001] ; [6.18828, 6.31194])
[0.970571, 0.972793] ; ([-1.20664, -1.2029] ; [-1.60636, -1.59807] ; [-0.851409, -0.835866] ; [6.30518, 6.42265])
[0.972793, 0.974938] ; ([-1.2101, -1.20646] ; [-1.6136, -1.60574] ; [-0.837272, -0.82198] ; [6.41588, 6.52794])
[0.974938, 0.977015] ; ([-1.21346, -1.20991] ; [-1.62044, -1.61298] ; [-0.823392, -0.808317] ; [6.52115, 6.62835])
[0.977015, 0.979033] ; ([-1.21673, -1.21327] ; [-1.62689, -1.61981] ; [-0.809736, -0.794851] ; [6.62154, 6.72436])
[0.979033, 0.980997] ; ([-1.21993, -1.21655] ; [-1.63296, -1.62624] ; [-0.796275, -0.781559] ; [6.71751, 6.81633])
[0.980997, 0.982912] ; ([-1.22306, -1.21975] ; [-1.63866, -1.63228] ; [-0.782989, -0.768423] ; [6.80943, 6.90459])
[0.982912, 0.984783] ; ([-1.22614, -1.22288] ; [-1.64398, -1.63795] ; [-0.769859, -0.755426] ; [6.89763, 6.98939])
[0.984783, 0.986615] ; ([-1.22915, -1.22595] ; [-1.64894, -1.64325] ; [-0.756867, -0.742553] ; [6.98238, 7.07097])
[0.986615, 0.98841] ; ([-1.23211, -1.22896] ; [-1.65354, -1.64818] ; [-0.744, -0.729793] ; [7.0639, 7.14955])
[0.98841, 0.990172] ; ([-1.23503, -1.23193] ; [-1.65779, -1.65276] ; [-0.731244, -0.717134] ; [7.14242, 7.22529])
[0.990172, 0.991903] ; ([-1.2379, -1.23484] ; [-1.66167, -1.65697] ; [-0.71859, -0.704566] ; [7.2181, 7.29836])
[0.991903, 0.993606] ; ([-1.24074, -1.23771] ; [-1.6652, -1.66083] ; [-0.706027, -0.692081] ; [7.29109, 7.36888])
[0.993606, 0.995283] ; ([-1.24353, -1.24055] ; [-1.66838, -1.66434] ; [-0.693546, -0.67967] ; [7.36155, 7.43699])
[0.995283, 0.996936] ; ([-1.24629, -1.24334] ; [-1.67121, -1.66749] ; [-0.681139, -0.667325] ; [7.42959, 7.5028])
[0.996936, 0.998566] ; ([-1.24902, -1.2461] ; [-1.67368, -1.67029] ; [-0.668799, -0.655047] ; [7.49532, 7.56636])
[0.998566, 1.00017] ; ([-1.25171, -1.24883] ; [-1.67579, -1.67274] ; [-0.656524, -0.642847] ; [7.55881, 7.62768])
[1.00017, 1.00176] ; ([-1.25436, -1.25151] ; [-1.67755, -1.67483] ; [-0.644329, -0.63072] ; [7.62005, 7.68685])
[1.00176, 1.00332] ; ([-1.25699, -1.25417] ; [-1.67895, -1.67657] ; [-0.632206, -0.618658] ; [7.67915, 7.74396])
[1.00332, 1.00487] ; ([-1.25958, -1.25679] ; [-1.68, -1.67795] ; [-0.620147, -0.606654] ; [7.73618, 7.79909])
[1.00487, 1.00639] ; ([-1.26215, -1.25939] ; [-1.6807, -1.67898] ; [-0.608147, -0.594703] ; [7.79124, 7.85232])
[1.00639, 1.00791] ; ([-1.26469, -1.26195] ; [-1.68105, -1.67964] ; [-0.5962, -0.5828] ; [7.84438, 7.9037])
[1.00791, 1.0094] ; ([-1.26721, -1.26449] ; [-1.68106, -1.67996] ; [-0.584299, -0.570938] ; [7.89568, 7.9533])
