[-0.000214825, 0] ; ([-0.00698132, -0.00698132] ; [0, 0] ; [-1.74533, -1.74533] ; [0, 0])
[0.678215, 0.679703] ; ([-0.77665, -0.774677] ; [-1.26099, -1.24934] ; [-0.107605, -0.0923349] ; [-9.88907, -9.85814])
[0.679703, 0.681183] ; ([-0.778524, -0.776545] ; [-1.27166, -1.26021] ; [-0.122179, -0.107029] ; [-9.86369, -9.83152])
[0.681183, 0.682655] ; ([-0.780403, -0.778418] ; [-1.28213, -1.27088] ; [-0.136641, -0.121595] ; [-9.83713, -9.80373])
[0.682655, 0.684121] ; ([-0.782291, -0.780297] ; [-1.2924, -1.28134] ; [-0.151004, -0.136048] ; [-9.8094, -9.77477])
[0.684121, 0.685583] ; ([-0.784187, -0.782183] ; [-1.30248, -1.29161] ; [-0.165278, -0.150402] ; [-9.78051, -9.74467])
[0.685583, 0.687041] ; ([-0.786092, -0.784079] ; [-1.31236, -1.30169] ; [-0.179466, -0.164668] ; [-9.75046, -9.71342])
[0.687041, 0.688495] ; ([-0.788008, -0.785983] ; [-1.32205, -1.31156] ; [-0.19358, -0.178847] ; [-9.71928, -9.68104])
[0.688495, 0.689948] ; ([-0.789935, -0.787898] ; [-1.33154, -1.32124] ; [-0.207626, -0.192952] ; [-9.68695, -9.64751])
[0.689948, 0.691399] ; ([-0.791875, -0.789825] ; [-1.34085, -1.33073] ; [-0.221614, -0.20699] ; [-9.65347, -9.61284])
[0.691399, 0.692851] ; ([-0.793827, -0.791763] ; [-1.34996, -1.34003] ; [-0.23555, -0.220968] ; [-9.61884, -9.57701])
[0.692851, 0.694303] ; ([-0.795794, -0.793715] ; [-1.35888, -1.34914] ; [-0.249442, -0.234896] ; [-9.58306, -9.54002])
[0.694303, 0.695757] ; ([-0.797776, -0.795682] ; [-1.36762, -1.35806] ; [-0.263294, -0.248778] ; [-9.54613, -9.50185])
[0.695757, 0.697213] ; ([-0.799774, -0.797663] ; [-1.37616, -1.36678] ; [-0.277112, -0.262621] ; [-9.50802, -9.46249])
[0.697213, 0.698673] ; ([-0.801788, -0.79966] ; [-1.38452, -1.37532] ; [-0.290901, -0.27643] ; [-9.46872, -9.42194])
[0.698673, 0.700136] ; ([-0.80382, -0.801673] ; [-1.39269, -1.38368] ; [-0.304665, -0.290209] ; [-9.42823, -9.38019])
[0.700136, 0.701603] ; ([-0.805869, -0.803704] ; [-1.40067, -1.39184] ; [-0.318408, -0.303964] ; [-9.38653, -9.33721])
[0.701603, 0.703076] ; ([-0.807937, -0.805752] ; [-1.40845, -1.39981] ; [-0.332133, -0.317697] ; [-9.34361, -9.293])
[0.703076, 0.704553] ; ([-0.810024, -0.80782] ; [-1.41605, -1.40759] ; [-0.345844, -0.331413] ; [-9.29946, -9.24754])
[0.704553, 0.706038] ; ([-0.812131, -0.809906] ; [-1.42346, -1.41519] ; [-0.359544, -0.345114] ; [-9.25405, -9.20081])
[0.706038, 0.707528] ; ([-0.814258, -0.812012] ; [-1.43067, -1.42259] ; [-0.373233, -0.358803] ; [-9.20737, -9.1528])
[0.707528, 0.709026] ; ([-0.816406, -0.814138] ; [-1.43769, -1.4298] ; [-0.386915, -0.372482] ; [-9.15941, -9.10348])
[0.709026, 0.710531] ; ([-0.818575, -0.816285] ; [-1.44451, -1.43681] ; [-0.400591, -0.386154] ; [-9.11015, -9.05285])
[0.710531, 0.712045] ; ([-0.820766, -0.818454] ; [-1.45114, -1.44363] ; [-0.414263, -0.39982] ; [-9.05956, -9.00089])
[0.712045, 0.713567] ; ([-0.822979, -0.820644] ; [-1.45756, -1.45025] ; [-0.427931, -0.413481] ; [-9.00764, -8.94756])
[0.713567, 0.715097] ; ([-0.825215, -0.822856] ; [-1.46379, -1.45668] ; [-0.441597, -0.427138] ; [-8.95437, -8.89287])
[0.715097, 0.716637] ; ([-0.827474, -0.825091] ; [-1.46981, -1.4629] ; [-0.45526, -0.440793] ; [-8.89972, -8.83678])
[0.716637, 0.718187] ; ([-0.829756, -0.827349] ; [-1.47563, -1.46892] ; [-0.468922, -0.454445] ; [-8.84367, -8.77928])
[0.718187, 0.719747] ; ([-0.832062, -0.82963] ; [-1.48125, -1.47474] ; [-0.482582, -0.468095] ; [-8.78622, -8.72035])
[0.719747, 0.721317] ; ([-0.834392, -0.831935] ; [-1.48665, -1.48035] ; [-0.496239, -0.481744] ; [-8.72733, -8.65998])
[0.721317, 0.722898] ; ([-0.836747, -0.834264] ; [-1.49185, -1.48576] ; [-0.509894, -0.49539] ; [-8.66699, -8.59813])
[0.722898, 0.724491] ; ([-0.839126, -0.836618] ; [-1.49683, -1.49095] ; [-0.523545, -0.509033] ; [-8.60519, -8.53479])
[0.724491, 0.726094] ; ([-0.84153, -0.838996] ; [-1.5016, -1.49594] ; [-0.537192, -0.522672] ; [-8.54189, -8.46994])
[0.726094, 0.72771] ; ([-0.843959, -0.841399] ; [-1.50615, -1.5007] ; [-0.550833, -0.536306] ; [-8.47709, -8.40357])
[0.72771, 0.729337] ; ([-0.846413, -0.843828] ; [-1.51048, -1.50526] ; [-0.564466, -0.549935] ; [-8.41076, -8.33564])
[0.729337, 0.730977] ; ([-0.848893, -0.846281] ; [-1.5146, -1.50959] ; [-0.578091, -0.563556] ; [-8.34288, -8.26616])
[0.730977, 0.73263] ; ([-0.851399, -0.84876] ; [-1.51848, -1.5137] ; [-0.591705, -0.577168] ; [-8.27344, -8.19509])
[0.73263, 0.734295] ; ([-0.853931, -0.851265] ; [-1.52215, -1.51759] ; [-0.605308, -0.590768] ; [-8.2024, -8.12241])
[0.734295, 0.735974] ; ([-0.856489, -0.853797] ; [-1.52559, -1.52125] ; [-0.618896, -0.604355] ; [-8.12977, -8.04811])
[0.735974, 0.737666] ; ([-0.859074, -0.856354] ; [-1.5288, -1.52468] ; [-0.632466, -0.617927] ; [-8.05551, -7.97217])
[0.737666, 0.739372] ; ([-0.861684, -0.858937] ; [-1.53177, -1.52789] ; [-0.646016, -0.631481] ; [-7.97961, -7.89457])
[0.739372, 0.741093] ; ([-0.864322, -0.861547] ; [-1.53452, -1.53086] ; [-0.659544, -0.645015] ; [-7.90204, -7.8153])
[0.741093, 0.742827] ; ([-0.866986, -0.864183] ; [-1.53703, -1.53361] ; [-0.673046, -0.658525] ; [-7.8228, -7.73432])
[0.742827, 0.744577] ; ([-0.869676, -0.866846] ; [-1.5393, -1.53611] ; [-0.68652, -0.672011] ; [-7.74185, -7.65161])
[0.744577, 0.746341] ; ([-0.872394, -0.869536] ; [-1.54133, -1.53838] ; [-0.699963, -0.685468] ; [-7.65918, -7.56717])
[0.746341, 0.748122] ; ([-0.875139, -0.872252] ; [-1.54312, -1.54042] ; [-0.713372, -0.698893] ; [-7.57477, -7.48096])
[0.748122, 0.749917] ; ([-0.877912, -0.874996] ; [-1.54467, -1.54221] ; [-0.726744, -0.712284] ; [-7.48859, -7.39297])
[0.749917, 0.75173] ; ([-0.880712, -0.877768] ; [-1.54598, -1.54376] ; [-0.740076, -0.725638] ; [-7.40061, -7.30316])
[0.75173, 0.753558] ; ([-0.88354, -0.880567] ; [-1.54704, -1.54508] ; [-0.753364, -0.738952] ; [-7.31083, -7.21152])
[0.753558, 0.755404] ; ([-0.886396, -0.883394] ; [-1.54786, -1.54614] ; [-0.766606, -0.752221] ; [-7.21921, -7.11801])
[0.755404, 0.757267] ; ([-0.88928, -0.886249] ; [-1.54844, -1.54697] ; [-0.779798, -0.765444] ; [-7.12572, -7.0226])
[0.757267, 0.759149] ; ([-0.892194, -0.889132] ; [-1.54876, -1.54755] ; [-0.792936, -0.778616] ; [-7.03033, -6.92528])
[0.759149, 0.761049] ; ([-0.895136, -0.892044] ; [-1.54884, -1.54788] ; [-0.806019, -0.791735] ; [-6.93302, -6.82599])
[0.761049, 0.762969] ; ([-0.898109, -0.894986] ; [-1.54872, -1.54793] ; [-0.819042, -0.804798] ; [-6.83375, -6.72471])
[0.762969, 0.764907] ; ([-0.90111, -0.897957] ; [-1.54855, -1.54752] ; [-0.831995, -0.8178] ; [-6.73248, -6.62145])
[0.764907, 0.766859] ; ([-0.904131, -0.900957] ; [-1.54814, -1.54687] ; [-0.844833, -0.830733] ; [-6.62923, -6.51652])
[0.766859, 0.768825] ; ([-0.907173, -0.903977] ; [-1.54748, -1.54598] ; [-0.857556, -0.843551] ; [-6.52431, -6.40987])
[0.768825, 0.770805] ; ([-0.910235, -0.907016] ; [-1.54658, -1.54484] ; [-0.870163, -0.856255] ; [-6.41766, -6.30147])
[0.770805, 0.772801] ; ([-0.913319, -0.910077] ; [-1.54544, -1.54348] ; [-0.88265, -0.868842] ; [-6.30928, -6.1913])
[0.772801, 0.774814] ; ([-0.916425, -0.91316] ; [-1.54406, -1.54187] ; [-0.895015, -0.881308] ; [-6.19911, -6.07932])
[0.774814, 0.776843] ; ([-0.919554, -0.916264] ; [-1.54245, -1.54004] ; [-0.907256, -0.893653] ; [-6.08713, -5.96549])
[0.776843, 0.778891] ; ([-0.922707, -0.919391] ; [-1.54061, -1.53798] ; [-0.91937, -0.905873] ; [-5.9733, -5.84976])
[0.778891, 0.780958] ; ([-0.925884, -0.922542] ; [-1.53854, -1.5357] ; [-0.931357, -0.917966] ; [-5.85758, -5.73207])
[0.780958, 0.783044] ; ([-0.929088, -0.925718] ; [-1.53624, -1.53319] ; [-0.943214, -0.929931] ; [-5.7399, -5.61238])
[0.783044, 0.785153] ; ([-0.932319, -0.92892] ; [-1.53373, -1.53047] ; [-0.954939, -0.941765] ; [-5.6202, -5.4906])
[0.785153, 0.787284] ; ([-0.935579, -0.93215] ; [-1.53099, -1.52753] ; [-0.96653, -0.953466] ; [-5.49842, -5.36666])
[0.787284, 0.789441] ; ([-0.938871, -0.935409] ; [-1.52804, -1.52438] ; [-0.977987, -0.965033] ; [-5.37448, -5.24046])
[0.789441, 0.791624] ; ([-0.942196, -0.938699] ; [-1.52488, -1.52102] ; [-0.989308, -0.976466] ; [-5.24827, -5.11188])
[0.791624, 0.793836] ; ([-0.945559, -0.942023] ; [-1.52151, -1.51745] ; [-1.00049, -0.987761] ; [-5.11969, -4.98079])
[0.793836, 0.79608] ; ([-0.94896, -0.945384] ; [-1.51793, -1.51368] ; [-1.01154, -0.998919] ; [-4.9886, -4.84705])
[0.79608, 0.798358] ; ([-0.952406, -0.948784] ; [-1.51415, -1.5097] ; [-1.02245, -1.00994] ; [-4.85485, -4.71047])
[0.798358, 0.800675] ; ([-0.9559, -0.952228] ; [-1.51016, -1.50552] ; [-1.03323, -1.02082] ; [-4.71826, -4.57084])
[0.800675, 0.803034] ; ([-0.959449, -0.955721] ; [-1.50597, -1.50114] ; [-1.04387, -1.03157] ; [-4.57862, -4.42787])
[0.803034, 0.805429] ; ([-0.963039, -0.959268] ; [-1.50159, -1.49658] ; [-1.05432, -1.04218] ; [-4.43565, -4.28206])
[0.805429, 0.807781] ; ([-0.966555, -0.962857] ; [-1.49702, -1.49202] ; [-1.06424, -1.05261] ; [-4.28982, -4.13812])
[0.807781, 0.810096] ; ([-0.970005, -0.966372] ; [-1.49244, -1.48744] ; [-1.07367, -1.06252] ; [-4.14586, -3.99584])
[0.810096, 0.812375] ; ([-0.973391, -0.969822] ; [-1.48787, -1.48289] ; [-1.08263, -1.07194] ; [-4.00357, -3.8552])
[0.812375, 0.81462] ; ([-0.976715, -0.973207] ; [-1.4833, -1.47835] ; [-1.09114, -1.08089] ; [-3.86291, -3.71617])
[0.81462, 0.816831] ; ([-0.979979, -0.97653] ; [-1.47876, -1.47386] ; [-1.09922, -1.08939] ; [-3.72387, -3.57873])
[0.816831, 0.81901] ; ([-0.983187, -0.979795] ; [-1.47426, -1.46941] ; [-1.10688, -1.09746] ; [-3.58641, -3.44285])
[0.81901, 0.821158] ; ([-0.986338, -0.983002] ; [-1.46981, -1.46503] ; [-1.11414, -1.10512] ; [-3.45051, -3.30853])
[0.821158, 0.823275] ; ([-0.989436, -0.986153] ; [-1.46541, -1.46071] ; [-1.12102, -1.11237] ; [-3.31618, -3.17576])
[0.823275, 0.825362] ; ([-0.992481, -0.98925] ; [-1.46109, -1.45647] ; [-1.12752, -1.11924] ; [-3.18339, -3.04452])
[0.825362, 0.82742] ; ([-0.995475, -0.992295] ; [-1.45684, -1.45232] ; [-1.13366, -1.12573] ; [-3.05213, -2.91481])
[0.82742, 0.829449] ; ([-0.998418, -0.995288] ; [-1.45269, -1.44827] ; [-1.13946, -1.13187] ; [-2.92241, -2.78664])
[0.829449, 0.831451] ; ([-1.00131, -0.998232] ; [-1.44862, -1.44431] ; [-1.14492, -1.13766] ; [-2.79422, -2.66])
[0.831451, 0.833424] ; ([-1.00416, -1.00113] ; [-1.44465, -1.44045] ; [-1.15006, -1.14311] ; [-2.66757, -2.5349])
[0.833424, 0.83537] ; ([-1.00696, -1.00397] ; [-1.4408, -1.4367] ; [-1.15488, -1.14824] ; [-2.54245, -2.41134])
[0.83537, 0.837289] ; ([-1.00971, -1.00677] ; [-1.43706, -1.43307] ; [-1.15941, -1.15306] ; [-2.41888, -2.28933])
[0.837289, 0.83918] ; ([-1.01242, -1.00953] ; [-1.43343, -1.42956] ; [-1.16363, -1.15757] ; [-2.29685, -2.16889])
[0.83918, 0.841045] ; ([-1.01508, -1.01223] ; [-1.42992, -1.42617] ; [-1.16758, -1.16179] ; [-2.17639, -2.05001])
[0.841045, 0.842883] ; ([-1.0177, -1.0149] ; [-1.42654, -1.4229] ; [-1.17125, -1.16573] ; [-2.05755, -1.93267])
[0.842883, 0.844694] ; ([-1.02028, -1.01752] ; [-1.42329, -1.41975] ; [-1.17465, -1.16939] ; [-1.94028, -1.81693])
[0.844694, 0.846479] ; ([-1.02281, -1.02009] ; [-1.42016, -1.41674] ; [-1.17781, -1.17279] ; [-1.82462, -1.70281])
[0.846479, 0.848236] ; ([-1.0253, -1.02262] ; [-1.41717, -1.41387] ; [-1.18071, -1.17593] ; [-1.71057, -1.59033])
[0.848236, 0.849967] ; ([-1.02774, -1.02511] ; [-1.4143, -1.41112] ; [-1.18338, -1.17883] ; [-1.59816, -1.47949])
[0.849967, 0.851671] ; ([-1.03014, -1.02755] ; [-1.41157, -1.40851] ; [-1.18581, -1.18149] ; [-1.4874, -1.37033])
[0.851671, 0.853348] ; ([-1.0325, -1.02996] ; [-1.40897, -1.40603] ; [-1.18803, -1.18392] ; [-1.3783, -1.26284])
[0.853348, 0.855004] ; ([-1.03483, -1.03232] ; [-1.4065, -1.40368] ; [-1.19005, -1.18613] ; [-1.27088, -1.15661])
[0.855004, 0.856658] ; ([-1.03715, -1.03464] ; [-1.40415, -1.40142] ; [-1.19188, -1.18814] ; [-1.16471, -1.05054])
[0.856658, 0.858309] ; ([-1.03947, -1.03696] ; [-1.40191, -1.39927] ; [-1.19354, -1.18996] ; [-1.0587, -0.944632])
[0.858309, 0.859957] ; ([-1.04177, -1.03928] ; [-1.39977, -1.39723] ; [-1.19503, -1.19161] ; [-0.952857, -0.838882])
[0.859957, 0.861603] ; ([-1.04407, -1.04158] ; [-1.39773, -1.39529] ; [-1.19633, -1.19308] ; [-0.847171, -0.73329])
[0.861603, 0.863247] ; ([-1.04636, -1.04388] ; [-1.3958, -1.39347] ; [-1.19746, -1.19438] ; [-0.741644, -0.627855])
[0.863247, 0.864888] ; ([-1.04865, -1.04617] ; [-1.39398, -1.39176] ; [-1.19842, -1.1955] ; [-0.636275, -0.522577])
[0.864888, 0.866527] ; ([-1.05093, -1.04846] ; [-1.39228, -1.39016] ; [-1.1992, -1.19645] ; [-0.531063, -0.417457])
[0.866527, 0.868164] ; ([-1.0532, -1.05074] ; [-1.39069, -1.38868] ; [-1.19981, -1.19722] ; [-0.426009, -0.312497])
[0.868164, 0.869799] ; ([-1.05547, -1.05301] ; [-1.38922, -1.38732] ; [-1.20025, -1.19782] ; [-0.321113, -0.207695])
[0.869799, 0.871428] ; ([-1.05773, -1.05528] ; [-1.38787, -1.38609] ; [-1.20051, -1.19824] ; [-0.216375, -0.103286])
[0.871428, 0.87305] ; ([-1.05998, -1.05754] ; [-1.38664, -1.38498] ; [-1.20061, -1.1985] ; [-0.112029, 0.000596718])
[0.87305, 0.874665] ; ([-1.06222, -1.05979] ; [-1.38555, -1.384] ; [-1.20053, -1.19859] ; [-0.00820866, 0.10398])
[0.874665, 0.876274] ; ([-1.06444, -1.06202] ; [-1.38458, -1.38315] ; [-1.20046, -1.19835] ; [0.0951133, 0.206889])
[0.876274, 0.877875] ; ([-1.06666, -1.06425] ; [-1.38374, -1.38243] ; [-1.20022, -1.19793] ; [0.197963, 0.309301])
[0.877875, 0.879471] ; ([-1.06887, -1.06646] ; [-1.38304, -1.38184] ; [-1.19982, -1.19736] ; [0.300316, 0.411239])
[0.879471, 0.881061] ; ([-1.07106, -1.06867] ; [-1.38246, -1.38138] ; [-1.19925, -1.19663] ; [0.402195, 0.512726])
[0.881061, 0.882645] ; ([-1.07325, -1.07087] ; [-1.38201, -1.38105] ; [-1.19853, -1.19574] ; [0.503624, 0.613784])
[0.882645, 0.884224] ; ([-1.07543, -1.07305] ; [-1.38169, -1.38084] ; [-1.19765, -1.19469] ; [0.604626, 0.714435])
[0.884224, 0.885799] ; ([-1.07761, -1.07524] ; [-1.3815, -1.38077] ; [-1.19661, -1.19349] ; [0.70522, 0.814699])
[0.885799, 0.88737] ; ([-1.07978, -1.07741] ; [-1.38144, -1.38083] ; [-1.19542, -1.19214] ; [0.805429, 0.914596])
[0.88737, 0.888936] ; ([-1.08194, -1.07958] ; [-1.38164, -1.38089] ; [-1.19407, -1.19063] ; [0.905271, 1.01414])
[0.888936, 0.890498] ; ([-1.0841, -1.08174] ; [-1.38198, -1.38109] ; [-1.19257, -1.18897] ; [1.00476, 1.11322])
[0.890498, 0.892053] ; ([-1.08625, -1.0839] ; [-1.38244, -1.38141] ; [-1.19093, -1.18717] ; [1.10378, 1.21183])
[0.892053, 0.893604] ; ([-1.08839, -1.08605] ; [-1.38304, -1.38186] ; [-1.18913, -1.18521] ; [1.20235, 1.31002])
[0.893604, 0.895151] ; ([-1.09053, -1.08819] ; [-1.38376, -1.38245] ; [-1.18718, -1.18312] ; [1.30048, 1.40779])
[0.895151, 0.896698] ; ([-1.09268, -1.09033] ; [-1.38462, -1.38316] ; [-1.18509, -1.18087] ; [1.3982, 1.50549])
[0.896698, 0.898262] ; ([-1.09484, -1.09247] ; [-1.38563, -1.38401] ; [-1.18285, -1.17844] ; [1.49585, 1.60404])
[0.898262, 0.899839] ; ([-1.09703, -1.09464] ; [-1.38678, -1.38501] ; [-1.18043, -1.17583] ; [1.59434, 1.70335])
[0.899839, 0.901431] ; ([-1.09924, -1.09682] ; [-1.38809, -1.38615] ; [-1.17783, -1.17305] ; [1.69359, 1.80338])
[0.901431, 0.903037] ; ([-1.10147, -1.09903] ; [-1.38955, -1.38745] ; [-1.17505, -1.17007] ; [1.79357, 1.90412])
[0.903037, 0.904656] ; ([-1.10372, -1.10126] ; [-1.39117, -1.3889] ; [-1.17209, -1.16691] ; [1.89425, 2.00555])
[0.904656, 0.90629] ; ([-1.10599, -1.10351] ; [-1.39296, -1.39051] ; [-1.16894, -1.16356] ; [1.99562, 2.10765])
[0.90629, 0.907937] ; ([-1.10829, -1.10578] ; [-1.39492, -1.39229] ; [-1.16559, -1.16] ; [2.09766, 2.21039])
[0.907937, 0.909598] ; ([-1.11061, -1.10808] ; [-1.39705, -1.39423] ; [-1.16204, -1.15625] ; [2.20034, 2.31377])
[0.909598, 0.911273] ; ([-1.11295, -1.1104] ; [-1.39935, -1.39635] ; [-1.1583, -1.15229] ; [2.30366, 2.41777])
[0.911273, 0.912961] ; ([-1.11531, -1.11274] ; [-1.40183, -1.39865] ; [-1.15435, -1.14813] ; [2.4076, 2.52238])
[0.912961, 0.914663] ; ([-1.1177, -1.1151] ; [-1.4045, -1.40112] ; [-1.15019, -1.14375] ; [2.51215, 2.62759])
[0.914663, 0.916379] ; ([-1.12011, -1.11749] ; [-1.40735, -1.40378] ; [-1.14582, -1.13916] ; [2.61729, 2.73338])
[0.916379, 0.91811] ; ([-1.12255, -1.1199] ; [-1.41039, -1.40662] ; [-1.14123, -1.13434] ; [2.72302, 2.83976])
[0.91811, 0.919854] ; ([-1.12501, -1.12233] ; [-1.41363, -1.40966] ; [-1.13642, -1.1293] ; [2.82934, 2.94671])
[0.919854, 0.921614] ; ([-1.1275, -1.1248] ; [-1.41706, -1.41288] ; [-1.13139, -1.12403] ; [2.93623, 3.05424])
[0.921614, 0.923388] ; ([-1.13002, -1.12729] ; [-1.42069, -1.41631] ; [-1.12612, -1.11852] ; [3.04369, 3.16235])
[0.923388, 0.925177] ; ([-1.13257, -1.1298] ; [-1.42452, -1.41993] ; [-1.12062, -1.11277] ; [3.15172, 3.27103])
[0.925177, 0.926983] ; ([-1.13514, -1.13235] ; [-1.42856, -1.42376] ; [-1.11487, -1.10677] ; [3.26033, 3.38029])
[0.926983, 0.928805] ; ([-1.13775, -1.13492] ; [-1.4328, -1.42779] ; [-1.10888, -1.10052] ; [3.36952, 3.49014])
[0.928805, 0.930643] ; ([-1.14039, -1.13753] ; [-1.43726, -1.43203] ; [-1.10264, -1.09401] ; [3.4793, 3.60059])
[0.930643, 0.9325] ; ([-1.14306, -1.14016] ; [-1.44194, -1.43649] ; [-1.09613, -1.08722] ; [3.58968, 3.71166])
[0.9325, 0.934375] ; ([-1.14577, -1.14283] ; [-1.44683, -1.44116] ; [-1.08936, -1.08017] ; [3.70067, 3.82337])
[0.934375, 0.93627] ; ([-1.14852, -1.14554] ; [-1.45194, -1.44605] ; [-1.0823, -1.07282] ; [3.8123, 3.93574])
[0.93627, 0.938185] ; ([-1.1513, -1.14829] ; [-1.45728, -1.45116] ; [-1.07497, -1.06519] ; [3.92459, 4.0488])
[0.938185, 0.940123] ; ([-1.15413, -1.15107] ; [-1.46284, -1.4565] ; [-1.06733, -1.05724] ; [4.03757, 4.16259])
[0.940123, 0.942084] ; ([-1.157, -1.1539] ; [-1.46864, -1.46206] ; [-1.05939, -1.04897] ; [4.15128, 4.27717])
[0.942084, 0.94407] ; ([-1.15993, -1.15677] ; [-1.47467, -1.46786] ; [-1.05113, -1.04037] ; [4.26576, 4.39258])
[0.94407, 0.946084] ; ([-1.1629, -1.15969] ; [-1.48095, -1.4739] ; [-1.04253, -1.03142] ; [4.38108, 4.5089])
[0.946084, 0.948127] ; ([-1.16594, -1.16267] ; [-1.48747, -1.48018] ; [-1.03358, -1.02209] ; [4.4973, 4.62622])
[0.948127, 0.950204] ; ([-1.16903, -1.1657] ; [-1.49424, -1.4867] ; [-1.02426, -1.01237] ; [4.6145, 4.74463])
[0.950204, 0.952316] ; ([-1.1722, -1.16879] ; [-1.50127, -1.49348] ; [-1.01455, -1.00223] ; [4.7328, 4.86426])
[0.952316, 0.954469] ; ([-1.17544, -1.17195] ; [-1.50857, -1.50052] ; [-1.00441, -0.991642] ; [4.8523, 4.98527])
[0.954469, 0.956668] ; ([-1.17876, -1.17519] ; [-1.51614, -1.50783] ; [-0.993823, -0.980558] ; [4.97318, 5.10785])
[0.956668, 0.958906] ; ([-1.18216, -1.17852] ; [-1.52396, -1.51541] ; [-0.982742, -0.968998] ; [5.09563, 5.23158])
[0.958906, 0.961181] ; ([-1.18564, -1.18192] ; [-1.53201, -1.52324] ; [-0.971184, -0.956971] ; [5.21921, 5.35612])
[0.961181, 0.963495] ; ([-1.18919, -1.18539] ; [-1.54027, -1.53128] ; [-0.95916, -0.94444] ; [5.34361, 5.48165])
[0.963495, 0.965857] ; ([-1.19284, -1.18895] ; [-1.54875, -1.53955] ; [-0.946631, -0.93136] ; [5.46898, 5.60836])
[0.965857, 0.968272] ; ([-1.19659, -1.19259] ; [-1.55745, -1.54803] ; [-0.933553, -0.917677] ; [5.5955, 5.73647])
[0.968272, 0.970749] ; ([-1.20046, -1.19634] ; [-1.56641, -1.55671] ; [-0.919871, -0.903319] ; [5.7234, 5.8663])
[0.970749, 0.973301] ; ([-1.20447, -1.20021] ; [-1.5756, -1.5656] ; [-0.905514, -0.888198] ; [5.853, 5.99823])
[0.973301, 0.975755] ; ([-1.20835, -1.20422] ; [-1.58435, -1.57475] ; [-0.890394, -0.87334] ; [5.98482, 6.12323])
[0.975755, 0.978097] ; ([-1.21206, -1.20809] ; [-1.5926, -1.58348] ; [-0.875532, -0.85888] ; [6.10986, 6.24076])
[0.978097, 0.980347] ; ([-1.21566, -1.21181] ; [-1.60041, -1.5917] ; [-0.86107, -0.844725] ; [6.22743, 6.3521])
[0.980347, 0.982518] ; ([-1.21914, -1.2154] ; [-1.6078, -1.59948] ; [-0.846912, -0.830835] ; [6.33881, 6.45793])
[0.982518, 0.98462] ; ([-1.22252, -1.21888] ; [-1.61479, -1.60684] ; [-0.833018, -0.817174] ; [6.44465, 6.55883])
[0.98462, 0.986659] ; ([-1.22582, -1.22227] ; [-1.62139, -1.61379] ; [-0.819354, -0.803715] ; [6.54557, 6.65527])
[0.986659, 0.988643] ; ([-1.22905, -1.22557] ; [-1.62761, -1.62035] ; [-0.805891, -0.790433] ; [6.64202, 6.74765])
[0.988643, 0.990578] ; ([-1.2322, -1.22879] ; [-1.63345, -1.62654] ; [-0.792604, -0.777308] ; [6.73441, 6.83629])
[0.990578, 0.992468] ; ([-1.23529, -1.23194] ; [-1.63893, -1.63236] ; [-0.779475, -0.764324] ; [6.82305, 6.92147])
[0.992468, 0.994316] ; ([-1.23832, -1.23503] ; [-1.64406, -1.63781] ; [-0.766486, -0.751466] ; [6.90824, 7.00342])
[0.994316, 0.996128] ; ([-1.24131, -1.23807] ; [-1.64882, -1.64291] ; [-0.753624, -0.738723] ; [6.9902, 7.08236])
[0.996128, 0.997905] ; ([-1.24424, -1.24105] ; [-1.65324, -1.64766] ; [-0.740875, -0.726082] ; [7.06914, 7.15846])
[0.997905, 0.999651] ; ([-1.24713, -1.24398] ; [-1.6573, -1.65205] ; [-0.728229, -0.713535] ; [7.14524, 7.23188])
[0.999651, 1.00137] ; ([-1.24997, -1.24687] ; [-1.66102, -1.6561] ; [-0.715676, -0.701071] ; [7.21867, 7.30277])
[1.00137, 1.00306] ; ([-1.25278, -1.24972] ; [-1.66438, -1.6598] ; [-0.703206, -0.688683] ; [7.28955, 7.37123])
[1.00306, 1.00472] ; ([-1.25556, -1.25253] ; [-1.6674, -1.66315] ; [-0.690813, -0.676364] ; [7.35802, 7.4374])
[1.00472, 1.00637] ; ([-1.2583, -1.2553] ; [-1.67007, -1.66615] ; [-0.678487, -0.664106] ; [7.42419, 7.50136])
[1.00637, 1.00799] ; ([-1.261, -1.25804] ; [-1.67239, -1.66881] ; [-0.666222, -0.651919] ; [7.48816, 7.56312])
[1.00799, 1.00958] ; ([-1.26367, -1.26075] ; [-1.67436, -1.67113] ; [-0.654029, -0.639808] ; [7.54994, 7.62273])
[1.00958, 1.01116] ; ([-1.26631, -1.26342] ; [-1.67598, -1.67309] ; [-0.64191, -0.627764] ; [7.60956, 7.68028])
[1.01116, 1.01272] ; ([-1.26892, -1.26606] ; [-1.67726, -1.67469] ; [-0.629859, -0.615782] ; [7.66712, 7.73585])
[1.01272, 1.01425] ; ([-1.2715, -1.26867] ; [-1.6782, -1.67593] ; [-0.61787, -0.603857] ; [7.7227, 7.78951])
[1.01425, 1.01577] ; ([-1.27405, -1.27125] ; [-1.67881, -1.67682] ; [-0.605937, -0.591984] ; [7.77637, 7.84132])
[1.01577, 1.01728] ; ([-1.27658, -1.2738] ; [-1.67906, -1.67736] ; [-0.594056, -0.580157] ; [7.82819, 7.89134])
[1.01728, 1.01877] ; ([-1.27908, -1.27633] ; [-1.67897, -1.67756] ; [-0.582221, -0.568371] ; [7.87823, 7.93963])
