[-0.000137011, 0] ; ([-0.00349066, -0.00349066] ; [0, 0] ; [-0.776672, -0.776672] ; [0, 0])
[0.607926, 0.609595] ; ([-0.527945, -0.526259] ; [-0.981282, -0.978354] ; [-0.190809, -0.182594] ; [-4.66337, -4.63081])
[0.609595, 0.611266] ; ([-0.529587, -0.527894] ; [-0.983826, -0.980939] ; [-0.198528, -0.190344] ; [-4.63465, -4.60117])
[0.611266, 0.612939] ; ([-0.531235, -0.529535] ; [-0.986328, -0.983482] ; [-0.20621, -0.198057] ; [-4.60506, -4.57065])
[0.612939, 0.614616] ; ([-0.532891, -0.531183] ; [-0.988786, -0.985983] ; [-0.213852, -0.205731] ; [-4.5746, -4.53926])
[0.614616, 0.616295] ; ([-0.534554, -0.532838] ; [-0.9912, -0.98844] ; [-0.221457, -0.213366] ; [-4.54326, -4.507])
[0.616295, 0.617979] ; ([-0.536224, -0.534501] ; [-0.993571, -0.990854] ; [-0.229023, -0.220964] ; [-4.51105, -4.47385])
[0.617979, 0.619666] ; ([-0.537903, -0.536171] ; [-0.995896, -0.993224] ; [-0.236551, -0.228523] ; [-4.47796, -4.43982])
[0.619666, 0.621358] ; ([-0.539589, -0.537849] ; [-0.998177, -0.995549] ; [-0.24404, -0.236043] ; [-4.44398, -4.40491])
[0.621358, 0.623055] ; ([-0.541285, -0.539535] ; [-1.00041, -0.99783] ; [-0.251491, -0.243525] ; [-4.40911, -4.36911])
[0.623055, 0.624756] ; ([-0.542989, -0.54123] ; [-1.0026, -1.00007] ; [-0.258903, -0.250968] ; [-4.37336, -4.33241])
[0.624756, 0.626464] ; ([-0.544702, -0.542934] ; [-1.00475, -1.00226] ; [-0.266275, -0.258372] ; [-4.3367, -4.29481])
[0.626464, 0.628177] ; ([-0.546425, -0.544647] ; [-1.00685, -1.0044] ; [-0.273607, -0.265736] ; [-4.29915, -4.2563])
[0.628177, 0.629896] ; ([-0.548158, -0.54637] ; [-1.0089, -1.0065] ; [-0.280899, -0.273059] ; [-4.26069, -4.21689])
[0.629896, 0.631622] ; ([-0.549901, -0.548102] ; [-1.01091, -1.00855] ; [-0.28815, -0.280343] ; [-4.22131, -4.17655])
[0.631622, 0.633354] ; ([-0.551654, -0.549844] ; [-1.01287, -1.01056] ; [-0.295359, -0.287585] ; [-4.18102, -4.13529])
[0.633354, 0.635095] ; ([-0.553418, -0.551597] ; [-1.01478, -1.01252] ; [-0.302527, -0.294786] ; [-4.1398, -4.0931])
[0.635095, 0.636842] ; ([-0.555193, -0.553361] ; [-1.01664, -1.01443] ; [-0.309652, -0.301945] ; [-4.09765, -4.04996])
[0.636842, 0.638599] ; ([-0.55698, -0.555136] ; [-1.01846, -1.01629] ; [-0.316734, -0.309062] ; [-4.05455, -4.00587])
[0.638599, 0.640363] ; ([-0.558779, -0.556922] ; [-1.02023, -1.01811] ; [-0.323772, -0.316135] ; [-4.0105, -3.96082])
[0.640363, 0.642137] ; ([-0.56059, -0.558721] ; [-1.02196, -1.01988] ; [-0.330765, -0.323164] ; [-3.96548, -3.9148])
[0.642137, 0.64392] ; ([-0.562414, -0.560531] ; [-1.02364, -1.02161] ; [-0.337713, -0.330149] ; [-3.9195, -3.86779])
[0.64392, 0.645713] ; ([-0.564251, -0.562355] ; [-1.02526, -1.02329] ; [-0.344615, -0.337087] ; [-3.87253, -3.81979])
[0.645713, 0.647517] ; ([-0.566102, -0.564191] ; [-1.02685, -1.02492] ; [-0.351469, -0.34398] ; [-3.82456, -3.77078])
[0.647517, 0.649332] ; ([-0.567966, -0.566041] ; [-1.02838, -1.0265] ; [-0.358275, -0.350825] ; [-3.77558, -3.72075])
[0.649332, 0.651158] ; ([-0.569845, -0.567906] ; [-1.02987, -1.02804] ; [-0.365032, -0.357622] ; [-3.72558, -3.66968])
[0.651158, 0.652996] ; ([-0.57174, -0.569784] ; [-1.03131, -1.02953] ; [-0.371739, -0.364369] ; [-3.67454, -3.61755])
[0.652996, 0.654847] ; ([-0.57365, -0.571678] ; [-1.03271, -1.03097] ; [-0.378395, -0.371067] ; [-3.62245, -3.56436])
[0.654847, 0.656711] ; ([-0.575576, -0.573588] ; [-1.03405, -1.03236] ; [-0.384998, -0.377713] ; [-3.56928, -3.51008])
[0.656711, 0.658589] ; ([-0.577519, -0.575514] ; [-1.03536, -1.03371] ; [-0.391548, -0.384306] ; [-3.51503, -3.45468])
[0.658589, 0.660481] ; ([-0.57948, -0.577456] ; [-1.03661, -1.03502] ; [-0.398043, -0.390845] ; [-3.45966, -3.39816])
[0.660481, 0.662389] ; ([-0.581459, -0.579417] ; [-1.03782, -1.03627] ; [-0.404482, -0.39733] ; [-3.40316, -3.34048])
[0.662389, 0.664314] ; ([-0.583457, -0.581395] ; [-1.03899, -1.03749] ; [-0.410863, -0.403758] ; [-3.34551, -3.28161])
[0.664314, 0.666254] ; ([-0.585473, -0.583393] ; [-1.04011, -1.03865] ; [-0.417182, -0.410129] ; [-3.28667, -3.22157])
[0.666254, 0.668183] ; ([-0.587481, -0.585409] ; [-1.04116, -1.03978] ; [-0.423348, -0.41644] ; [-3.22665, -3.1612])
[0.668183, 0.670105] ; ([-0.589483, -0.587417] ; [-1.04217, -1.04084] ; [-0.429373, -0.422598] ; [-3.1663, -3.10043])
[0.670105, 0.672017] ; ([-0.591477, -0.589418] ; [-1.04311, -1.04185] ; [-0.435253, -0.428616] ; [-3.10555, -3.03931])
[0.672017, 0.673921] ; ([-0.593463, -0.591411] ; [-1.04401, -1.0428] ; [-0.440988, -0.434489] ; [-3.04445, -2.97789])
[0.673921, 0.675814] ; ([-0.59544, -0.593397] ; [-1.04485, -1.0437] ; [-0.446576, -0.440217] ; [-2.98305, -2.91621])
[0.675814, 0.677698] ; ([-0.597409, -0.595374] ; [-1.04565, -1.04455] ; [-0.452019, -0.445799] ; [-2.92138, -2.85429])
[0.677698, 0.67957] ; ([-0.599368, -0.597342] ; [-1.0464, -1.04536] ; [-0.457314, -0.451234] ; [-2.85948, -2.79219])
[0.67957, 0.681432] ; ([-0.601317, -0.599301] ; [-1.04711, -1.04611] ; [-0.462463, -0.456523] ; [-2.79739, -2.72993])
[0.681432, 0.683282] ; ([-0.603255, -0.601249] ; [-1.04777, -1.04683] ; [-0.467464, -0.461665] ; [-2.73515, -2.66755])
[0.683282, 0.685121] ; ([-0.605182, -0.603187] ; [-1.04839, -1.04749] ; [-0.47232, -0.466661] ; [-2.6728, -2.60509])
[0.685121, 0.686948] ; ([-0.607097, -0.605114] ; [-1.04898, -1.04812] ; [-0.47703, -0.47151] ; [-2.61035, -2.54258])
[0.686948, 0.688763] ; ([-0.609001, -0.607029] ; [-1.04953, -1.04872] ; [-0.481595, -0.476214] ; [-2.54786, -2.48005])
[0.688763, 0.690565] ; ([-0.610893, -0.608933] ; [-1.05004, -1.04927] ; [-0.486015, -0.480773] ; [-2.48535, -2.41753])
[0.690565, 0.692354] ; ([-0.612772, -0.610824] ; [-1.05052, -1.04979] ; [-0.490293, -0.485188] ; [-2.42285, -2.35505])
[0.692354, 0.694131] ; ([-0.614639, -0.612703] ; [-1.05098, -1.05028] ; [-0.494429, -0.48946] ; [-2.36039, -2.29265])
[0.694131, 0.695894] ; ([-0.616493, -0.614569] ; [-1.0514, -1.05074] ; [-0.498425, -0.493591] ; [-2.29801, -2.23034])
[0.695894, 0.697644] ; ([-0.618333, -0.616423] ; [-1.0518, -1.05116] ; [-0.502281, -0.497581] ; [-2.23571, -2.16815])
[0.697644, 0.699381] ; ([-0.620161, -0.618263] ; [-1.05217, -1.05157] ; [-0.506001, -0.501432] ; [-2.17354, -2.10611])
[0.699381, 0.701105] ; ([-0.621974, -0.62009] ; [-1.05252, -1.05194] ; [-0.509585, -0.505147] ; [-2.11152, -2.04424])
[0.701105, 0.702815] ; ([-0.623774, -0.621903] ; [-1.05284, -1.0523] ; [-0.513035, -0.508725] ; [-2.04967, -1.98257])
[0.702815, 0.704511] ; ([-0.62556, -0.623703] ; [-1.05315, -1.05263] ; [-0.516353, -0.51217] ; [-1.98801, -1.92111])
[0.704511, 0.706194] ; ([-0.627333, -0.625489] ; [-1.05344, -1.05294] ; [-0.519541, -0.515484] ; [-1.92657, -1.85988])
[0.706194, 0.707862] ; ([-0.629091, -0.627261] ; [-1.05371, -1.05323] ; [-0.5226, -0.518667] ; [-1.86536, -1.79891])
[0.707862, 0.709517] ; ([-0.630835, -0.629019] ; [-1.05396, -1.0535] ; [-0.525536, -0.52172] ; [-1.80441, -1.73821])
[0.709517, 0.711158] ; ([-0.632564, -0.630762] ; [-1.05421, -1.05376] ; [-0.528347, -0.524648] ; [-1.74373, -1.67781])
[0.711158, 0.712785] ; ([-0.63428, -0.632492] ; [-1.05443, -1.05401] ; [-0.531036, -0.527452] ; [-1.68334, -1.61771])
[0.712785, 0.714398] ; ([-0.635981, -0.634207] ; [-1.05465, -1.05424] ; [-0.533605, -0.530134] ; [-1.62326, -1.55795])
[0.714398, 0.715997] ; ([-0.637667, -0.635908] ; [-1.05485, -1.05445] ; [-0.536056, -0.532696] ; [-1.56351, -1.49852])
[0.715997, 0.717582] ; ([-0.639339, -0.637594] ; [-1.05505, -1.05466] ; [-0.538392, -0.535141] ; [-1.50409, -1.43945])
[0.717582, 0.719153] ; ([-0.640996, -0.639265] ; [-1.05523, -1.05486] ; [-0.540615, -0.537471] ; [-1.44503, -1.38075])
[0.719153, 0.72071] ; ([-0.642639, -0.640923] ; [-1.05541, -1.05505] ; [-0.542726, -0.539687] ; [-1.38634, -1.32243])
[0.72071, 0.722252] ; ([-0.644268, -0.642565] ; [-1.05558, -1.05523] ; [-0.544729, -0.541793] ; [-1.32803, -1.26451])
[0.722252, 0.723781] ; ([-0.645881, -0.644193] ; [-1.05574, -1.0554] ; [-0.546625, -0.54379] ; [-1.27012, -1.20699])
[0.723781, 0.725296] ; ([-0.64748, -0.645807] ; [-1.0559, -1.05557] ; [-0.548417, -0.54568] ; [-1.21261, -1.14989])
[0.725296, 0.726796] ; ([-0.649065, -0.647406] ; [-1.05605, -1.05573] ; [-0.550106, -0.547467] ; [-1.15552, -1.09323])
[0.726796, 0.728282] ; ([-0.650634, -0.64899] ; [-1.0562, -1.05588] ; [-0.551696, -0.549151] ; [-1.09886, -1.037])
[0.728282, 0.729754] ; ([-0.652189, -0.650559] ; [-1.05635, -1.05603] ; [-0.553188, -0.550736] ; [-1.04264, -0.981233])
[0.729754, 0.731215] ; ([-0.653733, -0.652114] ; [-1.05649, -1.05618] ; [-0.554588, -0.552223] ; [-0.98687, -0.925801])
[0.731215, 0.732676] ; ([-0.655276, -0.653657] ; [-1.05663, -1.05633] ; [-0.555906, -0.553618] ; [-0.931443, -0.870339])
[0.732676, 0.734135] ; ([-0.656818, -0.6552] ; [-1.05677, -1.05647] ; [-0.557143, -0.55493] ; [-0.875984, -0.81485])
[0.734135, 0.735593] ; ([-0.658359, -0.656742] ; [-1.05691, -1.05661] ; [-0.558298, -0.556161] ; [-0.820498, -0.759337])
[0.735593, 0.737051] ; ([-0.6599, -0.658283] ; [-1.05705, -1.05675] ; [-0.559372, -0.55731] ; [-0.764986, -0.703803])
[0.737051, 0.738509] ; ([-0.66144, -0.659824] ; [-1.05719, -1.05689] ; [-0.560365, -0.558377] ; [-0.709452, -0.648252])
[0.738509, 0.739965] ; ([-0.662981, -0.661364] ; [-1.05733, -1.05704] ; [-0.561276, -0.559363] ; [-0.6539, -0.592687])
[0.739965, 0.741422] ; ([-0.664521, -0.662904] ; [-1.05747, -1.05718] ; [-0.562106, -0.560269] ; [-0.598332, -0.537109])
[0.741422, 0.742877] ; ([-0.66606, -0.664444] ; [-1.05762, -1.05732] ; [-0.562854, -0.561093] ; [-0.542752, -0.481562])
[0.742877, 0.744331] ; ([-0.667598, -0.665983] ; [-1.05776, -1.05746] ; [-0.563521, -0.561835] ; [-0.4872, -0.426049])
[0.744331, 0.745784] ; ([-0.669135, -0.66752] ; [-1.05791, -1.05761] ; [-0.564106, -0.562496] ; [-0.431685, -0.370575])
[0.745784, 0.747236] ; ([-0.670671, -0.669057] ; [-1.05806, -1.05776] ; [-0.564611, -0.563076] ; [-0.376208, -0.31514])
[0.747236, 0.748688] ; ([-0.672207, -0.670593] ; [-1.05821, -1.05791] ; [-0.565035, -0.563576] ; [-0.320769, -0.259743])
[0.748688, 0.750138] ; ([-0.673742, -0.672129] ; [-1.05836, -1.05806] ; [-0.565378, -0.563994] ; [-0.265372, -0.204391])
[0.750138, 0.751588] ; ([-0.675276, -0.673663] ; [-1.05852, -1.05821] ; [-0.565641, -0.564332] ; [-0.210017, -0.149084])
[0.751588, 0.753037] ; ([-0.676811, -0.675198] ; [-1.05868, -1.05837] ; [-0.565824, -0.56459] ; [-0.154708, -0.0938246])
[0.753037, 0.754486] ; ([-0.678345, -0.676732] ; [-1.05884, -1.05853] ; [-0.565926, -0.564767] ; [-0.0994455, -0.0386151])
[0.754486, 0.755935] ; ([-0.679879, -0.678266] ; [-1.05901, -1.05869] ; [-0.565949, -0.564865] ; [-0.0442321, 0.0165429])
[0.755935, 0.757384] ; ([-0.681414, -0.6798] ; [-1.05918, -1.05886] ; [-0.565912, -0.564863] ; [0.0109301, 0.0716483])
[0.757384, 0.758833] ; ([-0.682948, -0.681334] ; [-1.05935, -1.05903] ; [-0.565854, -0.564721] ; [0.0660398, 0.126693])
[0.758833, 0.760281] ; ([-0.684483, -0.682869] ; [-1.05953, -1.0592] ; [-0.565717, -0.564499] ; [0.121089, 0.181656])
[0.760281, 0.761729] ; ([-0.686017, -0.684403] ; [-1.05971, -1.05938] ; [-0.5655, -0.564198] ; [0.176054, 0.236539])
[0.761729, 0.763177] ; ([-0.687551, -0.685937] ; [-1.05989, -1.05956] ; [-0.565204, -0.563817] ; [0.230938, 0.291338])
[0.763177, 0.764625] ; ([-0.689086, -0.687472] ; [-1.06008, -1.05974] ; [-0.564828, -0.563358] ; [0.285739, 0.346052])
[0.764625, 0.766073] ; ([-0.690621, -0.689006] ; [-1.06027, -1.05992] ; [-0.564373, -0.562819] ; [0.340455, 0.400679])
[0.766073, 0.767522] ; ([-0.692157, -0.690541] ; [-1.06046, -1.06011] ; [-0.563838, -0.562201] ; [0.395085, 0.455218])
[0.767522, 0.76897] ; ([-0.693694, -0.692077] ; [-1.06065, -1.0603] ; [-0.563225, -0.561504] ; [0.449629, 0.509668])
[0.76897, 0.77042] ; ([-0.695231, -0.693613] ; [-1.06085, -1.06049] ; [-0.562532, -0.560727] ; [0.504084, 0.564028])
[0.77042, 0.77187] ; ([-0.69677, -0.69515] ; [-1.06105, -1.06069] ; [-0.56176, -0.559872] ; [0.55845, 0.618296])
[0.77187, 0.773321] ; ([-0.69831, -0.696689] ; [-1.06126, -1.06089] ; [-0.560909, -0.558937] ; [0.612725, 0.672472])
[0.773321, 0.774773] ; ([-0.699851, -0.698228] ; [-1.06146, -1.06109] ; [-0.559978, -0.557924] ; [0.666908, 0.726553])
[0.774773, 0.776227] ; ([-0.701394, -0.699769] ; [-1.06167, -1.06129] ; [-0.558968, -0.55683] ; [0.720998, 0.78054])
[0.776227, 0.777682] ; ([-0.702938, -0.701312] ; [-1.06188, -1.0615] ; [-0.557879, -0.555658] ; [0.77499, 0.834433])
[0.777682, 0.779138] ; ([-0.704485, -0.702857] ; [-1.06209, -1.06171] ; [-0.55671, -0.554405] ; [0.828887, 0.888228])
[0.779138, 0.780596] ; ([-0.706034, -0.704403] ; [-1.0623, -1.06191] ; [-0.555462, -0.553073] ; [0.882687, 0.941923])
[0.780596, 0.782057] ; ([-0.707585, -0.705952] ; [-1.06251, -1.06212] ; [-0.554133, -0.551661] ; [0.936389, 0.995519])
[0.782057, 0.783519] ; ([-0.709139, -0.707503] ; [-1.06273, -1.06233] ; [-0.552724, -0.550168] ; [0.98999, 1.04901])
[0.783519, 0.784983] ; ([-0.710696, -0.709056] ; [-1.06294, -1.06254] ; [-0.551235, -0.548595] ; [1.04349, 1.10241])
[0.784983, 0.78646] ; ([-0.712265, -0.710613] ; [-1.06315, -1.06275] ; [-0.549666, -0.546931] ; [1.09689, 1.15603])
[0.78646, 0.787951] ; ([-0.71385, -0.712182] ; [-1.06337, -1.06296] ; [-0.548004, -0.545169] ; [1.15051, 1.20999])
[0.787951, 0.789457] ; ([-0.715452, -0.713767] ; [-1.06358, -1.06317] ; [-0.546246, -0.543308] ; [1.20447, 1.26427])
[0.789457, 0.790978] ; ([-0.71707, -0.715368] ; [-1.0638, -1.06338] ; [-0.544389, -0.541346] ; [1.25875, 1.31886])
[0.790978, 0.792514] ; ([-0.718704, -0.716986] ; [-1.06401, -1.06359] ; [-0.54243, -0.53928] ; [1.31334, 1.37375])
[0.792514, 0.794066] ; ([-0.720356, -0.71862] ; [-1.06422, -1.0638] ; [-0.540367, -0.537108] ; [1.36824, 1.42894])
[0.794066, 0.795633] ; ([-0.722024, -0.720271] ; [-1.06443, -1.06401] ; [-0.538198, -0.534828] ; [1.42343, 1.48441])
[0.795633, 0.797217] ; ([-0.723709, -0.721939] ; [-1.06463, -1.06421] ; [-0.535921, -0.532437] ; [1.47886, 1.5402])
[0.797217, 0.798816] ; ([-0.725412, -0.723624] ; [-1.06483, -1.06441] ; [-0.533532, -0.529932] ; [1.53456, 1.59624])
[0.798816, 0.800431] ; ([-0.727132, -0.725327] ; [-1.06503, -1.0646] ; [-0.53103, -0.52731] ; [1.59053, 1.65254])
[0.800431, 0.802063] ; ([-0.728871, -0.727047] ; [-1.06521, -1.06479] ; [-0.528412, -0.52457] ; [1.64675, 1.70909])
[0.802063, 0.803712] ; ([-0.730627, -0.728785] ; [-1.06539, -1.06496] ; [-0.525676, -0.521709] ; [1.70321, 1.76586])
[0.803712, 0.805378] ; ([-0.732402, -0.730541] ; [-1.06556, -1.06513] ; [-0.522817, -0.518722] ; [1.7599, 1.82286])
[0.805378, 0.807062] ; ([-0.734196, -0.732316] ; [-1.06571, -1.06529] ; [-0.519834, -0.515608] ; [1.81681, 1.88008])
[0.807062, 0.808763] ; ([-0.73601, -0.734109] ; [-1.06586, -1.06544] ; [-0.516727, -0.512361] ; [1.87394, 1.9375])
[0.808763, 0.810483] ; ([-0.737843, -0.735922] ; [-1.06598, -1.06557] ; [-0.513489, -0.50898] ; [1.93126, 1.99511])
[0.810483, 0.812222] ; ([-0.739696, -0.737755] ; [-1.06609, -1.06569] ; [-0.510117, -0.505462] ; [1.98878, 2.0529])
[0.812222, 0.81398] ; ([-0.74157, -0.739608] ; [-1.06619, -1.06579] ; [-0.506609, -0.501803] ; [2.04647, 2.11086])
[0.81398, 0.815757] ; ([-0.743466, -0.741482] ; [-1.06626, -1.06587] ; [-0.50296, -0.498] ; [2.10434, 2.16898])
[0.815757, 0.817555] ; ([-0.745383, -0.743376] ; [-1.0663, -1.06593] ; [-0.499166, -0.494049] ; [2.16236, 2.22725])
[0.817555, 0.819374] ; ([-0.747322, -0.745293] ; [-1.06632, -1.06597] ; [-0.495225, -0.489946] ; [2.22052, 2.28565])
[0.819374, 0.821214] ; ([-0.749285, -0.747232] ; [-1.06631, -1.06598] ; [-0.491132, -0.485686] ; [2.27882, 2.34418])
[0.821214, 0.823077] ; ([-0.751271, -0.749194] ; [-1.0663, -1.06592] ; [-0.486883, -0.481266] ; [2.33725, 2.40283])
[0.823077, 0.824959] ; ([-0.753277, -0.75118] ; [-1.06626, -1.06584] ; [-0.482472, -0.47669] ; [2.39579, 2.46144])
[0.824959, 0.82686] ; ([-0.755304, -0.753185] ; [-1.06618, -1.06571] ; [-0.477907, -0.471957] ; [2.4543, 2.52])
[0.82686, 0.828781] ; ([-0.757351, -0.755212] ; [-1.06606, -1.06554] ; [-0.473184, -0.467063] ; [2.51275, 2.57848])
[0.828781, 0.83072] ; ([-0.759418, -0.757258] ; [-1.0659, -1.06532] ; [-0.4683, -0.462007] ; [2.57111, 2.63682])
[0.83072, 0.832679] ; ([-0.761506, -0.759325] ; [-1.0657, -1.06506] ; [-0.463254, -0.456786] ; [2.62935, 2.69501])
[0.832679, 0.834657] ; ([-0.763613, -0.761411] ; [-1.06545, -1.06474] ; [-0.458044, -0.4514] ; [2.68742, 2.75298])
[0.834657, 0.836654] ; ([-0.76574, -0.763518] ; [-1.06514, -1.06436] ; [-0.452669, -0.445848] ; [2.74528, 2.81071])
[0.836654, 0.83867] ; ([-0.767885, -0.765644] ; [-1.06478, -1.06392] ; [-0.447127, -0.440127] ; [2.80289, 2.86813])
[0.83867, 0.840677] ; ([-0.770021, -0.767788] ; [-1.06435, -1.06343] ; [-0.441417, -0.434316] ; [2.86021, 2.92444])
[0.840677, 0.842653] ; ([-0.772122, -0.769923] ; [-1.06387, -1.06288] ; [-0.435616, -0.428488] ; [2.91645, 2.97902])
[0.842653, 0.844603] ; ([-0.774196, -0.772024] ; [-1.06333, -1.06228] ; [-0.429797, -0.422629] ; [2.97096, 3.03204])
[0.844603, 0.846529] ; ([-0.776242, -0.774096] ; [-1.06274, -1.06163] ; [-0.423948, -0.416743] ; [3.02392, 3.08357])
[0.846529, 0.848432] ; ([-0.778262, -0.776142] ; [-1.0621, -1.06092] ; [-0.418071, -0.410829] ; [3.07538, 3.13366])
[0.848432, 0.850314] ; ([-0.780259, -0.778162] ; [-1.0614, -1.06016] ; [-0.412167, -0.404889] ; [3.1254, 3.18236])
[0.850314, 0.852176] ; ([-0.782233, -0.780158] ; [-1.06064, -1.05934] ; [-0.406236, -0.398922] ; [3.17404, 3.22973])
[0.852176, 0.854019] ; ([-0.784186, -0.782131] ; [-1.05983, -1.05846] ; [-0.400279, -0.39293] ; [3.22134, 3.2758])
[0.854019, 0.855844] ; ([-0.786118, -0.784083] ; [-1.05897, -1.05753] ; [-0.394296, -0.386912] ; [3.26735, 3.3206])
[0.855844, 0.857653] ; ([-0.788031, -0.786014] ; [-1.05805, -1.05654] ; [-0.388287, -0.38087] ; [3.31209, 3.36419])
[0.857653, 0.859446] ; ([-0.789925, -0.787926] ; [-1.05707, -1.0555] ; [-0.382254, -0.374805] ; [3.35562, 3.40659])
[0.859446, 0.861223] ; ([-0.791801, -0.789819] ; [-1.05604, -1.0544] ; [-0.376197, -0.368716] ; [3.39793, 3.44784])
[0.861223, 0.862987] ; ([-0.79366, -0.791694] ; [-1.05495, -1.05325] ; [-0.370117, -0.362604] ; [3.43909, 3.48795])
[0.862987, 0.864736] ; ([-0.795503, -0.793552] ; [-1.05381, -1.05204] ; [-0.364014, -0.356471] ; [3.47911, 3.52695])
[0.864736, 0.866473] ; ([-0.79733, -0.795394] ; [-1.05262, -1.05077] ; [-0.357889, -0.350317] ; [3.51803, 3.56487])
[0.866473, 0.868197] ; ([-0.799141, -0.79722] ; [-1.05136, -1.04945] ; [-0.351743, -0.344141] ; [3.55586, 3.60173])
[0.868197, 0.86991] ; ([-0.800939, -0.799031] ; [-1.05006, -1.04808] ; [-0.345576, -0.337945] ; [3.59264, 3.63755])
[0.86991, 0.871611] ; ([-0.802722, -0.800827] ; [-1.0487, -1.04665] ; [-0.339388, -0.33173] ; [3.62837, 3.67234])
[0.871611, 0.873303] ; ([-0.804492, -0.80261] ; [-1.04728, -1.04516] ; [-0.33318, -0.325494] ; [3.66309, 3.70614])
[0.873303, 0.874984] ; ([-0.806249, -0.804379] ; [-1.04581, -1.04362] ; [-0.326953, -0.319239] ; [3.6968, 3.73895])
[0.874984, 0.876656] ; ([-0.807993, -0.806135] ; [-1.04429, -1.04203] ; [-0.320706, -0.312966] ; [3.72954, 3.77079])
[0.876656, 0.878318] ; ([-0.809726, -0.807878] ; [-1.04271, -1.04039] ; [-0.31444, -0.306674] ; [3.7613, 3.80169])
[0.878318, 0.879973] ; ([-0.811446, -0.809609] ; [-1.04108, -1.03869] ; [-0.308157, -0.300365] ; [3.79211, 3.83164])
[0.879973, 0.881619] ; ([-0.813156, -0.811329] ; [-1.03939, -1.03694] ; [-0.301855, -0.294037] ; [3.82199, 3.86067])
[0.881619, 0.883257] ; ([-0.814855, -0.813038] ; [-1.03766, -1.03513] ; [-0.295535, -0.287692] ; [3.85094, 3.88879])
[0.883257, 0.884889] ; ([-0.816543, -0.814735] ; [-1.03587, -1.03328] ; [-0.289198, -0.28133] ; [3.87894, 3.91605])
[0.884889, 0.886513] ; ([-0.818221, -0.816422] ; [-1.03403, -1.03138] ; [-0.282844, -0.274952] ; [3.90601, 3.94245])
[0.886513, 0.888131] ; ([-0.819889, -0.818099] ; [-1.03214, -1.02942] ; [-0.276473, -0.268557] ; [3.93219, 3.96797])
[0.888131, 0.889742] ; ([-0.821548, -0.819766] ; [-1.0302, -1.02741] ; [-0.270091, -0.262143] ; [3.95746, 3.99266])
[0.889742, 0.891347] ; ([-0.823196, -0.821424] ; [-1.02822, -1.02536] ; [-0.263692, -0.255717] ; [3.98187, 4.01646])
[0.891347, 0.892947] ; ([-0.824836, -0.823071] ; [-1.02618, -1.02326] ; [-0.25728, -0.249277] ; [4.00542, 4.03941])
[0.892947, 0.89454] ; ([-0.826466, -0.824709] ; [-1.02409, -1.02111] ; [-0.250854, -0.242823] ; [4.02812, 4.0615])
[0.89454, 0.896129] ; ([-0.828088, -0.826339] ; [-1.02196, -1.01892] ; [-0.244414, -0.236355] ; [4.04998, 4.08276])
[0.896129, 0.897714] ; ([-0.829702, -0.82796] ; [-1.01978, -1.01668] ; [-0.23796, -0.229873] ; [4.07102, 4.10318])
[0.897714, 0.899294] ; ([-0.831308, -0.829572] ; [-1.01755, -1.0144] ; [-0.231491, -0.223376] ; [4.09123, 4.12278])
[0.899294, 0.90087] ; ([-0.832907, -0.831177] ; [-1.01528, -1.01207] ; [-0.225007, -0.216865] ; [4.11063, 4.14157])
[0.90087, 0.902443] ; ([-0.834498, -0.832775] ; [-1.01296, -1.00971] ; [-0.218509, -0.210339] ; [4.12922, 4.15955])
[0.902443, 0.904013] ; ([-0.836083, -0.834365] ; [-1.0106, -1.0073] ; [-0.211995, -0.203799] ; [4.14702, 4.17673])
[0.904013, 0.905581] ; ([-0.837661, -0.835948] ; [-1.0082, -1.00484] ; [-0.205467, -0.197244] ; [4.16402, 4.19311])
[0.905581, 0.907145] ; ([-0.839233, -0.837525] ; [-1.00575, -1.00235] ; [-0.198924, -0.190674] ; [4.18023, 4.20871])
[0.907145, 0.908708] ; ([-0.840798, -0.839096] ; [-1.00326, -0.999818] ; [-0.192366, -0.18409] ; [4.19566, 4.22351])
[0.908708, 0.910269] ; ([-0.842358, -0.84066] ; [-1.00073, -0.997245] ; [-0.185793, -0.177492] ; [4.21031, 4.23754])
[0.910269, 0.911828] ; ([-0.843912, -0.842219] ; [-0.99817, -0.994632] ; [-0.179205, -0.170881] ; [4.22418, 4.25078])
[0.911828, 0.913385] ; ([-0.845461, -0.843772] ; [-0.995568, -0.991983] ; [-0.172604, -0.164256] ; [4.23727, 4.26325])
[0.913385, 0.914941] ; ([-0.847003, -0.845319] ; [-0.992929, -0.989298] ; [-0.16599, -0.157619] ; [4.24959, 4.27494])
[0.914941, 0.916496] ; ([-0.848541, -0.84686] ; [-0.990255, -0.986578] ; [-0.159363, -0.150969] ; [4.26114, 4.28586])
[0.916496, 0.91805] ; ([-0.850073, -0.848397] ; [-0.987547, -0.983825] ; [-0.152722, -0.144307] ; [4.27193, 4.29602])
[0.91805, 0.919603] ; ([-0.851601, -0.849928] ; [-0.984805, -0.98104] ; [-0.14607, -0.137633] ; [4.28195, 4.3054])
[0.919603, 0.921156] ; ([-0.853123, -0.851454] ; [-0.982031, -0.978224] ; [-0.139404, -0.130947] ; [4.2912, 4.31402])
[0.921156, 0.922709] ; ([-0.854641, -0.852975] ; [-0.979227, -0.975378] ; [-0.132727, -0.124249] ; [4.2997, 4.32188])
