[-0.00012218, 0] ; ([0.0383972, 0.0383972] ; [0, 0] ; [0.872665, 0.872665] ; [0, 0])
[2.67481, 2.67692] ; ([-3.35302, -3.3474] ; [-1.3509, -1.34591] ; [-0.221126, -0.207344] ; [-2.08603, -1.96442])
[2.67692, 2.67901] ; ([-3.35585, -3.35023] ; [-1.3523, -1.34731] ; [-0.225374, -0.211536] ; [-2.05417, -1.9316])
[2.67901, 2.68111] ; ([-3.35868, -3.35306] ; [-1.35368, -1.34869] ; [-0.229545, -0.215653] ; [-2.02185, -1.89836])
[2.68111, 2.6832] ; ([-3.36151, -3.35589] ; [-1.35504, -1.35004] ; [-0.233667, -0.219666] ; [-1.9891, -1.86466])
[2.6832, 2.68528] ; ([-3.36434, -3.35872] ; [-1.35637, -1.35135] ; [-0.237707, -0.223604] ; [-1.95593, -1.83056])
[2.68528, 2.68737] ; ([-3.36716, -3.36154] ; [-1.35767, -1.35264] ; [-0.241667, -0.227464] ; [-1.92235, -1.79608])
[2.68737, 2.68944] ; ([-3.36998, -3.36436] ; [-1.35894, -1.3539] ; [-0.245545, -0.231245] ; [-1.88835, -1.76124])
[2.68944, 2.69152] ; ([-3.37279, -3.36717] ; [-1.36018, -1.35514] ; [-0.249341, -0.234948] ; [-1.85397, -1.72604])
[2.69152, 2.69358] ; ([-3.37561, -3.36999] ; [-1.3614, -1.35634] ; [-0.253056, -0.238573] ; [-1.81921, -1.69049])
[2.69358, 2.69565] ; ([-3.37841, -3.37279] ; [-1.36259, -1.35753] ; [-0.256689, -0.242119] ; [-1.78408, -1.6546])
[2.69565, 2.69771] ; ([-3.38122, -3.3756] ; [-1.36375, -1.35868] ; [-0.260245, -0.24558] ; [-1.74859, -1.61839])
[2.69771, 2.69976] ; ([-3.38402, -3.3784] ; [-1.36489, -1.35981] ; [-0.263721, -0.248961] ; [-1.71275, -1.58186])
[2.69976, 2.70182] ; ([-3.38682, -3.3812] ; [-1.36601, -1.36091] ; [-0.267114, -0.252262] ; [-1.67657, -1.54504])
[2.70182, 2.70387] ; ([-3.38962, -3.384] ; [-1.3671, -1.36199] ; [-0.270425, -0.255482] ; [-1.64006, -1.50792])
[2.70387, 2.70591] ; ([-3.39241, -3.3868] ; [-1.36816, -1.36305] ; [-0.273653, -0.258622] ; [-1.60324, -1.47052])
[2.70591, 2.70795] ; ([-3.39521, -3.38959] ; [-1.3692, -1.36407] ; [-0.2768, -0.261681] ; [-1.56611, -1.43284])
[2.70795, 2.70999] ; ([-3.398, -3.39238] ; [-1.37021, -1.36508] ; [-0.279863, -0.264659] ; [-1.52869, -1.3949])
[2.70999, 2.71203] ; ([-3.40078, -3.39516] ; [-1.3712, -1.36606] ; [-0.282844, -0.267556] ; [-1.49099, -1.3567])
[2.71203, 2.71406] ; ([-3.40357, -3.39795] ; [-1.37217, -1.36702] ; [-0.285743, -0.270372] ; [-1.45301, -1.31826])
[2.71406, 2.71609] ; ([-3.40635, -3.40073] ; [-1.37312, -1.36796] ; [-0.288558, -0.273106] ; [-1.41477, -1.27958])
[2.71609, 2.71811] ; ([-3.40913, -3.40351] ; [-1.37404, -1.36887] ; [-0.29129, -0.275759] ; [-1.37627, -1.24068])
[2.71811, 2.72014] ; ([-3.41191, -3.40629] ; [-1.37494, -1.36976] ; [-0.293939, -0.278331] ; [-1.33753, -1.20156])
[2.72014, 2.72216] ; ([-3.41468, -3.40906] ; [-1.37582, -1.37063] ; [-0.296504, -0.280821] ; [-1.29856, -1.16223])
[2.72216, 2.72418] ; ([-3.41746, -3.41184] ; [-1.37668, -1.37148] ; [-0.298986, -0.283229] ; [-1.25936, -1.1227])
[2.72418, 2.72619] ; ([-3.42023, -3.41461] ; [-1.37751, -1.37231] ; [-0.301385, -0.285555] ; [-1.21994, -1.08299])
[2.72619, 2.72821] ; ([-3.423, -3.41738] ; [-1.37833, -1.37311] ; [-0.3037, -0.2878] ; [-1.18031, -1.04309])
[2.72821, 2.73022] ; ([-3.42577, -3.42015] ; [-1.37912, -1.3739] ; [-0.305931, -0.289962] ; [-1.14049, -1.00303])
[2.73022, 2.73223] ; ([-3.42854, -3.42291] ; [-1.3799, -1.37466] ; [-0.308078, -0.292042] ; [-1.10049, -0.962801])
[2.73223, 2.73423] ; ([-3.43131, -3.42568] ; [-1.38066, -1.3754] ; [-0.310141, -0.29404] ; [-1.06031, -0.922422])
[2.73423, 2.73624] ; ([-3.43407, -3.42844] ; [-1.38139, -1.37612] ; [-0.312121, -0.295956] ; [-1.01996, -0.881901])
[2.73624, 2.73824] ; ([-3.43683, -3.4312] ; [-1.38211, -1.37683] ; [-0.314016, -0.29779] ; [-0.979453, -0.841247])
[2.73824, 2.74024] ; ([-3.4396, -3.43396] ; [-1.38281, -1.37751] ; [-0.315828, -0.299541] ; [-0.938801, -0.800468])
[2.74024, 2.74224] ; ([-3.44236, -3.43672] ; [-1.38349, -1.37817] ; [-0.317555, -0.30121] ; [-0.898011, -0.759574])
[2.74224, 2.74423] ; ([-3.44512, -3.43948] ; [-1.38416, -1.37882] ; [-0.319198, -0.302796] ; [-0.857093, -0.718573])
[2.74423, 2.74623] ; ([-3.44788, -3.44224] ; [-1.3848, -1.37945] ; [-0.320757, -0.3043] ; [-0.816056, -0.677473])
[2.74623, 2.74822] ; ([-3.45063, -3.445] ; [-1.38543, -1.38005] ; [-0.322232, -0.305721] ; [-0.774909, -0.636285])
[2.74822, 2.75021] ; ([-3.45339, -3.44775] ; [-1.38604, -1.38064] ; [-0.323623, -0.30706] ; [-0.733662, -0.595015])
[2.75021, 2.7522] ; ([-3.45615, -3.4505] ; [-1.38663, -1.38121] ; [-0.32493, -0.308317] ; [-0.692323, -0.553674])
[2.7522, 2.75419] ; ([-3.4589, -3.45326] ; [-1.38721, -1.38176] ; [-0.326152, -0.309491] ; [-0.650901, -0.51227])
[2.75419, 2.75618] ; ([-3.46165, -3.45601] ; [-1.38777, -1.3823] ; [-0.327291, -0.310582] ; [-0.609408, -0.47081])
[2.75618, 2.75817] ; ([-3.46441, -3.45876] ; [-1.38831, -1.38282] ; [-0.328345, -0.311592] ; [-0.567855, -0.429305])
[2.75817, 2.76015] ; ([-3.46716, -3.46151] ; [-1.38883, -1.38331] ; [-0.329316, -0.312519] ; [-0.526246, -0.387761])
[2.76015, 2.76214] ; ([-3.46991, -3.46426] ; [-1.38934, -1.3838] ; [-0.330203, -0.313363] ; [-0.484592, -0.346188])
[2.76214, 2.76412] ; ([-3.47267, -3.46701] ; [-1.38983, -1.38426] ; [-0.331006, -0.314125] ; [-0.442901, -0.304595])
[2.76412, 2.7661] ; ([-3.47542, -3.46976] ; [-1.39031, -1.3847] ; [-0.331725, -0.314806] ; [-0.401181, -0.262988])
[2.7661, 2.76808] ; ([-3.47817, -3.47251] ; [-1.39077, -1.38513] ; [-0.332361, -0.315404] ; [-0.359442, -0.221378])
[2.76808, 2.77006] ; ([-3.48092, -3.47526] ; [-1.39121, -1.38554] ; [-0.332913, -0.315919] ; [-0.317693, -0.179772])
[2.77006, 2.77204] ; ([-3.48367, -3.478] ; [-1.39164, -1.38594] ; [-0.333381, -0.316353] ; [-0.275943, -0.138179])
[2.77204, 2.77402] ; ([-3.48642, -3.48075] ; [-1.39205, -1.38631] ; [-0.333766, -0.316705] ; [-0.2342, -0.0966071])
[2.77402, 2.776] ; ([-3.48917, -3.4835] ; [-1.39244, -1.38667] ; [-0.334068, -0.316976] ; [-0.192474, -0.0550643])
[2.776, 2.77798] ; ([-3.49192, -3.48625] ; [-1.39282, -1.38701] ; [-0.334287, -0.317164] ; [-0.150773, -0.0135592])
[2.77798, 2.77995] ; ([-3.49467, -3.48899] ; [-1.39319, -1.38734] ; [-0.334423, -0.317271] ; [-0.109214, 0.028007])
[2.77995, 2.78193] ; ([-3.49742, -3.49174] ; [-1.39353, -1.38764] ; [-0.334476, -0.317296] ; [-0.0676974, 0.0695166])
[2.78193, 2.78391] ; ([-3.50017, -3.49449] ; [-1.39386, -1.38793] ; [-0.33449, -0.317197] ; [-0.0262344, 0.110961])
[2.78391, 2.78588] ; ([-3.50292, -3.49724] ; [-1.39417, -1.3882] ; [-0.334459, -0.316978] ; [0.0151667, 0.152319])
[2.78588, 2.78786] ; ([-3.50567, -3.49998] ; [-1.39447, -1.38845] ; [-0.334346, -0.316679] ; [0.0564828, 0.193568])
[2.78786, 2.78983] ; ([-3.50842, -3.50273] ; [-1.39475, -1.38868] ; [-0.33415, -0.3163] ; [0.0976932, 0.234703])
[2.78983, 2.7918] ; ([-3.51116, -3.50547] ; [-1.39501, -1.3889] ; [-0.333874, -0.31584] ; [0.138789, 0.27572])
[2.7918, 2.79377] ; ([-3.51391, -3.50821] ; [-1.39526, -1.38909] ; [-0.333517, -0.3153] ; [0.179762, 0.316605])
[2.79377, 2.79574] ; ([-3.51665, -3.51095] ; [-1.39549, -1.38927] ; [-0.333078, -0.314681] ; [0.220603, 0.35735])
[2.79574, 2.79771] ; ([-3.51939, -3.51369] ; [-1.3957, -1.38943] ; [-0.332558, -0.313983] ; [0.261302, 0.397948])
[2.79771, 2.79967] ; ([-3.52214, -3.51642] ; [-1.39589, -1.38956] ; [-0.331958, -0.313207] ; [0.301851, 0.438389])
[2.79967, 2.80164] ; ([-3.52488, -3.51916] ; [-1.39606, -1.38968] ; [-0.331279, -0.312352] ; [0.342241, 0.478667])
[2.80164, 2.8036] ; ([-3.52762, -3.52189] ; [-1.39622, -1.38978] ; [-0.33052, -0.311419] ; [0.382463, 0.518772])
[2.8036, 2.80556] ; ([-3.53036, -3.52462] ; [-1.39635, -1.38986] ; [-0.329682, -0.310408] ; [0.422509, 0.558697])
[2.80556, 2.80753] ; ([-3.5331, -3.52735] ; [-1.39649, -1.3899] ; [-0.32881, -0.309276] ; [0.46176, 0.599042])
[2.80753, 2.80948] ; ([-3.53584, -3.53007] ; [-1.3966, -1.38993] ; [-0.327859, -0.308071] ; [0.50083, 0.639141])
[2.80948, 2.81144] ; ([-3.53857, -3.5328] ; [-1.39668, -1.38994] ; [-0.326828, -0.306792] ; [0.539714, 0.678954])
[2.81144, 2.8134] ; ([-3.5413, -3.53552] ; [-1.39674, -1.38994] ; [-0.32572, -0.30544] ; [0.578405, 0.718484])
[2.8134, 2.81535] ; ([-3.54402, -3.53824] ; [-1.39677, -1.38992] ; [-0.324534, -0.304015] ; [0.616899, 0.757732])
[2.81535, 2.8173] ; ([-3.54675, -3.54095] ; [-1.39679, -1.38987] ; [-0.323271, -0.302519] ; [0.655191, 0.7967])
[2.8173, 2.81925] ; ([-3.54947, -3.54367] ; [-1.3968, -1.38979] ; [-0.321932, -0.30095] ; [0.692489, 0.836157])
[2.81925, 2.8212] ; ([-3.55219, -3.54638] ; [-1.39679, -1.38969] ; [-0.320519, -0.299309] ; [0.729561, 0.875299])
[2.8212, 2.82314] ; ([-3.55491, -3.54909] ; [-1.39675, -1.38957] ; [-0.319033, -0.297598] ; [0.76637, 0.91413])
[2.82314, 2.82509] ; ([-3.55762, -3.55179] ; [-1.39668, -1.38943] ; [-0.317474, -0.295817] ; [0.802919, 0.952642])
[2.82509, 2.82703] ; ([-3.56033, -3.55449] ; [-1.39659, -1.38927] ; [-0.315843, -0.293966] ; [0.8392, 0.990828])
[2.82703, 2.82897] ; ([-3.56304, -3.55719] ; [-1.39649, -1.38908] ; [-0.314141, -0.292046] ; [0.875158, 1.02874])
[2.82897, 2.8309] ; ([-3.56574, -3.55988] ; [-1.39637, -1.38885] ; [-0.312366, -0.29006] ; [0.910832, 1.0663])
[2.8309, 2.83284] ; ([-3.56844, -3.56257] ; [-1.39623, -1.3886] ; [-0.310521, -0.288008] ; [0.946199, 1.10351])
[2.83284, 2.83477] ; ([-3.57113, -3.56526] ; [-1.39608, -1.38831] ; [-0.308606, -0.285893] ; [0.981172, 1.14044])
[2.83477, 2.8367] ; ([-3.57382, -3.56794] ; [-1.39591, -1.38799] ; [-0.306622, -0.283715] ; [1.01582, 1.17699])
[2.8367, 2.83862] ; ([-3.57651, -3.57062] ; [-1.39571, -1.38766] ; [-0.30457, -0.281475] ; [1.05013, 1.21313])
[2.83862, 2.84054] ; ([-3.57919, -3.57329] ; [-1.39548, -1.3873] ; [-0.302453, -0.279174] ; [1.0841, 1.24888])
[2.84054, 2.84246] ; ([-3.58186, -3.57596] ; [-1.39522, -1.38692] ; [-0.30027, -0.276813] ; [1.11773, 1.28423])
[2.84246, 2.84437] ; ([-3.58453, -3.57862] ; [-1.39494, -1.38651] ; [-0.298021, -0.274392] ; [1.15099, 1.31919])
[2.84437, 2.84628] ; ([-3.58719, -3.58127] ; [-1.39462, -1.38609] ; [-0.295708, -0.27192] ; [1.18391, 1.35364])
[2.84628, 2.84818] ; ([-3.58983, -3.58392] ; [-1.39428, -1.38564] ; [-0.293338, -0.269404] ; [1.21639, 1.3875])
[2.84818, 2.85006] ; ([-3.59245, -3.58655] ; [-1.39391, -1.38517] ; [-0.290917, -0.266844] ; [1.24834, 1.4208])
[2.85006, 2.85193] ; ([-3.59506, -3.58916] ; [-1.39351, -1.38468] ; [-0.288447, -0.264241] ; [1.27977, 1.45354])
[2.85193, 2.85379] ; ([-3.59765, -3.59175] ; [-1.39309, -1.38417] ; [-0.285932, -0.261596] ; [1.3107, 1.48571])
[2.85379, 2.85564] ; ([-3.60023, -3.59433] ; [-1.39264, -1.38363] ; [-0.28337, -0.258909] ; [1.34112, 1.51734])
[2.85564, 2.85748] ; ([-3.60279, -3.59689] ; [-1.39217, -1.38307] ; [-0.280764, -0.256184] ; [1.37103, 1.54842])
[2.85748, 2.85932] ; ([-3.60534, -3.59944] ; [-1.39168, -1.38248] ; [-0.278113, -0.253421] ; [1.40045, 1.57896])
[2.85932, 2.86114] ; ([-3.60787, -3.60197] ; [-1.39116, -1.38186] ; [-0.27542, -0.250621] ; [1.42937, 1.60896])
[2.86114, 2.86295] ; ([-3.61038, -3.60449] ; [-1.39063, -1.38122] ; [-0.272686, -0.247786] ; [1.45779, 1.63842])
[2.86295, 2.86475] ; ([-3.61289, -3.60699] ; [-1.39007, -1.38055] ; [-0.269912, -0.244917] ; [1.48571, 1.66734])
[2.86475, 2.86654] ; ([-3.61537, -3.60948] ; [-1.38948, -1.37986] ; [-0.2671, -0.242014] ; [1.51314, 1.69574])
[2.86654, 2.86832] ; ([-3.61785, -3.61195] ; [-1.38888, -1.37915] ; [-0.26425, -0.23908] ; [1.54008, 1.7236])
[2.86832, 2.8701] ; ([-3.62031, -3.61441] ; [-1.38825, -1.37841] ; [-0.261364, -0.236115] ; [1.56654, 1.75094])
[2.8701, 2.87186] ; ([-3.62276, -3.61686] ; [-1.38759, -1.37764] ; [-0.258443, -0.23312] ; [1.5925, 1.77776])
[2.87186, 2.87362] ; ([-3.62519, -3.61929] ; [-1.38692, -1.37686] ; [-0.255487, -0.230095] ; [1.61799, 1.80406])
[2.87362, 2.87537] ; ([-3.62761, -3.62171] ; [-1.38621, -1.37605] ; [-0.252499, -0.227043] ; [1.643, 1.82985])
[2.87537, 2.87711] ; ([-3.63002, -3.62412] ; [-1.38549, -1.37521] ; [-0.249478, -0.223963] ; [1.66753, 1.85513])
[2.87711, 2.87884] ; ([-3.63242, -3.62651] ; [-1.38474, -1.37436] ; [-0.246426, -0.220857] ; [1.69159, 1.87991])
[2.87884, 2.88056] ; ([-3.6348, -3.6289] ; [-1.38397, -1.37348] ; [-0.243344, -0.217724] ; [1.71518, 1.90418])
[2.88056, 2.88228] ; ([-3.63718, -3.63127] ; [-1.38318, -1.37258] ; [-0.240232, -0.214567] ; [1.7383, 1.92796])
[2.88228, 2.88399] ; ([-3.63954, -3.63363] ; [-1.38236, -1.37165] ; [-0.237091, -0.211385] ; [1.76097, 1.95124])
[2.88399, 2.88569] ; ([-3.64189, -3.63597] ; [-1.38151, -1.37071] ; [-0.233922, -0.20818] ; [1.78317, 1.97404])
[2.88569, 2.88739] ; ([-3.64423, -3.63831] ; [-1.38065, -1.36974] ; [-0.230725, -0.204952] ; [1.80492, 1.99635])
[2.88739, 2.88908] ; ([-3.64656, -3.64064] ; [-1.37976, -1.36875] ; [-0.227502, -0.201701] ; [1.82622, 2.01818])
[2.88908, 2.89076] ; ([-3.64888, -3.64295] ; [-1.37885, -1.36774] ; [-0.224253, -0.198428] ; [1.84707, 2.03953])
[2.89076, 2.89244] ; ([-3.65119, -3.64526] ; [-1.37791, -1.36671] ; [-0.220979, -0.195134] ; [1.86747, 2.0604])
[2.89244, 2.89411] ; ([-3.65349, -3.64755] ; [-1.37695, -1.36566] ; [-0.217679, -0.191819] ; [1.88743, 2.0808])
[2.89411, 2.89578] ; ([-3.65578, -3.64984] ; [-1.37597, -1.36458] ; [-0.214356, -0.188484] ; [1.90695, 2.10074])
[2.89578, 2.89744] ; ([-3.65807, -3.65211] ; [-1.37497, -1.36349] ; [-0.211009, -0.185129] ; [1.92603, 2.12021])
[2.89744, 2.8991] ; ([-3.66034, -3.65438] ; [-1.37395, -1.36236] ; [-0.207639, -0.181755] ; [1.94444, 2.13946])
[2.8991, 2.90075] ; ([-3.6626, -3.65664] ; [-1.37291, -1.36122] ; [-0.204247, -0.178363] ; [1.96241, 2.15825])
[2.90075, 2.9024] ; ([-3.66486, -3.65889] ; [-1.37184, -1.36006] ; [-0.200834, -0.174953] ; [1.97995, 2.17657])
[2.9024, 2.90404] ; ([-3.66711, -3.66113] ; [-1.37075, -1.35888] ; [-0.197401, -0.171527] ; [1.99702, 2.19448])
[2.90404, 2.90567] ; ([-3.66935, -3.66336] ; [-1.36963, -1.35768] ; [-0.193948, -0.168082] ; [2.01368, 2.21191])
[2.90567, 2.90731] ; ([-3.67158, -3.66559] ; [-1.36849, -1.35647] ; [-0.190476, -0.16462] ; [2.02993, 2.22888])
[2.90731, 2.90893] ; ([-3.6738, -3.6678] ; [-1.36733, -1.35524] ; [-0.186984, -0.161142] ; [2.04576, 2.24541])
[2.90893, 2.91056] ; ([-3.67602, -3.67001] ; [-1.36614, -1.354] ; [-0.183473, -0.157647] ; [2.06118, 2.26148])
[2.91056, 2.91218] ; ([-3.67823, -3.67221] ; [-1.36493, -1.35273] ; [-0.179944, -0.154135] ; [2.07619, 2.27711])
[2.91218, 2.9138] ; ([-3.68044, -3.67441] ; [-1.3637, -1.35145] ; [-0.176396, -0.150606] ; [2.09079, 2.2923])
[2.9138, 2.91542] ; ([-3.68264, -3.6766] ; [-1.36245, -1.35015] ; [-0.17283, -0.147062] ; [2.10499, 2.30705])
[2.91542, 2.91703] ; ([-3.68483, -3.67878] ; [-1.36118, -1.34883] ; [-0.169245, -0.143502] ; [2.11878, 2.32136])
[2.91703, 2.91864] ; ([-3.68702, -3.68096] ; [-1.35988, -1.34749] ; [-0.165644, -0.139928] ; [2.13218, 2.33522])
[2.91864, 2.92025] ; ([-3.6892, -3.68313] ; [-1.35857, -1.34613] ; [-0.162025, -0.136339] ; [2.14517, 2.34866])
[2.92025, 2.92185] ; ([-3.69138, -3.6853] ; [-1.35724, -1.34475] ; [-0.158389, -0.132735] ; [2.15776, 2.36166])
[2.92185, 2.92345] ; ([-3.69355, -3.68746] ; [-1.35589, -1.34336] ; [-0.154736, -0.129117] ; [2.16995, 2.37422])
[2.92345, 2.92505] ; ([-3.69571, -3.68961] ; [-1.35451, -1.34195] ; [-0.151068, -0.125486] ; [2.18174, 2.38635])
[2.92505, 2.92665] ; ([-3.69788, -3.69176] ; [-1.35313, -1.34051] ; [-0.147385, -0.121841] ; [2.19262, 2.39856])
[2.92665, 2.92825] ; ([-3.70003, -3.69391] ; [-1.35173, -1.33906] ; [-0.143685, -0.118184] ; [2.20301, 2.41044])
[2.92825, 2.92985] ; ([-3.70218, -3.69605] ; [-1.3503, -1.33759] ; [-0.139974, -0.114513] ; [2.21302, 2.42186])
[2.92985, 2.93144] ; ([-3.70433, -3.69819] ; [-1.34886, -1.33612] ; [-0.136251, -0.11083] ; [2.22264, 2.43285])
[2.93144, 2.93303] ; ([-3.70647, -3.70032] ; [-1.34739, -1.33463] ; [-0.132515, -0.107135] ; [2.23187, 2.4434])
[2.93303, 2.93462] ; ([-3.70861, -3.70244] ; [-1.3459, -1.33313] ; [-0.128766, -0.103427] ; [2.24072, 2.45351])
[2.93462, 2.93621] ; ([-3.71075, -3.70457] ; [-1.3444, -1.33161] ; [-0.125004, -0.0997062] ; [2.24918, 2.46319])
[2.93621, 2.9378] ; ([-3.71288, -3.70669] ; [-1.34288, -1.33008] ; [-0.12123, -0.0959741] ; [2.25727, 2.47243])
[2.9378, 2.93939] ; ([-3.71501, -3.7088] ; [-1.34134, -1.32853] ; [-0.117444, -0.0922304] ; [2.26496, 2.48124])
[2.93939, 2.94098] ; ([-3.71714, -3.71092] ; [-1.3398, -1.32695] ; [-0.113646, -0.0884753] ; [2.2722, 2.48969])
[2.94098, 2.94257] ; ([-3.71926, -3.71303] ; [-1.33823, -1.32537] ; [-0.109836, -0.08471] ; [2.27906, 2.49771])
[2.94257, 2.94416] ; ([-3.72138, -3.71513] ; [-1.33665, -1.32378] ; [-0.106017, -0.0809341] ; [2.28542, 2.5054])
[2.94416, 2.94574] ; ([-3.7235, -3.71724] ; [-1.33505, -1.32218] ; [-0.102186, -0.0771478] ; [2.29143, 2.51263])
[2.94574, 2.94733] ; ([-3.72561, -3.71934] ; [-1.33344, -1.32055] ; [-0.0983466, -0.0733506] ; [2.29669, 2.51979])
[2.94733, 2.94892] ; ([-3.72772, -3.72144] ; [-1.33181, -1.31892] ; [-0.0944971, -0.069544] ; [2.30158, 2.52651])
[2.94892, 2.95051] ; ([-3.72983, -3.72353] ; [-1.33017, -1.31727] ; [-0.0906394, -0.065728] ; [2.30608, 2.5328])
[2.95051, 2.95209] ; ([-3.73194, -3.72563] ; [-1.32852, -1.31562] ; [-0.0867735, -0.0619028] ; [2.3102, 2.53865])
[2.95209, 2.95368] ; ([-3.73405, -3.72772] ; [-1.32685, -1.31395] ; [-0.0828998, -0.0580682] ; [2.31378, 2.54422])
[2.95368, 2.95527] ; ([-3.73615, -3.72981] ; [-1.32517, -1.31228] ; [-0.0790184, -0.0542247] ; [2.31697, 2.54937])
[2.95527, 2.95686] ; ([-3.73825, -3.7319] ; [-1.32347, -1.3106] ; [-0.0751299, -0.0503723] ; [2.31974, 2.55411])
[2.95686, 2.95845] ; ([-3.74035, -3.73398] ; [-1.32176, -1.3089] ; [-0.0712343, -0.0465113] ; [2.32212, 2.55844])
[2.95845, 2.96004] ; ([-3.74245, -3.73607] ; [-1.32004, -1.3072] ; [-0.0673319, -0.0426419] ; [2.32408, 2.56236])
[2.96004, 2.96164] ; ([-3.74455, -3.73815] ; [-1.31832, -1.30547] ; [-0.0636277, -0.0385596] ; [2.32541, 2.56609])
[2.96164, 2.96323] ; ([-3.74664, -3.74023] ; [-1.3166, -1.30374] ; [-0.0599139, -0.0344837] ; [2.32641, 2.56933])
[2.96323, 2.96482] ; ([-3.74873, -3.74231] ; [-1.31487, -1.302] ; [-0.0562011, -0.0304143] ; [2.32705, 2.57209])
[2.96482, 2.9664] ; ([-3.7508, -3.74438] ; [-1.31313, -1.30026] ; [-0.0524894, -0.0263516] ; [2.32735, 2.57438])
[2.9664, 2.96798] ; ([-3.75288, -3.74644] ; [-1.31139, -1.29851] ; [-0.0487792, -0.0222956] ; [2.3273, 2.5762])
[2.96798, 2.96957] ; ([-3.75495, -3.7485] ; [-1.30965, -1.29676] ; [-0.0450705, -0.0182465] ; [2.32689, 2.57757])
[2.96957, 2.97114] ; ([-3.75701, -3.75055] ; [-1.30798, -1.29493] ; [-0.041364, -0.0142041] ; [2.32598, 2.57862])
[2.97114, 2.97272] ; ([-3.75906, -3.7526] ; [-1.30631, -1.2931] ; [-0.0376594, -0.0101765] ; [2.32439, 2.57954])
[2.97272, 2.97429] ; ([-3.76111, -3.75464] ; [-1.30464, -1.29127] ; [-0.0339642, -0.00616381] ; [2.3224, 2.58008])
[2.97429, 2.97585] ; ([-3.76315, -3.75667] ; [-1.30298, -1.28944] ; [-0.0302787, -0.00216644] ; [2.32007, 2.58017])
[2.97585, 2.97741] ; ([-3.76517, -3.75869] ; [-1.30132, -1.28761] ; [-0.0266034, 0.00181541] ; [2.31741, 2.57981])
[2.97741, 2.97897] ; ([-3.7672, -3.7607] ; [-1.29966, -1.28578] ; [-0.0229384, 0.00578158] ; [2.31438, 2.57905])
[2.97897, 2.98052] ; ([-3.76921, -3.7627] ; [-1.29801, -1.28395] ; [-0.019284, 0.00973181] ; [2.31102, 2.57785])
[2.98052, 2.98207] ; ([-3.77121, -3.7647] ; [-1.29636, -1.28213] ; [-0.0156405, 0.0136662] ; [2.30732, 2.57623])
[2.98207, 2.98362] ; ([-3.77321, -3.76669] ; [-1.29471, -1.28031] ; [-0.0120081, 0.0175846] ; [2.3033, 2.5742])
[2.98362, 2.98516] ; ([-3.7752, -3.76867] ; [-1.29307, -1.2785] ; [-0.00838675, 0.0214859] ; [2.29894, 2.57175])
[2.98516, 2.9867] ; ([-3.77719, -3.77064] ; [-1.29143, -1.27669] ; [-0.00477751, 0.0253697] ; [2.29426, 2.5689])
[2.9867, 2.98823] ; ([-3.77916, -3.77261] ; [-1.2898, -1.27489] ; [-0.00118074, 0.0292359] ; [2.28925, 2.56565])
[2.98823, 2.98976] ; ([-3.78113, -3.77457] ; [-1.28817, -1.2731] ; [0.00240342, 0.0330845] ; [2.28392, 2.562])
[2.98976, 2.99129] ; ([-3.78309, -3.77652] ; [-1.28654, -1.27131] ; [0.00597485, 0.0369153] ; [2.27826, 2.55796])
[2.99129, 2.99281] ; ([-3.78505, -3.77846] ; [-1.28492, -1.26953] ; [0.00953341, 0.0407283] ; [2.27229, 2.55354])
[2.99281, 2.99433] ; ([-3.787, -3.7804] ; [-1.28331, -1.26776] ; [0.013079, 0.0445229] ; [2.26599, 2.54874])
[2.99433, 2.99585] ; ([-3.78894, -3.78233] ; [-1.2817, -1.26601] ; [0.0166113, 0.0482952] ; [2.25939, 2.54355])
[2.99585, 2.99736] ; ([-3.79088, -3.78425] ; [-1.2801, -1.26426] ; [0.0201265, 0.0520456] ; [2.25249, 2.538])
[2.99736, 2.99887] ; ([-3.7928, -3.78617] ; [-1.27851, -1.26252] ; [0.0236249, 0.0557742] ; [2.24527, 2.53209])
[2.99887, 3.00038] ; ([-3.79472, -3.78807] ; [-1.27692, -1.2608] ; [0.0271064, 0.0594811] ; [2.23776, 2.52582])
[3.00038, 3.00188] ; ([-3.79663, -3.78997] ; [-1.27534, -1.25909] ; [0.0305711, 0.0631663] ; [2.22995, 2.5192])
[3.00188, 3.00338] ; ([-3.79854, -3.79187] ; [-1.27377, -1.25739] ; [0.0340191, 0.06683] ; [2.22184, 2.51222])
[3.00338, 3.00487] ; ([-3.80044, -3.79375] ; [-1.27221, -1.2557] ; [0.0374503, 0.0704721] ; [2.21343, 2.5049])
[3.00487, 3.00636] ; ([-3.80233, -3.79563] ; [-1.27066, -1.25403] ; [0.0408649, 0.0740928] ; [2.20473, 2.49724])
[3.00636, 3.00785] ; ([-3.80422, -3.79751] ; [-1.26912, -1.25236] ; [0.0442628, 0.0776921] ; [2.19574, 2.48923])
[3.00785, 3.00934] ; ([-3.8061, -3.79937] ; [-1.26758, -1.25072] ; [0.047644, 0.08127] ; [2.18646, 2.48089])
[3.00934, 3.01083] ; ([-3.80798, -3.80124] ; [-1.26605, -1.24908] ; [0.0510086, 0.0848266] ; [2.17689, 2.47221])
[3.01083, 3.01231] ; ([-3.80985, -3.80309] ; [-1.26454, -1.24746] ; [0.0543565, 0.0883619] ; [2.16704, 2.46321])
[3.01231, 3.01379] ; ([-3.81172, -3.80494] ; [-1.26303, -1.24585] ; [0.0576878, 0.0918759] ; [2.1569, 2.45387])
