[-0.00012218, 0] ; ([0.0383972, 0.0383972] ; [0, 0] ; [0.872665, 0.872665] ; [0, 0])
[0.915564, 0.918053] ; ([-1.09565, -1.09276] ; [-1.12639, -1.12479] ; [0.444093, 0.453724] ; [-3.69565, -3.62546])
[0.918053, 0.920586] ; ([-1.0985, -1.09556] ; [-1.1279, -1.12618] ; [0.434656, 0.444608] ; [-3.76146, -3.6915])
[0.920586, 0.923163] ; ([-1.10141, -1.09842] ; [-1.12955, -1.12769] ; [0.424886, 0.435169] ; [-3.82679, -3.75714])
[0.923163, 0.925707] ; ([-1.10429, -1.10133] ; [-1.13127, -1.12933] ; [0.415075, 0.425395] ; [-3.8896, -3.82235])
[0.925707, 0.928209] ; ([-1.10712, -1.1042] ; [-1.13307, -1.13105] ; [0.405274, 0.415584] ; [-3.94972, -3.88509])
[0.928209, 0.930674] ; ([-1.10992, -1.10703] ; [-1.13495, -1.13284] ; [0.395468, 0.405786] ; [-4.00735, -3.94515])
[0.930674, 0.933106] ; ([-1.11268, -1.10983] ; [-1.13691, -1.13472] ; [0.385657, 0.395985] ; [-4.06262, -4.00272])
[0.933106, 0.935509] ; ([-1.11541, -1.11259] ; [-1.13896, -1.13667] ; [0.375836, 0.386179] ; [-4.11564, -4.05792])
[0.935509, 0.937884] ; ([-1.11812, -1.11532] ; [-1.14108, -1.13871] ; [0.366002, 0.376364] ; [-4.16649, -4.11087])
[0.937884, 0.940235] ; ([-1.12081, -1.11803] ; [-1.14329, -1.14083] ; [0.356151, 0.366534] ; [-4.21527, -4.16165])
[0.940235, 0.942565] ; ([-1.12347, -1.12072] ; [-1.14558, -1.14304] ; [0.346281, 0.356688] ; [-4.26204, -4.21036])
[0.942565, 0.944874] ; ([-1.12612, -1.12338] ; [-1.14796, -1.14533] ; [0.336389, 0.346822] ; [-4.30688, -4.25707])
[0.944874, 0.947166] ; ([-1.12876, -1.12603] ; [-1.15043, -1.1477] ; [0.326472, 0.336934] ; [-4.34983, -4.30184])
[0.947166, 0.949442] ; ([-1.13138, -1.12866] ; [-1.15298, -1.15016] ; [0.316529, 0.327022] ; [-4.39095, -4.34472])
[0.949442, 0.951704] ; ([-1.13399, -1.13128] ; [-1.15562, -1.15271] ; [0.306556, 0.317082] ; [-4.43029, -4.38578])
[0.951704, 0.953953] ; ([-1.13659, -1.13389] ; [-1.15835, -1.15535] ; [0.296553, 0.307114] ; [-4.46788, -4.42505])
[0.953953, 0.956191] ; ([-1.13918, -1.13649] ; [-1.16116, -1.15807] ; [0.286518, 0.297114] ; [-4.50376, -4.46258])
[0.956191, 0.95842] ; ([-1.14178, -1.13909] ; [-1.16406, -1.16088] ; [0.276448, 0.287082] ; [-4.53796, -4.49839])
[0.95842, 0.960639] ; ([-1.14436, -1.14168] ; [-1.16705, -1.16378] ; [0.266342, 0.277016] ; [-4.5705, -4.53252])
[0.960639, 0.962852] ; ([-1.14695, -1.14427] ; [-1.17013, -1.16676] ; [0.256198, 0.266913] ; [-4.60141, -4.565])
[0.962852, 0.965059] ; ([-1.14953, -1.14685] ; [-1.17329, -1.16983] ; [0.246016, 0.256772] ; [-4.6307, -4.59584])
[0.965059, 0.967261] ; ([-1.15212, -1.14944] ; [-1.17653, -1.17299] ; [0.235793, 0.246593] ; [-4.6584, -4.62507])
[0.967261, 0.96946] ; ([-1.15471, -1.15202] ; [-1.17986, -1.17623] ; [0.225527, 0.236372] ; [-4.68452, -4.65271])
[0.96946, 0.971656] ; ([-1.15731, -1.15461] ; [-1.18327, -1.17955] ; [0.215218, 0.226109] ; [-4.70907, -4.67876])
[0.971656, 0.97385] ; ([-1.15991, -1.15721] ; [-1.18676, -1.18295] ; [0.204863, 0.215802] ; [-4.73205, -4.70324])
[0.97385, 0.976044] ; ([-1.16251, -1.15981] ; [-1.19034, -1.18644] ; [0.194462, 0.20545] ; [-4.75348, -4.72616])
[0.976044, 0.978239] ; ([-1.16513, -1.16241] ; [-1.19399, -1.19] ; [0.184012, 0.195051] ; [-4.77336, -4.74753])
[0.978239, 0.980436] ; ([-1.16776, -1.16503] ; [-1.19772, -1.19365] ; [0.173513, 0.184603] ; [-4.79169, -4.76734])
[0.980436, 0.982635] ; ([-1.17039, -1.16766] ; [-1.20153, -1.19737] ; [0.162962, 0.174106] ; [-4.80847, -4.78561])
[0.982635, 0.984838] ; ([-1.17305, -1.17029] ; [-1.20541, -1.20117] ; [0.152359, 0.163557] ; [-4.82369, -4.80232])
[0.984838, 0.987045] ; ([-1.17571, -1.17294] ; [-1.20936, -1.20504] ; [0.141702, 0.152956] ; [-4.83737, -4.81748])
[0.987045, 0.989258] ; ([-1.17839, -1.17561] ; [-1.21339, -1.20899] ; [0.130989, 0.1423] ; [-4.84948, -4.83109])
[0.989258, 0.991478] ; ([-1.18109, -1.17829] ; [-1.21748, -1.213] ; [0.120219, 0.131589] ; [-4.86001, -4.84313])
[0.991478, 0.993705] ; ([-1.18381, -1.18098] ; [-1.22164, -1.21709] ; [0.109391, 0.12082] ; [-4.86897, -4.8536])
[0.993705, 0.99594] ; ([-1.18654, -1.1837] ; [-1.22586, -1.22124] ; [0.0985036, 0.109994] ; [-4.87634, -4.86247])
[0.99594, 0.998186] ; ([-1.1893, -1.18644] ; [-1.23015, -1.22545] ; [0.0875551, 0.0991074] ; [-4.8821, -4.86975])
[0.998186, 1.00044] ; ([-1.19208, -1.18919] ; [-1.23449, -1.22973] ; [0.0765445, 0.0881601] ; [-4.88623, -4.87542])
[1.00044, 1.00271] ; ([-1.19488, -1.19197] ; [-1.23889, -1.23407] ; [0.0654704, 0.0771505] ; [-4.88872, -4.87946])
[1.00271, 1.00499] ; ([-1.19771, -1.19477] ; [-1.24335, -1.23846] ; [0.0543319, 0.066078] ; [-4.88954, -4.88186])
[1.00499, 1.00728] ; ([-1.20057, -1.1976] ; [-1.24785, -1.2429] ; [0.0431282, 0.0549421] ; [-4.88873, -4.88252])
[1.00728, 1.00959] ; ([-1.20345, -1.20046] ; [-1.2524, -1.2474] ; [0.0318574, 0.0437409] ; [-4.88785, -4.87985])
[1.00959, 1.01191] ; ([-1.20636, -1.20334] ; [-1.25699, -1.25194] ; [0.0205265, 0.0324739] ; [-4.88524, -4.87544])
[1.01191, 1.01425] ; ([-1.20931, -1.20625] ; [-1.26162, -1.25652] ; [0.00913277, 0.0211472] ; [-4.8809, -4.86927])
[1.01425, 1.0166] ; ([-1.21228, -1.20919] ; [-1.26628, -1.26114] ; [-0.00232443, 0.00975766] ; [-4.87479, -4.8613])
[1.0166, 1.01896] ; ([-1.21527, -1.21217] ; [-1.27094, -1.2658] ; [-0.0137773, -0.00169558] ; [-4.86689, -4.85156])
[1.01896, 1.02128] ; ([-1.21823, -1.21516] ; [-1.27553, -1.27046] ; [-0.025059, -0.0131453] ; [-4.85721, -4.84024])
[1.02128, 1.02359] ; ([-1.22118, -1.21812] ; [-1.28008, -1.27505] ; [-0.0362284, -0.0244245] ; [-4.84595, -4.82734])
[1.02359, 1.02588] ; ([-1.22412, -1.22107] ; [-1.28456, -1.27959] ; [-0.0472774, -0.0355916] ; [-4.8331, -4.81291])
[1.02588, 1.02816] ; ([-1.22705, -1.224] ; [-1.28899, -1.28408] ; [-0.058216, -0.0466385] ; [-4.81871, -4.79697])
[1.02816, 1.03042] ; ([-1.22996, -1.22693] ; [-1.29336, -1.28851] ; [-0.0690485, -0.0575753] ; [-4.80283, -4.77958])
[1.03042, 1.03267] ; ([-1.23288, -1.22985] ; [-1.29767, -1.29289] ; [-0.0797803, -0.0684063] ; [-4.78548, -4.76074])
[1.03267, 1.0349] ; ([-1.23578, -1.23276] ; [-1.30193, -1.2972] ; [-0.0904157, -0.0791367] ; [-4.76669, -4.74049])
[1.0349, 1.03713] ; ([-1.23869, -1.23567] ; [-1.30613, -1.30146] ; [-0.100959, -0.089771] ; [-4.74648, -4.71885])
[1.03713, 1.03935] ; ([-1.24159, -1.23857] ; [-1.31026, -1.30566] ; [-0.111414, -0.100313] ; [-4.72487, -4.69582])
[1.03935, 1.04156] ; ([-1.2445, -1.24147] ; [-1.31434, -1.3098] ; [-0.121783, -0.110767] ; [-4.70189, -4.67144])
[1.04156, 1.04377] ; ([-1.2474, -1.24437] ; [-1.31835, -1.31388] ; [-0.132071, -0.121136] ; [-4.67754, -4.64571])
[1.04377, 1.04597] ; ([-1.25031, -1.24728] ; [-1.3223, -1.3179] ; [-0.142279, -0.131423] ; [-4.65185, -4.61864])
[1.04597, 1.04817] ; ([-1.25322, -1.25019] ; [-1.32619, -1.32186] ; [-0.152403, -0.14163] ; [-4.62481, -4.59026])
[1.04817, 1.05036] ; ([-1.25613, -1.25309] ; [-1.33001, -1.32575] ; [-0.162447, -0.151755] ; [-4.59646, -4.56057])
[1.05036, 1.05255] ; ([-1.25905, -1.25601] ; [-1.33377, -1.32958] ; [-0.172413, -0.161799] ; [-4.5668, -4.52959])
[1.05255, 1.05474] ; ([-1.26197, -1.25892] ; [-1.33746, -1.33334] ; [-0.182302, -0.171765] ; [-4.53585, -4.49732])
[1.05474, 1.05693] ; ([-1.2649, -1.26185] ; [-1.34108, -1.33703] ; [-0.192115, -0.181653] ; [-4.5036, -4.46375])
[1.05693, 1.05912] ; ([-1.26784, -1.26478] ; [-1.34463, -1.34065] ; [-0.201854, -0.191467] ; [-4.47006, -4.4289])
[1.05912, 1.06131] ; ([-1.27079, -1.26772] ; [-1.34811, -1.34421] ; [-0.21152, -0.201206] ; [-4.43525, -4.39275])
[1.06131, 1.0635] ; ([-1.27375, -1.27066] ; [-1.35153, -1.3477] ; [-0.221115, -0.210871] ; [-4.39917, -4.3553])
[1.0635, 1.0657] ; ([-1.27672, -1.27362] ; [-1.35488, -1.35112] ; [-0.230637, -0.220463] ; [-4.36181, -4.31657])
[1.0657, 1.06789] ; ([-1.2797, -1.27659] ; [-1.35815, -1.35447] ; [-0.240088, -0.229983] ; [-4.32315, -4.27655])
[1.06789, 1.07009] ; ([-1.28269, -1.27957] ; [-1.36136, -1.35775] ; [-0.249468, -0.239432] ; [-4.28321, -4.23524])
[1.07009, 1.0723] ; ([-1.2857, -1.28256] ; [-1.3645, -1.36097] ; [-0.258777, -0.248809] ; [-4.24198, -4.19263])
[1.0723, 1.07451] ; ([-1.28872, -1.28557] ; [-1.36756, -1.36411] ; [-0.268015, -0.258116] ; [-4.19945, -4.14872])
[1.07451, 1.07673] ; ([-1.29176, -1.28859] ; [-1.37056, -1.36718] ; [-0.277183, -0.267352] ; [-4.15561, -4.10349])
[1.07673, 1.07896] ; ([-1.29482, -1.29163] ; [-1.37348, -1.37018] ; [-0.28628, -0.276518] ; [-4.11045, -4.05694])
[1.07896, 1.0812] ; ([-1.29789, -1.29469] ; [-1.37634, -1.37311] ; [-0.295307, -0.285613] ; [-4.06397, -4.00906])
[1.0812, 1.08344] ; ([-1.30099, -1.29776] ; [-1.37912, -1.37596] ; [-0.304262, -0.294636] ; [-4.01615, -3.95983])
[1.08344, 1.0857] ; ([-1.3041, -1.30085] ; [-1.38183, -1.37875] ; [-0.313146, -0.303589] ; [-3.96699, -3.90924])
[1.0857, 1.08796] ; ([-1.30723, -1.30397] ; [-1.38448, -1.38147] ; [-0.321957, -0.312469] ; [-3.91646, -3.85727])
[1.08796, 1.09024] ; ([-1.31039, -1.3071] ; [-1.38705, -1.38411] ; [-0.330695, -0.321277] ; [-3.86455, -3.8039])
[1.09024, 1.09254] ; ([-1.31357, -1.31026] ; [-1.38955, -1.38669] ; [-0.33936, -0.330013] ; [-3.81124, -3.74912])
[1.09254, 1.09484] ; ([-1.31678, -1.31344] ; [-1.39198, -1.38919] ; [-0.34795, -0.338674] ; [-3.75651, -3.69289])
[1.09484, 1.09716] ; ([-1.32001, -1.31665] ; [-1.39434, -1.39163] ; [-0.356466, -0.347261] ; [-3.70034, -3.6352])
[1.09716, 1.0995] ; ([-1.32327, -1.31988] ; [-1.39663, -1.39399] ; [-0.364905, -0.355773] ; [-3.64269, -3.57602])
[1.0995, 1.10182] ; ([-1.32652, -1.32314] ; [-1.39883, -1.39628] ; [-0.373149, -0.36421] ; [-3.58356, -3.51616])
[1.10182, 1.10413] ; ([-1.32975, -1.32638] ; [-1.40092, -1.39848] ; [-0.381195, -0.372454] ; [-3.52375, -3.45571])
[1.10413, 1.10642] ; ([-1.33296, -1.32961] ; [-1.40292, -1.40058] ; [-0.389043, -0.380501] ; [-3.46334, -3.39473])
[1.10642, 1.10869] ; ([-1.33614, -1.33282] ; [-1.40483, -1.40259] ; [-0.396692, -0.388349] ; [-3.4024, -3.33327])
[1.10869, 1.11094] ; ([-1.33931, -1.33601] ; [-1.40664, -1.4045] ; [-0.404142, -0.395999] ; [-3.34097, -3.27138])
[1.11094, 1.11318] ; ([-1.34246, -1.33917] ; [-1.40838, -1.40632] ; [-0.411393, -0.40345] ; [-3.27911, -3.20912])
[1.11318, 1.11539] ; ([-1.34558, -1.34232] ; [-1.41003, -1.40806] ; [-0.418447, -0.410702] ; [-3.21688, -3.14653])
[1.11539, 1.11759] ; ([-1.34868, -1.34544] ; [-1.4116, -1.40971] ; [-0.425303, -0.417757] ; [-3.15431, -3.08365])
[1.11759, 1.11977] ; ([-1.35176, -1.34855] ; [-1.41309, -1.41129] ; [-0.431972, -0.424608] ; [-3.09146, -3.02054])
[1.11977, 1.12193] ; ([-1.35482, -1.35162] ; [-1.41451, -1.41279] ; [-0.438447, -0.431263] ; [-3.02837, -2.95723])
[1.12193, 1.12407] ; ([-1.35785, -1.35468] ; [-1.41586, -1.41421] ; [-0.444729, -0.437724] ; [-2.96509, -2.89378])
[1.12407, 1.1262] ; ([-1.36086, -1.35771] ; [-1.41715, -1.41557] ; [-0.45082, -0.443993] ; [-2.90165, -2.83021])
[1.1262, 1.1283] ; ([-1.36384, -1.36072] ; [-1.41837, -1.41686] ; [-0.456723, -0.450071] ; [-2.8381, -2.76656])
[1.1283, 1.13039] ; ([-1.3668, -1.3637] ; [-1.41953, -1.41808] ; [-0.46244, -0.455961] ; [-2.77447, -2.70288])
[1.13039, 1.13245] ; ([-1.36973, -1.36666] ; [-1.42063, -1.41925] ; [-0.467973, -0.461666] ; [-2.7108, -2.63918])
[1.13245, 1.1345] ; ([-1.37264, -1.36959] ; [-1.42168, -1.42036] ; [-0.473325, -0.467187] ; [-2.64713, -2.57549])
[1.1345, 1.13653] ; ([-1.37553, -1.3725] ; [-1.42268, -1.42141] ; [-0.4785, -0.472527] ; [-2.58347, -2.51186])
[1.13653, 1.13854] ; ([-1.37839, -1.37538] ; [-1.42363, -1.42242] ; [-0.483498, -0.477689] ; [-2.51986, -2.4483])
[1.13854, 1.14053] ; ([-1.38122, -1.37824] ; [-1.42454, -1.42337] ; [-0.488324, -0.482676] ; [-2.45633, -2.38485])
[1.14053, 1.1425] ; ([-1.38403, -1.38108] ; [-1.4254, -1.42428] ; [-0.49298, -0.48749] ; [-2.39291, -2.32153])
[1.1425, 1.14446] ; ([-1.38682, -1.38389] ; [-1.42622, -1.42515] ; [-0.497469, -0.492135] ; [-2.32961, -2.25836])
[1.14446, 1.14639] ; ([-1.38958, -1.38668] ; [-1.42701, -1.42597] ; [-0.501794, -0.496612] ; [-2.26646, -2.19536])
[1.14639, 1.14831] ; ([-1.39232, -1.38944] ; [-1.42776, -1.42676] ; [-0.505958, -0.500926] ; [-2.20349, -2.13257])
[1.14831, 1.15021] ; ([-1.39503, -1.39218] ; [-1.42847, -1.42752] ; [-0.509964, -0.505079] ; [-2.14071, -2.06999])
[1.15021, 1.15209] ; ([-1.39772, -1.39489] ; [-1.42916, -1.42824] ; [-0.513814, -0.509074] ; [-2.07815, -2.00764])
[1.15209, 1.15396] ; ([-1.40039, -1.39758] ; [-1.42981, -1.42893] ; [-0.517514, -0.512912] ; [-2.01582, -1.94555])
[1.15396, 1.1558] ; ([-1.40303, -1.40024] ; [-1.43044, -1.42959] ; [-0.521064, -0.516598] ; [-1.95375, -1.88374])
[1.1558, 1.15763] ; ([-1.40564, -1.40288] ; [-1.43105, -1.43022] ; [-0.524467, -0.520135] ; [-1.89195, -1.82221])
[1.15763, 1.15945] ; ([-1.40824, -1.4055] ; [-1.43163, -1.43083] ; [-0.527727, -0.523525] ; [-1.83044, -1.76099])
[1.15945, 1.16124] ; ([-1.41081, -1.40809] ; [-1.43219, -1.43142] ; [-0.530847, -0.526772] ; [-1.76924, -1.7001])
[1.16124, 1.16302] ; ([-1.41335, -1.41066] ; [-1.43273, -1.43198] ; [-0.533828, -0.529879] ; [-1.70835, -1.63953])
[1.16302, 1.16478] ; ([-1.41588, -1.41321] ; [-1.43326, -1.43252] ; [-0.536675, -0.532848] ; [-1.6478, -1.57932])
[1.16478, 1.16652] ; ([-1.41837, -1.41573] ; [-1.43376, -1.43305] ; [-0.539389, -0.535682] ; [-1.5876, -1.51947])
[1.16652, 1.16825] ; ([-1.42085, -1.41823] ; [-1.43425, -1.43356] ; [-0.541975, -0.538384] ; [-1.52776, -1.46])
[1.16825, 1.16996] ; ([-1.4233, -1.4207] ; [-1.43473, -1.43406] ; [-0.544433, -0.540957] ; [-1.4683, -1.40092])
[1.16996, 1.17165] ; ([-1.42573, -1.42315] ; [-1.4352, -1.43454] ; [-0.546769, -0.543403] ; [-1.40922, -1.34224])
[1.17165, 1.17333] ; ([-1.42815, -1.42558] ; [-1.43565, -1.435] ; [-0.548991, -0.545726] ; [-1.35055, -1.28377])
[1.17333, 1.17501] ; ([-1.43056, -1.428] ; [-1.4361, -1.43546] ; [-0.551112, -0.547935] ; [-1.29207, -1.22524])
[1.17501, 1.17669] ; ([-1.43297, -1.43041] ; [-1.43654, -1.43591] ; [-0.553131, -0.550042] ; [-1.23355, -1.16666])
[1.17669, 1.17836] ; ([-1.43537, -1.43282] ; [-1.43698, -1.43635] ; [-0.555048, -0.552048] ; [-1.17497, -1.10806])
[1.17836, 1.18003] ; ([-1.43777, -1.43522] ; [-1.43741, -1.43679] ; [-0.556863, -0.553952] ; [-1.11637, -1.04944])
[1.18003, 1.1817] ; ([-1.44017, -1.43762] ; [-1.43784, -1.43723] ; [-0.558578, -0.555754] ; [-1.05776, -0.99081])
[1.1817, 1.18336] ; ([-1.44256, -1.44002] ; [-1.43826, -1.43766] ; [-0.560193, -0.557455] ; [-0.999122, -0.932153])
[1.18336, 1.18503] ; ([-1.44496, -1.44241] ; [-1.43869, -1.43808] ; [-0.561708, -0.559057] ; [-0.940463, -0.873476])
[1.18503, 1.18669] ; ([-1.44735, -1.44481] ; [-1.43911, -1.43851] ; [-0.563124, -0.560558] ; [-0.881783, -0.814783])
[1.18669, 1.18835] ; ([-1.44973, -1.4472] ; [-1.43953, -1.43893] ; [-0.564441, -0.561961] ; [-0.823086, -0.756078])
[1.18835, 1.19001] ; ([-1.45212, -1.44958] ; [-1.43995, -1.43935] ; [-0.565659, -0.563264] ; [-0.764377, -0.697365])
[1.19001, 1.19166] ; ([-1.45451, -1.45197] ; [-1.44037, -1.43977] ; [-0.566778, -0.564469] ; [-0.705659, -0.638648])
[1.19166, 1.19332] ; ([-1.45689, -1.45435] ; [-1.44079, -1.44019] ; [-0.5678, -0.565575] ; [-0.646936, -0.579931])
[1.19332, 1.19497] ; ([-1.45927, -1.45674] ; [-1.44122, -1.44062] ; [-0.568724, -0.566583] ; [-0.588211, -0.521218])
[1.19497, 1.19662] ; ([-1.46165, -1.45912] ; [-1.44164, -1.44104] ; [-0.56955, -0.567493] ; [-0.529489, -0.462511])
[1.19662, 1.19827] ; ([-1.46403, -1.4615] ; [-1.44207, -1.44147] ; [-0.570278, -0.568306] ; [-0.470774, -0.403814])
[1.19827, 1.19992] ; ([-1.46641, -1.46388] ; [-1.4425, -1.4419] ; [-0.570909, -0.569021] ; [-0.412068, -0.345132])
[1.19992, 1.20157] ; ([-1.46879, -1.46626] ; [-1.44294, -1.44233] ; [-0.571444, -0.569639] ; [-0.353378, -0.286466])
[1.20157, 1.20322] ; ([-1.47117, -1.46864] ; [-1.44338, -1.44276] ; [-0.571881, -0.570161] ; [-0.294706, -0.227821])
[1.20322, 1.20487] ; ([-1.47355, -1.47102] ; [-1.44382, -1.4432] ; [-0.572221, -0.570585] ; [-0.236054, -0.169197])
[1.20487, 1.20652] ; ([-1.47593, -1.4734] ; [-1.44427, -1.44364] ; [-0.572465, -0.570912] ; [-0.177425, -0.110598])
[1.20652, 1.20816] ; ([-1.47831, -1.47578] ; [-1.44472, -1.44409] ; [-0.572613, -0.571143] ; [-0.118822, -0.0520295])
[1.20816, 1.20981] ; ([-1.48069, -1.47816] ; [-1.44517, -1.44454] ; [-0.572664, -0.571277] ; [-0.0602493, 0.00650696])
[1.20981, 1.21146] ; ([-1.48307, -1.48054] ; [-1.44564, -1.445] ; [-0.572622, -0.571311] ; [-0.00170855, 0.0650076])
[1.21146, 1.21311] ; ([-1.48546, -1.48292] ; [-1.4461, -1.44546] ; [-0.572576, -0.571156] ; [0.056797, 0.123469])
[1.21311, 1.21476] ; ([-1.48784, -1.4853] ; [-1.44657, -1.44592] ; [-0.572434, -0.570904] ; [0.115264, 0.181878])
[1.21476, 1.21641] ; ([-1.49023, -1.48769] ; [-1.44705, -1.44639] ; [-0.572196, -0.570556] ; [0.173679, 0.240232])
[1.21641, 1.21806] ; ([-1.49261, -1.49007] ; [-1.44754, -1.44687] ; [-0.571861, -0.570112] ; [0.232039, 0.298528])
[1.21806, 1.21971] ; ([-1.495, -1.49246] ; [-1.44802, -1.44735] ; [-0.57143, -0.569571] ; [0.290341, 0.356764])
[1.21971, 1.22136] ; ([-1.4974, -1.49485] ; [-1.44852, -1.44783] ; [-0.570902, -0.568934] ; [0.348584, 0.414937])
[1.22136, 1.22301] ; ([-1.49979, -1.49724] ; [-1.44902, -1.44833] ; [-0.570278, -0.568201] ; [0.406764, 0.473045])
[1.22301, 1.22466] ; ([-1.50219, -1.49963] ; [-1.44952, -1.44882] ; [-0.569558, -0.567371] ; [0.464879, 0.531086])
[1.22466, 1.22632] ; ([-1.50459, -1.50203] ; [-1.45003, -1.44932] ; [-0.568741, -0.566444] ; [0.522927, 0.589057])
[1.22632, 1.22798] ; ([-1.50699, -1.50443] ; [-1.45055, -1.44983] ; [-0.567826, -0.56542] ; [0.580906, 0.646956])
[1.22798, 1.22964] ; ([-1.5094, -1.50683] ; [-1.45106, -1.45034] ; [-0.566816, -0.564299] ; [0.638812, 0.70478])
[1.22964, 1.2313] ; ([-1.51181, -1.50924] ; [-1.45159, -1.45085] ; [-0.565707, -0.56308] ; [0.696611, 0.76256])
[1.2313, 1.23296] ; ([-1.51422, -1.51165] ; [-1.45212, -1.45137] ; [-0.564502, -0.561764] ; [0.754334, 0.820261])
[1.23296, 1.23463] ; ([-1.51664, -1.51407] ; [-1.45265, -1.45189] ; [-0.563198, -0.56035] ; [0.811976, 0.877879])
[1.23463, 1.2363] ; ([-1.51907, -1.51649] ; [-1.45318, -1.45242] ; [-0.561797, -0.558837] ; [0.869536, 0.935414])
[1.2363, 1.23797] ; ([-1.5215, -1.51891] ; [-1.45372, -1.45294] ; [-0.560297, -0.557226] ; [0.927012, 0.992862])
[1.23797, 1.23964] ; ([-1.52393, -1.52134] ; [-1.45426, -1.45347] ; [-0.558699, -0.555515] ; [0.984401, 1.05022])
[1.23964, 1.24132] ; ([-1.52638, -1.52378] ; [-1.4548, -1.45401] ; [-0.557001, -0.553704] ; [1.0417, 1.10749])
[1.24132, 1.243] ; ([-1.52882, -1.52622] ; [-1.45534, -1.45454] ; [-0.555204, -0.551794] ; [1.09891, 1.16467])
[1.243, 1.24469] ; ([-1.53128, -1.52866] ; [-1.45588, -1.45507] ; [-0.553306, -0.549782] ; [1.15603, 1.22175])
[1.24469, 1.24638] ; ([-1.53374, -1.53112] ; [-1.45642, -1.45561] ; [-0.551307, -0.547669] ; [1.21305, 1.27874])
[1.24638, 1.24808] ; ([-1.53621, -1.53358] ; [-1.45696, -1.45614] ; [-0.549207, -0.545454] ; [1.26997, 1.33563])
[1.24808, 1.24978] ; ([-1.53869, -1.53605] ; [-1.4575, -1.45667] ; [-0.547005, -0.543135] ; [1.3268, 1.39242])
[1.24978, 1.25148] ; ([-1.54117, -1.53853] ; [-1.45803, -1.4572] ; [-0.544699, -0.540713] ; [1.38353, 1.44911])
[1.25148, 1.25319] ; ([-1.54367, -1.54101] ; [-1.45856, -1.45772] ; [-0.54229, -0.538186] ; [1.44015, 1.5057])
[1.25319, 1.25491] ; ([-1.54618, -1.54351] ; [-1.45909, -1.45824] ; [-0.539776, -0.535554] ; [1.49667, 1.56218])
[1.25491, 1.25664] ; ([-1.5487, -1.54601] ; [-1.45961, -1.45875] ; [-0.537157, -0.532808] ; [1.55308, 1.61868])
[1.25664, 1.25838] ; ([-1.55124, -1.54853] ; [-1.46013, -1.45925] ; [-0.534426, -0.529934] ; [1.60944, 1.67552])
[1.25838, 1.26015] ; ([-1.55382, -1.55108] ; [-1.46064, -1.45975] ; [-0.531566, -0.526929] ; [1.66607, 1.73262])
[1.26015, 1.26193] ; ([-1.55642, -1.55365] ; [-1.46115, -1.46024] ; [-0.528576, -0.523789] ; [1.72296, 1.78996])
[1.26193, 1.26373] ; ([-1.55906, -1.55626] ; [-1.46164, -1.46072] ; [-0.525451, -0.520512] ; [1.7801, 1.84755])
[1.26373, 1.26556] ; ([-1.56172, -1.55889] ; [-1.46213, -1.46119] ; [-0.522189, -0.517093] ; [1.83748, 1.90538])
[1.26556, 1.2674] ; ([-1.56442, -1.56156] ; [-1.4626, -1.46165] ; [-0.518785, -0.513529] ; [1.89509, 1.96342])
[1.2674, 1.26926] ; ([-1.56715, -1.56425] ; [-1.46305, -1.4621] ; [-0.515235, -0.509816] ; [1.95293, 2.02169])
[1.26926, 1.27115] ; ([-1.56991, -1.56698] ; [-1.46348, -1.46253] ; [-0.511537, -0.50595] ; [2.01098, 2.08016])
[1.27115, 1.27306] ; ([-1.5727, -1.56974] ; [-1.46389, -1.46294] ; [-0.507685, -0.501926] ; [2.06924, 2.13883])
[1.27306, 1.27499] ; ([-1.57553, -1.57253] ; [-1.46427, -1.46333] ; [-0.503674, -0.497739] ; [2.1277, 2.1977])
[1.27499, 1.27695] ; ([-1.5784, -1.57536] ; [-1.46463, -1.46369] ; [-0.499501, -0.493384] ; [2.18635, 2.25674])
[1.27695, 1.27893] ; ([-1.5813, -1.57822] ; [-1.46495, -1.46403] ; [-0.49516, -0.488857] ; [2.24518, 2.31597])
[1.27893, 1.28094] ; ([-1.58424, -1.58113] ; [-1.46524, -1.46433] ; [-0.490646, -0.48415] ; [2.30419, 2.37536])
[1.28094, 1.28298] ; ([-1.58723, -1.58407] ; [-1.46548, -1.46459] ; [-0.485953, -0.479259] ; [2.36337, 2.43492])
[1.28298, 1.28504] ; ([-1.59025, -1.58705] ; [-1.46568, -1.46481] ; [-0.481074, -0.474175] ; [2.4227, 2.49463])
[1.28504, 1.28714] ; ([-1.59332, -1.59008] ; [-1.46583, -1.46499] ; [-0.476003, -0.468892] ; [2.48219, 2.55449])
[1.28714, 1.28926] ; ([-1.59644, -1.59315] ; [-1.46592, -1.46512] ; [-0.470733, -0.463403] ; [2.54182, 2.61449])
[1.28926, 1.29142] ; ([-1.59961, -1.59626] ; [-1.46595, -1.46519] ; [-0.465256, -0.457698] ; [2.6016, 2.67462])
[1.29142, 1.29362] ; ([-1.60283, -1.59943] ; [-1.46593, -1.46517] ; [-0.459563, -0.451767] ; [2.6615, 2.73489])
[1.29362, 1.29585] ; ([-1.6061, -1.60264] ; [-1.46588, -1.46503] ; [-0.453644, -0.445605] ; [2.72153, 2.79524])
[1.29585, 1.29812] ; ([-1.60942, -1.60591] ; [-1.46576, -1.46481] ; [-0.447493, -0.439212] ; [2.78165, 2.85556])
