[-0.000190191, 0] ; ([0.233874, 0.233874] ; [0, 0] ; [-1.38317, -1.38317] ; [0, 0])
[2.19467, 2.19607] ; ([-1.58133, -1.57817] ; [-0.829294, -0.821009] ; [0.0233694, 0.044218] ; [-4.56241, -4.42783])
[2.19607, 2.19746] ; ([-1.58249, -1.57933] ; [-0.831553, -0.823209] ; [0.0170236, 0.0380124] ; [-4.56082, -4.42445])
[2.19746, 2.19886] ; ([-1.58365, -1.58048] ; [-0.833811, -0.825407] ; [0.0106888, 0.0318174] ; [-4.55864, -4.42046])
[2.19886, 2.20025] ; ([-1.58481, -1.58163] ; [-0.836067, -0.827601] ; [0.00436544, 0.0256335] ; [-4.55587, -4.41587])
[2.20025, 2.20164] ; ([-1.58597, -1.58279] ; [-0.83832, -0.829792] ; [-0.00194602, 0.0194614] ; [-4.55251, -4.41068])
[2.20164, 2.20303] ; ([-1.58713, -1.58395] ; [-0.840563, -0.831979] ; [-0.00824749, 0.0133201] ; [-4.54893, -4.40455])
[2.20303, 2.20441] ; ([-1.58829, -1.58511] ; [-0.842793, -0.834156] ; [-0.0145156, 0.00720575] ; [-4.54473, -4.39791])
[2.20441, 2.20578] ; ([-1.58945, -1.58626] ; [-0.845011, -0.836321] ; [-0.0207501, 0.00112131] ; [-4.5399, -4.39078])
[2.20578, 2.20715] ; ([-1.59061, -1.58742] ; [-0.847216, -0.838473] ; [-0.0269507, -0.00493287] ; [-4.53449, -4.38314])
[2.20715, 2.20852] ; ([-1.59176, -1.58857] ; [-0.849406, -0.840613] ; [-0.0331182, -0.0109565] ; [-4.52849, -4.375])
[2.20852, 2.20988] ; ([-1.59292, -1.58972] ; [-0.851581, -0.84274] ; [-0.039253, -0.01695] ; [-4.52193, -4.36635])
[2.20988, 2.21124] ; ([-1.59407, -1.59087] ; [-0.853742, -0.844854] ; [-0.0453557, -0.022914] ; [-4.5148, -4.35722])
[2.21124, 2.21259] ; ([-1.59523, -1.59202] ; [-0.855887, -0.846954] ; [-0.0514269, -0.0288489] ; [-4.50712, -4.34759])
[2.21259, 2.21394] ; ([-1.59638, -1.59317] ; [-0.858016, -0.84904] ; [-0.0574672, -0.0347551] ; [-4.4989, -4.33747])
[2.21394, 2.21528] ; ([-1.59754, -1.59432] ; [-0.860145, -0.851096] ; [-0.0634976, -0.0406124] ; [-4.49022, -4.32678])
[2.21528, 2.21662] ; ([-1.59869, -1.59546] ; [-0.862256, -0.853137] ; [-0.0694925, -0.0464421] ; [-4.481, -4.31563])
[2.21662, 2.21796] ; ([-1.59984, -1.59661] ; [-0.864349, -0.855162] ; [-0.075453, -0.0522394] ; [-4.47126, -4.30402])
[2.21796, 2.21929] ; ([-1.60099, -1.59775] ; [-0.86642, -0.857172] ; [-0.081373, -0.0580053] ; [-4.46101, -4.29196])
[2.21929, 2.22061] ; ([-1.60214, -1.5989] ; [-0.86847, -0.859162] ; [-0.0872536, -0.0637336] ; [-4.45026, -4.27946])
[2.22061, 2.22194] ; ([-1.60329, -1.60004] ; [-0.870499, -0.861134] ; [-0.0930954, -0.0694256] ; [-4.43902, -4.26653])
[2.22194, 2.22325] ; ([-1.60444, -1.60118] ; [-0.872507, -0.863087] ; [-0.0988993, -0.0750818] ; [-4.4273, -4.25316])
[2.22325, 2.22456] ; ([-1.60558, -1.60231] ; [-0.874493, -0.865021] ; [-0.104666, -0.0807028] ; [-4.41511, -4.23937])
[2.22456, 2.22587] ; ([-1.60673, -1.60345] ; [-0.876457, -0.866936] ; [-0.110395, -0.0862892] ; [-4.40245, -4.22515])
[2.22587, 2.22717] ; ([-1.60787, -1.60459] ; [-0.8784, -0.868833] ; [-0.116088, -0.0918414] ; [-4.38933, -4.21051])
[2.22717, 2.22847] ; ([-1.60901, -1.60572] ; [-0.880327, -0.870704] ; [-0.121746, -0.0973601] ; [-4.37575, -4.19546])
[2.22847, 2.22977] ; ([-1.61015, -1.60685] ; [-0.882231, -0.872557] ; [-0.127367, -0.102846] ; [-4.36173, -4.17999])
[2.22977, 2.23106] ; ([-1.6113, -1.60799] ; [-0.884112, -0.874392] ; [-0.132952, -0.108297] ; [-4.34726, -4.16411])
[2.23106, 2.23235] ; ([-1.61244, -1.60912] ; [-0.885971, -0.876207] ; [-0.138503, -0.113715] ; [-4.33236, -4.14783])
[2.23235, 2.23364] ; ([-1.61358, -1.61025] ; [-0.887807, -0.878003] ; [-0.144019, -0.119101] ; [-4.31703, -4.13115])
[2.23364, 2.23492] ; ([-1.61472, -1.61138] ; [-0.889619, -0.879781] ; [-0.149501, -0.124454] ; [-4.30127, -4.11406])
[2.23492, 2.2362] ; ([-1.61586, -1.61251] ; [-0.89141, -0.881539] ; [-0.154949, -0.129776] ; [-4.28508, -4.09658])
[2.2362, 2.23748] ; ([-1.617, -1.61364] ; [-0.893177, -0.883278] ; [-0.160364, -0.135067] ; [-4.26847, -4.07871])
[2.23748, 2.23876] ; ([-1.61814, -1.61477] ; [-0.894922, -0.884998] ; [-0.165746, -0.140326] ; [-4.25144, -4.06044])
[2.23876, 2.24003] ; ([-1.61928, -1.61591] ; [-0.896645, -0.886698] ; [-0.171096, -0.145555] ; [-4.234, -4.04178])
[2.24003, 2.24131] ; ([-1.62042, -1.61704] ; [-0.898344, -0.888379] ; [-0.176413, -0.150754] ; [-4.21614, -4.02274])
[2.24131, 2.24258] ; ([-1.62156, -1.61817] ; [-0.900022, -0.890041] ; [-0.181699, -0.155923] ; [-4.19787, -4.00331])
[2.24258, 2.24385] ; ([-1.6227, -1.6193] ; [-0.901677, -0.891683] ; [-0.186952, -0.161063] ; [-4.1792, -3.98349])
[2.24385, 2.24511] ; ([-1.62385, -1.62044] ; [-0.903309, -0.893306] ; [-0.192175, -0.166173] ; [-4.16012, -3.96329])
[2.24511, 2.24638] ; ([-1.62499, -1.62157] ; [-0.904919, -0.894909] ; [-0.197366, -0.171253] ; [-4.14064, -3.94271])
[2.24638, 2.24765] ; ([-1.62614, -1.62271] ; [-0.906506, -0.896492] ; [-0.202526, -0.176305] ; [-4.12075, -3.92176])
[2.24765, 2.24891] ; ([-1.62729, -1.62384] ; [-0.908071, -0.898056] ; [-0.207655, -0.181328] ; [-4.10046, -3.90043])
[2.24891, 2.25018] ; ([-1.62843, -1.62498] ; [-0.909613, -0.8996] ; [-0.212753, -0.186322] ; [-4.07978, -3.87872])
[2.25018, 2.25144] ; ([-1.62958, -1.62612] ; [-0.911133, -0.901124] ; [-0.217821, -0.191288] ; [-4.0587, -3.85663])
[2.25144, 2.2527] ; ([-1.63074, -1.62726] ; [-0.912631, -0.902629] ; [-0.222858, -0.196225] ; [-4.03722, -3.83418])
[2.2527, 2.25397] ; ([-1.63189, -1.6284] ; [-0.914106, -0.904114] ; [-0.227864, -0.201134] ; [-4.01535, -3.81135])
[2.25397, 2.25523] ; ([-1.63304, -1.62955] ; [-0.915559, -0.90558] ; [-0.23284, -0.206015] ; [-3.99309, -3.78816])
[2.25523, 2.25649] ; ([-1.6342, -1.63069] ; [-0.916989, -0.907025] ; [-0.237785, -0.210868] ; [-3.97044, -3.76458])
[2.25649, 2.25776] ; ([-1.63536, -1.63184] ; [-0.918397, -0.908451] ; [-0.2427, -0.215692] ; [-3.94739, -3.74064])
[2.25776, 2.25902] ; ([-1.63652, -1.63299] ; [-0.919783, -0.909857] ; [-0.247584, -0.220488] ; [-3.92396, -3.71633])
[2.25902, 2.26028] ; ([-1.63768, -1.63414] ; [-0.921147, -0.911244] ; [-0.252438, -0.225257] ; [-3.90014, -3.69166])
[2.26028, 2.26155] ; ([-1.63885, -1.63529] ; [-0.922488, -0.91261] ; [-0.257261, -0.229997] ; [-3.87593, -3.66662])
[2.26155, 2.26281] ; ([-1.64001, -1.63645] ; [-0.923808, -0.913957] ; [-0.262054, -0.234709] ; [-3.85134, -3.6412])
[2.26281, 2.26408] ; ([-1.64118, -1.6376] ; [-0.925105, -0.915284] ; [-0.266816, -0.239392] ; [-3.82636, -3.61542])
[2.26408, 2.26534] ; ([-1.64235, -1.63876] ; [-0.926381, -0.91659] ; [-0.271548, -0.244046] ; [-3.80099, -3.58928])
[2.26534, 2.26661] ; ([-1.64353, -1.63993] ; [-0.927636, -0.917877] ; [-0.27625, -0.248672] ; [-3.77524, -3.56277])
[2.26661, 2.26788] ; ([-1.6447, -1.64109] ; [-0.928868, -0.919144] ; [-0.28092, -0.253269] ; [-3.74911, -3.5359])
[2.26788, 2.26915] ; ([-1.64588, -1.64226] ; [-0.930078, -0.920392] ; [-0.285559, -0.257837] ; [-3.7226, -3.50867])
[2.26915, 2.27042] ; ([-1.64706, -1.64343] ; [-0.931267, -0.921619] ; [-0.290166, -0.262376] ; [-3.6957, -3.48107])
[2.27042, 2.27169] ; ([-1.64825, -1.6446] ; [-0.932433, -0.922827] ; [-0.294742, -0.266886] ; [-3.66842, -3.4531])
[2.27169, 2.27296] ; ([-1.64943, -1.64577] ; [-0.933579, -0.924016] ; [-0.299287, -0.271367] ; [-3.64077, -3.42478])
[2.27296, 2.27424] ; ([-1.65062, -1.64695] ; [-0.934702, -0.925184] ; [-0.303799, -0.275818] ; [-3.61273, -3.39609])
[2.27424, 2.27551] ; ([-1.65182, -1.64813] ; [-0.935805, -0.926333] ; [-0.30828, -0.280239] ; [-3.58431, -3.36703])
[2.27551, 2.27679] ; ([-1.65301, -1.64932] ; [-0.936886, -0.927462] ; [-0.312728, -0.28463] ; [-3.55552, -3.33762])
[2.27679, 2.27807] ; ([-1.65421, -1.6505] ; [-0.937946, -0.928572] ; [-0.317143, -0.288991] ; [-3.52634, -3.30784])
[2.27807, 2.27935] ; ([-1.65541, -1.65169] ; [-0.938985, -0.929662] ; [-0.321526, -0.293321] ; [-3.49679, -3.27771])
[2.27935, 2.28063] ; ([-1.65662, -1.65288] ; [-0.940003, -0.930733] ; [-0.325875, -0.29762] ; [-3.46685, -3.24722])
[2.28063, 2.28192] ; ([-1.65783, -1.65408] ; [-0.941, -0.931785] ; [-0.330191, -0.301888] ; [-3.43654, -3.21636])
[2.28192, 2.28321] ; ([-1.65904, -1.65528] ; [-0.941977, -0.932817] ; [-0.334473, -0.306125] ; [-3.40585, -3.18515])
[2.28321, 2.2845] ; ([-1.66025, -1.65648] ; [-0.942932, -0.93383] ; [-0.338721, -0.31033] ; [-3.37479, -3.15357])
[2.2845, 2.28579] ; ([-1.66147, -1.65769] ; [-0.943867, -0.934824] ; [-0.342934, -0.314503] ; [-3.34335, -3.12164])
[2.28579, 2.28708] ; ([-1.66269, -1.6589] ; [-0.944782, -0.935799] ; [-0.347112, -0.318644] ; [-3.31153, -3.08935])
[2.28708, 2.28838] ; ([-1.66392, -1.66011] ; [-0.945676, -0.936755] ; [-0.351255, -0.322752] ; [-3.27934, -3.05669])
[2.28838, 2.28968] ; ([-1.66515, -1.66133] ; [-0.946551, -0.937692] ; [-0.355363, -0.326827] ; [-3.24677, -3.02368])
[2.28968, 2.29098] ; ([-1.66638, -1.66255] ; [-0.947405, -0.938611] ; [-0.359434, -0.330868] ; [-3.21383, -2.99031])
[2.29098, 2.29229] ; ([-1.66761, -1.66377] ; [-0.94824, -0.939511] ; [-0.363468, -0.334875] ; [-3.18051, -2.95659])
[2.29229, 2.29359] ; ([-1.66885, -1.665] ; [-0.949055, -0.940393] ; [-0.367466, -0.338848] ; [-3.14681, -2.92251])
[2.29359, 2.2949] ; ([-1.6701, -1.66623] ; [-0.949851, -0.941256] ; [-0.371427, -0.342787] ; [-3.11275, -2.88807])
[2.2949, 2.29622] ; ([-1.67134, -1.66746] ; [-0.950627, -0.9421] ; [-0.375349, -0.34669] ; [-3.07831, -2.85327])
[2.29622, 2.29753] ; ([-1.67259, -1.6687] ; [-0.951384, -0.942927] ; [-0.379233, -0.350557] ; [-3.04349, -2.81812])
[2.29753, 2.29885] ; ([-1.67385, -1.66994] ; [-0.952123, -0.943736] ; [-0.383078, -0.354389] ; [-3.0083, -2.78262])
[2.29885, 2.30017] ; ([-1.67511, -1.67119] ; [-0.952843, -0.944527] ; [-0.386884, -0.358184] ; [-2.97274, -2.74676])
[2.30017, 2.3015] ; ([-1.67637, -1.67244] ; [-0.953544, -0.9453] ; [-0.390651, -0.361941] ; [-2.93681, -2.71055])
[2.3015, 2.30283] ; ([-1.67764, -1.67369] ; [-0.954228, -0.946056] ; [-0.394376, -0.365662] ; [-2.90051, -2.67398])
[2.30283, 2.30416] ; ([-1.67891, -1.67495] ; [-0.954893, -0.946795] ; [-0.398061, -0.369344] ; [-2.86384, -2.63707])
[2.30416, 2.30549] ; ([-1.68018, -1.67621] ; [-0.95554, -0.947516] ; [-0.401704, -0.372987] ; [-2.8268, -2.5998])
[2.30549, 2.30683] ; ([-1.68146, -1.67748] ; [-0.95617, -0.94822] ; [-0.405306, -0.376591] ; [-2.78939, -2.56219])
[2.30683, 2.30818] ; ([-1.68274, -1.67875] ; [-0.956783, -0.948908] ; [-0.408864, -0.380156] ; [-2.75161, -2.52422])
[2.30818, 2.30952] ; ([-1.68403, -1.68002] ; [-0.957378, -0.949579] ; [-0.412379, -0.38368] ; [-2.71347, -2.48591])
[2.30952, 2.31087] ; ([-1.68532, -1.6813] ; [-0.957957, -0.950233] ; [-0.415851, -0.387163] ; [-2.67498, -2.44724])
[2.31087, 2.31222] ; ([-1.68662, -1.68259] ; [-0.958519, -0.950871] ; [-0.419278, -0.390605] ; [-2.63612, -2.40822])
[2.31222, 2.31358] ; ([-1.68792, -1.68387] ; [-0.959065, -0.951494] ; [-0.422659, -0.394005] ; [-2.5969, -2.36886])
[2.31358, 2.31494] ; ([-1.68922, -1.68517] ; [-0.959595, -0.9521] ; [-0.425995, -0.397361] ; [-2.55732, -2.32915])
[2.31494, 2.31631] ; ([-1.69053, -1.68646] ; [-0.96011, -0.952691] ; [-0.429284, -0.400675] ; [-2.51738, -2.2891])
[2.31631, 2.31767] ; ([-1.69185, -1.68776] ; [-0.960609, -0.953266] ; [-0.432527, -0.403944] ; [-2.47708, -2.24872])
[2.31767, 2.31905] ; ([-1.69316, -1.68907] ; [-0.961093, -0.953826] ; [-0.435721, -0.407168] ; [-2.43642, -2.208])
[2.31905, 2.32042] ; ([-1.69449, -1.69038] ; [-0.961562, -0.954372] ; [-0.438866, -0.410347] ; [-2.39541, -2.16695])
[2.32042, 2.3218] ; ([-1.69581, -1.69169] ; [-0.962016, -0.954903] ; [-0.441962, -0.41348] ; [-2.35405, -2.12557])
[2.3218, 2.32318] ; ([-1.69714, -1.69301] ; [-0.962456, -0.955419] ; [-0.445008, -0.416566] ; [-2.31233, -2.08385])
[2.32318, 2.32457] ; ([-1.69848, -1.69433] ; [-0.962882, -0.955922] ; [-0.448003, -0.419605] ; [-2.27026, -2.04182])
[2.32457, 2.32596] ; ([-1.69982, -1.69566] ; [-0.963295, -0.95641] ; [-0.450946, -0.422595] ; [-2.22785, -1.99946])
[2.32596, 2.32736] ; ([-1.70116, -1.69699] ; [-0.963694, -0.956886] ; [-0.453837, -0.425537] ; [-2.18509, -1.95678])
[2.32736, 2.32875] ; ([-1.7025, -1.69833] ; [-0.964077, -0.95735] ; [-0.45666, -0.42843] ; [-2.14198, -1.91398])
[2.32875, 2.33014] ; ([-1.70385, -1.69966] ; [-0.964445, -0.957799] ; [-0.459418, -0.43126] ; [-2.09873, -1.87108])
[2.33014, 2.33153] ; ([-1.70518, -1.701] ; [-0.964799, -0.958234] ; [-0.462109, -0.434027] ; [-2.05535, -1.82808])
[2.33153, 2.33292] ; ([-1.70652, -1.70233] ; [-0.96514, -0.958654] ; [-0.464733, -0.436729] ; [-2.01186, -1.78499])
[2.33292, 2.3343] ; ([-1.70785, -1.70366] ; [-0.96547, -0.95906] ; [-0.467291, -0.439366] ; [-1.96825, -1.74183])
[2.3343, 2.33568] ; ([-1.70919, -1.70498] ; [-0.965787, -0.959453] ; [-0.469783, -0.441939] ; [-1.92455, -1.69859])
[2.33568, 2.33706] ; ([-1.71052, -1.70631] ; [-0.966092, -0.959833] ; [-0.472208, -0.444447] ; [-1.88077, -1.65531])
[2.33706, 2.33843] ; ([-1.71184, -1.70763] ; [-0.966386, -0.9602] ; [-0.474566, -0.44689] ; [-1.83692, -1.61198])
[2.33843, 2.3398] ; ([-1.71316, -1.70895] ; [-0.96667, -0.960555] ; [-0.476856, -0.449269] ; [-1.793, -1.56863])
[2.3398, 2.34117] ; ([-1.71448, -1.71027] ; [-0.966943, -0.960898] ; [-0.47908, -0.451583] ; [-1.74904, -1.52525])
[2.34117, 2.34253] ; ([-1.7158, -1.71158] ; [-0.967206, -0.96123] ; [-0.481237, -0.453833] ; [-1.70504, -1.48186])
[2.34253, 2.34389] ; ([-1.71712, -1.71289] ; [-0.96746, -0.961551] ; [-0.483329, -0.456017] ; [-1.66102, -1.43841])
[2.34389, 2.34525] ; ([-1.71843, -1.7142] ; [-0.967709, -0.96186] ; [-0.485367, -0.458139] ; [-1.61692, -1.39472])
[2.34525, 2.34662] ; ([-1.71976, -1.71551] ; [-0.96795, -0.96216] ; [-0.487348, -0.460208] ; [-1.57258, -1.35082])
[2.34662, 2.34799] ; ([-1.72108, -1.71682] ; [-0.968184, -0.962452] ; [-0.489272, -0.462222] ; [-1.528, -1.3067])
[2.34799, 2.34936] ; ([-1.72241, -1.71814] ; [-0.968412, -0.962736] ; [-0.491138, -0.464181] ; [-1.48318, -1.26236])
[2.34936, 2.35073] ; ([-1.72374, -1.71947] ; [-0.968633, -0.963013] ; [-0.492945, -0.466085] ; [-1.43813, -1.21781])
[2.35073, 2.35211] ; ([-1.72508, -1.72079] ; [-0.968847, -0.963282] ; [-0.494694, -0.467933] ; [-1.39285, -1.17306])
[2.35211, 2.3535] ; ([-1.72642, -1.72212] ; [-0.969056, -0.963544] ; [-0.496383, -0.469725] ; [-1.34735, -1.12812])
[2.3535, 2.35488] ; ([-1.72776, -1.72345] ; [-0.96926, -0.963799] ; [-0.498011, -0.471459] ; [-1.30164, -1.08298])
[2.35488, 2.35627] ; ([-1.7291, -1.72479] ; [-0.969458, -0.964048] ; [-0.499579, -0.473135] ; [-1.25571, -1.03765])
[2.35627, 2.35766] ; ([-1.73045, -1.72613] ; [-0.969652, -0.96429] ; [-0.501085, -0.474753] ; [-1.20958, -0.992145])
[2.35766, 2.35906] ; ([-1.7318, -1.72747] ; [-0.969841, -0.964526] ; [-0.502529, -0.476312] ; [-1.16324, -0.94646])
[2.35906, 2.36045] ; ([-1.73316, -1.72882] ; [-0.970025, -0.964756] ; [-0.503911, -0.477812] ; [-1.11671, -0.900605])
[2.36045, 2.36185] ; ([-1.73452, -1.73016] ; [-0.970206, -0.964981] ; [-0.50523, -0.479251] ; [-1.06999, -0.854583])
[2.36185, 2.36326] ; ([-1.73588, -1.73152] ; [-0.970383, -0.965201] ; [-0.506484, -0.48063] ; [-1.02309, -0.808402])
[2.36326, 2.36466] ; ([-1.73724, -1.73287] ; [-0.970556, -0.965415] ; [-0.507675, -0.481947] ; [-0.976004, -0.762066])
[2.36466, 2.36607] ; ([-1.73861, -1.73423] ; [-0.970726, -0.965625] ; [-0.508801, -0.483203] ; [-0.928749, -0.715581])
[2.36607, 2.36749] ; ([-1.73998, -1.73559] ; [-0.970894, -0.96583] ; [-0.509862, -0.484396] ; [-0.881326, -0.668953])
[2.36749, 2.3689] ; ([-1.74136, -1.73696] ; [-0.971058, -0.966031] ; [-0.510857, -0.485527] ; [-0.833742, -0.622187])
[2.3689, 2.37032] ; ([-1.74274, -1.73833] ; [-0.97122, -0.966227] ; [-0.511786, -0.486595] ; [-0.786, -0.575291])
[2.37032, 2.37174] ; ([-1.74412, -1.7397] ; [-0.97138, -0.96642] ; [-0.512647, -0.487599] ; [-0.738107, -0.528308])
[2.37174, 2.37316] ; ([-1.7455, -1.74107] ; [-0.97154, -0.966607] ; [-0.51344, -0.488538] ; [-0.690107, -0.481267])
[2.37316, 2.37459] ; ([-1.74688, -1.74245] ; [-0.9717, -0.966788] ; [-0.514165, -0.489412] ; [-0.642032, -0.434179])
[2.37459, 2.37601] ; ([-1.74826, -1.74382] ; [-0.971858, -0.966965] ; [-0.514821, -0.490219] ; [-0.593891, -0.387055])
[2.37601, 2.37743] ; ([-1.74964, -1.7452] ; [-0.972014, -0.967139] ; [-0.515409, -0.49096] ; [-0.545696, -0.3399])
[2.37743, 2.37886] ; ([-1.75103, -1.74658] ; [-0.972169, -0.967309] ; [-0.515927, -0.491635] ; [-0.497451, -0.292722])
[2.37886, 2.38029] ; ([-1.75242, -1.74796] ; [-0.972324, -0.967476] ; [-0.516377, -0.492244] ; [-0.44917, -0.245521])
[2.38029, 2.38171] ; ([-1.7538, -1.74934] ; [-0.972477, -0.96764] ; [-0.516758, -0.492786] ; [-0.400853, -0.19831])
[2.38171, 2.38314] ; ([-1.75519, -1.75072] ; [-0.972629, -0.967801] ; [-0.517069, -0.493261] ; [-0.352508, -0.151095])
[2.38314, 2.38457] ; ([-1.75658, -1.7521] ; [-0.97278, -0.967959] ; [-0.517311, -0.493669] ; [-0.30414, -0.103881])
[2.38457, 2.38599] ; ([-1.75797, -1.75348] ; [-0.972931, -0.968114] ; [-0.517485, -0.49401] ; [-0.255758, -0.0566758])
[2.38599, 2.38742] ; ([-1.75936, -1.75486] ; [-0.973081, -0.968267] ; [-0.517588, -0.494285] ; [-0.207371, -0.00948033])
[2.38742, 2.38885] ; ([-1.76075, -1.75625] ; [-0.973238, -0.96841] ; [-0.517625, -0.49449] ; [-0.160559, 0.0392717])
[2.38885, 2.39028] ; ([-1.76214, -1.75763] ; [-0.973393, -0.968551] ; [-0.517592, -0.494628] ; [-0.113752, 0.0879787])
[2.39028, 2.39171] ; ([-1.76353, -1.75902] ; [-0.973548, -0.96869] ; [-0.517505, -0.494683] ; [-0.0669725, 0.136629])
[2.39171, 2.39314] ; ([-1.76492, -1.7604] ; [-0.973701, -0.968828] ; [-0.517402, -0.494618] ; [-0.0202333, 0.185217])
[2.39314, 2.39457] ; ([-1.76631, -1.76179] ; [-0.973852, -0.968964] ; [-0.517229, -0.494487] ; [0.0264619, 0.233717])
[2.39457, 2.396] ; ([-1.7677, -1.76317] ; [-0.974002, -0.969098] ; [-0.516987, -0.49429] ; [0.0730928, 0.282126])
[2.396, 2.39743] ; ([-1.76909, -1.76456] ; [-0.974151, -0.969231] ; [-0.516678, -0.494024] ; [0.119654, 0.330435])
[2.39743, 2.39885] ; ([-1.77048, -1.76594] ; [-0.974299, -0.969361] ; [-0.5163, -0.493692] ; [0.166132, 0.378646])
[2.39885, 2.40028] ; ([-1.77187, -1.76733] ; [-0.974445, -0.969489] ; [-0.515854, -0.493293] ; [0.212529, 0.426746])
[2.40028, 2.4017] ; ([-1.77326, -1.76871] ; [-0.974589, -0.969615] ; [-0.51534, -0.492829] ; [0.258839, 0.474729])
[2.4017, 2.40313] ; ([-1.77465, -1.77009] ; [-0.974733, -0.969739] ; [-0.514758, -0.492298] ; [0.305057, 0.52259])
[2.40313, 2.40455] ; ([-1.77604, -1.77147] ; [-0.974874, -0.969861] ; [-0.514108, -0.491702] ; [0.351169, 0.570331])
[2.40455, 2.40598] ; ([-1.77743, -1.77286] ; [-0.975014, -0.96998] ; [-0.51339, -0.49104] ; [0.397177, 0.617937])
[2.40598, 2.4074] ; ([-1.77881, -1.77424] ; [-0.975152, -0.970097] ; [-0.512606, -0.490313] ; [0.443076, 0.665404])
[2.4074, 2.40882] ; ([-1.7802, -1.77562] ; [-0.975288, -0.970211] ; [-0.511755, -0.489521] ; [0.48886, 0.712726])
[2.40882, 2.41025] ; ([-1.78159, -1.777] ; [-0.975421, -0.970321] ; [-0.510836, -0.488664] ; [0.534515, 0.759906])
[2.41025, 2.41167] ; ([-1.78297, -1.77838] ; [-0.975552, -0.970429] ; [-0.509852, -0.487742] ; [0.580045, 0.806929])
[2.41167, 2.41309] ; ([-1.78436, -1.77976] ; [-0.97568, -0.970534] ; [-0.508801, -0.486756] ; [0.625443, 0.853791])
[2.41309, 2.41451] ; ([-1.78574, -1.78114] ; [-0.975806, -0.970634] ; [-0.507712, -0.485678] ; [0.670695, 0.900495])
[2.41451, 2.41593] ; ([-1.78713, -1.78252] ; [-0.975933, -0.970727] ; [-0.506686, -0.484408] ; [0.71579, 0.947034])
[2.41593, 2.41735] ; ([-1.78851, -1.7839] ; [-0.976055, -0.970817] ; [-0.505594, -0.483077] ; [0.760724, 0.993355])
[2.41735, 2.41876] ; ([-1.78989, -1.78527] ; [-0.97618, -0.970895] ; [-0.504438, -0.481684] ; [0.805432, 1.03948])
[2.41876, 2.42018] ; ([-1.79127, -1.78665] ; [-0.9763, -0.97097] ; [-0.503218, -0.48023] ; [0.849932, 1.08537])
[2.42018, 2.42159] ; ([-1.79265, -1.78802] ; [-0.976415, -0.971041] ; [-0.501935, -0.478716] ; [0.894215, 1.13101])
[2.42159, 2.423] ; ([-1.79402, -1.78939] ; [-0.976524, -0.971107] ; [-0.500591, -0.477142] ; [0.938276, 1.17641])
[2.423, 2.4244] ; ([-1.7954, -1.79076] ; [-0.976628, -0.971168] ; [-0.499184, -0.475509] ; [0.982111, 1.22155])
[2.4244, 2.42581] ; ([-1.79677, -1.79213] ; [-0.976726, -0.971224] ; [-0.497716, -0.473817] ; [1.02572, 1.26644])
[2.42581, 2.42721] ; ([-1.79814, -1.79349] ; [-0.976817, -0.971274] ; [-0.496187, -0.472067] ; [1.06909, 1.31107])
[2.42721, 2.42861] ; ([-1.79951, -1.79486] ; [-0.976903, -0.971318] ; [-0.494597, -0.470259] ; [1.11222, 1.35544])
[2.42861, 2.43001] ; ([-1.80087, -1.79622] ; [-0.976982, -0.971354] ; [-0.492948, -0.468394] ; [1.15511, 1.39954])
[2.43001, 2.4314] ; ([-1.80224, -1.79758] ; [-0.977055, -0.971384] ; [-0.49124, -0.466473] ; [1.19776, 1.44336])
[2.4314, 2.4328] ; ([-1.8036, -1.79893] ; [-0.97712, -0.971405] ; [-0.489473, -0.464496] ; [1.24015, 1.48691])
[2.4328, 2.43419] ; ([-1.80496, -1.80029] ; [-0.977178, -0.971419] ; [-0.487648, -0.462463] ; [1.28228, 1.53017])
[2.43419, 2.43558] ; ([-1.80631, -1.80164] ; [-0.977228, -0.971424] ; [-0.485765, -0.460375] ; [1.32415, 1.57314])
[2.43558, 2.43697] ; ([-1.80767, -1.80299] ; [-0.977271, -0.971419] ; [-0.483862, -0.458197] ; [1.36575, 1.61583])
[2.43697, 2.43835] ; ([-1.80902, -1.80434] ; [-0.977306, -0.971405] ; [-0.481903, -0.455966] ; [1.40707, 1.65821])
[2.43835, 2.43973] ; ([-1.81037, -1.80568] ; [-0.977332, -0.971381] ; [-0.479888, -0.453682] ; [1.4481, 1.70028])
[2.43973, 2.44111] ; ([-1.81172, -1.80703] ; [-0.977358, -0.971337] ; [-0.477819, -0.451347] ; [1.48883, 1.74204])
[2.44111, 2.44249] ; ([-1.81306, -1.80837] ; [-0.977376, -0.971281] ; [-0.475695, -0.448962] ; [1.52926, 1.78347])
[2.44249, 2.44386] ; ([-1.81441, -1.8097] ; [-0.977384, -0.971213] ; [-0.47352, -0.446528] ; [1.56936, 1.82456])
[2.44386, 2.44523] ; ([-1.81575, -1.81104] ; [-0.977383, -0.971133] ; [-0.471293, -0.444042] ; [1.60914, 1.86536])
[2.44523, 2.44661] ; ([-1.81709, -1.81237] ; [-0.977373, -0.971039] ; [-0.469012, -0.441497] ; [1.64863, 1.906])
[2.44661, 2.44798] ; ([-1.81843, -1.81371] ; [-0.977352, -0.970932] ; [-0.466671, -0.438895] ; [1.68797, 1.94642])
[2.44798, 2.44936] ; ([-1.81977, -1.81504] ; [-0.977317, -0.970812] ; [-0.464271, -0.436241] ; [1.72709, 1.98656])
