[-0.000190191, 0] ; ([0.233874, 0.233874] ; [0, 0] ; [-1.38317, -1.38317] ; [0, 0])
[0.687079, 0.68868] ; ([-0.302213, -0.300482] ; [-1.02415, -1.02066] ; [-0.469287, -0.457423] ; [-6.99583, -6.9323])
[0.68868, 0.690291] ; ([-0.303865, -0.302119] ; [-1.02693, -1.02357] ; [-0.480418, -0.468568] ; [-6.93803, -6.87318])
[0.690291, 0.691913] ; ([-0.305532, -0.303771] ; [-1.02958, -1.02636] ; [-0.491526, -0.47969] ; [-6.87892, -6.81274])
[0.691913, 0.693545] ; ([-0.307215, -0.305438] ; [-1.0321, -1.02901] ; [-0.502608, -0.490787] ; [-6.8185, -6.75096])
[0.693545, 0.695189] ; ([-0.308914, -0.30712] ; [-1.03448, -1.03153] ; [-0.513665, -0.50186] ; [-6.75673, -6.68783])
[0.695189, 0.696845] ; ([-0.310629, -0.308818] ; [-1.03673, -1.03392] ; [-0.524696, -0.512907] ; [-6.69361, -6.62331])
[0.696845, 0.698513] ; ([-0.31236, -0.310532] ; [-1.03885, -1.03617] ; [-0.535698, -0.523927] ; [-6.62911, -6.5574])
[0.698513, 0.700194] ; ([-0.314107, -0.312262] ; [-1.04083, -1.03829] ; [-0.546673, -0.534919] ; [-6.56321, -6.49006])
[0.700194, 0.701888] ; ([-0.315871, -0.314009] ; [-1.04267, -1.04027] ; [-0.557618, -0.545883] ; [-6.49588, -6.42128])
[0.701888, 0.703595] ; ([-0.317653, -0.315773] ; [-1.04438, -1.04212] ; [-0.568532, -0.556817] ; [-6.42711, -6.35102])
[0.703595, 0.705317] ; ([-0.319452, -0.317554] ; [-1.04595, -1.04383] ; [-0.579415, -0.567721] ; [-6.35687, -6.27927])
[0.705317, 0.707053] ; ([-0.321269, -0.319353] ; [-1.04738, -1.0454] ; [-0.590264, -0.578593] ; [-6.28513, -6.206])
[0.707053, 0.708804] ; ([-0.323105, -0.321169] ; [-1.04867, -1.04684] ; [-0.60108, -0.589431] ; [-6.21186, -6.13116])
[0.708804, 0.710572] ; ([-0.324959, -0.323004] ; [-1.04982, -1.04813] ; [-0.61186, -0.600235] ; [-6.13704, -6.05474])
[0.710572, 0.712356] ; ([-0.326833, -0.324858] ; [-1.05083, -1.04929] ; [-0.622603, -0.611004] ; [-6.06063, -5.9767])
[0.712356, 0.714157] ; ([-0.328726, -0.326731] ; [-1.0517, -1.05031] ; [-0.633308, -0.621735] ; [-5.98259, -5.897])
[0.714157, 0.715976] ; ([-0.33064, -0.328624] ; [-1.05243, -1.05118] ; [-0.643973, -0.632428] ; [-5.9029, -5.81561])
[0.715976, 0.717814] ; ([-0.332575, -0.330537] ; [-1.05302, -1.05192] ; [-0.654597, -0.643081] ; [-5.82151, -5.73246])
[0.717814, 0.719672] ; ([-0.334531, -0.332471] ; [-1.05347, -1.05252] ; [-0.66518, -0.653693] ; [-5.73838, -5.64753])
[0.719672, 0.72155] ; ([-0.33651, -0.334427] ; [-1.05377, -1.05297] ; [-0.675719, -0.664263] ; [-5.65346, -5.56076])
[0.72155, 0.723451] ; ([-0.338513, -0.336406] ; [-1.05394, -1.05328] ; [-0.686214, -0.674789] ; [-5.56669, -5.47208])
[0.723451, 0.725374] ; ([-0.340539, -0.338407] ; [-1.05396, -1.05345] ; [-0.696663, -0.68527] ; [-5.47802, -5.38144])
[0.725374, 0.727321] ; ([-0.342592, -0.340433] ; [-1.05389, -1.05344] ; [-0.707065, -0.695705] ; [-5.38739, -5.28877])
[0.727321, 0.729291] ; ([-0.344667, -0.342485] ; [-1.05377, -1.05318] ; [-0.717401, -0.706093] ; [-5.29472, -5.19416])
[0.729291, 0.731276] ; ([-0.346758, -0.344559] ; [-1.05351, -1.05279] ; [-0.727628, -0.716416] ; [-5.20011, -5.09791])
[0.731276, 0.733278] ; ([-0.348866, -0.34665] ; [-1.05312, -1.05226] ; [-0.737752, -0.726629] ; [-5.10388, -4.99997])
[0.733278, 0.735298] ; ([-0.350992, -0.348757] ; [-1.05258, -1.0516] ; [-0.747768, -0.736736] ; [-5.00593, -4.90028])
[0.735298, 0.737338] ; ([-0.353137, -0.350882] ; [-1.05192, -1.0508] ; [-0.757674, -0.746734] ; [-4.90625, -4.79879])
[0.737338, 0.739398] ; ([-0.355302, -0.353026] ; [-1.05112, -1.04988] ; [-0.767471, -0.756624] ; [-4.80476, -4.69543])
[0.739398, 0.741481] ; ([-0.357488, -0.35519] ; [-1.05019, -1.04882] ; [-0.777155, -0.766402] ; [-4.7014, -4.59012])
[0.741481, 0.743588] ; ([-0.359697, -0.357376] ; [-1.04913, -1.04765] ; [-0.786727, -0.776069] ; [-4.5961, -4.48279])
[0.743588, 0.74572] ; ([-0.361931, -0.359584] ; [-1.04795, -1.04635] ; [-0.796186, -0.785623] ; [-4.48877, -4.37333])
[0.74572, 0.747881] ; ([-0.364191, -0.361817] ; [-1.04665, -1.04494] ; [-0.80553, -0.795062] ; [-4.37931, -4.26164])
[0.747881, 0.750072] ; ([-0.366479, -0.364076] ; [-1.04523, -1.04341] ; [-0.814759, -0.804387] ; [-4.26762, -4.14758])
[0.750072, 0.752248] ; ([-0.368749, -0.366363] ; [-1.04369, -1.0418] ; [-0.823673, -0.813601] ; [-4.15355, -4.03351])
[0.752248, 0.754392] ; ([-0.370981, -0.368633] ; [-1.04207, -1.04014] ; [-0.832207, -0.822509] ; [-4.03947, -3.92046])
[0.754392, 0.756505] ; ([-0.373178, -0.370864] ; [-1.0404, -1.03844] ; [-0.840382, -0.831038] ; [-3.92641, -3.80836])
[0.756505, 0.758588] ; ([-0.37534, -0.373061] ; [-1.03869, -1.0367] ; [-0.848211, -0.839207] ; [-3.8143, -3.6972])
[0.758588, 0.760644] ; ([-0.37747, -0.375223] ; [-1.03694, -1.03493] ; [-0.855706, -0.847029] ; [-3.70313, -3.58699])
[0.760644, 0.762671] ; ([-0.379567, -0.377352] ; [-1.03517, -1.03315] ; [-0.862878, -0.854518] ; [-3.5929, -3.47772])
[0.762671, 0.764673] ; ([-0.381633, -0.379449] ; [-1.03338, -1.03135] ; [-0.869738, -0.861684] ; [-3.48361, -3.36939])
[0.764673, 0.766648] ; ([-0.383669, -0.381514] ; [-1.03157, -1.02955] ; [-0.876296, -0.868537] ; [-3.37526, -3.26199])
[0.766648, 0.768598] ; ([-0.385675, -0.38355] ; [-1.02977, -1.02775] ; [-0.882563, -0.87509] ; [-3.26785, -3.15552])
[0.768598, 0.770524] ; ([-0.387653, -0.385556] ; [-1.02796, -1.02596] ; [-0.888546, -0.88135] ; [-3.16136, -3.05])
[0.770524, 0.772425] ; ([-0.389603, -0.387533] ; [-1.02616, -1.02418] ; [-0.894255, -0.887328] ; [-3.05582, -2.94541])
[0.772425, 0.774304] ; ([-0.391525, -0.389483] ; [-1.02438, -1.02242] ; [-0.899699, -0.893032] ; [-2.95121, -2.84177])
[0.774304, 0.776159] ; ([-0.393421, -0.391405] ; [-1.02261, -1.02068] ; [-0.904884, -0.89847] ; [-2.84755, -2.73907])
[0.776159, 0.777992] ; ([-0.39529, -0.393301] ; [-1.02086, -1.01896] ; [-0.909819, -0.90365] ; [-2.74483, -2.63732])
[0.777992, 0.779803] ; ([-0.397134, -0.39517] ; [-1.01914, -1.01728] ; [-0.91451, -0.90858] ; [-2.64306, -2.53654])
[0.779803, 0.781591] ; ([-0.398952, -0.397013] ; [-1.01745, -1.01563] ; [-0.918966, -0.913267] ; [-2.54225, -2.43671])
[0.781591, 0.783359] ; ([-0.400746, -0.398832] ; [-1.0158, -1.01401] ; [-0.923192, -0.917718] ; [-2.44241, -2.33786])
[0.783359, 0.785105] ; ([-0.402515, -0.400625] ; [-1.01418, -1.01244] ; [-0.927196, -0.92194] ; [-2.34353, -2.23998])
[0.785105, 0.786829] ; ([-0.40426, -0.402394] ; [-1.01259, -1.0109] ; [-0.930983, -0.92594] ; [-2.24563, -2.1431])
[0.786829, 0.788533] ; ([-0.405982, -0.40414] ; [-1.01105, -1.00941] ; [-0.934559, -0.929723] ; [-2.14872, -2.04721])
[0.788533, 0.790216] ; ([-0.407679, -0.405861] ; [-1.00956, -1.00796] ; [-0.937932, -0.933295] ; [-2.05281, -1.95235])
[0.790216, 0.791878] ; ([-0.409353, -0.407558] ; [-1.00811, -1.00657] ; [-0.941105, -0.936663] ; [-1.95793, -1.85853])
[0.791878, 0.793519] ; ([-0.411004, -0.409232] ; [-1.00671, -1.00522] ; [-0.944086, -0.939832] ; [-1.86408, -1.76574])
[0.793519, 0.79514] ; ([-0.412632, -0.410883] ; [-1.00536, -1.00392] ; [-0.94688, -0.942808] ; [-1.77127, -1.674])
[0.79514, 0.79674] ; ([-0.414238, -0.412511] ; [-1.00406, -1.00267] ; [-0.949492, -0.945597] ; [-1.6795, -1.58331])
[0.79674, 0.798319] ; ([-0.415821, -0.414117] ; [-1.00282, -1.00148] ; [-0.951929, -0.948206] ; [-1.58879, -1.49369])
[0.798319, 0.799878] ; ([-0.417381, -0.4157] ; [-1.00162, -1.00034] ; [-0.954195, -0.950638] ; [-1.49915, -1.40514])
[0.799878, 0.801417] ; ([-0.41892, -0.41726] ; [-1.00048, -0.999254] ; [-0.956296, -0.952901] ; [-1.41057, -1.31767])
[0.801417, 0.802936] ; ([-0.420437, -0.418799] ; [-0.999398, -0.998222] ; [-0.958237, -0.954998] ; [-1.32308, -1.2313])
[0.802936, 0.804434] ; ([-0.421931, -0.420316] ; [-0.998366, -0.997245] ; [-0.960024, -0.956936] ; [-1.23669, -1.14604])
[0.804434, 0.805912] ; ([-0.423405, -0.421811] ; [-0.997389, -0.996322] ; [-0.961661, -0.958719] ; [-1.1514, -1.06189])
[0.805912, 0.807369] ; ([-0.424856, -0.423284] ; [-0.996465, -0.995453] ; [-0.963153, -0.960353] ; [-1.06723, -0.978869])
[0.807369, 0.808806] ; ([-0.426286, -0.424735] ; [-0.995596, -0.994638] ; [-0.964507, -0.961842] ; [-0.984191, -0.896993])
[0.808806, 0.810225] ; ([-0.427696, -0.426165] ; [-0.99478, -0.993875] ; [-0.965727, -0.963191] ; [-0.902294, -0.816121])
[0.810225, 0.811642] ; ([-0.429105, -0.427576] ; [-0.994018, -0.993156] ; [-0.966834, -0.964407] ; [-0.8214, -0.735316])
[0.811642, 0.813058] ; ([-0.43051, -0.428984] ; [-0.993298, -0.992481] ; [-0.967825, -0.965507] ; [-0.740576, -0.654579])
[0.813058, 0.814473] ; ([-0.431914, -0.43039] ; [-0.992624, -0.991851] ; [-0.968701, -0.966492] ; [-0.659821, -0.573909])
[0.814473, 0.815886] ; ([-0.433316, -0.431794] ; [-0.991995, -0.991267] ; [-0.969462, -0.967362] ; [-0.579134, -0.493305])
[0.815886, 0.817299] ; ([-0.434716, -0.433196] ; [-0.991415, -0.990729] ; [-0.970109, -0.968117] ; [-0.498514, -0.412766])
[0.817299, 0.818711] ; ([-0.436115, -0.434596] ; [-0.990881, -0.990238] ; [-0.970641, -0.968757] ; [-0.417961, -0.332295])
[0.818711, 0.820122] ; ([-0.437512, -0.435994] ; [-0.990396, -0.989797] ; [-0.97106, -0.969284] ; [-0.337476, -0.251893])
[0.820122, 0.821532] ; ([-0.438907, -0.437391] ; [-0.98996, -0.989406] ; [-0.971365, -0.969696] ; [-0.257059, -0.171558])
[0.821532, 0.822942] ; ([-0.440302, -0.438787] ; [-0.989573, -0.989064] ; [-0.971557, -0.969996] ; [-0.176709, -0.0912899])
[0.822942, 0.824351] ; ([-0.441696, -0.440182] ; [-0.989237, -0.988774] ; [-0.971636, -0.970182] ; [-0.0964271, -0.0110889])
[0.824351, 0.825761] ; ([-0.443089, -0.441576] ; [-0.988952, -0.988536] ; [-0.971602, -0.970254] ; [-0.0162114, 0.0690456])
[0.825761, 0.827169] ; ([-0.444482, -0.442969] ; [-0.988718, -0.98835] ; [-0.971548, -0.970121] ; [0.0639381, 0.149114])
[0.827169, 0.828578] ; ([-0.445874, -0.444362] ; [-0.988537, -0.988217] ; [-0.971401, -0.969855] ; [0.144022, 0.229111])
[0.828578, 0.829986] ; ([-0.447266, -0.445754] ; [-0.988409, -0.988138] ; [-0.971141, -0.969476] ; [0.224034, 0.309036])
[0.829986, 0.831395] ; ([-0.448658, -0.447146] ; [-0.988335, -0.988113] ; [-0.970769, -0.968985] ; [0.303974, 0.388888])
[0.831395, 0.832803] ; ([-0.45005, -0.448538] ; [-0.988319, -0.988138] ; [-0.970284, -0.968382] ; [0.383841, 0.468668])
[0.832803, 0.834212] ; ([-0.451442, -0.44993] ; [-0.988408, -0.988168] ; [-0.969686, -0.967666] ; [0.463637, 0.548374])
[0.834212, 0.83562] ; ([-0.452834, -0.451322] ; [-0.988552, -0.988253] ; [-0.968977, -0.966839] ; [0.543357, 0.627955])
[0.83562, 0.837027] ; ([-0.454224, -0.452714] ; [-0.988752, -0.988394] ; [-0.968155, -0.9659] ; [0.622954, 0.707372])
[0.837027, 0.838433] ; ([-0.455614, -0.454104] ; [-0.989007, -0.988589] ; [-0.967222, -0.964851] ; [0.702387, 0.786626])
[0.838433, 0.839838] ; ([-0.457004, -0.455494] ; [-0.989318, -0.988841] ; [-0.966178, -0.963691] ; [0.781657, 0.865717])
[0.839838, 0.841242] ; ([-0.458393, -0.456884] ; [-0.989685, -0.989148] ; [-0.965023, -0.962421] ; [0.860764, 0.944646])
[0.841242, 0.842645] ; ([-0.459782, -0.458273] ; [-0.990107, -0.989511] ; [-0.963759, -0.96104] ; [0.939708, 1.02341])
[0.842645, 0.844055] ; ([-0.461179, -0.459662] ; [-0.990589, -0.98993] ; [-0.962384, -0.959542] ; [1.01849, 1.10245])
[0.844055, 0.845483] ; ([-0.462593, -0.461058] ; [-0.991133, -0.990408] ; [-0.960891, -0.957912] ; [1.09754, 1.18232])
[0.845483, 0.846928] ; ([-0.464026, -0.462473] ; [-0.991743, -0.990949] ; [-0.959267, -0.956146] ; [1.17742, 1.26301])
[0.846928, 0.848389] ; ([-0.465476, -0.463905] ; [-0.992421, -0.991555] ; [-0.957506, -0.954241] ; [1.25813, 1.3445])
[0.848389, 0.849868] ; ([-0.466944, -0.465355] ; [-0.993168, -0.992229] ; [-0.955607, -0.952193] ; [1.33962, 1.42675])
[0.849868, 0.851363] ; ([-0.468429, -0.466823] ; [-0.993985, -0.992972] ; [-0.953564, -0.949998] ; [1.42189, 1.50976])
[0.851363, 0.852875] ; ([-0.469933, -0.468308] ; [-0.994875, -0.993786] ; [-0.951375, -0.947653] ; [1.5049, 1.59349])
[0.852875, 0.854404] ; ([-0.471454, -0.469812] ; [-0.995839, -0.994673] ; [-0.949036, -0.945154] ; [1.58865, 1.67794])
[0.854404, 0.855949] ; ([-0.472993, -0.471333] ; [-0.996878, -0.995634] ; [-0.946542, -0.942497] ; [1.67306, 1.7631])
[0.855949, 0.85751] ; ([-0.47455, -0.472872] ; [-0.997995, -0.996671] ; [-0.943891, -0.939678] ; [1.75817, 1.84894])
[0.85751, 0.859087] ; ([-0.476125, -0.474429] ; [-0.999189, -0.997784] ; [-0.941078, -0.936695] ; [1.84395, 1.93543])
[0.859087, 0.860681] ; ([-0.477718, -0.476004] ; [-1.00046, -0.998976] ; [-0.9381, -0.933542] ; [1.93037, 2.02255])
[0.860681, 0.862291] ; ([-0.47933, -0.477597] ; [-1.00182, -1.00025] ; [-0.934953, -0.930216] ; [2.01743, 2.11029])
[0.862291, 0.863917] ; ([-0.48096, -0.479208] ; [-1.00325, -1.0016] ; [-0.931634, -0.926713] ; [2.1051, 2.19862])
[0.863917, 0.86556] ; ([-0.48261, -0.480839] ; [-1.00477, -1.00303] ; [-0.928137, -0.923029] ; [2.19337, 2.28754])
[0.86556, 0.867219] ; ([-0.484278, -0.482488] ; [-1.00637, -1.00454] ; [-0.924461, -0.91916] ; [2.28222, 2.37703])
[0.867219, 0.868895] ; ([-0.485965, -0.484156] ; [-1.00805, -1.00614] ; [-0.9206, -0.915102] ; [2.37164, 2.46706])
[0.868895, 0.870587] ; ([-0.487673, -0.485843] ; [-1.00981, -1.00781] ; [-0.91655, -0.91085] ; [2.4616, 2.55764])
[0.870587, 0.872297] ; ([-0.489401, -0.487551] ; [-1.01166, -1.00958] ; [-0.912306, -0.906401] ; [2.5521, 2.64874])
[0.872297, 0.874024] ; ([-0.491149, -0.489278] ; [-1.01359, -1.01142] ; [-0.907865, -0.901748] ; [2.64312, 2.74035])
[0.874024, 0.875768] ; ([-0.492919, -0.491026] ; [-1.0156, -1.01335] ; [-0.903221, -0.896889] ; [2.73466, 2.83247])
[0.875768, 0.87753] ; ([-0.49471, -0.492796] ; [-1.01769, -1.01536] ; [-0.89837, -0.891817] ; [2.8267, 2.92508])
[0.87753, 0.87931] ; ([-0.496524, -0.494587] ; [-1.01987, -1.01745] ; [-0.893306, -0.886527] ; [2.91922, 3.01817])
[0.87931, 0.88111] ; ([-0.498361, -0.4964] ; [-1.02212, -1.01962] ; [-0.888024, -0.881013] ; [3.01224, 3.11175])
[0.88111, 0.882929] ; ([-0.500222, -0.498237] ; [-1.02445, -1.02187] ; [-0.882519, -0.875269] ; [3.10573, 3.2058])
[0.882929, 0.884767] ; ([-0.502108, -0.500098] ; [-1.02686, -1.0242] ; [-0.876783, -0.869289] ; [3.1997, 3.30034])
[0.884767, 0.886627] ; ([-0.50402, -0.501983] ; [-1.02934, -1.02661] ; [-0.870811, -0.863064] ; [3.29414, 3.39535])
[0.886627, 0.888508] ; ([-0.505959, -0.503895] ; [-1.0319, -1.02909] ; [-0.864595, -0.856588] ; [3.38906, 3.49084])
[0.888508, 0.890412] ; ([-0.507926, -0.505833] ; [-1.03452, -1.03165] ; [-0.858128, -0.849852] ; [3.48446, 3.58682])
[0.890412, 0.89234] ; ([-0.509923, -0.5078] ; [-1.03722, -1.03427] ; [-0.8514, -0.842845] ; [3.58034, 3.68331])
[0.89234, 0.894294] ; ([-0.511951, -0.509797] ; [-1.03998, -1.03697] ; [-0.844402, -0.835558] ; [3.67673, 3.78032])
[0.894294, 0.896274] ; ([-0.514013, -0.511825] ; [-1.0428, -1.03972] ; [-0.837123, -0.827978] ; [3.77363, 3.87787])
[0.896274, 0.898282] ; ([-0.516111, -0.513887] ; [-1.04568, -1.04254] ; [-0.829552, -0.820093] ; [3.87107, 3.976])
[0.898282, 0.900322] ; ([-0.518246, -0.515984] ; [-1.04861, -1.04541] ; [-0.821676, -0.811886] ; [3.96908, 4.07473])
[0.900322, 0.902394] ; ([-0.520422, -0.518119] ; [-1.05159, -1.04833] ; [-0.813478, -0.803341] ; [4.06769, 4.17412])
[0.902394, 0.904503] ; ([-0.522643, -0.520295] ; [-1.05462, -1.0513] ; [-0.804941, -0.794437] ; [4.16695, 4.27423])
[0.904503, 0.906651] ; ([-0.524911, -0.522515] ; [-1.05769, -1.05431] ; [-0.796047, -0.785152] ; [4.26691, 4.37512])
[0.906651, 0.908842] ; ([-0.527232, -0.524782] ; [-1.06078, -1.05735] ; [-0.78677, -0.775456] ; [4.36765, 4.47689])
[0.908842, 0.911082] ; ([-0.529612, -0.527103] ; [-1.06389, -1.06041] ; [-0.777083, -0.765315] ; [4.46926, 4.57968])
[0.911082, 0.913377] ; ([-0.532058, -0.529482] ; [-1.06702, -1.0635] ; [-0.766952, -0.754689] ; [4.57186, 4.68363])
[0.913377, 0.915726] ; ([-0.534567, -0.531927] ; [-1.07014, -1.0666] ; [-0.756335, -0.74357] ; [4.67562, 4.78853])
[0.915726, 0.91799] ; ([-0.536994, -0.534436] ; [-1.07305, -1.0697] ; [-0.745225, -0.732619] ; [4.78042, 4.88812])
[0.91799, 0.920203] ; ([-0.539371, -0.536862] ; [-1.07579, -1.07259] ; [-0.734282, -0.7217] ; [4.87998, 4.98404])
[0.920203, 0.92236] ; ([-0.541694, -0.539238] ; [-1.07835, -1.0753] ; [-0.723372, -0.710856] ; [4.97586, 5.07612])
[0.92236, 0.924463] ; ([-0.543963, -0.541561] ; [-1.08072, -1.07783] ; [-0.712535, -0.700095] ; [5.0679, 5.16452])
[0.924463, 0.926517] ; ([-0.546186, -0.54383] ; [-1.08291, -1.08018] ; [-0.701782, -0.689402] ; [5.15625, 5.24955])
[0.926517, 0.928528] ; ([-0.548365, -0.546051] ; [-1.08491, -1.08234] ; [-0.691096, -0.678769] ; [5.24124, 5.33147])
[0.928528, 0.930499] ; ([-0.550505, -0.54823] ; [-1.08674, -1.08432] ; [-0.68047, -0.668186] ; [5.32311, 5.41047])
[0.930499, 0.932434] ; ([-0.552609, -0.550369] ; [-1.08838, -1.08612] ; [-0.669894, -0.657648] ; [5.40206, 5.48676])
[0.932434, 0.934336] ; ([-0.554681, -0.552473] ; [-1.08984, -1.08773] ; [-0.659362, -0.647147] ; [5.47829, 5.56047])
[0.934336, 0.936207] ; ([-0.556721, -0.554543] ; [-1.09113, -1.08917] ; [-0.648868, -0.636678] ; [5.55195, 5.63176])
[0.936207, 0.938051] ; ([-0.558734, -0.556583] ; [-1.09223, -1.09043] ; [-0.638406, -0.626238] ; [5.62317, 5.70074])
[0.938051, 0.939868] ; ([-0.560719, -0.558594] ; [-1.09316, -1.09151] ; [-0.627971, -0.61582] ; [5.69209, 5.76752])
[0.939868, 0.941662] ; ([-0.562681, -0.560579] ; [-1.0939, -1.09241] ; [-0.61756, -0.605422] ; [5.75881, 5.83221])
[0.941662, 0.943433] ; ([-0.564619, -0.56254] ; [-1.09446, -1.09312] ; [-0.607167, -0.59504] ; [5.82344, 5.89489])
[0.943433, 0.945184] ; ([-0.566535, -0.564477] ; [-1.09484, -1.09366] ; [-0.596791, -0.58467] ; [5.88604, 5.95564])
[0.945184, 0.946916] ; ([-0.568431, -0.566392] ; [-1.09503, -1.09401] ; [-0.586426, -0.574309] ; [5.94672, 6.01452])
[0.946916, 0.94863] ; ([-0.570308, -0.568287] ; [-1.09505, -1.09418] ; [-0.576071, -0.563954] ; [6.00553, 6.07162])
[0.94863, 0.950328] ; ([-0.572167, -0.570163] ; [-1.09498, -1.09407] ; [-0.565726, -0.553599] ; [6.06247, 6.12706])
[0.950328, 0.952007] ; ([-0.574005, -0.572021] ; [-1.09481, -1.09368] ; [-0.555383, -0.54327] ; [6.11767, 6.18069])
[0.952007, 0.953665] ; ([-0.575819, -0.573857] ; [-1.09447, -1.09312] ; [-0.545066, -0.532983] ; [6.17107, 6.23246])
[0.953665, 0.955303] ; ([-0.57761, -0.575669] ; [-1.09394, -1.09237] ; [-0.534792, -0.522733] ; [6.22262, 6.28247])
[0.955303, 0.956923] ; ([-0.579381, -0.57746] ; [-1.09323, -1.09145] ; [-0.524553, -0.512517] ; [6.27241, 6.33077])
[0.956923, 0.958527] ; ([-0.581132, -0.579229] ; [-1.09234, -1.09035] ; [-0.514348, -0.50233] ; [6.32051, 6.37743])
[0.958527, 0.960115] ; ([-0.582864, -0.580978] ; [-1.09127, -1.08907] ; [-0.504172, -0.492169] ; [6.36696, 6.42251])
[0.960115, 0.961689] ; ([-0.584578, -0.582709] ; [-1.09003, -1.08763] ; [-0.494021, -0.482031] ; [6.41182, 6.46604])
[0.961689, 0.963249] ; ([-0.586276, -0.584421] ; [-1.08862, -1.08601] ; [-0.483893, -0.471914] ; [6.45515, 6.50808])
[0.963249, 0.964797] ; ([-0.587957, -0.586117] ; [-1.08703, -1.08422] ; [-0.473785, -0.461814] ; [6.49699, 6.54866])
[0.964797, 0.966333] ; ([-0.589622, -0.587796] ; [-1.08527, -1.08226] ; [-0.463694, -0.451729] ; [6.53737, 6.58783])
[0.966333, 0.967858] ; ([-0.591273, -0.58946] ; [-1.08334, -1.08013] ; [-0.453618, -0.441657] ; [6.57635, 6.62561])
[0.967858, 0.969373] ; ([-0.59291, -0.591109] ; [-1.08124, -1.07784] ; [-0.443554, -0.431594] ; [6.61394, 6.66204])
[0.969373, 0.970879] ; ([-0.594533, -0.592744] ; [-1.07897, -1.07538] ; [-0.433499, -0.42154] ; [6.65019, 6.69715])
[0.970879, 0.972377] ; ([-0.596143, -0.594366] ; [-1.07654, -1.07276] ; [-0.423452, -0.41149] ; [6.68512, 6.73097])
[0.972377, 0.973866] ; ([-0.597741, -0.595974] ; [-1.07394, -1.06998] ; [-0.413411, -0.401445] ; [6.71877, 6.76352])
[0.973866, 0.975349] ; ([-0.599327, -0.59757] ; [-1.07118, -1.06704] ; [-0.403372, -0.3914] ; [6.75114, 6.79482])
[0.975349, 0.976825] ; ([-0.600901, -0.599154] ; [-1.06826, -1.06394] ; [-0.393334, -0.381355] ; [6.78228, 6.8249])
[0.976825, 0.978295] ; ([-0.602465, -0.600727] ; [-1.06517, -1.06068] ; [-0.383296, -0.371307] ; [6.81219, 6.85377])
[0.978295, 0.979759] ; ([-0.604017, -0.602289] ; [-1.06193, -1.05727] ; [-0.373254, -0.361254] ; [6.8409, 6.88146])
[0.979759, 0.981219] ; ([-0.60556, -0.60384] ; [-1.05854, -1.0537] ; [-0.363207, -0.351195] ; [6.86842, 6.90797])
[0.981219, 0.982675] ; ([-0.607093, -0.605381] ; [-1.05498, -1.04998] ; [-0.353153, -0.341127] ; [6.89477, 6.93332])
[0.982675, 0.984127] ; ([-0.608617, -0.606912] ; [-1.05128, -1.04612] ; [-0.343091, -0.331049] ; [6.91997, 6.95753])
[0.984127, 0.985576] ; ([-0.610132, -0.608434] ; [-1.04743, -1.04211] ; [-0.333018, -0.320959] ; [6.94403, 6.98061])
[0.985576, 0.987022] ; ([-0.611638, -0.609947] ; [-1.04342, -1.03795] ; [-0.322932, -0.310854] ; [6.96695, 7.00256])
[0.987022, 0.988467] ; ([-0.613136, -0.611451] ; [-1.03927, -1.03365] ; [-0.312832, -0.300734] ; [6.98876, 7.02341])
[0.988467, 0.989909] ; ([-0.614626, -0.612947] ; [-1.03498, -1.0292] ; [-0.302716, -0.290595] ; [7.00946, 7.04314])
[0.989909, 0.991351] ; ([-0.616108, -0.614435] ; [-1.03054, -1.02462] ; [-0.292581, -0.280437] ; [7.02905, 7.06179])
[0.991351, 0.992792] ; ([-0.617583, -0.615916] ; [-1.02597, -1.0199] ; [-0.282426, -0.270257] ; [7.04755, 7.07934])
[0.992792, 0.994232] ; ([-0.619051, -0.617389] ; [-1.02126, -1.01504] ; [-0.27225, -0.260054] ; [7.06495, 7.0958])
[0.994232, 0.995673] ; ([-0.620512, -0.618855] ; [-1.01642, -1.01006] ; [-0.262051, -0.249828] ; [7.08128, 7.11119])
[0.995673, 0.997115] ; ([-0.621966, -0.620314] ; [-1.01145, -1.00494] ; [-0.251827, -0.239575] ; [7.09652, 7.12549])
[0.997115, 0.998558] ; ([-0.623414, -0.621766] ; [-1.00635, -0.999697] ; [-0.241576, -0.229293] ; [7.11068, 7.13871])
[0.998558, 1] ; ([-0.624857, -0.623213] ; [-1.00112, -0.994328] ; [-0.231298, -0.218982] ; [7.12377, 7.15086])
[1, 1.00145] ; ([-0.626293, -0.624653] ; [-0.995775, -0.988838] ; [-0.220989, -0.208641] ; [7.13578, 7.16192])
[1.00145, 1.0029] ; ([-0.627724, -0.626087] ; [-0.990308, -0.983232] ; [-0.210649, -0.198266] ; [7.14671, 7.17191])
[1.0029, 1.00435] ; ([-0.629149, -0.627516] ; [-0.984723, -0.977511] ; [-0.200276, -0.187857] ; [7.15657, 7.18082])
[1.00435, 1.0058] ; ([-0.63057, -0.62894] ; [-0.979023, -0.97168] ; [-0.189868, -0.177411] ; [7.16535, 7.18864])
[1.0058, 1.00726] ; ([-0.631986, -0.630358] ; [-0.973213, -0.965741] ; [-0.179424, -0.166928] ; [7.17304, 7.19538])
[1.00726, 1.00873] ; ([-0.633397, -0.631772] ; [-0.967294, -0.959697] ; [-0.168941, -0.156403] ; [7.17965, 7.20102])
