[-0.0001447, 0] ; ([-0.00349066, -0.00349066] ; [0, 0] ; [-0.776672, -0.776672] ; [0, 0])
[1.08652, 1.08834] ; ([-0.992808, -0.991231] ; [-0.778643, -0.777649] ; [0.410227, 0.415366] ; [2.0502, 2.11217])
[1.08834, 1.09014] ; ([-0.994211, -0.992642] ; [-0.778218, -0.777269] ; [0.413995, 0.419031] ; [1.99737, 2.05934])
[1.09014, 1.09193] ; ([-0.995604, -0.994044] ; [-0.777834, -0.776928] ; [0.417644, 0.422578] ; [1.94451, 2.00655])
[1.09193, 1.09371] ; ([-0.996987, -0.995436] ; [-0.777489, -0.776625] ; [0.421176, 0.426008] ; [1.89168, 1.95378])
[1.09371, 1.09548] ; ([-0.998361, -0.996819] ; [-0.777182, -0.776357] ; [0.424591, 0.429322] ; [1.83891, 1.90103])
[1.09548, 1.09723] ; ([-0.999725, -0.998192] ; [-0.77691, -0.776124] ; [0.427889, 0.43252] ; [1.78621, 1.84834])
[1.09723, 1.09898] ; ([-1.00108, -0.999555] ; [-0.776673, -0.775924] ; [0.431073, 0.435605] ; [1.73361, 1.79572])
[1.09898, 1.10071] ; ([-1.00242, -1.00091] ; [-0.776468, -0.775754] ; [0.434144, 0.438577] ; [1.68112, 1.7432])
[1.10071, 1.10243] ; ([-1.00376, -1.00225] ; [-0.776294, -0.775613] ; [0.437102, 0.441438] ; [1.62877, 1.69079])
[1.10243, 1.10414] ; ([-1.00508, -1.00359] ; [-0.776149, -0.775501] ; [0.439949, 0.444189] ; [1.57656, 1.63852])
[1.10414, 1.10583] ; ([-1.0064, -1.00491] ; [-0.776032, -0.775414] ; [0.442686, 0.446832] ; [1.52452, 1.5864])
[1.10583, 1.10751] ; ([-1.0077, -1.00622] ; [-0.775942, -0.775352] ; [0.445315, 0.449368] ; [1.47267, 1.53445])
[1.10751, 1.10918] ; ([-1.009, -1.00753] ; [-0.775876, -0.775313] ; [0.447837, 0.451799] ; [1.42101, 1.48268])
[1.10918, 1.11084] ; ([-1.01028, -1.00882] ; [-0.775833, -0.775296] ; [0.450254, 0.454125] ; [1.36957, 1.43112])
[1.11084, 1.11248] ; ([-1.01156, -1.01011] ; [-0.775813, -0.775301] ; [0.452567, 0.456349] ; [1.31836, 1.37977])
[1.11248, 1.11411] ; ([-1.01282, -1.01138] ; [-0.775826, -0.775312] ; [0.454778, 0.458473] ; [1.2674, 1.32864])
[1.11411, 1.11573] ; ([-1.01408, -1.01265] ; [-0.775864, -0.775334] ; [0.456889, 0.460496] ; [1.21673, 1.27777])
[1.11573, 1.11733] ; ([-1.01532, -1.0139] ; [-0.775921, -0.775374] ; [0.458898, 0.462421] ; [1.16633, 1.22723])
[1.11733, 1.11892] ; ([-1.01655, -1.01514] ; [-0.775994, -0.775431] ; [0.460808, 0.464249] ; [1.11627, 1.17701])
[1.11892, 1.12049] ; ([-1.01777, -1.01637] ; [-0.776081, -0.775504] ; [0.462621, 0.465982] ; [1.06655, 1.12713])
[1.12049, 1.12205] ; ([-1.01898, -1.01759] ; [-0.776181, -0.775592] ; [0.46434, 0.467622] ; [1.01719, 1.07758])
[1.12205, 1.1236] ; ([-1.02018, -1.0188] ; [-0.776295, -0.775694] ; [0.465966, 0.469171] ; [0.968182, 1.02837])
[1.1236, 1.12513] ; ([-1.02137, -1.02] ; [-0.776419, -0.775809] ; [0.467501, 0.470631] ; [0.919538, 0.979512])
[1.12513, 1.12665] ; ([-1.02256, -1.02119] ; [-0.776556, -0.775935] ; [0.468947, 0.472013] ; [0.870928, 0.931011])
[1.12665, 1.12818] ; ([-1.02374, -1.02237] ; [-0.776704, -0.776073] ; [0.470316, 0.473321] ; [0.822294, 0.88254])
[1.12818, 1.1297] ; ([-1.02492, -1.02356] ; [-0.776864, -0.776223] ; [0.47161, 0.474553] ; [0.773639, 0.83404])
[1.1297, 1.13123] ; ([-1.02611, -1.02474] ; [-0.777033, -0.776384] ; [0.472829, 0.47571] ; [0.724965, 0.785516])
[1.13123, 1.13275] ; ([-1.02729, -1.02592] ; [-0.777213, -0.776555] ; [0.473972, 0.476792] ; [0.676274, 0.736968])
[1.13275, 1.13427] ; ([-1.02847, -1.02711] ; [-0.777402, -0.776737] ; [0.475041, 0.477799] ; [0.627568, 0.6884])
[1.13427, 1.13579] ; ([-1.02965, -1.02829] ; [-0.7776, -0.776928] ; [0.476036, 0.478732] ; [0.578848, 0.639814])
[1.13579, 1.13731] ; ([-1.03084, -1.02947] ; [-0.777806, -0.777127] ; [0.476956, 0.47959] ; [0.530117, 0.591211])
[1.13731, 1.13883] ; ([-1.03202, -1.03065] ; [-0.778021, -0.777336] ; [0.477802, 0.480374] ; [0.481377, 0.542595])
[1.13883, 1.14035] ; ([-1.0332, -1.03183] ; [-0.778243, -0.777553] ; [0.478574, 0.481084] ; [0.43263, 0.493967])
[1.14035, 1.14187] ; ([-1.03438, -1.03301] ; [-0.778473, -0.777777] ; [0.479272, 0.481719] ; [0.383879, 0.445329])
[1.14187, 1.14339] ; ([-1.03556, -1.03419] ; [-0.77871, -0.77801] ; [0.479896, 0.482281] ; [0.335124, 0.396688])
[1.14339, 1.14491] ; ([-1.03675, -1.03538] ; [-0.778954, -0.778249] ; [0.480446, 0.482768] ; [0.286369, 0.348041])
[1.14491, 1.14642] ; ([-1.03793, -1.03656] ; [-0.779205, -0.778495] ; [0.480922, 0.483182] ; [0.237615, 0.299392])
[1.14642, 1.14794] ; ([-1.03912, -1.03774] ; [-0.779461, -0.778747] ; [0.481325, 0.483521] ; [0.188862, 0.250743])
[1.14794, 1.14946] ; ([-1.0403, -1.03892] ; [-0.779724, -0.779006] ; [0.481654, 0.483786] ; [0.140116, 0.202095])
[1.14946, 1.15098] ; ([-1.04149, -1.04011] ; [-0.779992, -0.77927] ; [0.481909, 0.483977] ; [0.0913777, 0.153452])
[1.15098, 1.15251] ; ([-1.04267, -1.04129] ; [-0.780266, -0.77954] ; [0.48209, 0.484094] ; [0.0426503, 0.104815])
[1.15251, 1.15403] ; ([-1.04386, -1.04248] ; [-0.780545, -0.779816] ; [0.482197, 0.484137] ; [-0.00606409, 0.0561863])
[1.15403, 1.15555] ; ([-1.04505, -1.04367] ; [-0.780829, -0.780097] ; [0.482231, 0.484106] ; [-0.0547634, 0.0075691])
[1.15555, 1.15708] ; ([-1.04624, -1.04486] ; [-0.781118, -0.780382] ; [0.482117, 0.484074] ; [-0.103445, -0.0410347])
[1.15708, 1.1586] ; ([-1.04743, -1.04605] ; [-0.781412, -0.780673] ; [0.481928, 0.483968] ; [-0.152075, -0.089623])
[1.1586, 1.16013] ; ([-1.04862, -1.04724] ; [-0.78171, -0.780968] ; [0.481666, 0.483788] ; [-0.20065, -0.138161])
[1.16013, 1.16165] ; ([-1.04982, -1.04843] ; [-0.782012, -0.781267] ; [0.481329, 0.483534] ; [-0.249169, -0.186647])
[1.16165, 1.16318] ; ([-1.05101, -1.04962] ; [-0.782319, -0.781571] ; [0.480918, 0.483205] ; [-0.29763, -0.235078])
[1.16318, 1.16471] ; ([-1.05221, -1.05082] ; [-0.78263, -0.781879] ; [0.480433, 0.482802] ; [-0.346029, -0.283452])
[1.16471, 1.16624] ; ([-1.0534, -1.05201] ; [-0.782945, -0.782191] ; [0.479874, 0.482325] ; [-0.394365, -0.331767])
[1.16624, 1.16777] ; ([-1.0546, -1.05321] ; [-0.783264, -0.782506] ; [0.479241, 0.481774] ; [-0.442652, -0.380001])
[1.16777, 1.1693] ; ([-1.0558, -1.0544] ; [-0.783587, -0.782826] ; [0.478534, 0.481148] ; [-0.490872, -0.428172])
[1.1693, 1.17083] ; ([-1.057, -1.0556] ; [-0.783914, -0.78315] ; [0.477752, 0.480447] ; [-0.539019, -0.476275])
[1.17083, 1.17237] ; ([-1.05821, -1.0568] ; [-0.784246, -0.783478] ; [0.476896, 0.479672] ; [-0.587092, -0.524309])
[1.17237, 1.1739] ; ([-1.05941, -1.05801] ; [-0.784581, -0.78381] ; [0.475965, 0.478823] ; [-0.635088, -0.572271])
[1.1739, 1.17544] ; ([-1.06062, -1.05921] ; [-0.784921, -0.784146] ; [0.47496, 0.477898] ; [-0.683003, -0.620158])
[1.17544, 1.17698] ; ([-1.06183, -1.06042] ; [-0.785265, -0.784486] ; [0.47388, 0.476899] ; [-0.730834, -0.667967])
[1.17698, 1.17852] ; ([-1.06304, -1.06163] ; [-0.785614, -0.78483] ; [0.472724, 0.475824] ; [-0.77858, -0.715694])
[1.17852, 1.18007] ; ([-1.06425, -1.06284] ; [-0.785967, -0.785178] ; [0.471494, 0.474674] ; [-0.826235, -0.763338])
[1.18007, 1.18162] ; ([-1.06547, -1.06405] ; [-0.786325, -0.785531] ; [0.470188, 0.473448] ; [-0.873798, -0.810894])
[1.18162, 1.18317] ; ([-1.06669, -1.06527] ; [-0.786688, -0.785889] ; [0.468806, 0.472147] ; [-0.921265, -0.858359])
[1.18317, 1.18472] ; ([-1.06791, -1.06649] ; [-0.787056, -0.786251] ; [0.467348, 0.47077] ; [-0.968632, -0.905729])
[1.18472, 1.18628] ; ([-1.06914, -1.06771] ; [-0.78743, -0.786618] ; [0.465815, 0.469316] ; [-1.01589, -0.953002])
[1.18628, 1.18784] ; ([-1.07036, -1.06893] ; [-0.787809, -0.786991] ; [0.464204, 0.467787] ; [-1.06305, -1.00017])
[1.18784, 1.1894] ; ([-1.0716, -1.07016] ; [-0.788194, -0.787369] ; [0.462517, 0.46618] ; [-1.11009, -1.04724])
[1.1894, 1.19097] ; ([-1.07284, -1.07139] ; [-0.788587, -0.787753] ; [0.460743, 0.464496] ; [-1.15731, -1.09419])
[1.19097, 1.19256] ; ([-1.07409, -1.07263] ; [-0.78899, -0.788144] ; [0.458876, 0.462725] ; [-1.20473, -1.14132])
[1.19256, 1.19417] ; ([-1.07536, -1.07388] ; [-0.789403, -0.788545] ; [0.456916, 0.460861] ; [-1.25236, -1.18865])
[1.19417, 1.19579] ; ([-1.07664, -1.07515] ; [-0.789827, -0.788956] ; [0.454861, 0.458904] ; [-1.30016, -1.23619])
[1.19579, 1.19742] ; ([-1.07793, -1.07643] ; [-0.790261, -0.789377] ; [0.452709, 0.456851] ; [-1.34815, -1.28391])
[1.19742, 1.19907] ; ([-1.07923, -1.07772] ; [-0.790706, -0.789808] ; [0.45046, 0.454702] ; [-1.39626, -1.33181])
[1.19907, 1.20073] ; ([-1.08055, -1.07902] ; [-0.791163, -0.790251] ; [0.448112, 0.452454] ; [-1.44447, -1.37984])
[1.20073, 1.20241] ; ([-1.08187, -1.08033] ; [-0.791632, -0.790705] ; [0.445664, 0.450108] ; [-1.49278, -1.42797])
[1.20241, 1.2041] ; ([-1.08321, -1.08166] ; [-0.792114, -0.79117] ; [0.443114, 0.447661] ; [-1.54117, -1.4762])
[1.2041, 1.2058] ; ([-1.08456, -1.083] ; [-0.79261, -0.791649] ; [0.440462, 0.445112] ; [-1.58962, -1.52452])
[1.2058, 1.20752] ; ([-1.08592, -1.08435] ; [-0.79312, -0.792141] ; [0.437704, 0.442459] ; [-1.63812, -1.57289])
[1.20752, 1.20925] ; ([-1.08729, -1.08571] ; [-0.793645, -0.792647] ; [0.43484, 0.439702] ; [-1.68664, -1.62131])
[1.20925, 1.21099] ; ([-1.08868, -1.08708] ; [-0.794187, -0.793168] ; [0.431869, 0.436838] ; [-1.73518, -1.66977])
[1.21099, 1.21275] ; ([-1.09008, -1.08846] ; [-0.794745, -0.793704] ; [0.428789, 0.433866] ; [-1.78371, -1.71824])
[1.21275, 1.21453] ; ([-1.09149, -1.08986] ; [-0.795321, -0.794257] ; [0.425598, 0.430784] ; [-1.83221, -1.7667])
[1.21453, 1.21631] ; ([-1.09291, -1.09127] ; [-0.795916, -0.794827] ; [0.422296, 0.427592] ; [-1.88067, -1.81513])
[1.21631, 1.21812] ; ([-1.09434, -1.09269] ; [-0.79653, -0.795416] ; [0.418881, 0.424288] ; [-1.92905, -1.86353])
[1.21812, 1.21993] ; ([-1.09579, -1.09413] ; [-0.797166, -0.796025] ; [0.415352, 0.42087] ; [-1.97735, -1.91186])
[1.21993, 1.22176] ; ([-1.09725, -1.09557] ; [-0.797822, -0.796653] ; [0.411707, 0.417338] ; [-2.02555, -1.9601])
[1.22176, 1.2236] ; ([-1.09872, -1.09703] ; [-0.798502, -0.797304] ; [0.407946, 0.413691] ; [-2.07361, -2.00824])
[1.2236, 1.22546] ; ([-1.1002, -1.0985] ; [-0.799206, -0.797977] ; [0.404067, 0.409926] ; [-2.12151, -2.05625])
[1.22546, 1.22733] ; ([-1.1017, -1.09998] ; [-0.799935, -0.798673] ; [0.400071, 0.406043] ; [-2.16924, -2.10411])
[1.22733, 1.22922] ; ([-1.10321, -1.10148] ; [-0.80069, -0.799395] ; [0.395955, 0.402042] ; [-2.21676, -2.15179])
[1.22922, 1.23112] ; ([-1.10473, -1.10299] ; [-0.801473, -0.800143] ; [0.391718, 0.397921] ; [-2.26405, -2.19927])
[1.23112, 1.23303] ; ([-1.10627, -1.10451] ; [-0.802285, -0.800918] ; [0.387362, 0.393679] ; [-2.31108, -2.24652])
[1.23303, 1.23496] ; ([-1.10781, -1.10604] ; [-0.803127, -0.801723] ; [0.382884, 0.389317] ; [-2.35783, -2.29352])
[1.23496, 1.2369] ; ([-1.10937, -1.10759] ; [-0.804, -0.802557] ; [0.378285, 0.384832] ; [-2.40427, -2.34023])
[1.2369, 1.23885] ; ([-1.11094, -1.10914] ; [-0.804906, -0.803422] ; [0.373564, 0.380226] ; [-2.45036, -2.38664])
[1.23885, 1.24082] ; ([-1.11253, -1.11071] ; [-0.805846, -0.80432] ; [0.368721, 0.375498] ; [-2.49608, -2.43271])
[1.24082, 1.2428] ; ([-1.11412, -1.1123] ; [-0.806822, -0.805252] ; [0.363757, 0.370647] ; [-2.5414, -2.47841])
[1.2428, 1.24479] ; ([-1.11573, -1.11389] ; [-0.807834, -0.806219] ; [0.358672, 0.365675] ; [-2.58628, -2.52371])
[1.24479, 1.24679] ; ([-1.11735, -1.1155] ; [-0.808883, -0.807223] ; [0.353465, 0.36058] ; [-2.63068, -2.56857])
[1.24679, 1.24881] ; ([-1.11898, -1.11712] ; [-0.809972, -0.808264] ; [0.348139, 0.355364] ; [-2.67459, -2.61298])
[1.24881, 1.25084] ; ([-1.12063, -1.11875] ; [-0.811101, -0.809345] ; [0.342693, 0.350028] ; [-2.71796, -2.65688])
[1.25084, 1.25288] ; ([-1.12228, -1.12039] ; [-0.812271, -0.810465] ; [0.33713, 0.344571] ; [-2.76076, -2.70025])
[1.25288, 1.25493] ; ([-1.12395, -1.12205] ; [-0.813483, -0.811627] ; [0.331449, 0.338997] ; [-2.80296, -2.74306])
[1.25493, 1.25696] ; ([-1.1256, -1.12371] ; [-0.814718, -0.812833] ; [0.32574, 0.333304] ; [-2.8439, -2.78528])
[1.25696, 1.25898] ; ([-1.12725, -1.12536] ; [-0.815982, -0.814063] ; [0.319985, 0.327582] ; [-2.88374, -2.82626])
[1.25898, 1.26098] ; ([-1.12888, -1.12701] ; [-0.817273, -0.815322] ; [0.31419, 0.321814] ; [-2.92248, -2.86615])
[1.26098, 1.26297] ; ([-1.13051, -1.12864] ; [-0.818593, -0.816609] ; [0.308355, 0.316006] ; [-2.96015, -2.90494])
[1.26297, 1.26495] ; ([-1.13213, -1.13027] ; [-0.819941, -0.817925] ; [0.302481, 0.310157] ; [-2.99676, -2.94266])
[1.26495, 1.26692] ; ([-1.13375, -1.13189] ; [-0.821318, -0.81927] ; [0.296568, 0.304269] ; [-3.03232, -2.97932])
[1.26692, 1.26888] ; ([-1.13536, -1.13351] ; [-0.822723, -0.820644] ; [0.290619, 0.298342] ; [-3.06685, -3.01495])
[1.26888, 1.27083] ; ([-1.13696, -1.13512] ; [-0.824157, -0.822047] ; [0.284634, 0.292378] ; [-3.10037, -3.04954])
[1.27083, 1.27277] ; ([-1.13856, -1.13672] ; [-0.825621, -0.823479] ; [0.278614, 0.286378] ; [-3.13289, -3.08313])
[1.27277, 1.2747] ; ([-1.14016, -1.13832] ; [-0.827113, -0.82494] ; [0.272559, 0.280342] ; [-3.16442, -3.11572])
[1.2747, 1.27662] ; ([-1.14175, -1.13991] ; [-0.828634, -0.82643] ; [0.266471, 0.274272] ; [-3.19498, -3.14733])
[1.27662, 1.27854] ; ([-1.14334, -1.1415] ; [-0.830184, -0.827949] ; [0.26035, 0.268168] ; [-3.22456, -3.17796])
[1.27854, 1.28044] ; ([-1.14492, -1.14309] ; [-0.831762, -0.829498] ; [0.254197, 0.262031] ; [-3.25319, -3.20763])
[1.28044, 1.28235] ; ([-1.1465, -1.14467] ; [-0.833369, -0.831075] ; [0.248013, 0.255861] ; [-3.28087, -3.23634])
[1.28235, 1.28424] ; ([-1.14808, -1.14625] ; [-0.835004, -0.832681] ; [0.241799, 0.24966] ; [-3.30761, -3.26411])
[1.28424, 1.28613] ; ([-1.14966, -1.14783] ; [-0.836667, -0.834316] ; [0.235554, 0.243429] ; [-3.33343, -3.29095])
[1.28613, 1.28801] ; ([-1.15124, -1.14941] ; [-0.838358, -0.835979] ; [0.22928, 0.237166] ; [-3.35832, -3.31686])
[1.28801, 1.28989] ; ([-1.15281, -1.15098] ; [-0.840077, -0.837671] ; [0.222978, 0.230875] ; [-3.38229, -3.34184])
[1.28989, 1.29176] ; ([-1.15439, -1.15256] ; [-0.841823, -0.83939] ; [0.216647, 0.224555] ; [-3.40535, -3.36592])
[1.29176, 1.29363] ; ([-1.15596, -1.15413] ; [-0.843596, -0.841137] ; [0.210289, 0.218206] ; [-3.42751, -3.38908])
[1.29363, 1.29549] ; ([-1.15754, -1.15571] ; [-0.845395, -0.842911] ; [0.203905, 0.211829] ; [-3.44877, -3.41135])
[1.29549, 1.29735] ; ([-1.15911, -1.15728] ; [-0.847221, -0.844712] ; [0.197493, 0.205426] ; [-3.46914, -3.43272])
[1.29735, 1.29921] ; ([-1.16069, -1.15885] ; [-0.849073, -0.84654] ; [0.191056, 0.198995] ; [-3.48862, -3.45319])
[1.29921, 1.30106] ; ([-1.16226, -1.16043] ; [-0.85095, -0.848394] ; [0.184594, 0.192539] ; [-3.50721, -3.47278])
[1.30106, 1.30292] ; ([-1.16384, -1.162] ; [-0.852851, -0.850273] ; [0.178106, 0.186057] ; [-3.52501, -3.4914])
[1.30292, 1.30476] ; ([-1.16542, -1.16358] ; [-0.854777, -0.852178] ; [0.171595, 0.17955] ; [-3.54193, -3.50914])
[1.30476, 1.30661] ; ([-1.167, -1.16516] ; [-0.856727, -0.854107] ; [0.165059, 0.173019] ; [-3.55797, -3.526])
[1.30661, 1.30846] ; ([-1.16858, -1.16674] ; [-0.8587, -0.856061] ; [0.158501, 0.166463] ; [-3.57314, -3.54198])
[1.30846, 1.3103] ; ([-1.17017, -1.16832] ; [-0.860695, -0.858038] ; [0.15192, 0.159885] ; [-3.58744, -3.5571])
[1.3103, 1.31215] ; ([-1.17176, -1.1699] ; [-0.862713, -0.860038] ; [0.145316, 0.153283] ; [-3.60086, -3.57134])
[1.31215, 1.31399] ; ([-1.17335, -1.17149] ; [-0.864752, -0.86206] ; [0.138691, 0.146659] ; [-3.61342, -3.58472])
[1.31399, 1.31584] ; ([-1.17495, -1.17308] ; [-0.866811, -0.864104] ; [0.132044, 0.140012] ; [-3.62511, -3.59723])
[1.31584, 1.31768] ; ([-1.17655, -1.17468] ; [-0.868891, -0.866169] ; [0.125376, 0.133344] ; [-3.63592, -3.60887])
[1.31768, 1.31952] ; ([-1.17815, -1.17628] ; [-0.870991, -0.868254] ; [0.118678, 0.126663] ; [-3.64587, -3.61965])
[1.31952, 1.32137] ; ([-1.17976, -1.17788] ; [-0.873109, -0.870358] ; [0.111951, 0.119973] ; [-3.65496, -3.62956])
[1.32137, 1.32321] ; ([-1.18137, -1.17949] ; [-0.875246, -0.872478] ; [0.105206, 0.113268] ; [-3.66317, -3.6386])
[1.32321, 1.32506] ; ([-1.18299, -1.1811] ; [-0.877398, -0.874615] ; [0.0984494, 0.106547] ; [-3.6705, -3.64677])
[1.32506, 1.3269] ; ([-1.18461, -1.18271] ; [-0.879564, -0.876766] ; [0.09168, 0.0998141] ; [-3.67697, -3.65406])
[1.3269, 1.32874] ; ([-1.18623, -1.18433] ; [-0.881743, -0.878933] ; [0.0848987, 0.0930681] ; [-3.68256, -3.66048])
[1.32874, 1.33059] ; ([-1.18786, -1.18595] ; [-0.883942, -0.881106] ; [0.078106, 0.0863101] ; [-3.68728, -3.66603])
[1.33059, 1.33243] ; ([-1.18949, -1.18758] ; [-0.886151, -0.883292] ; [0.0713074, 0.0795404] ; [-3.69112, -3.67072])
[1.33243, 1.33427] ; ([-1.19113, -1.18921] ; [-0.888369, -0.885488] ; [0.0645025, 0.0727646] ; [-3.69409, -3.67453])
[1.33427, 1.33612] ; ([-1.19277, -1.19085] ; [-0.890596, -0.887694] ; [0.0576922, 0.0659821] ; [-3.6962, -3.67747])
[1.33612, 1.33796] ; ([-1.19441, -1.19249] ; [-0.892831, -0.889908] ; [0.0508772, 0.059194] ; [-3.69743, -3.67954])
[1.33796, 1.33981] ; ([-1.19606, -1.19413] ; [-0.895072, -0.89213] ; [0.0440582, 0.0524015] ; [-3.69779, -3.68075])
[1.33981, 1.34166] ; ([-1.19771, -1.19578] ; [-0.897318, -0.894358] ; [0.0372361, 0.045605] ; [-3.69737, -3.68101])
[1.34166, 1.3435] ; ([-1.19937, -1.19743] ; [-0.89957, -0.896591] ; [0.0304077, 0.0388088] ; [-3.69692, -3.67955])
[1.3435, 1.34535] ; ([-1.20104, -1.19909] ; [-0.901825, -0.898829] ; [0.02358, 0.0320101] ; [-3.69561, -3.67723])
[1.34535, 1.3472] ; ([-1.20271, -1.20075] ; [-0.904081, -0.901069] ; [0.0167535, 0.0252122] ; [-3.69342, -3.67405])
[1.3472, 1.34905] ; ([-1.20438, -1.20242] ; [-0.906338, -0.903311] ; [0.00992893, 0.0184151] ; [-3.69038, -3.67001])
[1.34905, 1.3509] ; ([-1.20606, -1.2041] ; [-0.908595, -0.905553] ; [0.00310688, 0.0116195] ; [-3.68646, -3.66511])
[1.3509, 1.35276] ; ([-1.20775, -1.20578] ; [-0.910851, -0.907796] ; [-0.00371198, 0.00482615] ; [-3.68168, -3.65934])
[1.35276, 1.3546] ; ([-1.20943, -1.20746] ; [-0.913094, -0.910039] ; [-0.0105002, -0.00196429] ; [-3.67603, -3.65274])
[1.3546, 1.35645] ; ([-1.21112, -1.20915] ; [-0.915324, -0.91227] ; [-0.0172515, -0.00872442] ; [-3.66955, -3.64532])
[1.35645, 1.35828] ; ([-1.2128, -1.21083] ; [-0.91754, -0.914489] ; [-0.0239677, -0.0154482] ; [-3.66224, -3.6371])
[1.35828, 1.36011] ; ([-1.21448, -1.21251] ; [-0.91974, -0.916693] ; [-0.0306485, -0.0221372] ; [-3.65412, -3.62807])
[1.36011, 1.36194] ; ([-1.21617, -1.21419] ; [-0.921926, -0.918883] ; [-0.0372942, -0.0287915] ; [-3.64519, -3.61825])
[1.36194, 1.36376] ; ([-1.21785, -1.21587] ; [-0.924096, -0.921059] ; [-0.0439052, -0.035411] ; [-3.63547, -3.60766])
[1.36376, 1.36558] ; ([-1.21953, -1.21755] ; [-0.926249, -0.923218] ; [-0.0504812, -0.041996] ; [-3.62496, -3.59628])
[1.36558, 1.36739] ; ([-1.22121, -1.21923] ; [-0.928385, -0.925362] ; [-0.0570225, -0.0485465] ; [-3.61368, -3.58414])
[1.36739, 1.3692] ; ([-1.22289, -1.22091] ; [-0.930503, -0.927489] ; [-0.063527, -0.0550628] ; [-3.60162, -3.57125])
[1.3692, 1.37101] ; ([-1.22457, -1.22259] ; [-0.932602, -0.929598] ; [-0.0699944, -0.0615428] ; [-3.5888, -3.55761])
[1.37101, 1.37281] ; ([-1.22626, -1.22427] ; [-0.934682, -0.931689] ; [-0.0764244, -0.0679858] ; [-3.57523, -3.54322])
[1.37281, 1.37461] ; ([-1.22794, -1.22596] ; [-0.936741, -0.933761] ; [-0.0828171, -0.074392] ; [-3.56092, -3.5281])
[1.37461, 1.37641] ; ([-1.22963, -1.22764] ; [-0.938781, -0.935813] ; [-0.0891725, -0.0807612] ; [-3.54587, -3.51225])
[1.37641, 1.37821] ; ([-1.23131, -1.22932] ; [-0.9408, -0.937846] ; [-0.0954903, -0.0870935] ; [-3.53009, -3.49568])
[1.37821, 1.38] ; ([-1.233, -1.23101] ; [-0.942798, -0.939858] ; [-0.101771, -0.0933886] ; [-3.51358, -3.47839])
[1.38, 1.38179] ; ([-1.23469, -1.2327] ; [-0.944774, -0.94185] ; [-0.108013, -0.0996466] ; [-3.49634, -3.46039])
[1.38179, 1.38358] ; ([-1.23639, -1.23439] ; [-0.946728, -0.94382] ; [-0.114218, -0.105867] ; [-3.4784, -3.44169])
[1.38358, 1.38537] ; ([-1.23808, -1.23608] ; [-0.94866, -0.945769] ; [-0.120385, -0.112051] ; [-3.45974, -3.42227])
[1.38537, 1.38716] ; ([-1.23978, -1.23777] ; [-0.950569, -0.947696] ; [-0.126514, -0.118196] ; [-3.44037, -3.40216])
[1.38716, 1.38895] ; ([-1.24148, -1.23947] ; [-0.952459, -0.949597] ; [-0.13261, -0.124298] ; [-3.42031, -3.38135])
[1.38895, 1.39073] ; ([-1.24318, -1.24117] ; [-0.954324, -0.951476] ; [-0.138664, -0.130362] ; [-3.39954, -3.35986])
[1.39073, 1.39252] ; ([-1.24489, -1.24287] ; [-0.956165, -0.953331] ; [-0.144677, -0.136384] ; [-3.37809, -3.3377])
[1.39252, 1.3943] ; ([-1.2466, -1.24457] ; [-0.957981, -0.955163] ; [-0.150648, -0.142366] ; [-3.35596, -3.31485])
[1.3943, 1.39609] ; ([-1.24831, -1.24628] ; [-0.959772, -0.95697] ; [-0.156578, -0.148306] ; [-3.33318, -3.2913])
[1.39609, 1.39788] ; ([-1.25003, -1.24799] ; [-0.961538, -0.958753] ; [-0.162465, -0.154205] ; [-3.30973, -3.26708])
[1.39788, 1.39966] ; ([-1.25174, -1.2497] ; [-0.963279, -0.960512] ; [-0.16831, -0.160062] ; [-3.2856, -3.2422])
[1.39966, 1.40145] ; ([-1.25347, -1.25142] ; [-0.964995, -0.962246] ; [-0.174113, -0.165877] ; [-3.26079, -3.21666])
[1.40145, 1.40324] ; ([-1.25519, -1.25314] ; [-0.966684, -0.963955] ; [-0.179872, -0.171649] ; [-3.23532, -3.19046])
[1.40324, 1.40503] ; ([-1.25692, -1.25487] ; [-0.968349, -0.965638] ; [-0.185588, -0.17738] ; [-3.20917, -3.16361])
[1.40503, 1.40682] ; ([-1.25866, -1.2566] ; [-0.969987, -0.967297] ; [-0.19126, -0.183067] ; [-3.18236, -3.1361])
[1.40682, 1.40861] ; ([-1.2604, -1.25833] ; [-0.971599, -0.96893] ; [-0.196888, -0.188711] ; [-3.15489, -3.10793])
[1.40861, 1.4104] ; ([-1.26215, -1.26007] ; [-0.973185, -0.970538] ; [-0.202472, -0.194311] ; [-3.12676, -3.07911])
[1.4104, 1.4122] ; ([-1.2639, -1.26181] ; [-0.974745, -0.97212] ; [-0.20801, -0.199866] ; [-3.09797, -3.04964])
[1.4122, 1.414] ; ([-1.26565, -1.26356] ; [-0.976278, -0.973676] ; [-0.213502, -0.205377] ; [-3.06852, -3.01952])
[1.414, 1.4158] ; ([-1.26741, -1.26532] ; [-0.977785, -0.975206] ; [-0.218949, -0.210843] ; [-3.03841, -2.98874])
[1.4158, 1.41761] ; ([-1.26918, -1.26708] ; [-0.979266, -0.976711] ; [-0.224349, -0.216263] ; [-3.00765, -2.95732])
[1.41761, 1.41942] ; ([-1.27095, -1.26884] ; [-0.980721, -0.978189] ; [-0.229701, -0.221637] ; [-2.97625, -2.92522])
