[-0.000125263, 0] ; ([0.0383972, 0.0383972] ; [0, 0] ; [0.872665, 0.872665] ; [0, 0])
[1.09932, 1.10168] ; ([-1.31035, -1.30696] ; [-1.37514, -1.37235] ; [-0.348277, -0.338765] ; [-3.64202, -3.57619])
[1.10168, 1.10403] ; ([-1.31358, -1.31021] ; [-1.37739, -1.3747] ; [-0.356599, -0.347286] ; [-3.58495, -3.51843])
[1.10403, 1.10635] ; ([-1.31678, -1.31343] ; [-1.37954, -1.37695] ; [-0.36473, -0.35561] ; [-3.52722, -3.46002])
[1.10635, 1.10866] ; ([-1.31998, -1.31664] ; [-1.38159, -1.37911] ; [-0.372668, -0.363742] ; [-3.46884, -3.40103])
[1.10866, 1.11096] ; ([-1.32315, -1.31983] ; [-1.38355, -1.38118] ; [-0.380412, -0.371682] ; [-3.40987, -3.3415])
[1.11096, 1.11324] ; ([-1.3263, -1.323] ; [-1.38543, -1.38315] ; [-0.387961, -0.379429] ; [-3.35036, -3.28148])
[1.11324, 1.1155] ; ([-1.32943, -1.32615] ; [-1.38722, -1.38504] ; [-0.395317, -0.386982] ; [-3.29037, -3.22103])
[1.1155, 1.11774] ; ([-1.33255, -1.32928] ; [-1.38893, -1.38684] ; [-0.40248, -0.394342] ; [-3.22994, -3.1602])
[1.11774, 1.11996] ; ([-1.33564, -1.33239] ; [-1.39056, -1.38856] ; [-0.409449, -0.401508] ; [-3.16912, -3.09903])
[1.11996, 1.12217] ; ([-1.33871, -1.33549] ; [-1.39211, -1.3902] ; [-0.416227, -0.408481] ; [-3.10797, -3.03757])
[1.12217, 1.12436] ; ([-1.34175, -1.33855] ; [-1.39359, -1.39176] ; [-0.422813, -0.415263] ; [-3.04651, -2.97585])
[1.12436, 1.12653] ; ([-1.34478, -1.3416] ; [-1.395, -1.39325] ; [-0.42921, -0.421855] ; [-2.98481, -2.91393])
[1.12653, 1.12868] ; ([-1.34778, -1.34463] ; [-1.39634, -1.39467] ; [-0.43542, -0.428257] ; [-2.92289, -2.85183])
[1.12868, 1.13081] ; ([-1.35076, -1.34763] ; [-1.39762, -1.39603] ; [-0.441443, -0.434472] ; [-2.8608, -2.78961])
[1.13081, 1.13293] ; ([-1.35372, -1.35061] ; [-1.39884, -1.39731] ; [-0.447283, -0.440501] ; [-2.79857, -2.72728])
[1.13293, 1.13502] ; ([-1.35665, -1.35356] ; [-1.4, -1.39854] ; [-0.452941, -0.446346] ; [-2.73624, -2.66489])
[1.13502, 1.1371] ; ([-1.35956, -1.3565] ; [-1.4011, -1.39971] ; [-0.458419, -0.45201] ; [-2.67385, -2.60247])
[1.1371, 1.13916] ; ([-1.36245, -1.35941] ; [-1.40215, -1.40082] ; [-0.46372, -0.457494] ; [-2.61143, -2.54005])
[1.13916, 1.1412] ; ([-1.36531, -1.36229] ; [-1.40316, -1.40188] ; [-0.468846, -0.462801] ; [-2.549, -2.47766])
[1.1412, 1.14322] ; ([-1.36815, -1.36515] ; [-1.40411, -1.40289] ; [-0.4738, -0.467934] ; [-2.4866, -2.41533])
[1.14322, 1.14523] ; ([-1.37096, -1.36799] ; [-1.40502, -1.40386] ; [-0.478585, -0.472895] ; [-2.42426, -2.35308])
[1.14523, 1.14721] ; ([-1.37375, -1.37081] ; [-1.40589, -1.40478] ; [-0.483203, -0.477686] ; [-2.36199, -2.29094])
[1.14721, 1.14918] ; ([-1.37652, -1.3736] ; [-1.40672, -1.40565] ; [-0.487656, -0.482311] ; [-2.29984, -2.22893])
[1.14918, 1.15113] ; ([-1.37927, -1.37637] ; [-1.40751, -1.40649] ; [-0.491948, -0.486772] ; [-2.23781, -2.16707])
[1.15113, 1.15306] ; ([-1.38199, -1.37911] ; [-1.40827, -1.40729] ; [-0.496081, -0.491071] ; [-2.17594, -2.10539])
[1.15306, 1.15498] ; ([-1.38468, -1.38183] ; [-1.40899, -1.40805] ; [-0.500059, -0.495212] ; [-2.11424, -2.04391])
[1.15498, 1.15688] ; ([-1.38736, -1.38453] ; [-1.40969, -1.40878] ; [-0.503883, -0.499196] ; [-2.05274, -1.98265])
[1.15688, 1.15876] ; ([-1.39001, -1.3872] ; [-1.41035, -1.40948] ; [-0.507557, -0.503028] ; [-1.99146, -1.92162])
[1.15876, 1.16062] ; ([-1.39264, -1.38985] ; [-1.41099, -1.41015] ; [-0.511083, -0.50671] ; [-1.9304, -1.86085])
[1.16062, 1.16246] ; ([-1.39524, -1.39248] ; [-1.4116, -1.4108] ; [-0.514465, -0.510244] ; [-1.86961, -1.80035])
[1.16246, 1.16429] ; ([-1.39782, -1.39508] ; [-1.41219, -1.41141] ; [-0.517705, -0.513634] ; [-1.80908, -1.74013])
[1.16429, 1.1661] ; ([-1.40038, -1.39766] ; [-1.41276, -1.41201] ; [-0.520805, -0.516881] ; [-1.74884, -1.68022])
[1.1661, 1.16789] ; ([-1.40291, -1.40022] ; [-1.41331, -1.41258] ; [-0.523775, -0.519984] ; [-1.6889, -1.62063])
[1.16789, 1.16967] ; ([-1.40542, -1.40275] ; [-1.41384, -1.41314] ; [-0.526611, -0.522951] ; [-1.62928, -1.56137])
[1.16967, 1.17143] ; ([-1.40791, -1.40526] ; [-1.41436, -1.41367] ; [-0.529317, -0.525783] ; [-1.56999, -1.50246])
[1.17143, 1.17317] ; ([-1.41038, -1.40775] ; [-1.41486, -1.41419] ; [-0.531894, -0.528485] ; [-1.51105, -1.44391])
[1.17317, 1.1749] ; ([-1.41282, -1.41022] ; [-1.41534, -1.41469] ; [-0.534346, -0.531059] ; [-1.45247, -1.38573])
[1.1749, 1.17661] ; ([-1.41524, -1.41266] ; [-1.41581, -1.41518] ; [-0.536675, -0.533507] ; [-1.39427, -1.32794])
[1.17661, 1.17831] ; ([-1.41765, -1.41508] ; [-1.41627, -1.41565] ; [-0.538891, -0.535833] ; [-1.33644, -1.27037])
[1.17831, 1.18001] ; ([-1.42005, -1.41749] ; [-1.41672, -1.41611] ; [-0.541006, -0.538044] ; [-1.27885, -1.21274])
[1.18001, 1.1817] ; ([-1.42245, -1.41989] ; [-1.41717, -1.41657] ; [-0.543021, -0.540155] ; [-1.22118, -1.15504])
[1.1817, 1.18339] ; ([-1.42485, -1.42229] ; [-1.41761, -1.41701] ; [-0.544935, -0.542164] ; [-1.16346, -1.0973])
[1.18339, 1.18508] ; ([-1.42724, -1.42468] ; [-1.41804, -1.41745] ; [-0.546748, -0.544074] ; [-1.10569, -1.03953])
[1.18508, 1.18676] ; ([-1.42963, -1.42708] ; [-1.41847, -1.41789] ; [-0.548461, -0.545883] ; [-1.04788, -0.981716])
[1.18676, 1.18845] ; ([-1.43202, -1.42947] ; [-1.4189, -1.41832] ; [-0.550075, -0.547592] ; [-0.990033, -0.923877])
[1.18845, 1.19013] ; ([-1.43441, -1.43186] ; [-1.41932, -1.41875] ; [-0.551589, -0.549201] ; [-0.932158, -0.866013])
[1.19013, 1.19181] ; ([-1.43679, -1.43424] ; [-1.41974, -1.41917] ; [-0.553005, -0.550711] ; [-0.874258, -0.808129])
[1.19181, 1.19349] ; ([-1.43918, -1.43663] ; [-1.42016, -1.4196] ; [-0.554321, -0.552123] ; [-0.816337, -0.750228])
[1.19349, 1.19517] ; ([-1.44156, -1.43901] ; [-1.42058, -1.42002] ; [-0.555539, -0.553435] ; [-0.758398, -0.692316])
[1.19517, 1.19684] ; ([-1.44394, -1.44139] ; [-1.421, -1.42043] ; [-0.556659, -0.55465] ; [-0.700447, -0.634395])
[1.19684, 1.19851] ; ([-1.44632, -1.44377] ; [-1.42141, -1.42085] ; [-0.557681, -0.555766] ; [-0.642486, -0.576471])
[1.19851, 1.20019] ; ([-1.44869, -1.44615] ; [-1.42183, -1.42127] ; [-0.558605, -0.556785] ; [-0.584519, -0.518545])
[1.20019, 1.20186] ; ([-1.45107, -1.44853] ; [-1.42225, -1.42169] ; [-0.559432, -0.557705] ; [-0.526551, -0.460623])
[1.20186, 1.20353] ; ([-1.45345, -1.45091] ; [-1.42267, -1.42211] ; [-0.560162, -0.558529] ; [-0.468586, -0.402708])
[1.20353, 1.2052] ; ([-1.45582, -1.45328] ; [-1.42309, -1.42253] ; [-0.560794, -0.559255] ; [-0.410626, -0.344804])
[1.2052, 1.20687] ; ([-1.4582, -1.45566] ; [-1.42352, -1.42295] ; [-0.561329, -0.559885] ; [-0.352678, -0.286913])
[1.20687, 1.20854] ; ([-1.46058, -1.45804] ; [-1.42395, -1.42338] ; [-0.561768, -0.560417] ; [-0.294744, -0.22904])
[1.20854, 1.21021] ; ([-1.46295, -1.46041] ; [-1.42438, -1.4238] ; [-0.56211, -0.560853] ; [-0.236827, -0.171183])
[1.21021, 1.21188] ; ([-1.46533, -1.46279] ; [-1.42481, -1.42423] ; [-0.562355, -0.561192] ; [-0.178929, -0.11335])
[1.21188, 1.21355] ; ([-1.46771, -1.46517] ; [-1.42525, -1.42467] ; [-0.562504, -0.561435] ; [-0.121053, -0.0555435])
[1.21355, 1.21521] ; ([-1.47009, -1.46754] ; [-1.42569, -1.4251] ; [-0.562556, -0.561581] ; [-0.0632039, 0.00223291])
[1.21521, 1.21688] ; ([-1.47247, -1.46992] ; [-1.42613, -1.42554] ; [-0.562511, -0.561631] ; [-0.00538332, 0.0599762])
[1.21688, 1.21855] ; ([-1.47485, -1.4723] ; [-1.42658, -1.42599] ; [-0.562464, -0.561491] ; [0.0524053, 0.117684])
[1.21855, 1.22022] ; ([-1.47723, -1.47469] ; [-1.42703, -1.42644] ; [-0.562323, -0.561251] ; [0.110159, 0.175341])
[1.22022, 1.2219] ; ([-1.47962, -1.47707] ; [-1.42749, -1.42689] ; [-0.562085, -0.560915] ; [0.167864, 0.232946])
[1.2219, 1.22357] ; ([-1.48201, -1.47945] ; [-1.42795, -1.42734] ; [-0.561751, -0.560483] ; [0.225518, 0.290496])
[1.22357, 1.22524] ; ([-1.4844, -1.48184] ; [-1.42841, -1.4278] ; [-0.561321, -0.559954] ; [0.283117, 0.347987])
[1.22524, 1.22691] ; ([-1.48679, -1.48423] ; [-1.42888, -1.42826] ; [-0.560793, -0.559329] ; [0.340659, 0.405419])
[1.22691, 1.22859] ; ([-1.48918, -1.48662] ; [-1.42936, -1.42873] ; [-0.56017, -0.558607] ; [0.398142, 0.462787])
[1.22859, 1.23027] ; ([-1.49158, -1.48901] ; [-1.42983, -1.4292] ; [-0.559449, -0.557788] ; [0.455563, 0.52009])
[1.23027, 1.23195] ; ([-1.49398, -1.49141] ; [-1.43031, -1.42968] ; [-0.558631, -0.556873] ; [0.51292, 0.577325])
[1.23195, 1.23363] ; ([-1.49638, -1.49381] ; [-1.4308, -1.43016] ; [-0.557717, -0.55586] ; [0.57021, 0.63449])
[1.23363, 1.23531] ; ([-1.49879, -1.49622] ; [-1.43128, -1.43064] ; [-0.556705, -0.55475] ; [0.627431, 0.691582])
[1.23531, 1.237] ; ([-1.5012, -1.49862] ; [-1.43177, -1.43112] ; [-0.555595, -0.553542] ; [0.68458, 0.7486])
[1.237, 1.23868] ; ([-1.50362, -1.50104] ; [-1.43226, -1.43161] ; [-0.554388, -0.552235] ; [0.741656, 0.80554])
[1.23868, 1.24037] ; ([-1.50604, -1.50345] ; [-1.43276, -1.4321] ; [-0.553082, -0.550831] ; [0.798655, 0.862402])
[1.24037, 1.24207] ; ([-1.50847, -1.50588] ; [-1.43325, -1.43259] ; [-0.551678, -0.549328] ; [0.855577, 0.919181])
[1.24207, 1.24376] ; ([-1.5109, -1.5083] ; [-1.43375, -1.43308] ; [-0.550177, -0.547723] ; [0.912369, 0.975926])
[1.24376, 1.24547] ; ([-1.51334, -1.51074] ; [-1.43425, -1.43358] ; [-0.548577, -0.546018] ; [0.969079, 1.03259])
[1.24547, 1.24717] ; ([-1.51579, -1.51317] ; [-1.43475, -1.43407] ; [-0.546879, -0.544212] ; [1.0257, 1.08916])
[1.24717, 1.24888] ; ([-1.51824, -1.51562] ; [-1.43525, -1.43457] ; [-0.545082, -0.542303] ; [1.08224, 1.14563])
[1.24888, 1.25059] ; ([-1.5207, -1.51807] ; [-1.43574, -1.43506] ; [-0.543183, -0.540293] ; [1.13868, 1.20202])
[1.25059, 1.25231] ; ([-1.52317, -1.52053] ; [-1.43624, -1.43555] ; [-0.541183, -0.538181] ; [1.19504, 1.25831])
[1.25231, 1.25403] ; ([-1.52564, -1.523] ; [-1.43673, -1.43604] ; [-0.539081, -0.535966] ; [1.2513, 1.31451])
[1.25403, 1.25576] ; ([-1.52812, -1.52547] ; [-1.43721, -1.43653] ; [-0.536875, -0.533647] ; [1.30746, 1.37061])
[1.25576, 1.25749] ; ([-1.53062, -1.52795] ; [-1.4377, -1.43701] ; [-0.534566, -0.531224] ; [1.36352, 1.4266])
[1.25749, 1.25923] ; ([-1.53312, -1.53045] ; [-1.43817, -1.43749] ; [-0.532152, -0.528694] ; [1.41949, 1.4825])
[1.25923, 1.26098] ; ([-1.53563, -1.53295] ; [-1.43864, -1.43796] ; [-0.529632, -0.526059] ; [1.47536, 1.53829])
[1.26098, 1.26273] ; ([-1.53815, -1.53546] ; [-1.43911, -1.43843] ; [-0.527006, -0.523314] ; [1.53112, 1.594])
[1.26273, 1.26451] ; ([-1.5407, -1.53798] ; [-1.43956, -1.43888] ; [-0.52427, -0.520441] ; [1.5868, 1.64998])
[1.26451, 1.2663] ; ([-1.54328, -1.54053] ; [-1.44001, -1.43933] ; [-0.521406, -0.517435] ; [1.64275, 1.70623])
[1.2663, 1.26811] ; ([-1.54589, -1.54311] ; [-1.44045, -1.43978] ; [-0.518409, -0.514294] ; [1.69896, 1.76273])
[1.26811, 1.26994] ; ([-1.54853, -1.54572] ; [-1.44088, -1.44021] ; [-0.515277, -0.511013] ; [1.75542, 1.81947])
[1.26994, 1.2718] ; ([-1.55121, -1.54836] ; [-1.44129, -1.44063] ; [-0.512005, -0.507589] ; [1.81213, 1.87645])
[1.2718, 1.27367] ; ([-1.55391, -1.55103] ; [-1.44169, -1.44103] ; [-0.50859, -0.504018] ; [1.86908, 1.93366])
[1.27367, 1.27557] ; ([-1.55665, -1.55374] ; [-1.44207, -1.44142] ; [-0.505027, -0.500296] ; [1.92626, 1.99109])
[1.27557, 1.27749] ; ([-1.55942, -1.55647] ; [-1.44242, -1.44179] ; [-0.501314, -0.496419] ; [1.98366, 2.04874])
[1.27749, 1.27944] ; ([-1.56222, -1.55924] ; [-1.44276, -1.44214] ; [-0.497444, -0.49238] ; [2.04126, 2.10658])
[1.27944, 1.28141] ; ([-1.56507, -1.56205] ; [-1.44306, -1.44247] ; [-0.493414, -0.488176] ; [2.09908, 2.16463])
[1.28141, 1.2834] ; ([-1.56795, -1.56489] ; [-1.44334, -1.44276] ; [-0.489219, -0.483801] ; [2.15709, 2.22287])
[1.2834, 1.28543] ; ([-1.57087, -1.56777] ; [-1.44358, -1.44303] ; [-0.484852, -0.47925] ; [2.21529, 2.28128])
[1.28543, 1.28748] ; ([-1.57383, -1.57069] ; [-1.44379, -1.44326] ; [-0.480308, -0.474515] ; [2.27368, 2.33988])
[1.28748, 1.28956] ; ([-1.57683, -1.57365] ; [-1.44395, -1.44345] ; [-0.475581, -0.469591] ; [2.33224, 2.39865])
[1.28956, 1.29167] ; ([-1.57988, -1.57665] ; [-1.44406, -1.4436] ; [-0.470664, -0.46447] ; [2.39097, 2.45758])
[1.29167, 1.29381] ; ([-1.58297, -1.5797] ; [-1.44412, -1.4437] ; [-0.46555, -0.459144] ; [2.44986, 2.51666])
[1.29381, 1.29599] ; ([-1.58612, -1.58279] ; [-1.44412, -1.44374] ; [-0.460232, -0.453604] ; [2.50891, 2.5759])
[1.29599, 1.2982] ; ([-1.58931, -1.58594] ; [-1.44409, -1.44369] ; [-0.454699, -0.447842] ; [2.5681, 2.63529])
[1.2982, 1.30045] ; ([-1.59256, -1.58913] ; [-1.44402, -1.44353] ; [-0.448944, -0.441854] ; [2.62745, 2.69475])
[1.30045, 1.30274] ; ([-1.59586, -1.59238] ; [-1.44388, -1.4433] ; [-0.442962, -0.435636] ; [2.68686, 2.75421])
[1.30274, 1.30506] ; ([-1.59921, -1.59568] ; [-1.44366, -1.44298] ; [-0.436751, -0.42918] ; [2.74627, 2.81364])
[1.30506, 1.30742] ; ([-1.60261, -1.59903] ; [-1.44335, -1.44256] ; [-0.430301, -0.422478] ; [2.80566, 2.87301])
[1.30742, 1.30981] ; ([-1.60607, -1.60243] ; [-1.44295, -1.44204] ; [-0.423605, -0.415521] ; [2.86498, 2.93228])
[1.30981, 1.31225] ; ([-1.60959, -1.60589] ; [-1.44244, -1.4414] ; [-0.416654, -0.4083] ; [2.9242, 2.99141])
[1.31225, 1.31465] ; ([-1.61304, -1.60941] ; [-1.44181, -1.44066] ; [-0.409438, -0.40109] ; [2.98333, 3.04811])
[1.31465, 1.317] ; ([-1.61643, -1.61285] ; [-1.44109, -1.43983] ; [-0.402232, -0.393855] ; [3.04007, 3.10283])
[1.317, 1.31932] ; ([-1.61977, -1.61624] ; [-1.44027, -1.4389] ; [-0.395001, -0.386598] ; [3.09483, 3.15565])
[1.31932, 1.32161] ; ([-1.62307, -1.61959] ; [-1.43936, -1.43787] ; [-0.387748, -0.379318] ; [3.14766, 3.20665])
[1.32161, 1.32387] ; ([-1.62632, -1.62288] ; [-1.43834, -1.43675] ; [-0.380471, -0.372013] ; [3.19868, 3.2559])
[1.32387, 1.32611] ; ([-1.62954, -1.62613] ; [-1.43723, -1.43552] ; [-0.37317, -0.364684] ; [3.24796, 3.30349])
[1.32611, 1.32833] ; ([-1.63271, -1.62935] ; [-1.43602, -1.4342] ; [-0.365843, -0.357328] ; [3.29557, 3.34946])
[1.32833, 1.33052] ; ([-1.63586, -1.63252] ; [-1.43471, -1.43278] ; [-0.35849, -0.349944] ; [3.34157, 3.39389])
[1.33052, 1.33269] ; ([-1.63897, -1.63566] ; [-1.4333, -1.43126] ; [-0.35111, -0.342534] ; [3.38602, 3.43682])
[1.33269, 1.33484] ; ([-1.64205, -1.63877] ; [-1.43179, -1.42964] ; [-0.343703, -0.335096] ; [3.42897, 3.47829])
[1.33484, 1.33698] ; ([-1.6451, -1.64185] ; [-1.43019, -1.42792] ; [-0.336268, -0.327629] ; [3.47047, 3.51835])
[1.33698, 1.3391] ; ([-1.64813, -1.64491] ; [-1.42849, -1.42611] ; [-0.328804, -0.320134] ; [3.51055, 3.55703])
[1.3391, 1.3412] ; ([-1.65113, -1.64793] ; [-1.42668, -1.4242] ; [-0.321311, -0.31261] ; [3.54926, 3.59437])
[1.3412, 1.3433] ; ([-1.65411, -1.65093] ; [-1.42478, -1.42219] ; [-0.313789, -0.305056] ; [3.58663, 3.63039])
[1.3433, 1.34538] ; ([-1.65707, -1.65391] ; [-1.42279, -1.42008] ; [-0.306237, -0.297472] ; [3.62268, 3.66513])
[1.34538, 1.34745] ; ([-1.66001, -1.65687] ; [-1.42069, -1.41787] ; [-0.298654, -0.289858] ; [3.65745, 3.69861])
[1.34745, 1.34951] ; ([-1.66293, -1.65981] ; [-1.4185, -1.41557] ; [-0.291042, -0.282213] ; [3.69096, 3.73085])
[1.34951, 1.35156] ; ([-1.66583, -1.66273] ; [-1.41621, -1.41317] ; [-0.283398, -0.274537] ; [3.72323, 3.76187])
[1.35156, 1.3536] ; ([-1.66872, -1.66563] ; [-1.41382, -1.41068] ; [-0.275723, -0.266829] ; [3.75428, 3.79169])
[1.3536, 1.35564] ; ([-1.67159, -1.66851] ; [-1.41134, -1.40809] ; [-0.268016, -0.25909] ; [3.78414, 3.82033])
[1.35564, 1.35767] ; ([-1.67444, -1.67138] ; [-1.40876, -1.4054] ; [-0.260276, -0.251317] ; [3.81281, 3.8478])
[1.35767, 1.35969] ; ([-1.67729, -1.67423] ; [-1.40608, -1.40262] ; [-0.252504, -0.243512] ; [3.84025, 3.87416])
[1.35969, 1.36171] ; ([-1.68012, -1.67708] ; [-1.40331, -1.39975] ; [-0.244699, -0.235674] ; [3.86654, 3.89939])
[1.36171, 1.36372] ; ([-1.68293, -1.6799] ; [-1.40045, -1.39678] ; [-0.236861, -0.227802] ; [3.89169, 3.92347])
[1.36372, 1.36573] ; ([-1.68574, -1.68272] ; [-1.39749, -1.39372] ; [-0.22899, -0.219897] ; [3.9157, 3.94643])
[1.36573, 1.36774] ; ([-1.68854, -1.68553] ; [-1.39444, -1.39057] ; [-0.221084, -0.211957] ; [3.93859, 3.96828])
[1.36774, 1.36975] ; ([-1.69133, -1.68832] ; [-1.3913, -1.38732] ; [-0.213144, -0.203983] ; [3.96035, 3.98901])
[1.36975, 1.37175] ; ([-1.69411, -1.69111] ; [-1.38807, -1.38399] ; [-0.205168, -0.195972] ; [3.98101, 4.00863])
[1.37175, 1.37376] ; ([-1.69688, -1.69389] ; [-1.38475, -1.38057] ; [-0.197157, -0.187926] ; [4.00056, 4.02715])
[1.37376, 1.37576] ; ([-1.69965, -1.69666] ; [-1.38133, -1.37706] ; [-0.189109, -0.179843] ; [4.01901, 4.04457])
[1.37576, 1.37777] ; ([-1.70241, -1.69942] ; [-1.37784, -1.37347] ; [-0.181025, -0.171722] ; [4.03635, 4.06089])
[1.37777, 1.37978] ; ([-1.70516, -1.70218] ; [-1.37425, -1.36979] ; [-0.172903, -0.163564] ; [4.0526, 4.07612])
[1.37978, 1.38179] ; ([-1.70791, -1.70494] ; [-1.37059, -1.36603] ; [-0.164742, -0.155367] ; [4.06775, 4.09025])
[1.38179, 1.3838] ; ([-1.71066, -1.70768] ; [-1.36683, -1.36219] ; [-0.156544, -0.147131] ; [4.08181, 4.10328])
[1.3838, 1.38582] ; ([-1.7134, -1.71043] ; [-1.363, -1.35826] ; [-0.148307, -0.138854] ; [4.09472, 4.11525])
[1.38582, 1.38784] ; ([-1.71615, -1.71317] ; [-1.35909, -1.35426] ; [-0.14003, -0.130536] ; [4.10652, 4.12612])
[1.38784, 1.38986] ; ([-1.71889, -1.71591] ; [-1.35509, -1.35018] ; [-0.131713, -0.122178] ; [4.11723, 4.13587])
[1.38986, 1.39189] ; ([-1.72163, -1.71865] ; [-1.35102, -1.34602] ; [-0.123355, -0.113779] ; [4.12682, 4.14451])
[1.39189, 1.39393] ; ([-1.72437, -1.72139] ; [-1.34687, -1.3418] ; [-0.114955, -0.105337] ; [4.1353, 4.15202])
[1.39393, 1.39597] ; ([-1.72711, -1.72413] ; [-1.34265, -1.3375] ; [-0.106513, -0.0968511] ; [4.14265, 4.1584])
[1.39597, 1.39803] ; ([-1.72985, -1.72687] ; [-1.33835, -1.33313] ; [-0.0980264, -0.0883214] ; [4.14887, 4.16363])
[1.39803, 1.40009] ; ([-1.73259, -1.72961] ; [-1.33399, -1.32869] ; [-0.0894956, -0.0797469] ; [4.15396, 4.16772])
[1.40009, 1.40216] ; ([-1.73534, -1.73235] ; [-1.32955, -1.32418] ; [-0.0809198, -0.0711269] ; [4.15789, 4.17064])
[1.40216, 1.40424] ; ([-1.73809, -1.7351] ; [-1.32506, -1.31962] ; [-0.0722981, -0.0624607] ; [4.16066, 4.17238])
[1.40424, 1.40633] ; ([-1.74085, -1.73785] ; [-1.3205, -1.31499] ; [-0.0636313, -0.053747] ; [4.16226, 4.17293])
[1.40633, 1.40843] ; ([-1.74361, -1.7406] ; [-1.31587, -1.3103] ; [-0.0549178, -0.044986] ; [4.16254, 4.1724])
[1.40843, 1.41055] ; ([-1.74638, -1.74336] ; [-1.31119, -1.30556] ; [-0.0461568, -0.0361768] ; [4.16053, 4.17174])
[1.41055, 1.41267] ; ([-1.74915, -1.74613] ; [-1.30646, -1.30077] ; [-0.0373482, -0.0273243] ; [4.15728, 4.16986])
[1.41267, 1.41481] ; ([-1.75193, -1.7489] ; [-1.30167, -1.29593] ; [-0.0284966, -0.0184268] ; [4.15277, 4.16674])
[1.41481, 1.41696] ; ([-1.75471, -1.75167] ; [-1.29684, -1.29105] ; [-0.0196, -0.00948407] ; [4.14699, 4.16236])
[1.41696, 1.41913] ; ([-1.75751, -1.75446] ; [-1.29196, -1.28613] ; [-0.0106581, -0.000495026] ; [4.13992, 4.15671])
[1.41913, 1.42131] ; ([-1.76031, -1.75725] ; [-1.28705, -1.28117] ; [-0.00166967, 0.0085412] ; [4.13153, 4.14976])
[1.42131, 1.42351] ; ([-1.76312, -1.76005] ; [-1.28209, -1.27617] ; [0.00736601, 0.0176249] ; [4.1218, 4.14149])
[1.42351, 1.42572] ; ([-1.76594, -1.76286] ; [-1.2771, -1.27117] ; [0.0164494, 0.0267183] ; [4.11076, 4.13188])
[1.42572, 1.4279] ; ([-1.7687, -1.76567] ; [-1.27209, -1.26624] ; [0.0255434, 0.0356768] ; [4.09861, 4.12096])
[1.4279, 1.43006] ; ([-1.77144, -1.76844] ; [-1.26716, -1.26136] ; [0.0345032, 0.0445472] ; [4.08531, 4.10891])
[1.43006, 1.43221] ; ([-1.77415, -1.77117] ; [-1.26228, -1.25654] ; [0.0433749, 0.0533222] ; [4.07089, 4.09574])
[1.43221, 1.43435] ; ([-1.77683, -1.77388] ; [-1.25746, -1.25178] ; [0.0521514, 0.0620082] ; [4.05539, 4.08147])
[1.43435, 1.43647] ; ([-1.77948, -1.77656] ; [-1.25269, -1.24708] ; [0.0608391, 0.0706081] ; [4.03884, 4.06612])
[1.43647, 1.43858] ; ([-1.78211, -1.77921] ; [-1.24799, -1.24245] ; [0.0694407, 0.0791249] ; [4.02125, 4.04972])
[1.43858, 1.44068] ; ([-1.78472, -1.78184] ; [-1.24334, -1.23787] ; [0.0779595, 0.0875615] ; [4.00265, 4.03227])
[1.44068, 1.44277] ; ([-1.7873, -1.78444] ; [-1.23876, -1.23336] ; [0.0863982, 0.0959201] ; [3.98305, 4.0138])
[1.44277, 1.44485] ; ([-1.78986, -1.78703] ; [-1.23424, -1.22891] ; [0.0947591, 0.104203] ; [3.96246, 3.99433])
[1.44485, 1.44693] ; ([-1.79241, -1.78959] ; [-1.2298, -1.22452] ; [0.103031, 0.112425] ; [3.9409, 3.97387])
[1.44693, 1.44899] ; ([-1.79494, -1.79214] ; [-1.22542, -1.2202] ; [0.111228, 0.12057] ; [3.91839, 3.95243])
[1.44899, 1.45105] ; ([-1.79745, -1.79466] ; [-1.22111, -1.21595] ; [0.119349, 0.128641] ; [3.89495, 3.93005])
[1.45105, 1.4531] ; ([-1.79994, -1.79717] ; [-1.21687, -1.21177] ; [0.127396, 0.13663] ; [3.8706, 3.90672])
[1.4531, 1.45515] ; ([-1.80242, -1.79966] ; [-1.2127, -1.20767] ; [0.135361, 0.144543] ; [3.84536, 3.88249])
[1.45515, 1.45719] ; ([-1.80488, -1.80214] ; [-1.20861, -1.20364] ; [0.14325, 0.15238] ; [3.81924, 3.85735])
[1.45719, 1.45922] ; ([-1.80732, -1.80459] ; [-1.2046, -1.19969] ; [0.151062, 0.160141] ; [3.79224, 3.83133])
[1.45922, 1.46125] ; ([-1.80975, -1.80704] ; [-1.20066, -1.19582] ; [0.158799, 0.167828] ; [3.76437, 3.80444])
[1.46125, 1.46327] ; ([-1.81217, -1.80947] ; [-1.19679, -1.19202] ; [0.166462, 0.175443] ; [3.73565, 3.77667])
[1.46327, 1.46529] ; ([-1.81457, -1.81188] ; [-1.19301, -1.1883] ; [0.174053, 0.182985] ; [3.70608, 3.74804])
[1.46529, 1.46731] ; ([-1.81697, -1.81429] ; [-1.1893, -1.18466] ; [0.181571, 0.190456] ; [3.67566, 3.71856])
[1.46731, 1.46932] ; ([-1.81936, -1.81668] ; [-1.18567, -1.1811] ; [0.189018, 0.197857] ; [3.64441, 3.68823])
[1.46932, 1.47134] ; ([-1.82173, -1.81907] ; [-1.18211, -1.17762] ; [0.196395, 0.205188] ; [3.61232, 3.65706])
