[-0.000125263, 0] ; ([0.0383972, 0.0383972] ; [0, 0] ; [0.872665, 0.872665] ; [0, 0])
[2.36709, 2.36916] ; ([-2.942, -2.93823] ; [-1.14197, -1.13912] ; [0.344161, 0.352193] ; [0.684119, 0.796868])
[2.36916, 2.37124] ; ([-2.94437, -2.94059] ; [-1.14182, -1.139] ; [0.345662, 0.353667] ; [0.636932, 0.749964])
[2.37124, 2.37331] ; ([-2.94674, -2.94296] ; [-1.14171, -1.13891] ; [0.347066, 0.355043] ; [0.58965, 0.70294])
[2.37331, 2.37539] ; ([-2.94911, -2.94532] ; [-1.14162, -1.13886] ; [0.348373, 0.35632] ; [0.54228, 0.655804])
[2.37539, 2.37746] ; ([-2.95147, -2.94768] ; [-1.14157, -1.13883] ; [0.349582, 0.357497] ; [0.49483, 0.608563])
[2.37746, 2.37954] ; ([-2.95384, -2.95005] ; [-1.14154, -1.13884] ; [0.350695, 0.358576] ; [0.447309, 0.561226])
[2.37954, 2.38161] ; ([-2.95621, -2.95241] ; [-1.14155, -1.13885] ; [0.35171, 0.359555] ; [0.399723, 0.5138])
[2.38161, 2.38369] ; ([-2.95858, -2.95478] ; [-1.14161, -1.13888] ; [0.352627, 0.360435] ; [0.352101, 0.466294])
[2.38369, 2.38576] ; ([-2.96095, -2.95714] ; [-1.14169, -1.13894] ; [0.353447, 0.361214] ; [0.304467, 0.418739])
[2.38576, 2.38784] ; ([-2.96331, -2.9595] ; [-1.14179, -1.13902] ; [0.354169, 0.361894] ; [0.256826, 0.371156])
[2.38784, 2.38991] ; ([-2.96568, -2.96187] ; [-1.14192, -1.13913] ; [0.354793, 0.362474] ; [0.209183, 0.323553])
[2.38991, 2.39198] ; ([-2.96805, -2.96423] ; [-1.14208, -1.13926] ; [0.355319, 0.362955] ; [0.161548, 0.275933])
[2.39198, 2.39406] ; ([-2.97042, -2.96659] ; [-1.14226, -1.13942] ; [0.355747, 0.363335] ; [0.113926, 0.228305])
[2.39406, 2.39613] ; ([-2.97279, -2.96896] ; [-1.14246, -1.1396] ; [0.356077, 0.363616] ; [0.0663256, 0.180674])
[2.39613, 2.39821] ; ([-2.97516, -2.97133] ; [-1.14268, -1.13981] ; [0.356309, 0.363798] ; [0.0187507, 0.133048])
[2.39821, 2.40029] ; ([-2.97753, -2.97369] ; [-1.14293, -1.14003] ; [0.356444, 0.363879] ; [-0.0287937, 0.0854334])
[2.40029, 2.40236] ; ([-2.9799, -2.97606] ; [-1.14319, -1.14028] ; [0.356481, 0.363861] ; [-0.0762962, 0.037837])
[2.40236, 2.40444] ; ([-2.98228, -2.97843] ; [-1.14348, -1.14055] ; [0.35633, 0.363833] ; [-0.123749, -0.00973425])
[2.40444, 2.40652] ; ([-2.98466, -2.98081] ; [-1.14379, -1.14085] ; [0.356073, 0.363714] ; [-0.171113, -0.0572734])
[2.40652, 2.4086] ; ([-2.98704, -2.98318] ; [-1.14412, -1.14116] ; [0.355718, 0.363495] ; [-0.218377, -0.10474])
[2.4086, 2.41068] ; ([-2.98942, -2.98555] ; [-1.14448, -1.1415] ; [0.355265, 0.363177] ; [-0.265534, -0.152124])
[2.41068, 2.41277] ; ([-2.9918, -2.98793] ; [-1.14485, -1.14185] ; [0.354715, 0.36276] ; [-0.312578, -0.199419])
[2.41277, 2.41485] ; ([-2.99418, -2.99031] ; [-1.14524, -1.14223] ; [0.354068, 0.362243] ; [-0.359502, -0.246616])
[2.41485, 2.41693] ; ([-2.99657, -2.99269] ; [-1.14565, -1.14262] ; [0.353323, 0.361627] ; [-0.406298, -0.29371])
[2.41693, 2.41902] ; ([-2.99896, -2.99507] ; [-1.14608, -1.14303] ; [0.352481, 0.360912] ; [-0.452959, -0.340692])
[2.41902, 2.4211] ; ([-3.00135, -2.99746] ; [-1.14653, -1.14347] ; [0.351543, 0.360098] ; [-0.499476, -0.387556])
[2.4211, 2.42319] ; ([-3.00374, -2.99985] ; [-1.147, -1.14392] ; [0.350507, 0.359184] ; [-0.545843, -0.434294])
[2.42319, 2.42528] ; ([-3.00614, -3.00224] ; [-1.14749, -1.14439] ; [0.349373, 0.358172] ; [-0.592051, -0.480898])
[2.42528, 2.42738] ; ([-3.00854, -3.00463] ; [-1.14799, -1.14488] ; [0.348143, 0.35706] ; [-0.638093, -0.527359])
[2.42738, 2.42947] ; ([-3.01095, -3.00703] ; [-1.14852, -1.14539] ; [0.346816, 0.355849] ; [-0.683959, -0.573671])
[2.42947, 2.43157] ; ([-3.01336, -3.00943] ; [-1.14906, -1.14592] ; [0.345391, 0.354539] ; [-0.729642, -0.619824])
[2.43157, 2.43367] ; ([-3.01577, -3.01184] ; [-1.14963, -1.14646] ; [0.34387, 0.35313] ; [-0.775133, -0.66581])
[2.43367, 2.43578] ; ([-3.01819, -3.01425] ; [-1.15021, -1.14703] ; [0.342251, 0.351622] ; [-0.820423, -0.711621])
[2.43578, 2.43789] ; ([-3.02061, -3.01667] ; [-1.15082, -1.14761] ; [0.340535, 0.350015] ; [-0.865503, -0.757248])
[2.43789, 2.44] ; ([-3.02304, -3.01909] ; [-1.15144, -1.14821] ; [0.338722, 0.348308] ; [-0.910363, -0.802682])
[2.44, 2.44212] ; ([-3.02548, -3.02151] ; [-1.15208, -1.14884] ; [0.336811, 0.346502] ; [-0.954995, -0.847914])
[2.44212, 2.44424] ; ([-3.02792, -3.02395] ; [-1.15274, -1.14948] ; [0.334803, 0.344597] ; [-0.999389, -0.892933])
[2.44424, 2.44636] ; ([-3.03037, -3.02639] ; [-1.15343, -1.15014] ; [0.332698, 0.342592] ; [-1.04353, -0.937731])
[2.44636, 2.44849] ; ([-3.03283, -3.02883] ; [-1.15413, -1.15082] ; [0.330495, 0.340488] ; [-1.08742, -0.982299])
[2.44849, 2.45062] ; ([-3.03529, -3.03128] ; [-1.15485, -1.15152] ; [0.328194, 0.338284] ; [-1.13105, -1.02662])
[2.45062, 2.45276] ; ([-3.03776, -3.03374] ; [-1.1556, -1.15225] ; [0.325796, 0.33598] ; [-1.17439, -1.07068])
[2.45276, 2.4549] ; ([-3.04023, -3.03621] ; [-1.15637, -1.15299] ; [0.3233, 0.333576] ; [-1.21745, -1.11449])
[2.4549, 2.45705] ; ([-3.04272, -3.03868] ; [-1.15715, -1.15375] ; [0.320706, 0.331073] ; [-1.26021, -1.15802])
[2.45705, 2.45921] ; ([-3.04521, -3.04116] ; [-1.15796, -1.15454] ; [0.318015, 0.32847] ; [-1.30265, -1.20127])
[2.45921, 2.46136] ; ([-3.04771, -3.04365] ; [-1.1588, -1.15535] ; [0.315227, 0.325767] ; [-1.34474, -1.24422])
[2.46136, 2.46353] ; ([-3.05021, -3.04615] ; [-1.15965, -1.15618] ; [0.312343, 0.322966] ; [-1.38648, -1.28684])
[2.46353, 2.4657] ; ([-3.05273, -3.04865] ; [-1.16053, -1.15703] ; [0.309364, 0.320066] ; [-1.42784, -1.32912])
[2.4657, 2.46787] ; ([-3.05525, -3.05116] ; [-1.16143, -1.15791] ; [0.306288, 0.317068] ; [-1.46882, -1.37104])
[2.46787, 2.47005] ; ([-3.05778, -3.05368] ; [-1.16236, -1.1588] ; [0.303117, 0.313973] ; [-1.5094, -1.41259])
[2.47005, 2.47223] ; ([-3.06031, -3.0562] ; [-1.16331, -1.15973] ; [0.299851, 0.31078] ; [-1.54957, -1.45376])
[2.47223, 2.47442] ; ([-3.06286, -3.05874] ; [-1.16428, -1.16067] ; [0.29649, 0.307489] ; [-1.58933, -1.49455])
[2.47442, 2.47661] ; ([-3.06541, -3.06128] ; [-1.16528, -1.16164] ; [0.293033, 0.3041] ; [-1.62865, -1.53493])
[2.47661, 2.47881] ; ([-3.06797, -3.06383] ; [-1.16631, -1.16264] ; [0.289482, 0.300615] ; [-1.66752, -1.57489])
[2.47881, 2.48102] ; ([-3.07055, -3.06639] ; [-1.16736, -1.16366] ; [0.285836, 0.297032] ; [-1.70594, -1.61442])
[2.48102, 2.48323] ; ([-3.07313, -3.06896] ; [-1.16844, -1.16471] ; [0.282096, 0.293353] ; [-1.74388, -1.65351])
[2.48323, 2.48545] ; ([-3.07572, -3.07154] ; [-1.16955, -1.16579] ; [0.278261, 0.289577] ; [-1.78133, -1.69215])
[2.48545, 2.48767] ; ([-3.07832, -3.07413] ; [-1.17068, -1.16689] ; [0.274333, 0.285705] ; [-1.81829, -1.73032])
[2.48767, 2.4899] ; ([-3.08093, -3.07673] ; [-1.17185, -1.16803] ; [0.270311, 0.281736] ; [-1.85473, -1.76801])
[2.4899, 2.49214] ; ([-3.08356, -3.07934] ; [-1.17304, -1.16919] ; [0.266195, 0.277672] ; [-1.89065, -1.8052])
[2.49214, 2.49439] ; ([-3.08619, -3.08196] ; [-1.17426, -1.17038] ; [0.261987, 0.273512] ; [-1.92602, -1.84188])
[2.49439, 2.49664] ; ([-3.08884, -3.08459] ; [-1.17551, -1.1716] ; [0.257685, 0.269256] ; [-1.96084, -1.87803])
[2.49664, 2.4989] ; ([-3.09149, -3.08723] ; [-1.1768, -1.17285] ; [0.253292, 0.264906] ; [-1.99508, -1.91365])
[2.4989, 2.50117] ; ([-3.09416, -3.08989] ; [-1.17811, -1.17413] ; [0.248806, 0.260461] ; [-2.02874, -1.94871])
[2.50117, 2.50345] ; ([-3.09685, -3.09255] ; [-1.17946, -1.17545] ; [0.244229, 0.255922] ; [-2.06179, -1.98319])
[2.50345, 2.50573] ; ([-3.09954, -3.09523] ; [-1.18084, -1.1768] ; [0.239561, 0.251289] ; [-2.09423, -2.0171])
[2.50573, 2.50802] ; ([-3.10225, -3.09792] ; [-1.18225, -1.17818] ; [0.234803, 0.246563] ; [-2.12603, -2.0504])
[2.50802, 2.51033] ; ([-3.10497, -3.10063] ; [-1.1837, -1.17959] ; [0.229952, 0.241745] ; [-2.15784, -2.08242])
[2.51033, 2.51264] ; ([-3.1077, -3.10335] ; [-1.18518, -1.18104] ; [0.225013, 0.236835] ; [-2.18898, -2.11381])
[2.51264, 2.51495] ; ([-3.11045, -3.10608] ; [-1.18669, -1.18252] ; [0.219986, 0.231834] ; [-2.21943, -2.14455])
[2.51495, 2.51728] ; ([-3.11322, -3.10882] ; [-1.18824, -1.18404] ; [0.214872, 0.226742] ; [-2.24918, -2.17461])
[2.51728, 2.51962] ; ([-3.11599, -3.11158] ; [-1.18982, -1.18559] ; [0.209644, 0.221587] ; [-2.27821, -2.20397])
[2.51962, 2.52195] ; ([-3.11878, -3.11435] ; [-1.19143, -1.18717] ; [0.204295, 0.216394] ; [-2.30643, -2.23263])
[2.52195, 2.52428] ; ([-3.12154, -3.11713] ; [-1.19307, -1.18878] ; [0.198919, 0.21113] ; [-2.33363, -2.26046])
[2.52428, 2.52659] ; ([-3.1243, -3.11989] ; [-1.19474, -1.1904] ; [0.193513, 0.205834] ; [-2.35983, -2.28727])
[2.52659, 2.52888] ; ([-3.12704, -3.12264] ; [-1.19642, -1.19204] ; [0.188083, 0.200507] ; [-2.38502, -2.3131])
[2.52888, 2.53116] ; ([-3.12978, -3.12538] ; [-1.19813, -1.19369] ; [0.182628, 0.195152] ; [-2.40923, -2.33794])
[2.53116, 2.53343] ; ([-3.1325, -3.12811] ; [-1.19985, -1.19536] ; [0.177152, 0.189771] ; [-2.43246, -2.36181])
[2.53343, 2.53569] ; ([-3.13521, -3.13082] ; [-1.20158, -1.19705] ; [0.171655, 0.184365] ; [-2.45473, -2.38473])
[2.53569, 2.53794] ; ([-3.13791, -3.13353] ; [-1.20333, -1.19875] ; [0.166138, 0.178936] ; [-2.47605, -2.40669])
[2.53794, 2.54017] ; ([-3.1406, -3.13622] ; [-1.2051, -1.20048] ; [0.160603, 0.173484] ; [-2.49643, -2.42772])
[2.54017, 2.5424] ; ([-3.14328, -3.13891] ; [-1.20689, -1.20221] ; [0.155049, 0.168012] ; [-2.51589, -2.44782])
[2.5424, 2.54461] ; ([-3.14596, -3.14158] ; [-1.20869, -1.20396] ; [0.149479, 0.162519] ; [-2.53443, -2.46701])
[2.54461, 2.54682] ; ([-3.14862, -3.14425] ; [-1.2105, -1.20573] ; [0.143893, 0.157007] ; [-2.55207, -2.4853])
[2.54682, 2.54902] ; ([-3.15129, -3.14692] ; [-1.21233, -1.20751] ; [0.138293, 0.151477] ; [-2.56881, -2.5027])
[2.54902, 2.55121] ; ([-3.15394, -3.14957] ; [-1.21417, -1.20931] ; [0.132677, 0.145931] ; [-2.58495, -2.51893])
[2.55121, 2.55339] ; ([-3.15659, -3.15222] ; [-1.21603, -1.21112] ; [0.127048, 0.140368] ; [-2.60021, -2.53429])
[2.55339, 2.55556] ; ([-3.15924, -3.15487] ; [-1.2179, -1.21295] ; [0.121407, 0.134791] ; [-2.61459, -2.54879])
[2.55556, 2.55773] ; ([-3.16188, -3.15751] ; [-1.21978, -1.21479] ; [0.115755, 0.129199] ; [-2.62811, -2.56243])
[2.55773, 2.55989] ; ([-3.16452, -3.16015] ; [-1.22167, -1.21664] ; [0.110093, 0.123594] ; [-2.64077, -2.57522])
[2.55989, 2.56205] ; ([-3.16716, -3.16278] ; [-1.22358, -1.2185] ; [0.10442, 0.117977] ; [-2.65279, -2.58696])
[2.56205, 2.5642] ; ([-3.16979, -3.16541] ; [-1.22549, -1.22038] ; [0.0987348, 0.112351] ; [-2.66396, -2.59786])
[2.5642, 2.56635] ; ([-3.17242, -3.16804] ; [-1.22742, -1.22227] ; [0.0930425, 0.106714] ; [-2.67429, -2.60795])
[2.56635, 2.56849] ; ([-3.17506, -3.17067] ; [-1.22935, -1.22417] ; [0.0873433, 0.101067] ; [-2.68377, -2.61721])
[2.56849, 2.57063] ; ([-3.17768, -3.17329] ; [-1.2313, -1.22607] ; [0.081638, 0.0954112] ; [-2.69242, -2.62567])
[2.57063, 2.57276] ; ([-3.18031, -3.17591] ; [-1.23325, -1.22799] ; [0.0759272, 0.0897464] ; [-2.70024, -2.63331])
[2.57276, 2.57489] ; ([-3.18294, -3.17854] ; [-1.23521, -1.22992] ; [0.0702056, 0.0840796] ; [-2.70723, -2.64014])
[2.57489, 2.57702] ; ([-3.18557, -3.18116] ; [-1.23718, -1.23186] ; [0.0644796, 0.0784064] ; [-2.71341, -2.64618])
[2.57702, 2.57915] ; ([-3.1882, -3.18378] ; [-1.23916, -1.2338] ; [0.05875, 0.0727286] ; [-2.71877, -2.65141])
[2.57915, 2.58127] ; ([-3.19083, -3.18641] ; [-1.24114, -1.23575] ; [0.0530176, 0.0670471] ; [-2.72333, -2.65585])
[2.58127, 2.58339] ; ([-3.19347, -3.18903] ; [-1.24312, -1.23771] ; [0.0472833, 0.0613625] ; [-2.72707, -2.65949])
[2.58339, 2.58551] ; ([-3.1961, -3.19166] ; [-1.24512, -1.23967] ; [0.041548, 0.0556759] ; [-2.73002, -2.66235])
[2.58551, 2.58762] ; ([-3.19874, -3.19429] ; [-1.24711, -1.24164] ; [0.0358123, 0.049988] ; [-2.73216, -2.66441])
[2.58762, 2.58974] ; ([-3.20138, -3.19692] ; [-1.24911, -1.24361] ; [0.0300771, 0.0443006] ; [-2.73366, -2.66555])
[2.58974, 2.59185] ; ([-3.20402, -3.19955] ; [-1.25112, -1.24559] ; [0.0243444, 0.0386131] ; [-2.73436, -2.6659])
[2.59185, 2.59397] ; ([-3.20667, -3.20219] ; [-1.25312, -1.24757] ; [0.0186154, 0.032926] ; [-2.73453, -2.66522])
[2.59397, 2.59608] ; ([-3.20932, -3.20483] ; [-1.25513, -1.24955] ; [0.012891, 0.0272401] ; [-2.73442, -2.66324])
[2.59608, 2.59819] ; ([-3.21197, -3.20747] ; [-1.25713, -1.25153] ; [0.00717183, 0.0215563] ; [-2.73351, -2.66051])
[2.59819, 2.60031] ; ([-3.21463, -3.21012] ; [-1.25914, -1.25352] ; [0.00145892, 0.0158758] ; [-2.73181, -2.657])
[2.60031, 2.60242] ; ([-3.21729, -3.21277] ; [-1.26114, -1.25551] ; [-0.00424692, 0.0101991] ; [-2.72932, -2.65274])
[2.60242, 2.60454] ; ([-3.21996, -3.21543] ; [-1.26314, -1.2575] ; [-0.00994505, 0.00452698] ; [-2.72603, -2.64772])
[2.60454, 2.60665] ; ([-3.22264, -3.21809] ; [-1.26514, -1.25948] ; [-0.0156343, -0.00113999] ; [-2.72196, -2.64194])
[2.60665, 2.60877] ; ([-3.22532, -3.22076] ; [-1.26714, -1.26147] ; [-0.0213135, -0.00680063] ; [-2.7171, -2.6354])
[2.60877, 2.61089] ; ([-3.228, -3.22343] ; [-1.26913, -1.26346] ; [-0.026982, -0.0124537] ; [-2.71145, -2.6281])
[2.61089, 2.61301] ; ([-3.23069, -3.22611] ; [-1.27112, -1.26544] ; [-0.032639, -0.0180987] ; [-2.70502, -2.62004])
[2.61301, 2.61513] ; ([-3.23339, -3.2288] ; [-1.27311, -1.26742] ; [-0.0382838, -0.0237347] ; [-2.69781, -2.61123])
[2.61513, 2.61725] ; ([-3.2361, -3.23149] ; [-1.27508, -1.2694] ; [-0.0439027, -0.0293613] ; [-2.68981, -2.60168])
[2.61725, 2.61937] ; ([-3.2388, -3.23418] ; [-1.27704, -1.27137] ; [-0.0494966, -0.0349648] ; [-2.68105, -2.5914])
[2.61937, 2.62149] ; ([-3.24151, -3.23688] ; [-1.279, -1.27333] ; [-0.055065, -0.0405458] ; [-2.67153, -2.58039])
[2.62149, 2.62361] ; ([-3.24422, -3.23958] ; [-1.28094, -1.27528] ; [-0.0606076, -0.0461039] ; [-2.66126, -2.56866])
[2.62361, 2.62572] ; ([-3.24693, -3.24228] ; [-1.28287, -1.27722] ; [-0.066124, -0.0516386] ; [-2.65023, -2.5562])
[2.62572, 2.62784] ; ([-3.24965, -3.24499] ; [-1.28479, -1.27915] ; [-0.0716138, -0.0571498] ; [-2.63846, -2.54303])
[2.62784, 2.62996] ; ([-3.25237, -3.2477] ; [-1.28669, -1.28107] ; [-0.0770767, -0.0626368] ; [-2.62594, -2.52913])
[2.62996, 2.63208] ; ([-3.2551, -3.25042] ; [-1.28859, -1.28298] ; [-0.0825121, -0.0680994] ; [-2.61267, -2.51452])
[2.63208, 2.6342] ; ([-3.25784, -3.25314] ; [-1.29047, -1.28488] ; [-0.0879197, -0.0735371] ; [-2.59866, -2.49919])
[2.6342, 2.63633] ; ([-3.26058, -3.25587] ; [-1.29234, -1.28677] ; [-0.0932989, -0.0789494] ; [-2.58391, -2.48314])
[2.63633, 2.63845] ; ([-3.26333, -3.25861] ; [-1.29419, -1.28865] ; [-0.0986494, -0.084336] ; [-2.56842, -2.46638])
[2.63845, 2.64058] ; ([-3.26609, -3.26135] ; [-1.29603, -1.29051] ; [-0.103971, -0.0896962] ; [-2.55219, -2.44891])
[2.64058, 2.64272] ; ([-3.26886, -3.2641] ; [-1.29786, -1.29236] ; [-0.109262, -0.0950296] ; [-2.53522, -2.43072])
[2.64272, 2.64486] ; ([-3.27163, -3.26686] ; [-1.29967, -1.2942] ; [-0.114523, -0.100336] ; [-2.51752, -2.41182])
[2.64486, 2.647] ; ([-3.27442, -3.26963] ; [-1.30147, -1.29603] ; [-0.119753, -0.105614] ; [-2.49907, -2.3922])
[2.647, 2.64915] ; ([-3.27721, -3.27241] ; [-1.30325, -1.29784] ; [-0.124951, -0.110864] ; [-2.47988, -2.37186])
[2.64915, 2.6513] ; ([-3.28002, -3.2752] ; [-1.30501, -1.29964] ; [-0.130117, -0.116084] ; [-2.45994, -2.3508])
[2.6513, 2.65346] ; ([-3.28284, -3.278] ; [-1.30677, -1.30142] ; [-0.135251, -0.121275] ; [-2.43926, -2.32902])
[2.65346, 2.65562] ; ([-3.28567, -3.28081] ; [-1.3085, -1.30319] ; [-0.14035, -0.126435] ; [-2.41784, -2.30651])
[2.65562, 2.65779] ; ([-3.28851, -3.28364] ; [-1.31022, -1.30495] ; [-0.145415, -0.131565] ; [-2.39566, -2.28328])
[2.65779, 2.65997] ; ([-3.29137, -3.28647] ; [-1.31192, -1.30669] ; [-0.150444, -0.136662] ; [-2.37274, -2.25932])
[2.65997, 2.66215] ; ([-3.29423, -3.28932] ; [-1.3136, -1.30841] ; [-0.155424, -0.141727] ; [-2.34905, -2.2347])
[2.66215, 2.66433] ; ([-3.29709, -3.29218] ; [-1.31525, -1.31012] ; [-0.160346, -0.146745] ; [-2.32467, -2.20945])
[2.66433, 2.66651] ; ([-3.29996, -3.29504] ; [-1.31688, -1.3118] ; [-0.16521, -0.151708] ; [-2.29964, -2.18359])
[2.66651, 2.66869] ; ([-3.30283, -3.2979] ; [-1.31849, -1.31346] ; [-0.170015, -0.156615] ; [-2.27397, -2.15711])
[2.66869, 2.67087] ; ([-3.3057, -3.30076] ; [-1.32007, -1.3151] ; [-0.174759, -0.161466] ; [-2.24766, -2.13003])
[2.67087, 2.67305] ; ([-3.30858, -3.30363] ; [-1.32163, -1.31671] ; [-0.179443, -0.166259] ; [-2.22071, -2.10236])
[2.67305, 2.67522] ; ([-3.31146, -3.3065] ; [-1.32316, -1.3183] ; [-0.184064, -0.170993] ; [-2.19315, -2.0741])
[2.67522, 2.6774] ; ([-3.31434, -3.30937] ; [-1.32467, -1.31986] ; [-0.188621, -0.175667] ; [-2.16498, -2.04527])
[2.6774, 2.67958] ; ([-3.31723, -3.31225] ; [-1.32615, -1.32141] ; [-0.193114, -0.18028] ; [-2.13621, -2.01586])
[2.67958, 2.68176] ; ([-3.32012, -3.31513] ; [-1.32761, -1.32292] ; [-0.197541, -0.18483] ; [-2.10684, -1.9859])
[2.68176, 2.68394] ; ([-3.32301, -3.31801] ; [-1.32905, -1.32442] ; [-0.201902, -0.189318] ; [-2.07689, -1.95539])
[2.68394, 2.68611] ; ([-3.3259, -3.3209] ; [-1.33045, -1.32588] ; [-0.206195, -0.193741] ; [-2.04637, -1.92434])
[2.68611, 2.68829] ; ([-3.3288, -3.32379] ; [-1.33184, -1.32733] ; [-0.210419, -0.198098] ; [-2.01527, -1.89276])
[2.68829, 2.69047] ; ([-3.33171, -3.32668] ; [-1.33319, -1.32875] ; [-0.214573, -0.202389] ; [-1.98362, -1.86066])
[2.69047, 2.69265] ; ([-3.33461, -3.32958] ; [-1.33453, -1.33014] ; [-0.218656, -0.206612] ; [-1.95143, -1.82804])
[2.69265, 2.69483] ; ([-3.33752, -3.33248] ; [-1.33583, -1.33151] ; [-0.222667, -0.210766] ; [-1.91869, -1.79493])
[2.69483, 2.69701] ; ([-3.34044, -3.33538] ; [-1.33712, -1.33286] ; [-0.226605, -0.214851] ; [-1.88543, -1.76132])
[2.69701, 2.69919] ; ([-3.34335, -3.33829] ; [-1.33837, -1.33418] ; [-0.230469, -0.218864] ; [-1.85165, -1.72724])
[2.69919, 2.70137] ; ([-3.34627, -3.3412] ; [-1.33961, -1.33548] ; [-0.234257, -0.222805] ; [-1.81736, -1.69268])
[2.70137, 2.70355] ; ([-3.3492, -3.34412] ; [-1.34081, -1.33675] ; [-0.23797, -0.226674] ; [-1.78258, -1.65766])
[2.70355, 2.70573] ; ([-3.35212, -3.34704] ; [-1.342, -1.33799] ; [-0.241605, -0.230468] ; [-1.74731, -1.62219])
[2.70573, 2.70792] ; ([-3.35505, -3.34996] ; [-1.34315, -1.33922] ; [-0.245162, -0.234187] ; [-1.71156, -1.58628])
[2.70792, 2.7101] ; ([-3.35799, -3.35288] ; [-1.34429, -1.34041] ; [-0.248674, -0.237797] ; [-1.67535, -1.54993])
[2.7101, 2.71228] ; ([-3.36092, -3.35581] ; [-1.3454, -1.34158] ; [-0.252143, -0.241291] ; [-1.6387, -1.51318])
[2.71228, 2.71447] ; ([-3.36386, -3.35874] ; [-1.34649, -1.34273] ; [-0.255528, -0.244705] ; [-1.60161, -1.47605])
[2.71447, 2.71665] ; ([-3.3668, -3.36167] ; [-1.34755, -1.34385] ; [-0.258828, -0.248039] ; [-1.56413, -1.43855])
[2.71665, 2.71883] ; ([-3.36974, -3.36461] ; [-1.34861, -1.34492] ; [-0.262043, -0.251289] ; [-1.52625, -1.4007])
[2.71883, 2.72101] ; ([-3.37267, -3.36754] ; [-1.34964, -1.34598] ; [-0.26517, -0.254457] ; [-1.488, -1.36254])
[2.72101, 2.72318] ; ([-3.37561, -3.37047] ; [-1.35065, -1.34701] ; [-0.268209, -0.25754] ; [-1.44941, -1.32406])
[2.72318, 2.72536] ; ([-3.37855, -3.37341] ; [-1.35163, -1.34801] ; [-0.27116, -0.260537] ; [-1.41049, -1.28529])
[2.72536, 2.72753] ; ([-3.38148, -3.37634] ; [-1.35259, -1.34899] ; [-0.274022, -0.263447] ; [-1.37124, -1.24623])
[2.72753, 2.7297] ; ([-3.38442, -3.37927] ; [-1.35352, -1.34994] ; [-0.276795, -0.266271] ; [-1.33169, -1.2069])
[2.7297, 2.73187] ; ([-3.38735, -3.3822] ; [-1.35443, -1.35088] ; [-0.279478, -0.269008] ; [-1.29184, -1.1673])
[2.73187, 2.73403] ; ([-3.39029, -3.38513] ; [-1.35532, -1.35178] ; [-0.282072, -0.271658] ; [-1.2517, -1.12744])
[2.73403, 2.7362] ; ([-3.39322, -3.38806] ; [-1.35618, -1.35267] ; [-0.284576, -0.274221] ; [-1.21129, -1.08734])
[2.7362, 2.73836] ; ([-3.39616, -3.39099] ; [-1.35702, -1.35353] ; [-0.28699, -0.276696] ; [-1.1706, -1.04701])
[2.73836, 2.74053] ; ([-3.39909, -3.39393] ; [-1.35784, -1.35437] ; [-0.289313, -0.279083] ; [-1.12966, -1.00645])
[2.74053, 2.74269] ; ([-3.40203, -3.39686] ; [-1.35864, -1.35519] ; [-0.291545, -0.281381] ; [-1.08847, -0.965672])
[2.74269, 2.74485] ; ([-3.40497, -3.39979] ; [-1.35942, -1.35599] ; [-0.293687, -0.283592] ; [-1.04705, -0.924693])
[2.74485, 2.74701] ; ([-3.4079, -3.40272] ; [-1.36017, -1.35676] ; [-0.295736, -0.285713] ; [-1.0054, -0.883521])
[2.74701, 2.74917] ; ([-3.41084, -3.40565] ; [-1.36091, -1.35751] ; [-0.297695, -0.287745] ; [-0.963539, -0.842165])
[2.74917, 2.75133] ; ([-3.41378, -3.40859] ; [-1.36162, -1.35825] ; [-0.299561, -0.289687] ; [-0.921472, -0.800635])
[2.75133, 2.75349] ; ([-3.41672, -3.41152] ; [-1.36231, -1.35896] ; [-0.301335, -0.29154] ; [-0.87921, -0.758941])
[2.75349, 2.75564] ; ([-3.41966, -3.41446] ; [-1.36299, -1.35965] ; [-0.303017, -0.293303] ; [-0.836776, -0.717079])
[2.75564, 2.7578] ; ([-3.4226, -3.41739] ; [-1.36364, -1.36031] ; [-0.304607, -0.294976] ; [-0.794166, -0.675072])
[2.7578, 2.75996] ; ([-3.42554, -3.42033] ; [-1.36427, -1.36096] ; [-0.306103, -0.296558] ; [-0.751391, -0.632927])
[2.75996, 2.76212] ; ([-3.42848, -3.42327] ; [-1.36488, -1.36159] ; [-0.307507, -0.29805] ; [-0.70846, -0.590654])
[2.76212, 2.76428] ; ([-3.43143, -3.42621] ; [-1.36548, -1.3622] ; [-0.308818, -0.299451] ; [-0.665381, -0.548264])
[2.76428, 2.76644] ; ([-3.43438, -3.42915] ; [-1.36605, -1.36279] ; [-0.310036, -0.300762] ; [-0.622165, -0.505763])
[2.76644, 2.7686] ; ([-3.43733, -3.4321] ; [-1.3666, -1.36336] ; [-0.31116, -0.301981] ; [-0.578819, -0.463162])
[2.7686, 2.77076] ; ([-3.44028, -3.43504] ; [-1.36714, -1.36391] ; [-0.31219, -0.303109] ; [-0.535353, -0.420469])
[2.77076, 2.77292] ; ([-3.44324, -3.43799] ; [-1.36765, -1.36444] ; [-0.313126, -0.304145] ; [-0.491775, -0.377692])
[2.77292, 2.77508] ; ([-3.44619, -3.44094] ; [-1.36815, -1.36496] ; [-0.313969, -0.305089] ; [-0.448098, -0.33484])
