0.015942	0.024435	0.021817	0.306544	0.547400	19.228694	34.336954	341.879140
0.031940	0.059341	0.047997	0.436387	1.636451	8.116203	68.074198	340.930974
0.047955	0.104720	0.082903	0.566701	2.179618	8.136988	33.916169	339.979370
0.063939	0.164061	0.130900	0.742507	3.002787	10.998919	51.499579	338.695558
0.079957	0.230383	0.183260	0.828100	3.268815	5.343510	16.608034	338.070528
0.095965	0.300197	0.244346	0.872229	3.816000	2.756667	34.181960	337.748283
0.111979	0.376991	0.305433	0.959092	3.814570	5.424215	-0.089281	337.113971
0.127962	0.457276	0.362156	1.004632	3.548971	2.849268	-16.617604	336.781421
0.143980	0.537561	0.414516	1.002437	3.268815	-0.137043	-17.490067	336.797451
0.159968	0.614356	0.466876	0.960652	3.274949	-2.613523	0.383639	337.102582
0.175995	0.694641	0.510509	1.001874	2.722483	2.572040	-34.470942	336.801562
0.192000	0.771436	0.549779	0.959631	2.453603	-2.639329	-16.799766	337.110033
0.207992	0.848230	0.580322	0.960411	1.909909	0.048780	-33.997854	337.104336
0.223998	0.921534	0.606502	0.915954	1.635633	-2.777516	-17.135825	337.428979
0.240003	0.994838	0.623955	0.916012	1.090490	0.003576	-34.060781	337.428561
0.255972	1.068142	0.628319	0.918077	0.273237	0.129315	-51.177463	337.413481
0.271961	1.141445	0.628319	0.916928	0.000000	-0.071823	-17.089067	337.421867
0.287952	1.211259	0.619592	0.873156	-0.545722	-2.737319	-34.126844	337.741511
0.304013	1.284562	0.606502	0.912818	-0.815016	2.469458	-16.766919	337.451884
0.319946	1.319469	0.567232	0.438167	-2.464690	-29.790410	-103.538211	340.917974
0.336037	1.322960	0.493056	0.043386	-4.609813	-24.534253	-133.311936	343.800822
0.351992	1.308997	0.392699	-0.175025	-6.289968	-13.689229	-105.305861	345.395752
0.367980	1.274090	0.270526	-0.436660	-7.641547	-16.364437	-84.537097	347.306313
0.384021	1.218240	0.126536	-0.696347	-8.976352	-16.188985	-83.212107	349.202656
0.399957	1.151917	-0.034907	-0.832361	-10.130708	-8.534985	-72.436968	350.195882
0.415985	1.082104	-0.200713	-0.871140	-10.344789	-2.419472	-13.356719	350.479064
0.431994	1.012291	-0.362156	-0.872174	-10.084512	-0.064582	16.258158	350.486614
0.447944	0.938987	-0.519235	-0.919170	-9.848253	-2.946472	14.812500	350.829799
0.463973	0.869174	-0.671952	-0.871086	-9.527501	2.999843	20.010736	350.478667
0.479948	0.806342	-0.811578	-0.786627	-8.740303	5.286918	49.276856	349.861917
0.495938	0.750492	-0.938114	-0.698568	-7.913469	5.507127	51.709437	349.218875
0.511987	0.694641	-1.047198	-0.696000	-6.796877	0.160017	69.573938	349.200121
0.527933	0.638791	-1.143191	-0.700496	-6.019886	-0.281931	48.726360	349.232950
0.543994	0.586431	-1.226094	-0.652013	-5.161767	3.018691	53.428768	348.878907
0.559936	0.534071	-1.291544	-0.656880	-4.105498	-0.305293	66.257001	348.914447
0.575941	0.478220	-1.343904	-0.697914	-3.271470	-2.563820	52.110456	349.214094
0.591958	0.422370	-1.374447	-0.697391	-1.906928	0.032645	85.193373	349.210275
0.607943	0.366519	-1.391900	-0.698787	-1.091854	-0.087338	50.989888	349.220470
0.623998	0.314159	-1.391900	-0.652256	0.000000	2.898192	68.007125	348.880686
0.639970	0.261799	-1.378810	-0.655646	0.819557	-0.212216	51.312128	348.905437
0.656001	0.233874	-1.335177	-0.348391	2.721803	19.166303	118.660480	346.661737
0.671939	0.219911	-1.278454	-0.175212	3.558991	10.865791	52.527775	345.397115
0.687945	0.219911	-1.204277	0.000000	4.634293	10.946637	67.181172	344.117647
0.703931	0.226893	-1.108284	0.087343	6.004824	5.463711	85.733176	343.479834
0.720006	0.251327	-0.994838	0.304008	7.057319	13.478364	65.474052	341.897661
0.735938	0.289725	-0.859575	0.482014	8.490021	11.172892	89.926076	340.597786
0.752003	0.342085	-0.706858	0.651850	9.506151	10.571816	63.251133	339.357573
0.767930	0.404916	-0.532325	0.788998	10.958305	8.611015	91.175644	338.356066
0.783947	0.471239	-0.349066	0.828151	11.441567	2.444498	30.171784	338.070151
0.799924	0.548033	-0.152716	0.961313	12.289512	8.334574	53.072913	337.097752
0.816001	0.628319	0.052360	0.998758	12.755874	2.329093	29.007997	336.824315
0.831982	0.708604	0.253073	1.004757	12.559468	0.375425	-12.289950	336.780503
0.847931	0.781908	0.445059	0.919228	12.037508	-5.362692	-32.726829	337.405074
0.864035	0.844739	0.632682	0.780326	11.650701	-8.625301	-24.019300	338.419392
0.879955	0.907571	0.802851	0.789345	10.689045	0.566510	-60.405527	338.353532
0.895928	0.963422	0.959931	0.699312	9.834072	-5.636580	-53.526158	339.010990
0.911967	1.012291	1.103921	0.609380	8.977471	-5.607077	-53.407361	339.667709
0.927993	1.061160	1.230457	0.609874	7.895693	0.030845	-67.501479	339.664100
0.943990	1.106539	1.339540	0.567338	6.818971	-2.658987	-67.307728	339.974713
0.959939	1.155408	1.431170	0.612819	5.745174	2.851603	-67.326892	339.642599
0.975980	1.200787	1.509710	0.565782	4.896192	-2.932262	-52.925773	339.986077
0.991937	1.249656	1.566433	0.612511	3.554753	2.928443	-84.065839	339.644842
1.007942	1.295034	1.610066	0.567055	2.726225	-2.840147	-51.766850	339.976784
1.023975	1.336922	1.636246	0.522521	1.632878	-2.777629	-68.193516	340.301987
1.039938	1.361357	1.636246	0.306141	0.000000	-13.555128	-102.291447	341.882085
1.055943	1.375319	1.627520	0.174478	-0.545245	-8.226315	-34.067167	342.843535
1.071943	1.389282	1.610066	0.174533	-1.090831	0.003408	-34.099111	342.843137
1.087943	1.406735	1.570796	0.218166	-2.454369	2.727077	-85.221155	342.524510
1.104008	1.424189	1.509710	0.217283	-3.802460	-0.054946	-83.914783	342.530956
1.119984	1.427679	1.431170	0.043699	-4.916113	-10.865339	-69.707840	343.798541
1.135945	1.427679	1.335177	0.000000	-6.014229	-2.737847	-68.799968	344.117647
1.151959	1.410226	1.226094	-0.217975	-6.811732	-13.611554	-49.800371	345.709392
1.167935	1.385791	1.095194	-0.305891	-8.193521	-5.503006	-86.491551	346.351390
1.183953	1.343904	0.942478	-0.523010	-9.534044	-13.554684	-83.688500	347.936880
1.199928	1.288053	0.772308	-0.699224	-10.652244	-11.030601	-69.996915	349.223664
1.215985	1.218240	0.580322	-0.869567	-11.956543	-10.608617	-81.229318	350.467574
1.231970	1.144936	0.379609	-0.917158	-12.556326	-2.977222	-37.521560	350.815102
1.247926	1.064651	0.165806	-1.006332	-13.399526	-5.588747	-52.845339	351.466287
1.263979	0.980875	-0.052360	-1.043740	-13.590367	-2.330308	-11.888177	351.739459
1.279930	0.904081	-0.266163	-0.962880	-13.403726	5.069291	11.700877	351.148984
1.295947	0.830777	-0.471239	-0.915325	-12.803658	2.969007	37.464456	350.801722
1.311975	0.764454	-0.667588	-0.827583	-12.250408	5.474307	34.517701	350.160993
1.327931	0.705113	-0.850848	-0.743810	-11.485308	5.250233	47.950632	349.549251
1.343988	0.652753	-1.016654	-0.652175	-10.326106	5.706876	72.192946	348.880093
1.359940	0.600393	-1.169371	-0.656468	-9.573490	-0.269106	47.180032	348.911440
1.375986	0.551524	-1.304634	-0.609114	-8.429703	2.951130	71.281731	348.565643
1.391949	0.506145	-1.422443	-0.568547	-7.380174	2.541331	65.747587	348.269405
1.407928	0.457276	-1.527163	-0.611668	-6.553586	-2.698622	51.729655	348.584294
1.423979	0.411898	-1.610066	-0.565430	-5.164983	2.880715	86.511958	348.246643
1.439983	0.366519	-1.675516	-0.567090	-4.089593	-0.103757	67.195064	348.258769
1.455973	0.342085	-1.719149	-0.305624	-2.728782	16.351882	85.103852	346.349434
1.471940	0.324631	-1.754056	-0.218617	-2.186171	5.449150	33.983335	345.714077
1.487926	0.317650	-1.775873	-0.087343	-1.364733	8.211821	51.384832	344.755460
1.504012	0.317650	-1.780236	0.000000	-0.271250	5.429746	67.977303	344.117647
1.519929	0.317650	-1.771509	0.000000	0.548259	0.000000	51.486412	344.117647
1.535984	0.324631	-1.749693	0.086968	1.358867	5.416849	50.489435	343.482575
1.551990	0.331613	-1.710423	0.087234	2.453449	0.016634	68.385721	343.480631
1.567950	0.328122	-1.649336	-0.043743	3.827476	-8.206537	86.091931	344.437073
1.583933	0.321141	-1.570796	-0.087359	4.913960	-2.728943	67.977424	344.755580
1.599982	0.310669	-1.474803	-0.130500	5.981252	-2.688065	66.502095	345.070611
1.615930	0.310669	-1.356993	0.000000	7.387116	8.182847	88.153009	344.117647
1.631980	0.314159	-1.226094	0.043497	8.155744	2.710112	47.889611	343.800012
1.647971	0.335103	-1.073377	0.261947	9.550141	13.660774	87.198870	342.204806
1.663983	0.373500	-0.903208	0.479606	10.627629	13.593499	67.292537	340.615372
1.679976	0.422370	-0.711222	0.611133	12.004391	8.224021	86.085232	339.654910
1.695951	0.488692	-0.501782	0.830329	13.110454	13.721200	69.237180	338.054251
1.711932	0.561996	-0.274889	0.917387	14.197660	5.447624	68.031126	337.418515
1.727925	0.638791	-0.039270	0.960351	14.732661	2.686425	33.452211	337.104775
1.743984	0.712094	0.191986	0.912931	14.400406	-2.952850	-20.689628	337.451054
1.759925	0.781908	0.418879	0.875894	14.233285	-2.323376	-10.483719	337.721512
1.775990	0.844739	0.637045	0.782220	13.580215	-5.830943	-40.651743	338.405558
1.791970	0.900590	0.837758	0.699005	12.560254	-5.207443	-63.827337	339.013227
1.807929	0.949459	1.025381	0.612435	11.756557	-5.424579	-50.360125	339.645403
1.823975	0.991347	1.195551	0.522098	10.605110	-5.629868	-71.759108	340.305079
1.839936	1.033235	1.348267	0.524878	9.568092	0.174201	-64.972049	340.284775
1.855983	1.075123	1.483530	0.522065	8.429178	-0.175295	-70.973622	340.305316
1.871927	1.113520	1.605703	0.481651	7.662635	-2.534739	-48.077217	340.600435
1.887975	1.151917	1.706059	0.478530	6.253516	-0.194502	-87.806471	340.623228
