0.016121,0.013963,0.008727,0.866115,0.541322,53.725863, 33.578664, 12.713999
0.032096,0.048869,0.030543,2.185076,1.365672,82.564076, 51.602547, 12.714110
0.048111,0.094248,0.069813,2.833504,2.452070,40.488784, 67.836285, 12.714079
0.063967,0.146608,0.113446,3.302212,2.751844,29.560333, 18.905973, 12.714200
0.080004,0.209440,0.161443,3.917931,2.992864,38.393611, 15.029002, 12.714063
0.095999,0.279253,0.218166,4.364687,3.546308,27.931009, 34.601101, 12.714095
0.112024,0.349066,0.274889,4.356516,3.539669,-0.509892, -0.414287, 12.714072
0.128122,0.429351,0.331613,4.987275,3.523618,39.182412, -0.997107, 12.714016
0.144115,0.509636,0.383972,5.020018,3.273925,2.047353, -15.612655, 12.714096
0.160134,0.593412,0.440696,5.229777,3.540995,13.094422, 16.672103, 12.714076
0.176002,0.677188,0.488692,5.279544,3.024739,3.136287, -32.534432, 12.714191
0.192004,0.760964,0.532325,5.235333,2.726736,-2.762821, -18.622837, 12.714089
0.208002,0.848230,0.575959,5.454836,2.727418,13.720617, 0.042616, 12.714093
0.223979,0.932006,0.606502,5.243525,1.911702,-13.225915, -51.055639, 12.714109
0.240009,1.019272,0.637045,5.443947,1.905381,12.502881, -0.394302, 12.714068
0.256004,1.103048,0.654498,5.237625,1.091172,-12.899156, -50.904002, 12.714095
0.272014,1.190315,0.667588,5.450747,0.817612,13.311848, -17.086802, 12.714084
0.287995,1.277581,0.676315,5.460638,0.546064,0.618937, -16.991943, 12.714106
0.303996,1.361357,0.671952,5.235661,-0.272691,-14.060240, -51.168958, 12.738398
0.320118,1.448623,0.663225,5.412881,-0.541288,10.992443, -16.660304, 12.738490
0.336141,1.494002,0.637045,2.832089,-1.633897,-161.067952, -68.190063, 12.738415
0.352099,1.507964,0.575959,0.874961,-3.827956,-122.642406, -137.489577, 12.738366
0.367992,1.500983,0.484329,-0.439270,-5.765418,-82.692464, -121.906608, 12.738316
0.383938,1.473058,0.362156,-1.751240,-7.661674,-82.275790, -118.917333, 12.738357
0.399933,1.427679,0.222529,-2.837047,-8.729374,-67.884147, -66.752145, 12.738394
0.416121,1.368338,0.061087,-3.665752,-9.973002,-51.192579, -76.824053, 12.738541
0.432113,1.302016,-0.104720,-4.147231,-10.368076,-30.107461, -24.704509, 12.738392
0.448095,1.228712,-0.279253,-4.586649,-10.920593,-27.494599, -34.571206, 12.738384
0.463981,1.151917,-0.449422,-4.834098,-10.711923,-15.576553, 13.135523, 12.738311
0.479999,1.082104,-0.610865,-4.358420,-10.078846,29.696497, 39.522821, 12.738411
0.495985,1.012291,-0.767945,-4.367144,-9.826075,-0.545757, 15.812034, 12.738387
0.512123,0.945968,-0.911935,-4.109711,-8.922398,15.952018, 55.996814, 12.738502
0.528075,0.876155,-1.042834,-4.376452,-8.205848,-16.721525, 44.919123, 12.738360
0.544128,0.809833,-1.160644,-4.131471,-7.338798,15.260762, 54.011736, 12.738437
0.559944,0.740020,-1.265364,-4.414085,-6.621128,-17.868844, 45.376223, 12.738257
0.575994,0.673697,-1.356993,-4.132244,-5.709021,17.560212, 56.829081, 12.738434
0.591996,0.596903,-1.435533,-4.799056,-4.908125,-41.670532, 50.049738, 12.738398
0.607995,0.520108,-1.492257,-4.799955,-3.545422,-0.056246, 85.174284, 12.738395
0.623957,0.443314,-1.531526,-4.811082,-2.460212,-0.697051, 67.987055, 12.738367
0.639993,0.359538,-1.557706,-5.224233,-1.632573,-25.763998, 51.611336, 12.738423
0.656091,0.268781,-1.566433,-5.637789,-0.542095,-25.689861, 67.739957, 12.738470
0.671987,0.181514,-1.557706,-5.489838,0.548984,9.307420, 68.638579, 12.714172
0.687987,0.094248,-1.535890,-5.454154,1.363538,2.230247, 50.909668, 12.714093
0.704114,0.045379,-1.487893,-3.030273,2.976161,150.299530, 99.995219, 12.713996
0.720094,0.017453,-1.422443,-1.747514,4.095735,80.272826, 70.060934, 12.714108
0.735983,0.006981,-1.339540,-0.659071,5.217644,68.502918, 70.609133, 12.714177
0.751983,0.006981,-1.234820,0.000000,6.544985,41.191923, 82.958817, 12.714092
0.767986,0.038397,-1.112647,1.963127,7.634384,122.672457, 68.074694, 12.714090
0.783985,0.083776,-0.964294,2.836337,9.272641,54.579035, 102.397472, 12.714092
0.800100,0.143117,-0.794125,3.682358,10.559702,52.498939, 79.867271, 12.714004
0.816105,0.216421,-0.606502,4.580058,11.722768,56.088741, 72.668871, 12.714087
0.832079,0.307178,-0.401426,5.681553,12.838124,68.955463, 69.823219, 12.714111
0.848071,0.404916,-0.178896,6.111708,13.915050,26.898177, 67.341568, 12.714097
