0.015993,0.017453,0.008727,0.218262,0.545654,13.647324, 34.118309, 2.542819
0.032152,0.055851,0.034907,0.475243,1.620146,15.903284, 66.494948, 2.542796
0.048000,0.101229,0.074176,0.572672,2.477909,6.147752, 54.124396, 2.542847
0.063956,0.160570,0.122173,0.743810,3.008057,10.725621, 33.225583, 2.542837
0.079991,0.226893,0.174533,0.827222,3.265349,5.201836, 16.045687, 2.542836
0.095994,0.296706,0.231256,0.872501,3.544535,2.829419, 17.445857, 2.542855
0.112171,0.370010,0.287979,0.906272,3.506410,2.087605, -2.356745, 2.542847
0.128109,0.450295,0.349066,1.007468,3.832760,6.349356, 20.476177, 2.542906
0.144001,0.530580,0.405789,1.010384,3.569293,0.183498, -16.578588, 2.542938
0.160003,0.607375,0.458149,0.959811,3.272083,-3.160436, -18.573268, 2.542947
0.176177,0.691150,0.506145,1.035932,2.967513,4.706361, -18.830864, 2.542949
0.191994,0.774926,0.549779,1.059313,2.758629,1.478261, -13.206308, 2.543026
0.207990,0.858702,0.589049,1.047459,2.454983,-0.741062, -18.982606, 2.543026
0.223985,0.942478,0.623955,1.047525,2.182344,0.004094, -17.045293, 2.543050
0.239996,1.026254,0.650135,1.046478,1.635122,-0.065380, -34.177848, 2.543066
0.255993,1.113520,0.671952,1.091035,1.363794,2.785351, -16.961170, 2.543083
0.272009,1.197296,0.685042,1.046151,0.817306,-2.802445, -34.121404, 2.543090
0.288003,1.281072,0.693768,1.047590,0.545620,0.089971, -16.986731, 2.543100
0.304112,1.368338,0.689405,1.083450,-0.270862,2.226047, -50.684862, 2.547417
0.320013,1.455605,0.680678,1.097622,-0.548811,0.891299, -17.479952, 2.547395
0.336110,1.494002,0.645772,0.477073,-2.168515,-38.550602, -100.621469, 2.547446
0.351944,1.507964,0.584685,0.176363,-3.857934,-18.991449, -106.695646, 2.547449
0.368159,1.504474,0.488692,-0.043055,-5.920019,-13.531753, -127.171461, 2.547554
0.384017,1.476549,0.366519,-0.352192,-7.704190,-19.494064, -112.509214, 2.547555
0.400012,1.424189,0.222529,-0.654703,-9.002167,-18.912880, -81.148920, 2.547617
0.416171,1.357866,0.061087,-0.820874,-9.990900,-10.283489, -61.187761, 2.547662
0.432097,1.284562,-0.113446,-0.920555,-10.958993,-6.259040, -60.786952, 2.547614
0.448183,1.207768,-0.292343,-0.954799,-11.121239,-2.128784, -10.086143, 2.547592
0.463955,1.130973,-0.462512,-0.973808,-10.789348,-1.205225, 21.043020, 2.547474
0.479952,1.057670,-0.628319,-0.916470,-10.364836,3.584307, 26.537007, 2.547405
0.495989,0.987856,-0.789761,-0.870651,-10.066905,2.857046, 18.577715, 2.547285
0.511994,0.921534,-0.933751,-0.828772,-8.996543,2.616610, 66.876756, 2.547156
0.527999,0.851721,-1.069014,-0.872392,-8.451298,-2.725373, 34.067167, 2.547021
0.544112,0.778417,-1.191187,-0.909872,-7.582266,-2.326065, 53.933582, 2.546904
0.559951,0.705113,-1.295907,-0.925612,-6.611513,-0.993746, 61.288761, 2.546762
0.575997,0.628319,-1.387537,-0.957179,-5.710444,-1.967305, 56.155364, 2.546677
0.592003,0.555015,-1.466077,-0.915954,-4.906898,2.575586, 50.202777, 2.546582
0.607984,0.471239,-1.527163,-1.048443,-3.822447,-8.290357, 67.858804, 2.546510
0.624151,0.390954,-1.566433,-0.993198,-2.429016,3.417131, 86.189800, 2.546480
0.639994,0.310669,-1.592613,-1.013509,-1.652461,-1.282053, 49.015682, 2.544073
0.656171,0.219911,-1.601340,-1.122051,-0.539448,-6.709646, 68.802200, 2.544058
0.671989,0.129154,-1.592613,-1.147517,0.551691,-1.609919, 68.980821, 2.546424
0.687990,0.041888,-1.566433,-1.090763,1.636144,3.546929, 67.774079, 2.544029
