0.015976, 0.013963, 0.008727, 0.174795, 0.546235, 10.941107, 34.190958, 66.113169, 0.000000
0.031931, 0.048869, 0.034907, 0.437563, 1.640861, 16.469310, 68.607104, 66.113371, 0.000000
0.047936, 0.094248, 0.069813, 0.567055, 2.180980, 8.090712, 33.746886, 66.113496, 0.000000
0.063931, 0.146608, 0.113446, 0.654703, 2.727929, 5.479729, 34.195025, 66.113377, 0.000000
0.079919, 0.209440, 0.165806, 0.785988, 3.274949, 8.211445, 34.214356, 66.113570, 0.000000
0.095959, 0.275762, 0.218166, 0.826964, 3.264332, 2.554634, -0.661910, 66.113861, 0.000000
0.111929, 0.352557, 0.274889, 0.961734, 3.551860, 8.438970, 18.004274, 66.113973, 0.000000
0.127965, 0.425860, 0.335976, 0.914241, 3.809337, -2.961682, 16.056183, 66.114702, 0.000000
0.143963, 0.502655, 0.388336, 0.960051, 3.272901, 2.863500, -33.531396, 66.115048, 0.000000
0.160057, 0.579449, 0.440696, 0.954324, 3.253379, -0.355826, -1.213043, 66.115741, 0.000000
0.175964, 0.656244, 0.484329, 0.965543, 2.743021, 0.705279, -32.083861, 66.116046, 0.000000
0.191965, 0.733038, 0.523599, 0.959871, 2.454216, -0.354491, -18.049178, 66.117328, 0.000000
0.207905, 0.806342, 0.558505, 0.919747, 2.189874, -2.517201, -16.583581, 66.117563, 0.000000
0.223935, 0.883137, 0.584685, 0.958135, 1.633184, 2.394740, -34.727987, 66.118341, 0.000000
0.239920, 0.956440, 0.602139, 0.917158, 1.091854, -2.563459, -33.864846, 66.118439, 0.000000
0.255921, 1.029744, 0.615229, 0.916241, 0.818072, -0.057315, -17.110333, 66.118895, 0.000000
0.271930, 1.103048, 0.619592, 0.915783, 0.272554, -0.028600, -34.075681, 66.119069, 0.000000
0.288013, 1.176352, 0.610865, 0.911569, -0.542601, -0.261993, -50.684265, 66.119114, 0.000000
0.303925, 1.249656, 0.602139, 0.921365, -0.548432, 0.615653, -0.366460, 66.234250, 0.000000
0.319900, 1.284562, 0.571595, 0.437015, -1.911941, -30.319262, -85.352708, 66.233792, 0.000000
0.335921, 1.288053, 0.501782, 0.043576, -4.357604, -24.557712, -152.653548, 66.234518, 0.000000
0.351934, 1.274090, 0.405789, -0.174391, -5.994699, -13.611895, -102.235361, 66.235659, 0.000000
0.367923, 1.242674, 0.287979, -0.392969, -7.368173, -13.670524, -85.901231, 66.236787, 0.000000
0.383962, 1.190315, 0.152716, -0.652907, -8.433382, -16.206606, -66.413666, 66.237774, 0.000000
0.399924, 1.123992, -0.004363, -0.831005, -9.840849, -11.157626, -88.176097, 66.238730, 0.000000
0.415961, 1.054179, -0.165806, -0.870651, -10.066905, -2.472171, -14.095901, 66.238537, 0.000000
0.431928, 0.980875, -0.327249, -0.918192, -10.111039, -2.977415, -2.764059, 66.238349, 0.000000
0.448000, 0.907571, -0.484329, -0.912193, -9.773496, 0.373235, 21.001894, 66.236829, 0.000000
0.463958, 0.837758, -0.637045, -0.874961, -9.569890, 2.333099, 12.758867, 66.235328, 0.000000
0.479919, 0.774926, -0.776672, -0.787317, -8.747969, 5.491144, 51.495575, 66.232394, 0.000000
0.495918, 0.712094, -0.903208, -0.785447, -7.909017, 0.116882, 52.437774, 66.229701, 0.000000
0.511918, 0.652753, -1.012291, -0.741765, -6.817692, 2.730145, 68.207819, 66.226994, 0.000000
0.527913, 0.589921, -1.112647, -0.785644, -6.274238, -2.743279, 33.976536, 66.224343, 0.000000
0.543962, 0.537561, -1.195551, -0.652500, -5.165626, 8.296061, 69.076654, 66.221632, 0.000000
0.559949, 0.485202, -1.261000, -0.655031, -4.093942, -0.158284, 67.034761, 66.219511, 0.000000
0.576095, 0.432842, -1.313360, -0.648580, -3.242901, 0.399511, 52.709085, 66.217500, 0.000000
0.591922, 0.380482, -1.348267, -0.661653, -2.205509, -0.825956, 65.545729, 66.216369, 0.000000
0.607923, 0.324631, -1.370083, -0.698088, -1.363453, -2.277075, 52.625171, 66.214578, 0.000000
0.623932, 0.265290, -1.370083, -0.741348, 0.000000, -2.702221, 85.167922, 66.214353, 0.000000
0.639925, 0.205949, -1.361357, -0.742090, 0.545654, -0.046375, 34.118309, 66.138550, 0.000000
0.655949, 0.174533, -1.322087, -0.392111, 2.450693, 21.840906, 118.886614, 66.138321, 0.000000
0.671964, 0.157080, -1.269727, -0.217962, 3.269427, 10.874124, 51.122950, 66.137095, 0.000000
0.687900, 0.153589, -1.195551, -0.043808, 4.654649, 10.928298, 86.924082, 66.135571, 0.000000
0.703928, 0.153589, -1.103921, 0.000000, 5.716857, 2.733246, 66.272004, 66.133682, 0.000000
0.719904, 0.174533, -0.994838, 0.262193, 6.827934, 16.411660, 69.546644, 66.130901, 0.000000
0.735912, 0.205949, -0.859575, 0.392503, 8.449714, 8.140314, 101.310558, 66.128207, 0.000000
0.751973, 0.251327, -0.711222, 0.565078, 9.236846, 10.744961, 49.008933, 66.124944, 0.000000
0.767916, 0.307178, -0.541052, 0.700628, 10.673625, 8.502166, 90.119723, 66.121591, 0.000000
0.783916, 0.373500, -0.353429, 0.829031, 11.726431, 8.025232, 65.800375, 66.119148, 0.000000
0.799958, 0.446804, -0.157080, 0.913899, 12.239717, 5.290330, 31.996393, 66.116622, 0.000000
0.815943, 0.523599, 0.043633, 0.960832, 12.556326, 2.936065, 19.806600, 66.115022, 0.000000
0.831981, 0.600393, 0.248709, 0.957657, 12.786893, -0.197981, 14.376311, 66.114962, 0.000000
0.847936, 0.673697, 0.449422, 0.918882, 12.579935, -2.430238, -12.971342, 66.115762, 0.000000
0.864096, 0.740020, 0.637045, 0.820823, 11.610328, -6.068011, -60.000460, 66.118182, 0.000000
0.879980, 0.802851, 0.811578, 0.791134, 10.987971, -1.869131, -39.181379, 66.120283, 0.000000
0.895911, 0.862193, 0.977384, 0.744978, 10.407776, -2.897259, -36.419223, 66.124724, 0.000000
0.911911, 0.914553, 1.121374, 0.654498, 8.999354, -5.654949, -88.026376, 66.128510, 0.000000
0.928099, 0.959931, 1.252274, 0.560644, 8.086218, -5.797754, -56.408213, 66.131966, 0.000000
0.943962, 1.008800, 1.365720, 0.616141, 7.151636, 3.498488, -58.915832, 66.135160, 0.000000
0.960136, 1.054179, 1.461713, 0.561130, 5.935026, -3.401213, -75.220111, 66.139277, 0.000000
0.976063, 1.099557, 1.540253, 0.569832, 4.931237, 0.546377, -63.024336, 66.141412, 0.000000
0.991949, 1.148427, 1.605703, 0.615249, 4.119970, 2.858934, -51.068052, 66.144301, 0.000000
1.007942, 1.193805, 1.649336, 0.567480, 2.728271, -2.986845, -87.019299, 66.206579, 0.000000
1.023997, 1.221730, 1.671153, 0.347870, 1.358867, -13.678619, -85.294500, 66.205502, 0.000000
1.039956, 1.239184, 1.684243, 0.218727, 0.820225, -8.092199, -33.751642, 66.204983, 0.000000
1.055951, 1.246165, 1.675516, 0.087294, -0.545586, -8.217124, -85.389859, 66.204414, 0.000000
1.071967, 1.246165, 1.658063, 0.000000, -1.089741, -5.450408, -33.975721, 66.148186, 0.000000
1.087939, 1.246165, 1.627520, 0.000000, -1.912300, 0.000000, -51.500085, 66.147608, 0.000000
1.103904, 1.253146, 1.575160, 0.087458, -3.279667, 5.478094, -85.647743, 66.146752, 0.000000
1.119916, 1.260128, 1.509710, 0.087201, -4.087550, -0.016033, -50.454856, 66.145187, 0.000000
1.135946, 1.263618, 1.422443, 0.043552, -5.443947, -2.722988, -84.616141, 66.209854, 0.000000
1.151899, 1.260128, 1.313360, -0.043762, -6.837778, -5.473162, -87.371143, 66.212507, 0.000000
1.167899, 1.246165, 1.186824, -0.174533, -7.908523, -8.173196, -66.921551, 66.215525, 0.000000
1.183905, 1.218240, 1.047198, -0.348935, -8.723375, -10.896044, -50.909148, 66.219272, 0.000000
1.199941, 1.176352, 0.881391, -0.522423, -10.339628, -10.818678, -100.789054, 66.223114, 0.000000
1.215945, 1.123992, 0.702495, -0.654335, -11.178221, -8.242412, -52.398944, 66.227197, 0.000000
1.231907, 1.054179, 0.501782, -0.874742, -12.574418, -13.808248, -87.470071, 66.230931, 0.000000
1.247943, 0.977384, 0.283616, -0.957776, -13.604774, -5.177972, -64.252669, 66.234030, 0.000000
1.263944, 0.893609, 0.061087, -1.047132, -13.907223, -5.584402, -18.901896, 66.236661, 0.000000
1.279940, 0.813323, -0.161443, -1.003815, -13.911570, 2.707979, -0.271761, 66.237649, 0.000000
1.295940, 0.740020, -0.375246, -0.916298, -13.362677, 5.469839, 34.305830, 66.237277, 0.000000
1.311946, 0.670206, -0.580322, -0.872337, -12.812457, 2.746492, 34.375863, 66.235656, 0.000000
1.327942, 0.603884, -0.776672, -0.829239, -12.274915, 2.694348, 33.604776, 66.232849, 0.000000
1.343902, 0.548033, -0.959931, -0.699881, -11.482429, 8.105094, 49.654495, 66.229064, 0.000000
1.359908, 0.495674, -1.125737, -0.654253, -10.359008, 2.850698, 70.187522, 66.224734, 0.000000
1.375908, 0.450295, -1.274090, -0.567232, -9.272062, 5.438820, 67.934135, 66.220600, 0.000000
1.391921, 0.404916, -1.404990, -0.566772, -8.174589, 0.028758, 68.536354, 66.216435, 0.000000
1.407895, 0.359538, -1.522800, -0.568155, -7.375092, -0.086625, 50.049875, 66.212636, 0.000000
1.423934, 0.314159, -1.618793, -0.565853, -5.984981, 0.143557, 86.670702, 66.208980, 0.000000
1.439903, 0.265290, -1.697333, -0.612051, -4.918268, -2.893002, 66.799001, 66.146679, 0.000000
1.455945, 0.237365, -1.754056, -0.348152, -3.535918, 16.450513, 86.170640, 66.149158, 0.000000
1.471961, 0.219911, -1.806416, -0.217948, -3.269223, 8.129604, 16.651794, 66.150689, 0.000000
